TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
19695.000000,60316.000000,1766715435.638847,1766774984.531453,2,17100,6.15397e+06,1.11.4
