LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1766811012.043939,84892.000,11895,1,T1,1,100,25.504
1766811207.017049,85025.000,11911,1,T1,1,100,25.537
1766811401.990160,85158.000,11929,1,T1,1,100,25.516
1766811598.429233,85292.000,11960,1,T1,1,100,25.507
1766811793.402344,85425.000,11976,1,T1,1,100,25.538
1766811988.375454,85558.000,11994,1,T1,1,100,25.446
1766812184.814528,85692.000,12010,1,T1,1,100,25.547
1766812379.787638,85825.000,12042,1,T1,1,100,25.556
1766812574.760748,85958.000,12059,1,T1,1,100,25.666
1766812771.199822,86092.000,12075,1,T1,1,100,25.607
1766812966.172932,86225.000,12109,1,T1,1,100,25.511
1766813161.146043,86358.000,12126,1,T1,1,100,25.505
1766813357.585116,86492.000,12143,1,T1,1,100,25.573
1766813552.558227,86625.000,12174,1,T1,1,100,25.532
1766813747.531337,86758.000,12191,1,T1,1,100,25.620
1766813943.970411,86892.000,12208,1,T1,1,100,25.552
1766814138.943521,87025.000,12239,1,T1,1,100,25.558
1766814333.916631,87158.000,12257,1,T1,1,100,25.561
1766814528.889742,87291.000,12273,1,T1,1,100,25.455
1766814725.328815,87425.000,12305,1,T1,1,100,25.516
1766814920.301926,87558.000,12322,1,T1,1,100,25.578
1766815115.275036,87691.000,12338,1,T1,1,100,25.498
1766815311.714110,87825.000,12355,1,T1,1,100,25.428
1766815506.687220,87958.000,12387,1,T1,1,100,25.540
1766815701.660331,88091.000,12403,1,T1,1,100,25.588
1766815898.099404,88225.000,12423,1,T1,1,100,25.574
1766816093.072515,88358.000,12454,1,T1,1,100,25.674
1766816288.045625,88491.000,12471,1,T1,1,100,25.611
1766816484.484699,88625.000,12488,1,T1,1,100,25.548
1766816679.457809,88758.000,12520,1,T1,1,100,25.556
1766816874.430919,88891.000,12536,1,T1,1,100,25.631
1766817070.869993,89025.000,12555,1,T1,1,100,25.663
1766817265.843103,89158.000,12587,1,T1,1,100,25.606
1766817460.816214,89291.000,12603,1,T1,1,100,25.652
1766817657.255287,89425.000,12620,1,T1,1,100,25.637
1766817852.228398,89558.000,12652,1,T1,1,100,25.701
1766818047.201508,89691.000,12668,1,T1,1,100,25.693
1766818243.640582,89825.000,12686,1,T1,1,100,25.655
1766818438.613692,89958.000,12717,1,T1,1,100,25.709
1766818633.586802,90091.000,12733,1,T1,1,100,25.697
1766818830.025876,90225.000,12751,1,T1,1,100,25.621
1766819024.998986,90358.000,12767,1,T1,1,100,25.659
1766819219.972097,90491.000,12799,1,T1,1,100,25.675
1766819414.945207,90624.000,12816,1,T1,1,100,25.611
1766819611.384281,90758.000,12832,1,T1,1,100,25.690
1766819806.357391,90891.000,12864,1,T1,1,100,25.724
1766820001.330502,91024.000,12881,1,T1,1,100,25.668
1766820197.769575,91158.000,12898,1,T1,1,100,25.750
1766820392.742686,91291.000,12933,1,T1,1,100,25.679
1766820587.715796,91424.000,12950,1,T1,1,100,25.648
1766820784.154870,91558.000,12967,1,T1,1,100,25.600
1766820979.127980,91691.000,12998,1,T1,1,100,25.720
1766821174.101090,91824.000,13018,1,T1,1,100,25.773
1766821370.540164,91958.000,13036,1,T1,1,100,25.760
1766821565.513274,92091.000,13068,1,T1,1,100,25.754
1766821760.486385,92224.000,13085,1,T1,1,100,25.645
1766821956.925458,92358.000,13101,1,T1,1,100,25.634
1766822151.898569,92491.000,13118,1,T1,1,100,25.735
1766822346.871679,92624.000,13150,1,T1,1,100,25.850
1766822543.310753,92758.000,13166,1,T1,1,100,25.758
1766822738.283863,92891.000,13184,1,T1,1,100,25.789
1766822933.256973,93024.000,13215,1,T1,1,100,25.696
1766823129.696047,93158.000,13232,1,T1,1,100,25.727
1766823324.669157,93291.000,13249,1,T1,1,100,25.775
1766823519.642268,93424.000,13281,1,T1,1,100,25.726
1766823716.081341,93558.000,13297,1,T1,1,100,25.739
1766823911.054452,93691.000,13316,1,T1,1,100,25.781
1766824106.027562,93824.000,13348,1,T1,1,100,25.728
1766824301.000673,93957.000,13364,1,T1,1,100,25.705
1766824497.439746,94091.000,13381,1,T1,1,100,25.837
1766824692.412857,94224.000,13415,1,T1,1,100,25.752
1766824887.385967,94357.000,13431,1,T1,1,100,25.751
1766825083.825040,94491.000,13451,1,T1,1,100,25.786
1766825278.798151,94624.000,13467,1,T1,1,100,25.766
1766825473.771261,94757.000,13498,1,T1,1,100,25.828
1766825670.210335,94891.000,13516,1,T1,1,100,25.855
1766825865.183445,95024.000,13532,1,T1,1,100,25.795
1766826060.156556,95157.000,13566,1,T1,1,100,25.663
1766826256.595629,95291.000,13583,1,T1,1,100,25.819
1766826451.568740,95424.000,13599,1,T1,1,100,25.957
1766826646.541850,95557.000,13631,1,T1,1,100,25.804
1766826842.980924,95691.000,13648,1,T1,1,100,25.667
1766827037.954034,95824.000,13665,1,T1,1,100,25.820
1766827232.927144,95957.000,13696,1,T1,1,100,25.816
1766827429.366218,96091.000,13713,1,T1,1,100,25.779
1766827624.339328,96224.000,13732,1,T1,1,100,25.940
1766827819.312439,96357.000,13765,1,T1,1,100,25.903
1766828015.751512,96491.000,13783,1,T1,1,100,25.745
1766828210.724623,96624.000,13799,1,T1,1,100,25.783
1766828405.697733,96757.000,13816,1,T1,1,100,25.906
1766828600.670843,96890.000,13848,1,T1,1,100,25.924
1766828797.109917,97024.000,13866,1,T1,1,100,25.896
1766828992.083027,97157.000,13883,1,T1,1,100,25.813
1766829187.056138,97290.000,13915,1,T1,1,100,25.777
1766829383.495211,97424.000,13931,1,T1,1,100,25.833
1766829578.468322,97557.000,13949,1,T1,1,100,25.821
1766829773.441432,97690.000,13982,1,T1,1,100,25.923
1766829969.880506,97824.000,13999,1,T1,1,100,25.931
1766830164.853616,97957.000,14016,1,T1,1,100,25.935
1766830359.826726,98090.000,14052,1,T1,1,100,25.794
1766830556.265800,98224.000,14068,1,T1,1,100,25.876
1766830751.238910,98357.000,14085,1,T1,1,100,25.840
1766830946.212021,98490.000,14117,1,T1,1,100,25.860
1766831142.651094,98624.000,14133,1,T1,1,100,25.868
1766831337.624205,98757.000,14152,1,T1,1,100,25.872
1766831532.597315,98890.000,14186,1,T1,1,100,25.803
1766831729.036389,99024.000,14202,1,T1,1,100,25.808
1766831924.009499,99157.000,14220,1,T1,1,100,25.811
1766832118.982610,99290.000,14236,1,T1,1,100,25.954
1766832315.421683,99424.000,14267,1,T1,1,100,26.015
1766832510.394794,99557.000,14285,1,T1,1,100,25.936
1766832705.367904,99690.000,14301,1,T1,1,100,25.937
1766832901.806978,99824.000,14333,1,T1,1,100,25.973
1766833096.780088,99957.000,14350,1,T1,1,100,25.882
1766833291.753198,100090.000,14366,1,T1,1,100,25.842
1766833486.726309,100223.000,14398,1,T1,1,100,25.861
1766833683.165382,100357.000,14415,1,T1,1,100,25.869
1766833878.138493,100490.000,14432,1,T1,1,100,25.872
1766834073.111603,100623.000,14463,1,T1,1,100,25.803
1766834269.550677,100757.000,14480,1,T1,1,100,25.808
1766834464.523787,100890.000,14497,1,T1,1,100,25.917
1766834660.962861,101024.000,14532,1,T1,1,100,25.893
1766834855.935971,101157.000,14550,1,T1,1,100,25.918
1766835050.909081,101290.000,14570,1,T1,1,100,26.000
1766835245.882192,101423.000,14587,1,T1,1,100,26.106
1766835442.321265,101557.000,14621,1,T1,1,100,26.011
1766835637.294376,101690.000,14637,1,T1,1,100,25.792
1766835832.267486,101823.000,14657,1,T1,1,100,25.910
1766836028.706560,101957.000,14688,1,T1,1,100,25.996
1766836223.679670,102090.000,14704,1,T1,1,100,25.998
1766836418.652781,102223.000,14722,1,T1,1,100,26.070
1766836615.091854,102357.000,14753,1,T1,1,100,26.066
1766836810.064965,102490.000,14770,1,T1,1,100,25.958
1766837005.038075,102623.000,14787,1,T1,1,100,26.017
1766837201.477149,102757.000,14819,1,T1,1,100,26.007
1766837396.450259,102890.000,14835,1,T1,1,100,26.003
1766837591.423369,103023.000,14852,1,T1,1,100,25.966
1766837787.862443,103157.000,14884,1,T1,1,100,25.914
1766837982.835553,103290.000,14900,1,T1,1,100,25.963
1766838177.808664,103423.000,14917,1,T1,1,100,25.913
1766838372.781774,103556.000,14934,1,T1,1,100,26.104
1766838569.220848,103690.000,14965,1,T1,1,100,26.081
1766838764.193958,103823.000,14983,1,T1,1,100,26.035
1766838959.167068,103956.000,14999,1,T1,1,100,26.051
1766839155.606142,104090.000,15031,1,T1,1,100,25.951
1766839350.579252,104223.000,15048,1,T1,1,100,25.943
1766839545.552363,104356.000,15064,1,T1,1,100,26.011
1766839741.991436,104490.000,15098,1,T1,1,100,25.969
1766839936.964547,104623.000,15115,1,T1,1,100,25.987
1766840131.937657,104756.000,15131,1,T1,1,100,25.923
1766840328.376731,104890.000,15163,1,T1,1,100,26.002
1766840523.349841,105023.000,15180,1,T1,1,100,26.036
1766840718.322952,105156.000,15199,1,T1,1,100,26.087
1766840914.762025,105290.000,15230,1,T1,1,100,26.073
1766841109.735136,105423.000,15247,1,T1,1,100,25.996
1766841304.708246,105556.000,15264,1,T1,1,100,25.998
1766841501.147320,105690.000,15281,1,T1,1,100,26.070
1766841696.120430,105823.000,15313,1,T1,1,100,26.030
1766841891.093540,105956.000,15329,1,T1,1,100,26.049
1766842087.532614,106090.000,15348,1,T1,1,100,26.198
1766842282.505724,106223.000,15382,1,T1,1,100,26.121
1766842477.478835,106356.000,15400,1,T1,1,100,26.194
1766842673.917908,106490.000,15418,1,T1,1,100,26.226
1766842868.891019,106623.000,15449,1,T1,1,100,26.240
1766843063.864129,106756.000,15467,1,T1,1,100,26.139
1766843258.837239,106889.000,15485,1,T1,1,100,26.131
1766843455.276313,107023.000,15518,1,T1,1,100,26.021
1766843650.249423,107156.000,15535,1,T1,1,100,26.116
1766843845.222534,107289.000,15552,1,T1,1,100,26.227
1766844041.661607,107423.000,15584,1,T1,1,100,26.134
1766844236.634718,107556.000,15600,1,T1,1,100,25.987
1766844431.607828,107689.000,15617,1,T1,1,100,26.030
1766844628.046902,107823.000,15649,1,T1,1,100,26.013
1766844823.020012,107956.000,15665,1,T1,1,100,26.112
1766845017.993122,108089.000,15682,1,T1,1,100,26.155
1766845214.432196,108223.000,15699,1,T1,1,100,26.209
1766845409.405306,108356.000,15730,1,T1,1,100,26.161
1766845604.378417,108489.000,15748,1,T1,1,100,26.283
1766845800.817490,108623.000,15764,1,T1,1,100,26.122
1766845995.790601,108756.000,15798,1,T1,1,100,26.159
1766846190.763711,108889.000,15815,1,T1,1,100,26.246
1766846387.202785,109023.000,15831,1,T1,1,100,26.177
1766846582.175895,109156.000,15863,1,T1,1,100,26.041
1766846777.149005,109289.000,15880,1,T1,1,100,26.018
1766846973.588079,109423.000,15896,1,T1,1,100,26.150
1766847168.561189,109556.000,15928,1,T1,1,100,26.171
1766847363.534300,109689.000,15945,1,T1,1,100,26.109
1766847559.973373,109823.000,15962,1,T1,1,100,26.189
1766847754.946484,109956.000,15995,1,T1,1,100,26.117
1766847949.919594,110089.000,16012,1,T1,1,100,26.193
1766848144.892704,110222.000,16029,1,T1,1,100,26.225
1766848341.331778,110356.000,16046,1,T1,1,100,26.133
1766848536.304888,110489.000,16080,1,T1,1,100,26.199
1766848731.277999,110622.000,16096,1,T1,1,100,26.193
1766848927.717072,110756.000,16113,1,T1,1,100,26.048
1766849122.690183,110889.000,16147,1,T1,1,100,26.163
1766849317.663293,111022.000,16163,1,T1,1,100,26.177
1766849514.102367,111156.000,16185,1,T1,1,100,26.218
1766849709.075477,111289.000,16220,1,T1,1,100,26.130
1766849904.048588,111422.000,16236,1,T1,1,100,26.233
1766850100.487661,111556.000,16254,1,T1,1,100,26.136
1766850295.460772,111689.000,16287,1,T1,1,100,26.201
1766850490.433882,111822.000,16306,1,T1,1,100,26.264
1766850686.872956,111956.000,16323,1,T1,1,100,26.256
1766850881.846066,112089.000,16355,1,T1,1,100,26.182
1766851076.819176,112222.000,16371,1,T1,1,100,26.114
1766851273.258250,112356.000,16390,1,T1,1,100,26.156
1766851468.231360,112489.000,16406,1,T1,1,100,26.209
1766851663.204471,112622.000,16438,1,T1,1,100,26.232
1766851859.643544,112756.000,16455,1,T1,1,100,26.207
1766852054.616655,112889.000,16472,1,T1,1,100,26.231
1766852249.589765,113022.000,16503,1,T1,1,100,26.277
1766852446.028839,113156.000,16521,1,T1,1,100,26.226
1766852641.001949,113289.000,16537,1,T1,1,100,26.169
1766852835.975060,113422.000,16571,1,T1,1,100,26.215
1766853032.414133,113556.000,16588,1,T1,1,100,26.270
1766853227.387244,113689.000,16604,1,T1,1,100,26.259
1766853422.360354,113822.000,16640,1,T1,1,100,26.325
1766853617.333464,113955.000,16657,1,T1,1,100,26.353
1766853813.772538,114089.000,16673,1,T1,1,100,26.295
1766854008.745648,114222.000,16705,1,T1,1,100,26.269
1766854203.718759,114355.000,16722,1,T1,1,100,26.152
1766854400.157832,114489.000,16739,1,T1,1,100,26.137
1766854595.130943,114622.000,16770,1,T1,1,100,26.236
1766854790.104053,114755.000,16789,1,T1,1,100,26.244
1766854986.543127,114889.000,16806,1,T1,1,100,26.247
1766855181.516237,115022.000,16823,1,T1,1,100,26.213
1766855376.489347,115155.000,16857,1,T1,1,100,26.234
1766855572.928421,115289.000,16873,1,T1,1,100,26.208
1766855767.901531,115422.000,16890,1,T1,1,100,26.161
1766855962.874642,115555.000,16922,1,T1,1,100,26.318
1766856159.313715,115689.000,16938,1,T1,1,100,26.350
1766856354.286826,115822.000,16956,1,T1,1,100,26.258
1766856549.259936,115955.000,16987,1,T1,1,100,26.253
1766856745.699010,116089.000,17003,1,T1,1,100,26.216
1766856940.672120,116222.000,17025,1,T1,1,100,26.200
1766857135.645231,116355.000,17056,1,T1,1,100,26.335
1766857332.084304,116489.000,17073,1,T1,1,100,26.251
1766857527.057415,116622.000,17090,1,T1,1,100,26.251
1766857722.030525,116755.000,17122,1,T1,1,100,26.321
1766857918.469599,116889.000,17138,1,T1,1,100,26.245
1766858113.442709,117022.000,17155,1,T1,1,100,26.354
1766858308.415819,117155.000,17171,1,T1,1,100,26.402
1766858503.388930,117288.000,17203,1,T1,1,100,26.316
1766858699.828003,117422.000,17220,1,T1,1,100,26.243
1766858894.801114,117555.000,17239,1,T1,1,100,26.211
1766859089.774224,117688.000,17272,1,T1,1,100,26.269
1766859286.213298,117822.000,17290,1,T1,1,100,26.365
1766859481.186408,117955.000,17306,1,T1,1,100,26.406
1766859676.159518,118088.000,17338,1,T1,1,100,26.211
1766859872.598592,118222.000,17355,1,T1,1,100,26.233
1766860067.571702,118355.000,17371,1,T1,1,100,26.314
1766860262.544813,118488.000,17405,1,T1,1,100,26.419
1766860458.983886,118622.000,17422,1,T1,1,100,26.359
1766860653.956997,118755.000,17438,1,T1,1,100,26.191
1766860848.930107,118888.000,17470,1,T1,1,100,26.260
1766861045.369181,119022.000,17489,1,T1,1,100,26.183
1766861240.342291,119155.000,17508,1,T1,1,100,26.292
1766861435.315401,119288.000,17525,1,T1,1,100,26.445
1766861631.754475,119422.000,17556,1,T1,1,100,26.335
1766861826.727585,119555.000,17573,1,T1,1,100,26.251
1766862021.700696,119688.000,17590,1,T1,1,100,26.215
