LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1766787841.713034,116113.000,16882,1,B%,1,100,37
1766787846.712034,121112.000,17710,1,B%,1,100,36
1766787851.711034,126111.000,18519,1,B%,1,100,36
1766787856.711034,131111.000,19335,1,B%,1,100,36
1766787861.710034,136110.000,20143,1,B%,1,100,36
1766787866.710034,141110.000,20978,1,B%,1,100,36
1766787871.709034,146109.000,21800,1,B%,1,100,36
1766787876.709034,151109.000,22617,1,B%,1,100,35
1766787881.708034,156108.000,23436,1,B%,1,100,36
1766787886.708034,161108.000,24269,1,B%,1,100,36
1766787891.707034,166107.000,25088,1,B%,1,100,36
1766787896.707034,171107.000,25912,1,B%,1,100,36
1766787901.706034,176106.000,26724,1,B%,1,100,36
1766787906.706034,181106.000,27559,1,B%,1,100,36
1766787911.705034,186105.000,28375,1,B%,1,100,35
1766787916.705034,191105.000,29185,1,B%,1,100,35
1766787921.704034,196104.000,30021,1,B%,1,100,36
1766787926.704034,201104.000,30838,1,B%,1,100,31
1766787931.704034,206104.000,31661,1,B%,1,100,18
1766787936.703034,211103.000,32476,1,B%,1,100,17
1766787941.702034,216102.000,33315,1,B%,1,100,16
1766787946.715034,221115.000,34121,1,B%,1,100,15
1766787951.715034,226115.000,34934,1,B%,1,100,15
1766787956.721034,231121.000,35750,1,B%,1,100,13
1766787961.720034,236120.000,36564,1,B%,1,100,14
1766787966.727034,241127.000,37380,1,B%,1,100,13
1766787971.726034,246126.000,38201,1,B%,1,100,13
1766787976.739034,251139.000,39008,1,B%,1,100,13
1766787981.738034,256138.000,39817,1,B%,1,100,12
1766787986.745034,261145.000,40629,1,B%,1,100,12
1766787991.751034,266151.000,41460,1,B%,1,100,12
1766787996.750034,271150.000,42263,1,B%,1,100,12
1766788001.750034,276150.000,43090,1,B%,1,100,11
1766788006.769034,281169.000,43903,1,B%,1,100,11
1766788011.769034,286169.000,44719,1,B%,1,100,11
1766788016.768034,291168.000,45530,1,B%,1,100,11
1766788021.768034,296168.000,46359,1,B%,1,100,11
1766788026.774034,301174.000,47156,1,B%,1,100,11
1766788031.773034,306173.000,47979,1,B%,1,100,11
1766788036.773034,311173.000,48795,1,B%,1,100,11
1766788041.779034,316179.000,49622,1,B%,1,100,11
1766788046.792034,321192.000,50417,1,B%,1,100,11
1766788051.798034,326198.000,51250,1,B%,1,100,10
1766788056.804034,331204.000,52064,1,B%,1,100,10
1766788061.810034,336210.000,52886,1,B%,1,100,10
1766788066.817034,341217.000,53679,1,B%,1,100,10
1766788071.823034,346223.000,54506,1,B%,1,100,10
1766788076.822034,351222.000,55328,1,B%,1,100,10
1766788081.822034,356222.000,56144,1,B%,1,100,10
1766788086.841034,361241.000,56977,1,B%,1,100,10
1766788091.847034,366247.000,57799,1,B%,1,100,10
1766788096.847034,371247.000,58618,1,B%,1,100, 9
1766788101.846034,376246.000,59435,1,B%,1,100, 9
1766788106.846034,381246.000,60264,1,B%,1,100, 9
1766788111.845034,386245.000,61077,1,B%,1,100, 9
1766788116.845034,391245.000,61887,1,B%,1,100,10
1766788121.844034,396244.000,62703,1,B%,1,100, 9
1766788126.844034,401244.000,63523,1,B%,1,100, 9
1766788131.843034,406243.000,64356,1,B%,1,100, 8
1766788136.856034,411256.000,65167,1,B%,1,100, 9
1766788141.856034,416256.000,438,1,B%,1,100, 9
1766788146.862034,421262.000,1248,1,B%,1,100, 9
1766788151.868034,426268.000,2081,1,B%,1,100, 9
1766788156.874034,431274.000,2902,1,B%,1,100, 9
1766788161.874034,436274.000,3721,1,B%,1,100, 9
1766788166.887034,441287.000,4540,1,B%,1,100, 8
1766788171.893034,446293.000,5372,1,B%,1,100, 9
1766788176.892034,451292.000,6189,1,B%,1,100, 9
1766788181.892034,456292.000,7001,1,B%,1,100, 9
1766788186.891034,461291.000,7813,1,B%,1,100, 9
1766788191.891034,466291.000,8623,1,B%,1,100, 9
1766788196.890034,471290.000,9452,1,B%,1,100, 8
1766788201.890034,476290.000,10267,1,B%,1,100, 7
1766788206.896034,481296.000,11078,1,B%,1,100, 7
1766788211.909034,486309.000,11890,1,B%,1,100, 7
1766788216.908034,491308.000,12717,1,B%,1,100, 7
1766788221.908034,496308.000,13530,1,B%,1,100, 7
1766788226.907034,501307.000,14348,1,B%,1,100, 7
1766788231.913034,506313.000,15152,1,B%,1,100, 6
1766788236.926034,511326.000,15981,1,B%,1,100, 7
1766788241.932034,516332.000,16801,1,B%,1,100, 6
1766788246.932034,521332.000,17607,1,B%,1,100, 6
1766788251.938034,526338.000,18417,1,B%,1,100, 6
1766788256.938034,531338.000,19248,1,B%,1,100, 6
1766788261.937034,536337.000,20052,1,B%,1,100, 6
1766788266.943034,541343.000,20864,1,B%,1,100, 6
1766788271.949034,546349.000,21687,1,B%,1,100, 6
1766788276.949034,551349.000,22514,1,B%,1,100, 6
1766788281.948034,556348.000,23333,1,B%,1,100, 6
1766788286.955034,561355.000,24151,1,B%,1,100, 5
1766788291.967034,566367.000,24977,1,B%,1,100, 6
1766788296.974034,571374.000,25806,1,B%,1,100, 5
1766788301.973034,576373.000,26622,1,B%,1,100, 5
1766788306.973034,581373.000,27431,1,B%,1,100, 6
1766788311.979034,586379.000,28247,1,B%,1,100, 6
1766788316.978034,591378.000,29056,1,B%,1,100, 5
1766788321.978034,596378.000,29885,1,B%,1,100, 5
1766788326.977034,601377.000,30710,1,B%,1,100, 5
1766788331.983034,606383.000,31528,1,B%,1,100, 5
1766788336.983034,611383.000,32338,1,B%,1,100, 5
1766788341.982034,616382.000,33156,1,B%,1,100, 5
1766788346.989034,621389.000,33989,1,B%,1,100, 5
1766788352.001034,626401.000,34811,1,B%,1,100, 5
1766788357.001034,631401.000,35638,1,B%,1,100, 5
1766788362.000034,636400.000,36461,1,B%,1,100, 4
1766788367.000034,641400.000,37294,1,B%,1,100, 5
1766788371.999034,646399.000,38117,1,B%,1,100, 5
1766788376.999034,651399.000,38939,1,B%,1,100, 5
1766788382.005034,656405.000,39761,1,B%,1,100, 5
1766788387.011034,661411.000,40606,1,B%,1,100, 4
1766788392.024034,666424.000,41428,1,B%,1,100, 4
1766788397.024034,671424.000,42245,1,B%,1,100, 4
1766788402.023034,676423.000,43056,1,B%,1,100, 4
1766788407.023034,681423.000,43869,1,B%,1,100, 4
1766788412.035034,686435.000,44696,1,B%,1,100, 4
1766788417.035034,691435.000,45516,1,B%,1,100, 4
1766788422.048034,696448.000,46336,1,B%,1,100, 4
1766788427.047034,701447.000,47179,1,B%,1,100, 4
1766788432.053034,706453.000,47998,1,B%,1,100, 4
1766788437.060034,711460.000,48816,1,B%,1,100, 4
1766788442.066034,716466.000,49635,1,B%,1,100, 4
1766788447.065034,721465.000,50466,1,B%,1,100, 4
1766788452.078034,726478.000,51285,1,B%,1,100, 4
1766788457.084034,731484.000,52105,1,B%,1,100, 4
