LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1766716658.399847,1242456.000,4377,1,B%,1,100,78
1766716663.399847,1247456.000,5188,1,B%,1,100,78
1766716668.405847,1252462.000,6003,1,B%,1,100,78
1766716673.404847,1257461.000,6834,1,B%,1,100,78
1766716678.404847,1262461.000,7642,1,B%,1,100,77
1766716683.410847,1267467.000,8454,1,B%,1,100,77
1766716688.416847,1272473.000,9271,1,B%,1,100,77
1766716693.416847,1277473.000,10083,1,B%,1,100,77
1766716698.422847,1282479.000,10912,1,B%,1,100,77
1766716703.421847,1287478.000,11720,1,B%,1,100,77
1766716708.441847,1292498.000,12524,1,B%,1,100,77
1766716713.440847,1297497.000,13331,1,B%,1,100,77
1766716718.453847,1302510.000,14156,1,B%,1,100,77
1766716723.453847,1307510.000,14966,1,B%,1,100,76
1766716728.452847,1312509.000,15791,1,B%,1,100,76
1766716733.465847,1317522.000,16606,1,B%,1,100,76
1766716738.471847,1322528.000,17437,1,B%,1,100,76
1766716743.471847,1327528.000,18246,1,B%,1,100,75
1766716748.484847,1332541.000,19060,1,B%,1,100,77
1766716753.490847,1337547.000,19897,1,B%,1,100,76
1766716758.489847,1342546.000,20711,1,B%,1,100,76
1766716763.495847,1347552.000,21521,1,B%,1,100,76
1766716768.495847,1352552.000,22328,1,B%,1,100,76
1766716773.501847,1357558.000,23159,1,B%,1,100,75
1766716778.507847,1362564.000,23972,1,B%,1,100,75
1766716783.507847,1367564.000,24784,1,B%,1,100,76
1766716788.513847,1372570.000,25599,1,B%,1,100,76
1766716793.519847,1377576.000,26404,1,B%,1,100,74
1766716798.519847,1382576.000,27225,1,B%,1,100,74
1766716803.518847,1387575.000,28036,1,B%,1,100,74
1766716808.531847,1392588.000,28854,1,B%,1,100,75
1766716813.537847,1397594.000,29670,1,B%,1,100,74
1766716818.550847,1402607.000,30511,1,B%,1,100,74
1766716823.549847,1407606.000,31333,1,B%,1,100,74
1766716828.556847,1412613.000,32146,1,B%,1,100,73
1766716833.562847,1417619.000,32957,1,B%,1,100,74
1766716838.561847,1422618.000,33798,1,B%,1,100,73
1766716843.561847,1427618.000,34629,1,B%,1,100,73
1766716848.574847,1432631.000,35441,1,B%,1,100,74
1766716853.573847,1437630.000,36259,1,B%,1,100,73
1766716858.573847,1442630.000,37108,1,B%,1,100,75
1766716863.585847,1447642.000,37928,1,B%,1,100,74
1766716868.585847,1452642.000,38733,1,B%,1,100,74
1766716873.584847,1457641.000,39546,1,B%,1,100,73
1766716878.597847,1462654.000,40381,1,B%,1,100,74
1766716883.597847,1467654.000,41198,1,B%,1,100,74
1766716888.603847,1472660.000,42018,1,B%,1,100,73
1766716893.602847,1477659.000,42837,1,B%,1,100,73
1766716898.602847,1482659.000,43656,1,B%,1,100,74
1766716903.601847,1487658.000,44479,1,B%,1,100,73
1766716908.621847,1492678.000,45294,1,B%,1,100,73
1766716913.627847,1497684.000,46107,1,B%,1,100,73
1766716918.627847,1502684.000,46930,1,B%,1,100,72
1766716923.626847,1507683.000,47747,1,B%,1,100,73
1766716928.632847,1512689.000,48571,1,B%,1,100,72
1766716933.632847,1517689.000,49379,1,B%,1,100,72
1766716938.631847,1522688.000,50179,1,B%,1,100,73
1766716943.637847,1527694.000,50998,1,B%,1,100,73
1766716948.644847,1532701.000,51818,1,B%,1,100,72
1766716953.643847,1537700.000,52634,1,B%,1,100,72
1766716958.643847,1542700.000,53456,1,B%,1,100,72
1766716963.655847,1547712.000,54289,1,B%,1,100,72
1766716968.668847,1552725.000,55103,1,B%,1,100,72
1766716973.668847,1557725.000,55919,1,B%,1,100,72
1766716978.674847,1562731.000,56729,1,B%,1,100,71
1766716983.673847,1567730.000,57566,1,B%,1,100,71
1766716988.686847,1572743.000,58386,1,B%,1,100,72
1766716993.686847,1577743.000,59202,1,B%,1,100,72
1766716998.692847,1582749.000,60008,1,B%,1,100,71
1766717003.691847,1587748.000,60841,1,B%,1,100,71
1766717008.691847,1592748.000,61653,1,B%,1,100,72
1766717013.690847,1597747.000,62470,1,B%,1,100,71
1766717018.690847,1602747.000,63281,1,B%,1,100,71
1766717023.689847,1607746.000,64111,1,B%,1,100,71
1766717028.696847,1612753.000,64927,1,B%,1,100,72
1766717033.695847,1617752.000,211,1,B%,1,100,71
1766717038.695847,1622752.000,1022,1,B%,1,100,71
1766717043.701847,1627758.000,1841,1,B%,1,100,71
1766717048.707847,1632764.000,2678,1,B%,1,100,71
1766717053.706847,1637763.000,3501,1,B%,1,100,71
1766717058.713847,1642770.000,4312,1,B%,1,100,70
1766717063.719847,1647776.000,5143,1,B%,1,100,71
1766717068.718847,1652775.000,5963,1,B%,1,100,71
1766717073.731847,1657788.000,6770,1,B%,1,100,71
1766717078.731847,1662788.000,7585,1,B%,1,100,71
1766717083.730847,1667787.000,8412,1,B%,1,100,71
1766717088.743847,1672800.000,9222,1,B%,1,100,70
1766717093.742847,1677799.000,10031,1,B%,1,100,70
1766717098.742847,1682799.000,10838,1,B%,1,100,70
1766717103.741847,1687798.000,11674,1,B%,1,100,70
1766717108.748847,1692805.000,12500,1,B%,1,100,70
1766717113.754847,1697811.000,13326,1,B%,1,100,70
1766717118.760847,1702817.000,14138,1,B%,1,100,70
1766717123.766847,1707823.000,14981,1,B%,1,100,69
1766717128.779847,1712836.000,15799,1,B%,1,100,70
1766717133.778847,1717835.000,16625,1,B%,1,100,70
1766717138.785847,1722842.000,17443,1,B%,1,100,69
1766717143.784847,1727841.000,18283,1,B%,1,100,69
1766717148.784847,1732841.000,19085,1,B%,1,100,69
1766717153.783847,1737840.000,19926,1,B%,1,100,69
1766717158.789847,1742846.000,20747,1,B%,1,100,69
1766717163.789847,1747846.000,21562,1,B%,1,100,68
1766717168.795847,1752852.000,22375,1,B%,1,100,69
1766717173.801847,1757858.000,23202,1,B%,1,100,69
1766717178.801847,1762858.000,24020,1,B%,1,100,68
1766717183.800847,1767857.000,24834,1,B%,1,100,68
1766717188.806847,1772863.000,25652,1,B%,1,100,68
1766717193.812847,1777869.000,26483,1,B%,1,100,68
1766717198.812847,1782869.000,27299,1,B%,1,100,68
1766717203.818847,1787875.000,28119,1,B%,1,100,67
1766717208.831847,1792888.000,28933,1,B%,1,100,68
1766717213.837847,1797894.000,29762,1,B%,1,100,68
