TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
117998.000000,1860794.000000,1766787843.598034,1766789586.394034,1,115680,1.86079e+06,1.11.4
