LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1766715434.710847,18767,1005,1,SA,1,100,0.000008
1766715457.180847,41237,4680,1,SA,1,100,0.006571
1766715460.447847,44504,5212,1,SA,1,100,0.001913
1766715461.047847,45104,5327,1,SA,1,100,0.003639
1766715461.647847,45704,5414,1,SA,1,100,0.002546
1766715466.313847,50370,6195,1,SA,1,100,0.000203
1766715466.846847,50903,6262,1,SA,1,100,0.001048
1766715471.379847,55436,7025,1,SA,1,100,0.000046
1766715472.312847,56369,7211,1,SA,1,100,0.000181
1766715473.512847,57569,7362,1,SA,1,100,0.000010
1766715477.246847,61303,8009,1,SA,1,100,0.000112
1766715478.379847,62436,8162,1,SA,1,100,0.000131
1766715478.712847,62769,8213,1,SA,1,100,0.001207
1766715480.912847,64969,8610,1,SA,1,100,0.000073
1766715484.711847,68768,9225,1,SA,1,100,0.000041
1766715485.844847,69901,9411,1,SA,1,100,0.000107
1766715486.844847,70901,9627,1,SA,1,100,0.000152
1766715488.111847,72168,9848,1,SA,1,100,0.000128
1766715489.444847,73501,10030,1,SA,1,100,0.000119
1766715490.444847,74501,10247,1,SA,1,100,0.000234
1766715503.110847,87167,12210,1,SA,1,100,0.001791
1766715503.310847,87367,12260,1,SA,1,100,0.000745
1766715527.240847,111297,16151,1,SA,1,100,0.000326
1766715561.837847,145894,21798,1,SA,1,100,0.000224
1766715574.969847,159026,23938,1,SA,1,100,0.003580
1766715579.102847,163159,24595,1,SA,1,100,0.001591
1766715588.774847,172831,26184,1,SA,1,100,0.000032
1766715621.204847,205261,31455,1,SA,1,100,0.000170
1766715625.410847,209467,32135,1,SA,1,100,0.000279
1766715639.435847,223492,34416,1,SA,1,100,0.003032
1766715650.768847,234825,36251,1,SA,1,100,0.000568
1766715662.920847,246977,38217,1,SA,1,100,0.001220
1766715663.253847,247310,38270,1,SA,1,100,0.000828
1766715670.059847,254116,39370,1,SA,1,100,0.001727
1766715670.392847,254449,39439,1,SA,1,100,0.001215
1766715673.059847,257116,39870,1,SA,1,100,0.002069
1766715676.932847,260989,40495,1,SA,1,100,0.000141
1766715680.065847,264122,41010,1,SA,1,100,0.000228
1766715684.204847,268261,41674,1,SA,1,100,0.000461
1766715685.471847,269528,41889,1,SA,1,100,0.004197
1766715707.023847,291080,45395,1,SA,1,100,0.000806
1766715708.155847,292212,45580,1,SA,1,100,0.003858
1766715710.755847,294812,46010,1,SA,1,100,0.000317
1766715713.088847,297145,46392,1,SA,1,100,0.004909
1766715727.955847,312012,48803,1,SA,1,100,0.000008
1766715729.020847,313077,48971,1,SA,1,100,0.001615
1766715731.353847,315410,49388,1,SA,1,100,0.002685
1766715731.820847,315877,49455,1,SA,1,100,0.002742
1766715735.219847,319276,50001,1,SA,1,100,0.006988
1766715736.552847,320609,50220,1,SA,1,100,0.001584
1766715741.765847,325822,51069,1,SA,1,100,0.000216
1766715742.632847,326689,51203,1,SA,1,100,0.005102
1766715743.099847,327156,51292,1,SA,1,100,0.001754
1766715749.631847,333688,52357,1,SA,1,100,0.000828
1766715750.631847,334688,52527,1,SA,1,100,0.000107
1766715752.364847,336421,52810,1,SA,1,100,0.001462
1766715752.697847,336754,52881,1,SA,1,100,0.000641
1766715753.571847,337628,53035,1,SA,1,100,0.000732
1766715756.037847,340094,53432,1,SA,1,100,0.003022
1766715756.237847,340294,53469,1,SA,1,100,0.000151
1766715757.170847,341227,53617,1,SA,1,100,0.001691
1766715759.577847,343634,54006,1,SA,1,100,0.000887
1766715765.510847,349567,55004,1,SA,1,100,0.001663
1766715767.709847,351766,55338,1,SA,1,100,0.000171
1766715768.177847,352234,55426,1,SA,1,100,0.000463
1766715770.843847,354900,55876,1,SA,1,100,0.001969
1766715771.243847,355300,55928,1,SA,1,100,0.002428
1766715773.709847,357766,56363,1,SA,1,100,0.001616
1766715775.109847,359166,56584,1,SA,1,100,0.002477
1766715778.575847,362632,57149,1,SA,1,100,0.001198
1766715779.375847,363432,57300,1,SA,1,100,0.002751
1766715784.708847,368765,58170,1,SA,1,100,0.004303
1766715790.380847,374437,59087,1,SA,1,100,0.008208
1766715790.648847,374705,59139,1,SA,1,100,0.009382
1766715791.114847,375171,59206,1,SA,1,100,0.003339
1766715792.381847,376438,59425,1,SA,1,100,0.000192
1766715792.981847,377038,59510,1,SA,1,100,0.000106
1766715797.047847,381104,60188,1,SA,1,100,0.017785
1766715797.713847,381770,60291,1,SA,1,100,0.004659
1766715804.126847,388183,61425,1,SA,1,100,0.000214
1766715805.459847,389516,61614,1,SA,1,100,0.000135
1766715805.993847,390050,61664,1,SA,1,100,0.000049
1766715806.792847,390849,61866,1,SA,1,100,0.000224
1766715808.059847,392116,62070,1,SA,1,100,0.000228
1766715809.325847,393382,62271,1,SA,1,100,0.000118
1766715810.525847,394582,62442,1,SA,1,100,0.000083
1766715811.525847,395582,62659,1,SA,1,100,0.000205
1766715812.992847,397049,62847,1,SA,1,100,0.000085
1766715814.058847,398115,63046,1,SA,1,100,0.000112
1766715815.191847,399248,63217,1,SA,1,100,0.000156
1766715816.391847,400448,63399,1,SA,1,100,0.000198
1766715817.592847,401649,63636,1,SA,1,100,0.000113
1766715818.793847,402850,63839,1,SA,1,100,0.000111
1766715819.991847,404048,63992,1,SA,1,100,0.000172
1766715823.730847,407787,64605,1,SA,1,100,0.015970
1766715852.774847,436831,3749,1,SA,1,100,0.001568
1766715869.992847,454049,6579,1,SA,1,100,0.000869
1766715876.065847,460122,7567,1,SA,1,100,0.000038
1766715880.071847,464128,8217,1,SA,1,100,0.000419
1766715881.138847,465195,8402,1,SA,1,100,0.002153
1766715895.804847,479861,10803,1,SA,1,100,0.003671
1766715898.470847,482527,11240,1,SA,1,100,0.000404
1766715903.609847,487666,12051,1,SA,1,100,0.000052
1766715922.887847,506944,15188,1,SA,1,100,0.000034
1766715929.486847,513543,16264,1,SA,1,100,0.000912
1766715934.553847,518610,17096,1,SA,1,100,0.001058
1766715935.219847,519276,17214,1,SA,1,100,0.003520
1766715936.019847,520076,17348,1,SA,1,100,0.002219
1766715940.153847,524210,18015,1,SA,1,100,0.002683
1766715940.885847,524942,18135,1,SA,1,100,0.004545
1766715946.818847,530875,19120,1,SA,1,100,0.000296
1766715948.951847,533008,19471,1,SA,1,100,0.003617
1766715949.485847,533542,19557,1,SA,1,100,0.006903
1766715953.484847,537541,20240,1,SA,1,100,0.008646
1766715957.618847,541675,20902,1,SA,1,100,0.000559
1766715959.483847,543540,21188,1,SA,1,100,0.004043
1766715960.423847,544480,21342,1,SA,1,100,0.002124
1766715961.491847,545548,21545,1,SA,1,100,0.002540
1766715968.963847,553020,22758,1,SA,1,100,0.000114
1766715969.896847,553953,22910,1,SA,1,100,0.002108
1766715975.035847,559092,23742,1,SA,1,100,0.000836
1766715977.375847,561432,24161,1,SA,1,100,0.005677
1766715979.243847,563300,24450,1,SA,1,100,0.001151
1766715980.322847,564379,24632,1,SA,1,100,0.000770
1766715982.721847,566778,25019,1,SA,1,100,0.001352
1766715985.854847,569911,25538,1,SA,1,100,0.002871
1766716004.672847,588729,28619,1,SA,1,100,0.000107
1766716009.674847,593731,29432,1,SA,1,100,0.003206
1766716013.278847,597335,30033,1,SA,1,100,0.000019
1766716021.611847,605668,31390,1,SA,1,100,0.001406
1766716026.617847,610674,32220,1,SA,1,100,0.000428
1766716028.017847,612074,32440,1,SA,1,100,0.002437
1766716032.883847,616940,33240,1,SA,1,100,0.000154
1766716033.350847,617407,33329,1,SA,1,100,0.001377
1766716033.683847,617740,33379,1,SA,1,100,0.001044
1766716042.968847,627025,34916,1,SA,1,100,0.001238
1766716047.902847,631959,35715,1,SA,1,100,0.000024
1766716059.647847,643704,37648,1,SA,1,100,0.001220
1766716071.119847,655176,39492,1,SA,1,100,0.000162
1766716072.519847,656576,39723,1,SA,1,100,0.002775
1766716076.792847,660849,40419,1,SA,1,100,0.001375
1766716084.924847,668981,41740,1,SA,1,100,0.002867
1766716093.263847,677320,43093,1,SA,1,100,0.001646
1766716096.130847,680187,43571,1,SA,1,100,0.002074
1766716097.596847,681653,43785,1,SA,1,100,0.000669
1766716105.936847,689993,45133,1,SA,1,100,0.002279
1766716118.741847,702798,47203,1,SA,1,100,0.000087
1766716125.274847,709331,48269,1,SA,1,100,0.000059
1766716130.746847,714803,49169,1,SA,1,100,0.000067
1766716132.879847,716936,49518,1,SA,1,100,0.000367
1766716134.613847,718670,49801,1,SA,1,100,0.005298
1766716142.626847,726683,51115,1,SA,1,100,0.000974
1766716143.565847,727622,51268,1,SA,1,100,0.000540
1766716145.905847,729962,51667,1,SA,1,100,0.004440
1766716151.104847,735161,52521,1,SA,1,100,0.010257
1766716151.838847,735895,52640,1,SA,1,100,0.011578
1766716153.444847,737501,52909,1,SA,1,100,0.000398
1766716156.850847,740907,53462,1,SA,1,100,0.002141
1766716159.317847,743374,53880,1,SA,1,100,0.001746
1766716159.851847,743908,53966,1,SA,1,100,0.001021
1766716161.190847,745247,54183,1,SA,1,100,0.001845
1766716161.790847,745847,54284,1,SA,1,100,0.012629
1766716163.790847,747847,54601,1,SA,1,100,0.002719
1766716177.795847,761852,56915,1,SA,1,100,0.004190
1766716178.262847,762319,57002,1,SA,1,100,0.004401
1766716183.934847,767991,57913,1,SA,1,100,0.002313
1766716184.868847,768925,58065,1,SA,1,100,0.000894
1766716187.001847,771058,58413,1,SA,1,100,0.001882
1766716188.135847,772192,58597,1,SA,1,100,0.001139
1766716190.200847,774257,58945,1,SA,1,100,0.003322
1766716193.467847,777524,59476,1,SA,1,100,0.003062
1766716194.134847,778191,59580,1,SA,1,100,0.002671
1766716197.540847,781597,60141,1,SA,1,100,0.001333
1766716199.339847,783396,60427,1,SA,1,100,0.008040
1766716200.139847,784196,60580,1,SA,1,100,0.005230
1766716223.024847,807081,64273,1,SA,1,100,0.002830
1766716224.424847,808481,64507,1,SA,1,100,0.000573
1766716225.757847,809814,64742,1,SA,1,100,0.002677
1766716230.290847,814347,65465,1,SA,1,100,0.000932
1766716235.896847,819953,864,1,SA,1,100,0.030883
1766716246.908847,830965,2645,1,SA,1,100,0.000030
1766716247.308847,831365,2730,1,SA,1,100,0.008708
1766716248.641847,832698,2968,1,SA,1,100,0.006658
1766716250.842847,834899,3315,1,SA,1,100,0.005460
1766716257.974847,842031,4479,1,SA,1,100,0.000078
1766716258.648847,842705,4584,1,SA,1,100,0.000040
1766716259.247847,843304,4685,1,SA,1,100,0.005156
1766716260.713847,844770,4957,1,SA,1,100,0.001441
1766716265.394847,849451,5693,1,SA,1,100,0.003740
1766716267.466847,851523,6046,1,SA,1,100,0.002408
1766716269.333847,853390,6380,1,SA,1,100,0.008454
1766716271.399847,855456,6676,1,SA,1,100,0.000996
1766716276.332847,860389,7486,1,SA,1,100,0.000005
1766716282.604847,866661,8494,1,SA,1,100,0.000148
1766716283.338847,867395,8628,1,SA,1,100,0.009583
1766716291.610847,875667,9966,1,SA,1,100,0.007120
1766716291.944847,876001,10049,1,SA,1,100,0.001199
1766716322.501847,906558,14994,1,SA,1,100,0.000276
1766716330.233847,914290,16257,1,SA,1,100,0.001077
1766716331.166847,915223,16422,1,SA,1,100,0.001666
1766716333.706847,917763,16843,1,SA,1,100,0.001467
1766716339.105847,923162,17727,1,SA,1,100,0.000759
1766716340.572847,924629,17960,1,SA,1,100,0.000054
1766716342.645847,926702,18310,1,SA,1,100,0.006748
1766716352.578847,936635,19939,1,SA,1,100,0.017154
1766716352.978847,937035,19975,1,SA,1,100,0.001011
1766716361.317847,945374,21365,1,SA,1,100,0.005594
1766716370.329847,954386,22803,1,SA,1,100,0.005208
1766716386.601847,970658,25458,1,SA,1,100,0.005486
1766716390.334847,974391,26061,1,SA,1,100,0.003132
1766716396.067847,980124,26992,1,SA,1,100,0.001812
1766716397.000847,981057,27175,1,SA,1,100,0.005267
1766716401.466847,985523,27901,1,SA,1,100,0.008116
1766716405.072847,989129,28471,1,SA,1,100,0.000803
1766716408.405847,992462,29020,1,SA,1,100,0.008855
1766716412.078847,996135,29637,1,SA,1,100,0.003506
1766716413.345847,997402,29838,1,SA,1,100,0.008661
1766716415.145847,999202,30138,1,SA,1,100,0.010851
1766716417.818847,1001875,30582,1,SA,1,100,0.011720
1766716418.418847,1002475,30671,1,SA,1,100,0.001351
1766716419.284847,1003341,30803,1,SA,1,100,0.000227
1766716419.551847,1003608,30870,1,SA,1,100,0.001520
1766716426.623847,1010680,31997,1,SA,1,100,0.002255
