LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1766715435.639847,19696.000,1140,2,AK,1,100,1138
1766715435.639847,19696.000,1140,2,AK,1,100,RD
