LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1766715611.486847,195543,29836,1,BI,1,100,1040
1766715613.819847,197876,30216,1,BI,1,100,2320
1766715614.979847,199036,30415,1,BI,1,100,1160
1766715616.592847,200649,30678,1,BI,1,100,1600
1766715617.306847,201363,30793,1,BI,1,100,720
1766715619.119847,203176,31075,1,BI,1,100,1800
1766715621.152847,205209,31403,1,BI,1,100,2040
1766715621.725847,205782,31506,1,BI,1,100,560
1766715622.638847,206695,31655,1,BI,1,100,920
1766715622.958847,207015,31708,1,BI,1,100,320
1766715627.091847,211148,32380,1,BI,1,100,4120
1766715629.105847,213162,32713,1,BI,1,100,2000
1766715630.418847,214475,32925,1,BI,1,100,1320
1766715631.351847,215408,33074,1,BI,1,100,920
1766715632.191847,216248,33207,1,BI,1,100,840
1766715632.951847,217008,33341,1,BI,1,100,760
1766715633.711847,217768,33459,1,BI,1,100,760
1766715634.271847,218328,33558,1,BI,1,100,560
1766715634.711847,218768,33625,1,BI,1,100,440
1766715635.391847,219448,33742,1,BI,1,100,680
1766715640.890847,224947,34630,1,BI,1,100,5480
1766715643.983847,228040,35124,1,BI,1,100,3080
1766715645.183847,229240,35322,1,BI,1,100,1200
1766715646.023847,230080,35454,1,BI,1,100,840
1766715648.236847,232293,35818,1,BI,1,100,2200
1766715648.876847,232933,35917,1,BI,1,100,640
1766715649.556847,233613,36033,1,BI,1,100,680
1766715649.957847,234014,36102,1,BI,1,100,400
1766715650.596847,234653,36201,1,BI,1,100,640
1766715651.076847,235133,36286,1,BI,1,100,480
1766715651.556847,235613,36371,1,BI,1,100,480
1766715652.036847,236093,36438,1,BI,1,100,480
1766715652.562847,236619,36537,1,BI,1,100,520
1766715653.202847,237259,36640,1,BI,1,100,640
1766715656.888847,240945,37229,1,BI,1,100,3680
1766715657.455847,241512,37329,1,BI,1,100,560
1766715663.228847,247285,38251,1,BI,1,100,5760
1766715665.881847,249938,38680,1,BI,1,100,2640
1766715670.247847,254304,39389,1,BI,1,100,4360
1766715670.767847,254824,39472,1,BI,1,100,520
1766715674.180847,258237,40034,1,BI,1,100,3400
1766715674.820847,258877,40134,1,BI,1,100,640
1766715677.226847,261283,40530,1,BI,1,100,2400
1766715678.066847,262123,40665,1,BI,1,100,840
1766715680.886847,264943,41110,1,BI,1,100,2800
1766715681.886847,265943,41277,1,BI,1,100,1000
1766715682.286847,266343,41344,1,BI,1,100,400
1766715687.179847,271236,42134,1,BI,1,100,4880
1766715687.819847,271876,42252,1,BI,1,100,640
1766715688.379847,272436,42336,1,BI,1,100,560
1766715689.658847,273715,42551,1,BI,1,100,1280
1766715690.752847,274809,42732,1,BI,1,100,1080
1766715691.352847,275409,42832,1,BI,1,100,600
1766715694.191847,278248,43293,1,BI,1,100,2840
1766715694.631847,278688,43360,1,BI,1,100,440
1766715695.365847,279422,43478,1,BI,1,100,720
1766715698.324847,282381,43956,1,BI,1,100,2960
1766715701.017847,285074,44383,1,BI,1,100,2680
1766715701.457847,285514,44466,1,BI,1,100,440
1766715703.584847,287641,44813,1,BI,1,100,2120
1766715704.024847,288081,44881,1,BI,1,100,440
1766715704.704847,288761,44996,1,BI,1,100,680
1766715705.624847,289681,45146,1,BI,1,100,920
1766715706.103847,290160,45229,1,BI,1,100,480
1766715706.863847,290920,45345,1,BI,1,100,760
1766715710.556847,294613,45957,1,BI,1,100,3680
1766715710.796847,294853,45992,1,BI,1,100,240
1766715711.716847,295773,46142,1,BI,1,100,920
1766715714.489847,298546,46589,1,BI,1,100,2760
1766715716.902847,300959,46983,1,BI,1,100,2400
1766715720.102847,304159,47494,1,BI,1,100,3200
1766715722.115847,306172,47822,1,BI,1,100,2000
1766715722.595847,306652,47906,1,BI,1,100,480
1766715724.435847,308492,48204,1,BI,1,100,1840
1766715725.435847,309492,48368,1,BI,1,100,1000
1766715726.448847,310505,48534,1,BI,1,100,1000
1766715727.128847,311185,48650,1,BI,1,100,680
1766715727.728847,311785,48751,1,BI,1,100,600
1766715728.208847,312265,48822,1,BI,1,100,480
1766715729.568847,313625,49056,1,BI,1,100,1360
1766715731.221847,315278,49319,1,BI,1,100,1640
1766715731.661847,315718,49386,1,BI,1,100,440
1766715732.301847,316358,49489,1,BI,1,100,640
1766715733.821847,317878,49738,1,BI,1,100,1520
1766715735.914847,319971,50086,1,BI,1,100,2080
1766715736.714847,320771,50218,1,BI,1,100,800
1766715738.714847,322771,50533,1,BI,1,100,2000
1766715739.513847,323570,50667,1,BI,1,100,800
1766715740.247847,324304,50783,1,BI,1,100,720
1766715740.607847,324664,50851,1,BI,1,100,360
1766715741.127847,325184,50934,1,BI,1,100,520
1766715741.807847,325864,51050,1,BI,1,100,680
1766715742.527847,326584,51167,1,BI,1,100,720
1766715742.806847,326863,51222,1,BI,1,100,280
1766715743.846847,327903,51390,1,BI,1,100,1040
1766715744.406847,328463,51491,1,BI,1,100,560
1766715744.860847,328917,51558,1,BI,1,100,440
1766715745.619847,329676,51674,1,BI,1,100,760
1766715746.460847,330517,51823,1,BI,1,100,840
1766715746.779847,330836,51873,1,BI,1,100,320
1766715747.459847,331516,51991,1,BI,1,100,680
1766715748.259847,332316,52126,1,BI,1,100,800
1766715749.393847,333450,52306,1,BI,1,100,1120
1766715749.912847,333969,52393,1,BI,1,100,520
1766715750.433847,334490,52476,1,BI,1,100,520
1766715751.512847,335569,52660,1,BI,1,100,1080
1766715751.912847,335969,52727,1,BI,1,100,400
1766715752.552847,336609,52830,1,BI,1,100,640
1766715753.319847,337376,52949,1,BI,1,100,760
1766715753.679847,337736,53016,1,BI,1,100,360
1766715754.559847,338616,53168,1,BI,1,100,880
1766715755.039847,339096,53235,1,BI,1,100,480
1766715756.452847,340509,53467,1,BI,1,100,1400
1766715757.412847,341469,53636,1,BI,1,100,960
1766715758.618847,342675,53821,1,BI,1,100,1200
1766715759.018847,343075,53888,1,BI,1,100,400
1766715759.738847,343795,54004,1,BI,1,100,720
1766715760.458847,344515,54121,1,BI,1,100,720
1766715761.178847,345235,54254,1,BI,1,100,720
1766715762.698847,346755,54502,1,BI,1,100,1520
1766715763.058847,347115,54554,1,BI,1,100,360
1766715763.551847,347608,54638,1,BI,1,100,480
1766715764.231847,348288,54754,1,BI,1,100,680
1766715765.191847,349248,54903,1,BI,1,100,960
1766715765.871847,349928,55021,1,BI,1,100,680
1766715766.591847,350648,55139,1,BI,1,100,720
1766715767.151847,351208,55222,1,BI,1,100,560
1766715767.964847,352021,55359,1,BI,1,100,800
1766715768.524847,352581,55459,1,BI,1,100,560
1766715769.044847,353101,55544,1,BI,1,100,520
1766715769.964847,354021,55693,1,BI,1,100,920
1766715770.844847,354901,55842,1,BI,1,100,880
1766715772.363847,356420,56092,1,BI,1,100,1520
1766715773.057847,357114,56211,1,BI,1,100,680
1766715773.497847,357554,56279,1,BI,1,100,440
1766715773.937847,357994,56347,1,BI,1,100,440
1766715774.457847,358514,56430,1,BI,1,100,520
1766715774.937847,358994,56515,1,BI,1,100,480
1766715775.297847,359354,56582,1,BI,1,100,360
1766715776.096847,360153,56716,1,BI,1,100,800
1766715776.896847,360953,56849,1,BI,1,100,800
1766715778.230847,362287,57065,1,BI,1,100,1320
1766715779.110847,363167,57201,1,BI,1,100,880
1766715780.030847,364087,57352,1,BI,1,100,920
1766715780.469847,364526,57420,1,BI,1,100,440
1766715781.189847,365246,57535,1,BI,1,100,720
1766715781.883847,365940,57651,1,BI,1,100,680
1766715782.802847,366859,57800,1,BI,1,100,920
1766715783.642847,367699,57952,1,BI,1,100,840
1766715784.322847,368379,58052,1,BI,1,100,680
1766715784.842847,368899,58134,1,BI,1,100,520
1766715786.002847,370059,58334,1,BI,1,100,1160
1766715786.535847,370592,58418,1,BI,1,100,520
1766715787.135847,371192,58519,1,BI,1,100,600
1766715787.895847,371952,58654,1,BI,1,100,760
1766715788.489847,372546,58737,1,BI,1,100,600
1766715789.342847,373399,58886,1,BI,1,100,840
1766715790.142847,374199,59019,1,BI,1,100,800
1766715790.862847,374919,59136,1,BI,1,100,720
1766715791.342847,375399,59225,1,BI,1,100,480
1766715792.382847,376439,59389,1,BI,1,100,1040
1766715794.515847,378572,59739,1,BI,1,100,2120
1766715795.275847,379332,59858,1,BI,1,100,760
1766715797.074847,381131,60152,1,BI,1,100,1800
1766715797.848847,381905,60288,1,BI,1,100,760
1766715799.168847,383225,60490,1,BI,1,100,1320
1766715799.527847,383584,60557,1,BI,1,100,360
1766715800.687847,384744,60738,1,BI,1,100,1160
1766715801.167847,385224,60822,1,BI,1,100,480
1766715801.527847,385584,60889,1,BI,1,100,360
1766715801.967847,386024,60957,1,BI,1,100,440
1766715802.781847,386838,61089,1,BI,1,100,800
1766715803.300847,387357,61175,1,BI,1,100,520
1766715804.060847,388117,61291,1,BI,1,100,760
1766715804.620847,388677,61392,1,BI,1,100,560
1766715805.100847,389157,61477,1,BI,1,100,480
1766715805.500847,389557,61544,1,BI,1,100,400
1766715805.940847,389997,61612,1,BI,1,100,440
1766715806.460847,390517,61700,1,BI,1,100,520
1766715806.820847,390877,61767,1,BI,1,100,360
1766715807.753847,391810,61916,1,BI,1,100,920
1766715808.073847,392130,61971,1,BI,1,100,320
1766715808.953847,393010,62122,1,BI,1,100,880
1766715809.233847,393290,62173,1,BI,1,100,280
1766715810.113847,394170,62307,1,BI,1,100,880
1766715810.433847,394490,62357,1,BI,1,100,320
1766715811.313847,395370,62509,1,BI,1,100,880
1766715811.646847,395703,62559,1,BI,1,100,320
1766715812.446847,396503,62693,1,BI,1,100,800
1766715812.806847,396863,62760,1,BI,1,100,360
1766715813.926847,397983,62948,1,BI,1,100,1120
1766715814.846847,398903,63098,1,BI,1,100,920
1766715815.126847,399183,63149,1,BI,1,100,280
1766715816.299847,400356,63332,1,BI,1,100,1160
1766715817.179847,401236,63483,1,BI,1,100,880
1766715817.499847,401556,63534,1,BI,1,100,320
1766715818.419847,402476,63687,1,BI,1,100,920
1766715818.699847,402756,63739,1,BI,1,100,280
1766715819.619847,403676,63873,1,BI,1,100,920
1766715819.899847,403956,63924,1,BI,1,100,280
1766715821.785847,405842,64239,1,BI,1,100,1880
1766715823.318847,407375,64488,1,BI,1,100,1520
1766715823.878847,407935,64571,1,BI,1,100,560
1766715824.638847,408695,64706,1,BI,1,100,760
1766715824.998847,409055,64757,1,BI,1,100,360
1766715825.918847,409975,64905,1,BI,1,100,920
1766715826.238847,410295,64973,1,BI,1,100,320
1766715827.158847,411215,65122,1,BI,1,100,920
1766715830.418847,414475,112,1,BI,1,100,3240
1766715831.498847,415555,278,1,BI,1,100,1080
1766715835.191847,419248,885,1,BI,1,100,3680
1766715836.830847,420887,1148,1,BI,1,100,1640
1766715837.350847,421407,1233,1,BI,1,100,520
1766715838.637847,422694,1449,1,BI,1,100,1280
1766715838.950847,423007,1485,1,BI,1,100,320
1766715840.123847,424180,1668,1,BI,1,100,1160
1766715840.563847,424620,1750,1,BI,1,100,440
1766715841.757847,425814,1933,1,BI,1,100,1200
1766715842.450847,426507,2049,1,BI,1,100,680
1766715842.850847,426907,2116,1,BI,1,100,400
1766715844.370847,428427,2366,1,BI,1,100,1520
1766715846.210847,430267,2660,1,BI,1,100,1840
1766715848.536847,432593,3041,1,BI,1,100,2320
1766715850.429847,434486,3352,1,BI,1,100,1880
1766715852.069847,436126,3615,1,BI,1,100,1640
1766715852.709847,436766,3716,1,BI,1,100,640
1766715854.915847,438972,4081,1,BI,1,100,2200
1766715855.475847,439532,4180,1,BI,1,100,560
1766715855.875847,439932,4247,1,BI,1,100,400
1766715856.369847,440426,4315,1,BI,1,100,480
1766715857.408847,441465,4498,1,BI,1,100,1040
1766715858.288847,442345,4632,1,BI,1,100,880
1766715858.815847,442872,4731,1,BI,1,100,520
1766715860.575847,444632,5011,1,BI,1,100,1760
1766715861.175847,445232,5112,1,BI,1,100,600
1766715862.055847,446112,5245,1,BI,1,100,880
1766715863.668847,447725,5510,1,BI,1,100,1600
1766715863.988847,448045,5559,1,BI,1,100,320
1766715865.188847,449245,5759,1,BI,1,100,1200
1766715865.628847,449685,5826,1,BI,1,100,440
1766715865.987847,450044,5894,1,BI,1,100,360
1766715866.228847,450285,5927,1,BI,1,100,240
1766715866.747847,450804,6012,1,BI,1,100,520
1766715867.267847,451324,6113,1,BI,1,100,520
1766715868.027847,452084,6230,1,BI,1,100,760
1766715869.074847,453131,6395,1,BI,1,100,1040
1766715870.074847,454131,6560,1,BI,1,100,1000
1766715872.280847,456337,6923,1,BI,1,100,2200
1766715874.413847,458470,7271,1,BI,1,100,2120
1766715875.653847,459710,7468,1,BI,1,100,1240
1766715878.060847,462117,7866,1,BI,1,100,2400
1766715879.100847,463157,8032,1,BI,1,100,1040
1766715879.539847,463596,8099,1,BI,1,100,440
1766715880.033847,464090,8184,1,BI,1,100,480
1766715880.793847,464850,8318,1,BI,1,100,760
1766715881.713847,465770,8469,1,BI,1,100,920
1766715883.432847,467489,8751,1,BI,1,100,1720
1766715886.605847,470662,9257,1,BI,1,100,3160
1766715887.645847,471702,9423,1,BI,1,100,1040
1766715889.218847,473275,9688,1,BI,1,100,1560
1766715889.579847,473636,9739,1,BI,1,100,360
1766715890.178847,474235,9840,1,BI,1,100,600
1766715891.018847,475075,9972,1,BI,1,100,840
1766715891.698847,475755,10088,1,BI,1,100,680
1766715893.178847,477235,10338,1,BI,1,100,1480
1766715893.751847,477808,10422,1,BI,1,100,560
1766715895.191847,479248,10651,1,BI,1,100,1440
1766715895.751847,479808,10752,1,BI,1,100,560
1766715896.271847,480328,10838,1,BI,1,100,520
1766715897.151847,481208,10985,1,BI,1,100,880
1766715897.791847,481848,11086,1,BI,1,100,640
1766715898.484847,482541,11204,1,BI,1,100,680
1766715898.964847,483021,11290,1,BI,1,100,480
1766715900.324847,484381,11505,1,BI,1,100,1360
1766715900.724847,484781,11572,1,BI,1,100,400
1766715903.371847,487428,12001,1,BI,1,100,2640
1766715908.743847,492800,12871,1,BI,1,100,5360
1766715909.143847,493200,12938,1,BI,1,100,400
1766715909.797847,493854,13039,1,BI,1,100,640
1766715911.476847,495533,13319,1,BI,1,100,1680
1766715912.716847,496773,13517,1,BI,1,100,1240
1766715914.356847,498413,13782,1,BI,1,100,1640
1766715914.849847,498906,13865,1,BI,1,100,480
1766715915.289847,499346,13932,1,BI,1,100,440
1766715915.929847,499986,14048,1,BI,1,100,640
1766715916.649847,500706,14166,1,BI,1,100,720
1766715918.009847,502066,14381,1,BI,1,100,1360
1766715918.329847,502386,14432,1,BI,1,100,320
1766715926.595847,510652,15762,1,BI,1,100,8240
1766715927.155847,511212,15861,1,BI,1,100,560
1766715927.715847,511772,15944,1,BI,1,100,560
1766715928.155847,512212,16031,1,BI,1,100,440
1766715928.968847,513025,16163,1,BI,1,100,800
1766715929.448847,513505,16247,1,BI,1,100,480
1766715930.568847,514625,16430,1,BI,1,100,1120
1766715931.248847,515305,16531,1,BI,1,100,680
1766715932.567847,516624,16744,1,BI,1,100,1320
1766715933.381847,517438,16880,1,BI,1,100,800
1766715934.141847,518198,17012,1,BI,1,100,760
1766715934.741847,518798,17113,1,BI,1,100,600
1766715935.660847,519717,17265,1,BI,1,100,920
1766715937.140847,521197,17498,1,BI,1,100,1480
1766715937.874847,521931,17630,1,BI,1,100,720
1766715939.673847,523730,17913,1,BI,1,100,1800
1766715940.113847,524170,17980,1,BI,1,100,440
1766715940.473847,524530,18049,1,BI,1,100,360
1766715940.793847,524850,18099,1,BI,1,100,320
1766715941.153847,525210,18168,1,BI,1,100,360
1766715941.473847,525530,18221,1,BI,1,100,320
1766715941.793847,525850,18271,1,BI,1,100,320
1766715942.646847,526703,18403,1,BI,1,100,840
1766715943.806847,527863,18603,1,BI,1,100,1160
1766715944.766847,528823,18753,1,BI,1,100,960
1766715945.606847,529663,18885,1,BI,1,100,840
1766715946.246847,530303,19001,1,BI,1,100,640
1766715946.766847,530823,19085,1,BI,1,100,520
1766715947.579847,531636,19219,1,BI,1,100,800
1766715948.779847,532836,19421,1,BI,1,100,1200
1766715949.299847,533356,19504,1,BI,1,100,520
1766715949.899847,533956,19607,1,BI,1,100,600
1766715950.659847,534716,19723,1,BI,1,100,760
1766715951.419847,535476,19856,1,BI,1,100,760
1766715951.794847,535851,19908,1,BI,1,100,360
1766715952.912847,536969,20089,1,BI,1,100,1120
1766715954.072847,538129,20291,1,BI,1,100,1160
1766715954.672847,538729,20392,1,BI,1,100,600
1766715955.392847,539449,20507,1,BI,1,100,720
1766715956.725847,540782,20722,1,BI,1,100,1320
1766715957.925847,541982,20921,1,BI,1,100,1200
1766715958.885847,542942,21072,1,BI,1,100,960
1766715959.932847,543989,21241,1,BI,1,100,1040
1766715960.251847,544308,21291,1,BI,1,100,320
1766715960.971847,545028,21409,1,BI,1,100,720
1766715961.251847,545308,21461,1,BI,1,100,280
1766715962.418847,546475,21661,1,BI,1,100,1160
1766715962.858847,546915,21728,1,BI,1,100,440
1766715963.618847,547675,21862,1,BI,1,100,760
1766715965.751847,549808,22208,1,BI,1,100,2120
1766715965.991847,550048,22241,1,BI,1,100,240
1766715966.351847,550408,22309,1,BI,1,100,360
1766715966.791847,550848,22376,1,BI,1,100,440
1766715968.950847,553007,22722,1,BI,1,100,2160
1766715969.271847,553328,22777,1,BI,1,100,320
1766715971.244847,555301,23107,1,BI,1,100,1960
1766715972.204847,556261,23256,1,BI,1,100,960
1766715973.004847,557061,23390,1,BI,1,100,800
1766715973.523847,557580,23475,1,BI,1,100,520
1766715973.883847,557940,23542,1,BI,1,100,360
1766715974.890847,558947,23706,1,BI,1,100,1000
1766715975.410847,559467,23792,1,BI,1,100,520
1766715975.930847,559987,23876,1,BI,1,100,520
1766715976.250847,560307,23926,1,BI,1,100,320
1766715976.771847,560828,24011,1,BI,1,100,520
1766715977.336847,561393,24112,1,BI,1,100,560
1766715978.216847,562273,24248,1,BI,1,100,880
1766715978.696847,562753,24330,1,BI,1,100,480
1766715979.343847,563400,24430,1,BI,1,100,640
1766715980.269847,564326,24582,1,BI,1,100,920
1766715980.789847,564846,24668,1,BI,1,100,520
1766715981.309847,565366,24752,1,BI,1,100,520
1766715981.949847,566006,24867,1,BI,1,100,640
1766715982.469847,566526,24952,1,BI,1,100,520
1766715983.509847,567566,25120,1,BI,1,100,1040
1766715984.162847,568219,25237,1,BI,1,100,640
1766715984.402847,568459,25271,1,BI,1,100,240
1766715984.922847,568979,25355,1,BI,1,100,520
1766715985.682847,569739,25488,1,BI,1,100,760
1766715986.442847,570499,25606,1,BI,1,100,760
1766715987.082847,571139,25706,1,BI,1,100,640
1766715987.482847,571539,25773,1,BI,1,100,400
1766715987.922847,571979,25857,1,BI,1,100,440
1766715988.455847,572512,25943,1,BI,1,100,520
1766715989.215847,573272,26059,1,BI,1,100,760
1766715989.848847,573905,26174,1,BI,1,100,640
1766715990.982847,575039,26357,1,BI,1,100,1120
1766715991.462847,575519,26439,1,BI,1,100,480
1766715992.102847,576159,26540,1,BI,1,100,640
1766715992.581847,576638,26624,1,BI,1,100,480
1766715993.062847,577119,26693,1,BI,1,100,480
1766715993.901847,577958,26842,1,BI,1,100,840
1766715994.581847,578638,26941,1,BI,1,100,680
1766715995.675847,579732,27124,1,BI,1,100,1080
1766715996.714847,580771,27288,1,BI,1,100,1040
1766715997.441847,581498,27406,1,BI,1,100,720
1766715998.361847,582418,27572,1,BI,1,100,920
