LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1766874701.128755,57070.000,7376,4,EM,1,100,PS
1766874628.780743,57120.750,7408,4,EM,1,100,RS
1766874556.432731,57171.500,7408,4,EM,1,100,RB
1766874484.084719,57222.250,7408,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766874411.736707,57273.000,7408,4,EM,1,100,PS
1766874340.101483,57323.250,7441,4,EM,1,100,RS
1766874268.466259,57373.500,7441,4,EM,1,100,RB
1766874196.831035,57423.750,7441,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766874125.195811,57474.000,7441,4,EM,1,100,PS
1766874053.916982,57524.000,7473,4,EM,1,100,RS
1766873982.638152,57574.000,7473,4,EM,1,100,RB
1766873911.359322,57624.000,7473,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766873840.080492,57674.000,7473,4,EM,1,100,PS
1766873763.099356,57728.000,7512,4,EM,1,100,RS
1766873686.118220,57782.000,7512,4,EM,1,100,RB
1766873609.137084,57836.000,7512,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766873532.155948,57890.000,7512,4,EM,1,100,PS
1766873458.738754,57941.500,7543,4,EM,1,100,RS
1766873385.321559,57993.000,7543,4,EM,1,100,RB
1766873311.904364,58044.500,7543,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766873238.487170,58096.000,7543,4,EM,1,100,PS
1766873165.782763,58147.000,7577,4,EM,1,100,RS
1766873093.078357,58198.000,7577,4,EM,1,100,RB
1766873020.373951,58249.000,7577,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766872947.669545,58300.000,7577,4,EM,1,100,PS
1766872875.677927,58350.500,7608,4,EM,1,100,RS
1766872803.686309,58401.000,7608,4,EM,1,100,RB
1766872731.694691,58451.500,7608,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766872659.703073,58502.000,7608,4,EM,1,100,PS
1766872588.067849,58552.250,7642,4,EM,1,100,RS
1766872516.432625,58602.500,7642,4,EM,1,100,RB
1766872444.797401,58652.750,7642,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766872373.162177,58703.000,7642,4,EM,1,100,PS
1766872299.388588,58754.750,7674,4,EM,1,100,RS
1766872225.615000,58806.500,7674,4,EM,1,100,RB
1766872151.841411,58858.250,7674,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766872078.067822,58910.000,7674,4,EM,1,100,PS
1766872006.432598,58960.250,7707,4,EM,1,100,RS
1766871934.797374,59010.500,7707,4,EM,1,100,RB
1766871863.162151,59060.750,7707,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766871791.526927,59111.000,7707,4,EM,1,100,PS
1766871715.971367,59164.000,7739,4,EM,1,100,RS
1766871640.415808,59217.000,7739,4,EM,1,100,RB
1766871564.860248,59270.000,7739,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766871489.304689,59323.000,7739,4,EM,1,100,PS
1766871417.669465,59373.250,7772,4,EM,1,100,RS
1766871346.034241,59423.500,7772,4,EM,1,100,RB
1766871274.399017,59473.750,7772,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766871202.763793,59524.000,7772,4,EM,1,100,PS
1766871131.128570,59574.250,7805,4,EM,1,100,RS
1766871059.493346,59624.500,7805,4,EM,1,100,RB
1766870987.858122,59674.750,7805,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766870916.222898,59725.000,7805,4,EM,1,100,PS
1766870844.587674,59775.250,7840,4,EM,1,100,RS
1766870772.952451,59825.500,7840,4,EM,1,100,RB
1766870701.317227,59875.750,7840,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766870629.682003,59926.000,7840,4,EM,1,100,PS
1766870554.126443,59979.000,7877,4,EM,1,100,RS
1766870478.570884,60032.000,7877,4,EM,1,100,RB
1766870403.015324,60085.000,7877,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766870327.459765,60138.000,7877,4,EM,1,100,PS
1766870255.824541,60188.250,7909,4,EM,1,100,RS
1766870184.189317,60238.500,7909,4,EM,1,100,RB
1766870112.554093,60288.750,7909,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766870040.918869,60339.000,7909,4,EM,1,100,PS
1766869968.927251,60389.500,7943,4,EM,1,100,RS
1766869896.935633,60440.000,7943,4,EM,1,100,RB
1766869824.944016,60490.500,7943,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766869752.952397,60541.000,7943,4,EM,1,100,PS
1766869681.317173,60591.250,7974,4,EM,1,100,RS
1766869609.681950,60641.500,7974,4,EM,1,100,RB
1766869538.046726,60691.750,7974,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766869466.411502,60742.000,7974,4,EM,1,100,PS
1766869394.776278,60792.250,8008,4,EM,1,100,RS
1766869323.141054,60842.500,8008,4,EM,1,100,RB
1766869251.505831,60892.750,8008,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766869179.870607,60943.000,8008,4,EM,1,100,PS
1766869107.166200,60994.000,8041,4,EM,1,100,RS
1766869034.461794,61045.000,8041,4,EM,1,100,RB
1766868961.757388,61096.000,8041,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766868889.052981,61147.000,8041,4,EM,1,100,PS
1766868817.417758,61197.250,8077,4,EM,1,100,RS
1766868745.782534,61247.500,8077,4,EM,1,100,RB
1766868674.147310,61297.750,8077,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766868602.512086,61348.000,8077,4,EM,1,100,PS
1766868530.876862,61398.250,8109,4,EM,1,100,RS
1766868459.241638,61448.500,8109,4,EM,1,100,RB
1766868387.606415,61498.750,8109,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766868315.971191,61549.000,8109,4,EM,1,100,PS
1766868243.623178,61599.750,8142,4,EM,1,100,RS
1766868171.275166,61650.500,8142,4,EM,1,100,RB
1766868098.927154,61701.250,8142,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766868026.579142,61752.000,8142,4,EM,1,100,PS
1766867954.943918,61802.250,8174,4,EM,1,100,RS
1766867883.308694,61852.500,8174,4,EM,1,100,RB
1766867811.673470,61902.750,8174,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766867740.038247,61953.000,8174,4,EM,1,100,PS
1766867665.195476,62005.500,8209,4,EM,1,100,RS
1766867590.352704,62058.000,8209,4,EM,1,100,RB
1766867515.509933,62110.500,8209,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766867440.667162,62163.000,8209,4,EM,1,100,PS
1766867367.606361,62214.250,8241,4,EM,1,100,RS
1766867294.545561,62265.500,8241,4,EM,1,100,RB
1766867221.484761,62316.750,8241,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766867148.423960,62368.000,8241,4,EM,1,100,PS
1766867074.650371,62419.750,8275,4,EM,1,100,RS
1766867000.876783,62471.500,8275,4,EM,1,100,RB
1766866927.103194,62523.250,8275,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766866853.329605,62575.000,8275,4,EM,1,100,PS
1766866781.337987,62625.500,8306,4,EM,1,100,RS
1766866709.346369,62676.000,8306,4,EM,1,100,RB
1766866637.354751,62726.500,8306,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766866565.363133,62777.000,8306,4,EM,1,100,PS
1766866493.015121,62827.750,8329,4,EM,1,100,RS
1766866420.667109,62878.500,8329,4,EM,1,100,RB
1766866348.319097,62929.250,8329,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766866275.971085,62980.000,8329,4,EM,1,100,PS
1766866204.335861,63030.250,8360,4,EM,1,100,RS
1766866132.700637,63080.500,8360,4,EM,1,100,RB
1766866061.065413,63130.750,8360,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766865989.430189,63181.000,8360,4,EM,1,100,PS
1766865917.794965,63231.250,8396,4,EM,1,100,RS
1766865846.159741,63281.500,8396,4,EM,1,100,RB
1766865774.524518,63331.750,8396,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766865702.889294,63382.000,8396,4,EM,1,100,PS
1766865631.254070,63432.250,8428,4,EM,1,100,RS
1766865559.618846,63482.500,8428,4,EM,1,100,RB
1766865487.983622,63532.750,8428,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766865416.348398,63583.000,8428,4,EM,1,100,PS
1766865343.643992,63634.000,8461,4,EM,1,100,RS
1766865270.939586,63685.000,8461,4,EM,1,100,RB
1766865198.235179,63736.000,8461,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766865125.530773,63787.000,8461,4,EM,1,100,PS
1766865052.826367,63838.000,8493,4,EM,1,100,RS
1766864980.121961,63889.000,8493,4,EM,1,100,RB
1766864907.417554,63940.000,8493,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766864834.713148,63991.000,8493,4,EM,1,100,PS
1766864763.077924,64041.250,8528,4,EM,1,100,RS
1766864691.442700,64091.500,8528,4,EM,1,100,RB
1766864619.807477,64141.750,8528,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766864548.172253,64192.000,8528,4,EM,1,100,PS
1766864476.537029,64242.250,8560,4,EM,1,100,RS
1766864404.901805,64292.500,8560,4,EM,1,100,RB
1766864333.266581,64342.750,8560,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766864261.631357,64393.000,8560,4,EM,1,100,PS
1766864189.996133,64443.250,8596,4,EM,1,100,RS
1766864118.360909,64493.500,8596,4,EM,1,100,RB
1766864046.725686,64543.750,8596,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766863975.090462,64594.000,8596,4,EM,1,100,PS
1766863903.455238,64644.250,8627,4,EM,1,100,RS
1766863831.820014,64694.500,8627,4,EM,1,100,RB
1766863760.184790,64744.750,8627,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766863688.549567,64795.000,8627,4,EM,1,100,PS
1766863616.914343,64845.250,8661,4,EM,1,100,RS
1766863545.279119,64895.500,8661,4,EM,1,100,RB
1766863473.643895,64945.750,8661,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766863402.008671,64996.000,8661,4,EM,1,100,PS
1766863329.304265,65047.000,8692,4,EM,1,100,RS
1766863256.599859,65098.000,8692,4,EM,1,100,RB
1766863183.895452,65149.000,8692,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766863111.191046,65200.000,8692,4,EM,1,100,PS
1766863039.555822,65250.250,8726,4,EM,1,100,RS
1766862967.920598,65300.500,8726,4,EM,1,100,RB
1766862896.285374,65350.750,8726,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766862824.650151,65401.000,8726,4,EM,1,100,PS
1766862753.014927,65451.250,8758,4,EM,1,100,RS
1766862681.379703,65501.500,8758,4,EM,1,100,RB
1766862609.744479,65551.750,8758,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766862538.109255,65602.000,8758,4,EM,1,100,PS
1766862466.117637,65652.500,8791,4,EM,1,100,RS
1766862394.126019,65703.000,8791,4,EM,1,100,RB
1766862322.134401,65753.500,8791,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766862250.142783,65804.000,8791,4,EM,1,100,PS
1766862178.507559,65854.250,8826,4,EM,1,100,RS
1766862106.872335,65904.500,8826,4,EM,1,100,RB
1766862035.237112,65954.750,8826,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766861963.601888,66005.000,8826,4,EM,1,100,PS
1766861891.966664,66055.250,8860,4,EM,1,100,RS
1766861820.331440,66105.500,8860,4,EM,1,100,RB
1766861748.696216,66155.750,8860,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766861677.060992,66206.000,8860,4,EM,1,100,PS
1766861605.425768,66256.250,8894,4,EM,1,100,RS
1766861533.790545,66306.500,8894,4,EM,1,100,RB
1766861462.155321,66356.750,8894,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766861390.520097,66407.000,8894,4,EM,1,100,PS
1766861318.884873,66457.250,8926,4,EM,1,100,RS
1766861247.249649,66507.500,8926,4,EM,1,100,RB
1766861175.614425,66557.750,8926,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766861103.979201,66608.000,8926,4,EM,1,100,PS
1766861032.343978,66658.250,8959,4,EM,1,100,RS
1766860960.708754,66708.500,8959,4,EM,1,100,RB
1766860889.073530,66758.750,8959,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766860817.438306,66809.000,8959,4,EM,1,100,PS
1766860744.733900,66860.000,8991,4,EM,1,100,RS
1766860672.029493,66911.000,8991,4,EM,1,100,RB
1766860599.325087,66962.000,8991,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766860526.620681,67013.000,8991,4,EM,1,100,PS
1766860455.341851,67063.000,9027,4,EM,1,100,RS
1766860384.063021,67113.000,9027,4,EM,1,100,RB
1766860312.784192,67163.000,9027,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766860241.505362,67213.000,9027,4,EM,1,100,PS
1766860169.870138,67263.250,9058,4,EM,1,100,RS
1766860098.234914,67313.500,9058,4,EM,1,100,RB
1766860026.599690,67363.750,9058,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766859954.964467,67414.000,9058,4,EM,1,100,PS
1766859883.329243,67464.250,9092,4,EM,1,100,RS
1766859811.694019,67514.500,9092,4,EM,1,100,RB
1766859740.058795,67564.750,9092,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766859668.423571,67615.000,9092,4,EM,1,100,PS
1766859596.788347,67665.250,9123,4,EM,1,100,RS
1766859525.153124,67715.500,9123,4,EM,1,100,RB
1766859453.517900,67765.750,9123,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766859381.882676,67816.000,9123,4,EM,1,100,PS
1766859308.109087,67867.750,9162,4,EM,1,100,RS
1766859234.335498,67919.500,9162,4,EM,1,100,RB
1766859160.561910,67971.250,9162,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766859086.788321,68023.000,9162,4,EM,1,100,PS
1766859014.440309,68073.750,9194,4,EM,1,100,RS
1766858942.092297,68124.500,9194,4,EM,1,100,RB
1766858869.744284,68175.250,9194,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766858797.396272,68226.000,9194,4,EM,1,100,PS
1766858725.761049,68276.250,9227,4,EM,1,100,RS
1766858654.125825,68326.500,9227,4,EM,1,100,RB
1766858582.490601,68376.750,9227,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766858510.855377,68427.000,9227,4,EM,1,100,PS
1766858439.220153,68477.250,9259,4,EM,1,100,RS
1766858367.584929,68527.500,9259,4,EM,1,100,RB
1766858295.949705,68577.750,9259,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766858224.314481,68628.000,9259,4,EM,1,100,PS
1766858151.966469,68678.750,9294,4,EM,1,100,RS
1766858079.618457,68729.500,9294,4,EM,1,100,RB
1766858007.270445,68780.250,9294,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766857934.922433,68831.000,9294,4,EM,1,100,PS
1766857862.218027,68882.000,9326,4,EM,1,100,RS
1766857789.513620,68933.000,9326,4,EM,1,100,RB
1766857716.809214,68984.000,9326,4,EM,1,100,2025-12-27_10-11-58-174531.csv
1766857644.104808,69035.000,9326,4,EM,1,100,PS
