LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1766787841.880034,116280,16934,1,SR,1,100,0.200000
1766787843.147034,117547,17135,1,SR,1,100,0.133333
1766787843.813034,118213,17258,1,SR,1,100,0.200000
1766787845.746034,120146,17561,1,SR,1,100,0.133333
1766787847.346034,121746,17830,1,SR,1,100,0.133333
1766787850.213034,124613,18283,1,SR,1,100,0.133333
1766787850.879034,125279,18384,1,SR,1,100,0.066667
1766787851.212034,125612,18468,1,SR,1,100,0.200000
1766787859.478034,133878,19860,1,SR,1,100,0.466667
1766787860.345034,134745,19959,1,SR,1,100,0.200000
1766787862.211034,136611,20279,1,SR,1,100,0.266667
1766787865.878034,140278,20859,1,SR,1,100,0.200000
1766787866.212034,140612,20892,1,SR,1,100,0.066667
1766787867.811034,142211,21180,1,SR,1,100,0.200000
1766787869.877034,144277,21496,1,SR,1,100,0.066667
1766787871.278034,145678,21781,1,SR,1,100,0.333333
1766787872.677034,147077,22003,1,SR,1,100,0.333333
1766787875.344034,149744,22468,1,SR,1,100,0.466667
1766787878.477034,152877,22934,1,SR,1,100,0.200000
1766787880.076034,154476,23221,1,SR,1,100,0.333333
1766787882.943034,157343,23669,1,SR,1,100,0.200000
1766787883.343034,157743,23754,1,SR,1,100,0.266667
1766787888.343034,162743,24551,1,SR,1,100,0.200000
1766787888.809034,163209,24683,1,SR,1,100,0.466667
1766787889.409034,163809,24785,1,SR,1,100,0.466667
1766787890.276034,164676,24855,1,SR,1,100,0.066667
1766787892.008034,166408,25191,1,SR,1,100,0.333333
1766787893.275034,167675,25391,1,SR,1,100,0.266667
1766787894.209034,168609,25544,1,SR,1,100,0.266667
1766787894.809034,169209,25645,1,SR,1,100,0.266667
1766787902.941034,177341,26959,1,SR,1,100,0.200000
1766787904.207034,178607,27175,1,SR,1,100,0.266667
1766787906.608034,181008,27593,1,SR,1,100,0.400000
1766787907.540034,181940,27744,1,SR,1,100,0.333333
1766787911.206034,185606,28341,1,SR,1,100,0.333333
1766787917.806034,192206,29373,1,SR,1,100,0.066667
1766787918.139034,192539,29440,1,SR,1,100,0.066667
1766787921.472034,195872,30024,1,SR,1,100,0.333333
1766787923.605034,198005,30372,1,SR,1,100,0.333333
1766787924.472034,198872,30472,1,SR,1,100,0.066667
1766787924.672034,199072,30557,1,SR,1,100,0.400000
1766787925.805034,200205,30737,1,SR,1,100,0.333333
1766787928.005034,202405,31053,1,SR,1,100,0.066667
1766787928.871034,203271,31204,1,SR,1,100,0.133333
1766787930.604034,205004,31506,1,SR,1,100,0.200000
1766787930.938034,205338,31558,1,SR,1,100,0.133333
1766787931.338034,205738,31642,1,SR,1,100,0.266667
1766787932.872034,207272,31880,1,SR,1,100,0.200000
1766787934.671034,209071,32182,1,SR,1,100,0.200000
1766787937.004034,211404,32546,1,SR,1,100,0.133333
1766787939.471034,213871,32947,1,SR,1,100,0.066667
1766787940.404034,214804,33099,1,SR,1,100,0.066667
1766787941.070034,215470,33216,1,SR,1,100,0.066667
1766787943.403034,217803,33601,1,SR,1,100,0.133333
1766787945.336034,219736,33903,1,SR,1,100,0.066667
1766787949.683034,224083,34621,1,SR,1,100,0.133333
1766787949.950034,224350,34655,1,SR,1,100,0.133333
1766787953.223034,227623,35188,1,SR,1,100,0.066667
1766787958.622034,233022,36065,1,SR,1,100,0.066667
1766787960.422034,234822,36368,1,SR,1,100,0.066667
1766787964.354034,238754,37013,1,SR,1,100,0.066667
1766787964.688034,239088,37081,1,SR,1,100,0.133333
1766787965.088034,239488,37133,1,SR,1,100,0.066667
1766787975.033034,249433,38758,1,SR,1,100,0.200000
1766787991.385034,265785,41410,1,SR,1,100,0.066667
1766787999.384034,273784,42695,1,SR,1,100,0.066667
1766788013.603034,288003,45019,1,SR,1,100,0.066667
1766788016.136034,290536,45430,1,SR,1,100,0.066667
1766788016.803034,291203,45582,1,SR,1,100,0.266667
1766788017.602034,292002,45683,1,SR,1,100,0.133333
1766788023.668034,298068,46676,1,SR,1,100,0.133333
1766788038.674034,313074,49127,1,SR,1,100,0.133333
1766788047.493034,321893,50553,1,SR,1,100,0.066667
1766788048.899034,323299,50802,1,SR,1,100,0.200000
1766788054.099034,328499,51635,1,SR,1,100,0.066667
1766788061.778034,336178,52888,1,SR,1,100,0.066667
1766788070.524034,344924,54288,1,SR,1,100,0.066667
1766788072.924034,347324,54695,1,SR,1,100,0.066667
1766788073.525034,347925,54794,1,SR,1,100,0.066667
1766788074.257034,348657,54928,1,SR,1,100,0.133333
1766788077.723034,352123,55515,1,SR,1,100,0.200000
1766788082.457034,356857,56265,1,SR,1,100,0.066667
1766788083.323034,357723,56416,1,SR,1,100,0.066667
1766788084.056034,358456,56531,1,SR,1,100,0.066667
1766788087.876034,362276,57146,1,SR,1,100,0.066667
1766788088.209034,362609,57198,1,SR,1,100,0.066667
1766788091.816034,366216,57818,1,SR,1,100,0.200000
1766788092.148034,366548,57870,1,SR,1,100,0.133333
1766788099.548034,373948,59087,1,SR,1,100,0.133333
1766788101.548034,375948,59400,1,SR,1,100,0.066667
