LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1767381957.813504,474360,10216,1,SA,1,100,0.000143
1767383227.337666,475226,10368,1,SA,1,100,0.000206
1767383618.749850,475493,10403,1,SA,1,100,0.000103
1767383911.942497,475693,10439,1,SA,1,100,0.000158
1767384596.547328,476160,10576,1,SA,1,100,0.001675
1767386552.142285,477494,10827,1,SA,1,100,0.000947
1767388113.393131,478559,10928,1,SA,1,100,0.000042
1767389579.356367,479559,11115,1,SA,1,100,0.000163
1767391241.758677,480693,11283,1,SA,1,100,0.000050
1767391729.924434,481026,11335,1,SA,1,100,0.000036
1767392413.063302,481492,11406,1,SA,1,100,0.000064
1767393099.134096,481960,11493,1,SA,1,100,0.000143
1767393392.326744,482160,11560,1,SA,1,100,0.000286
1767395737.867921,483760,11894,1,SA,1,100,0.002512
1767398375.135782,485559,12124,1,SA,1,100,0.000566
1767399849.894798,486565,12274,1,SA,1,100,0.000240
1767402987.056123,488705,12689,1,SA,1,100,0.000700
1767404161.292675,489506,12724,1,SA,1,100,0.000100
1767404454.485322,489706,12841,1,SA,1,100,0.001162
1767405527.570410,490438,12942,1,SA,1,100,0.001257
1767407384.945830,491705,13144,1,SA,1,100,0.001118
1767408167.770198,492239,13195,1,SA,1,100,0.000276
1767408754.155493,492639,13262,1,SA,1,100,0.000405
1767410610.064949,493905,13446,1,SA,1,100,0.000083
1767410903.257596,494105,13480,1,SA,1,100,0.000121
1767411194.984281,494304,13533,1,SA,1,100,0.000348
1767411587.862428,494572,13566,1,SA,1,100,0.000091
1767412660.947516,495304,13682,1,SA,1,100,0.000159
1767416765.644577,498104,14180,1,SA,1,100,0.000282
1767417841.661592,498838,14280,1,SA,1,100,0.000198
1767418231.607813,499104,14350,1,SA,1,100,0.003753
1767422629.497521,502104,14831,1,SA,1,100,0.000340
1767425268.231345,503904,15117,1,SA,1,100,0.000040
1767428688.323575,506237,15535,1,SA,1,100,0.000631
1767435235.315386,510703,16246,1,SA,1,100,0.003203
1767438069.022321,512636,16534,1,SA,1,100,0.000056
1767476883.330919,539113,20878,1,SA,1,100,0.000089
1767489685.587858,547846,22286,1,SA,1,100,0.000123
1767502486.378834,556578,23772,1,SA,1,100,0.002236
1767506396.102784,559245,24188,1,SA,1,100,0.000391
1767507080.707615,559712,24224,1,SA,1,100,0.000075
1767513529.479890,564111,24989,1,SA,1,100,0.000373
1767518220.562245,567311,25495,1,SA,1,100,0.000083
1767533103.021016,577463,27169,1,SA,1,100,0.000348
1767533982.598957,578063,27236,1,SA,1,100,0.000187
1767535155.369546,578863,27387,1,SA,1,100,0.000343
1767537305.937613,580330,27606,1,SA,1,100,0.000041
1767537599.130260,580530,27691,1,SA,1,100,0.000344
1767538478.708202,581130,27758,1,SA,1,100,0.000156
1767542778.378373,584063,28258,1,SA,1,100,0.000585
1767544732.507366,585396,28473,1,SA,1,100,0.000961
1767548640.765353,588062,28889,1,SA,1,100,0.000106
1767558813.084247,595001,30026,1,SA,1,100,0.000352
1767560280.513446,596002,30163,1,SA,1,100,0.000080
1767560767.213241,596334,30265,1,SA,1,100,0.001893
1767567022.478368,600601,30951,1,SA,1,100,0.000630
1767573079.838459,604733,31649,1,SA,1,100,0.001524
1767574840.460305,605934,31833,1,SA,1,100,0.000628
1767577976.155667,608073,32151,1,SA,1,100,0.000661
1767578367.567851,608340,32218,1,SA,1,100,0.000595
1767583155.403780,611606,32770,1,SA,1,100,0.004392
1767584816.340126,612739,32918,1,SA,1,100,0.001174
1767586868.688656,614139,33151,1,SA,1,100,0.000379
1767589312.449370,615806,33433,1,SA,1,100,0.000054
1767589800.615128,616139,33503,1,SA,1,100,0.000232
1767590581.973533,616672,33570,1,SA,1,100,0.000124
1767590973.385717,616939,33620,1,SA,1,100,0.000372
1767591657.990548,617406,33689,1,SA,1,100,0.000109
1767593318.926894,618539,33876,1,SA,1,100,0.000008
1767595478.290741,620012,34108,1,SA,1,100,0.000055
1767595771.483388,620212,34210,1,SA,1,100,0.000391
1767596846.034440,620945,34279,1,SA,1,100,0.000055
1767598996.602507,622412,34533,1,SA,1,100,0.000268
1767599484.768265,622745,34655,1,SA,1,100,0.000744
1767601243.924148,623945,34792,1,SA,1,100,0.000159
1767602025.282552,624478,34876,1,SA,1,100,0.000088
1767602416.694736,624745,34913,1,SA,1,100,0.000072
1767609187.978923,629364,35680,1,SA,1,100,0.000204
1767609774.364217,629764,35747,1,SA,1,100,0.001169
1767615051.831867,633364,36352,1,SA,1,100,0.000056
1767623651.172209,639230,37319,1,SA,1,100,0.001489
1767624530.750150,639830,37388,1,SA,1,100,0.000124
1767635183.904985,647097,38619,1,SA,1,100,0.000461
1767636158.770537,647762,38722,1,SA,1,100,0.000223
1767648179.669072,655962,40032,1,SA,1,100,0.000067
1767673703.554972,673373,42942,1,SA,1,100,0.000239
1767674583.132914,673973,43012,1,SA,1,100,0.000111
1767675267.737745,674440,43096,1,SA,1,100,0.000069
1767679665.627453,677440,43610,1,SA,1,100,0.000111
1767682695.773461,679507,43911,1,SA,1,100,0.000060
1767682988.966109,679707,43962,1,SA,1,100,0.000111
1767683378.912329,679973,43997,1,SA,1,100,0.000128
1767683965.297624,680373,44081,1,SA,1,100,0.000162
1767688363.187331,683373,44554,1,SA,1,100,0.000052
1767697157.500784,689372,45565,1,SA,1,100,0.000269
1767712510.533753,699845,47265,1,SA,1,100,0.000079
1767714854.608968,701444,47552,1,SA,1,100,0.000123
1767717982.974513,703578,47888,1,SA,1,100,0.000788
1767721606.835632,706050,48266,1,SA,1,100,0.007023
1767721900.028279,706250,48338,1,SA,1,100,0.035778
1767722681.386684,706783,48438,1,SA,1,100,0.122839
1767742920.475119,720589,50697,1,SA,1,100,0.051328
1767746242.347812,722855,51099,1,SA,1,100,0.030601
1767748294.696342,724255,51250,1,SA,1,100,0.002417
1767749955.632688,725388,51466,1,SA,1,100,0.003302
1767752506.408719,727128,51721,1,SA,1,100,0.000968
1767754577.814771,728541,51968,1,SA,1,100,0.006929
1767757704.714353,730674,52314,1,SA,1,100,0.027688
1767758291.099648,731074,52367,1,SA,1,100,0.011737
1767765434.738496,735947,53174,1,SA,1,100,0.033213
1767766705.728622,736814,53345,1,SA,1,100,0.083991
1767771308.853183,739954,53824,1,SA,1,100,0.002518
1767771698.799403,740220,53859,1,SA,1,100,0.008995
1767774337.533228,742020,54191,1,SA,1,100,0.010623
1767776389.881758,743420,54374,1,SA,1,100,0.000429
1767779711.754451,745686,54773,1,SA,1,100,0.043674
1767785780.842247,749826,55440,1,SA,1,100,0.012668
1767786953.612836,750626,55591,1,SA,1,100,0.001160
1767787831.724814,751225,55710,1,SA,1,100,0.011267
1767789004.495403,752025,55796,1,SA,1,100,0.008254
1767794888.871832,756039,56492,1,SA,1,100,0.002043
1767796549.808178,757172,56643,1,SA,1,100,0.005354
1767797331.166583,757705,56761,1,SA,1,100,0.005794
1767798015.771415,758172,56862,1,SA,1,100,0.024660
1767800263.093055,759705,57095,1,SA,1,100,0.002700
1767802022.248938,760905,57278,1,SA,1,100,0.000765
1767804366.324152,762504,57584,1,SA,1,100,0.014437
1767805745.795557,763445,57683,1,SA,1,100,0.020996
1767807015.319720,764311,57851,1,SA,1,100,0.029552
1767808872.695140,765578,58034,1,SA,1,100,0.017461
1767810445.673692,766651,58241,1,SA,1,100,0.008509
1767816992.665503,771117,59018,1,SA,1,100,0.125332
1767818751.821386,772317,59152,1,SA,1,100,0.017563
1767819338.206681,772717,59203,1,SA,1,100,0.014624
1767823344.684205,775450,59648,1,SA,1,100,0.002255
1767823832.849962,775783,59684,1,SA,1,100,0.006198
1767824810.647440,776450,59804,1,SA,1,100,0.007812
1767826373.364250,777516,59992,1,SA,1,100,0.004824
1767832833.864231,781923,60774,1,SA,1,100,0.085563
1767837143.796144,784863,61190,1,SA,1,100,0.005608
1767837631.961902,785196,61308,1,SA,1,100,0.134447
1767841354.042558,787735,61709,1,SA,1,100,0.135343
1767845165.546971,790335,62107,1,SA,1,100,0.030121
1767846924.702854,791535,62363,1,SA,1,100,0.063931
1767848487.419664,792601,62577,1,SA,1,100,0.188160
1767851429.607878,794608,62791,1,SA,1,100,0.001427
1767854654.726997,796808,63192,1,SA,1,100,0.007666
1767858856.177631,799674,63652,1,SA,1,100,0.001675
1767860713.553051,800941,63868,1,SA,1,100,0.002423
1767864720.030575,803674,64285,1,SA,1,100,0.002321
1767865598.142553,804273,64402,1,SA,1,100,0.005607
1767867650.491083,805673,64621,1,SA,1,100,0.000525
1767868140.122804,806007,64690,1,SA,1,100,0.001528
1767868823.261672,806473,64761,1,SA,1,100,0.001498
1767872477.908019,808966,65164,1,SA,1,100,0.000496
1767874140.310329,810100,65333,1,SA,1,100,0.000341
1767875508.054028,811033,15,1,SA,1,100,0.011614
1767879426.573758,813706,444,1,SA,1,100,0.003342
1767880207.932162,814239,480,1,SA,1,100,0.001325
1767880599.344346,814506,581,1,SA,1,100,0.004760
1767882162.061156,815572,698,1,SA,1,100,0.004192
1767883041.639097,816172,832,1,SA,1,100,0.001436
1767884019.436576,816839,954,1,SA,1,100,0.001736
1767884704.041407,817306,990,1,SA,1,100,0.000535
1767885485.399812,817839,1093,1,SA,1,100,0.002567
1767885973.565569,818172,1178,1,SA,1,100,0.019337
1767887048.116621,818905,1313,1,SA,1,100,0.012746
1767888613.765357,819973,1449,1,SA,1,100,0.000731
1767892913.435528,822906,1935,1,SA,1,100,0.001293
1767894476.152338,823972,2139,1,SA,1,100,0.010667
1767895843.896037,824905,2289,1,SA,1,100,0.007079
1767897113.420199,825771,2441,1,SA,1,100,0.004963
1767898589.645177,826778,2627,1,SA,1,100,0.002960
1767903183.973959,829912,3076,1,SA,1,100,0.000544
1767904062.085937,830511,3227,1,SA,1,100,0.006683
1767905821.241820,831711,3395,1,SA,1,100,0.000543
1767911880.067874,835844,4072,1,SA,1,100,0.000937
1767913151.058000,836711,4242,1,SA,1,100,0.001964
1767914615.555272,837710,4393,1,SA,1,100,0.001118
1767916081.518508,838710,4559,1,SA,1,100,0.001199
1767917264.550840,839517,4695,1,SA,1,100,0.001748
1767918730.514076,840517,4861,1,SA,1,100,0.000617
1767920001.504201,841384,4964,1,SA,1,100,0.000146
1767926265.565108,845657,5746,1,SA,1,100,0.009651
1767929782.410911,848056,6083,1,SA,1,100,0.000387
1767932322.925199,849789,6350,1,SA,1,100,0.000199
1767935449.824781,851922,6719,1,SA,1,100,0.000231
1767938479.970790,853989,7103,1,SA,1,100,0.000828
1767939369.810474,854596,7139,1,SA,1,100,0.000157
1767941617.132115,856129,7404,1,SA,1,100,0.000083
1767942496.710056,856729,7492,1,SA,1,100,0.000006
1767943766.234219,857595,7643,1,SA,1,100,0.000041
1767951291.023509,862728,8495,1,SA,1,100,0.000850
1767951680.969729,862994,8530,1,SA,1,100,0.001143
1767953050.179392,863928,8700,1,SA,1,100,0.000377
1767955101.061959,865327,8930,1,SA,1,100,0.000116
1767955787.132753,865795,8999,1,SA,1,100,0.000217
1767956567.025195,866327,9171,1,SA,1,100,0.004215
1767959107.539482,868060,9387,1,SA,1,100,0.000328
1767959890.363850,868594,9522,1,SA,1,100,0.001790
1767961277.165071,869540,9658,1,SA,1,100,0.002762
1767962743.128308,870540,9792,1,SA,1,100,0.001196
1767965197.150764,872214,10076,1,SA,1,100,0.007682
1767966956.306648,873414,10261,1,SA,1,100,0.003317
1767971450.949929,876480,10796,1,SA,1,100,0.001341
1767972427.281444,877146,10846,1,SA,1,100,0.000135
1767973111.886275,877613,10947,1,SA,1,100,0.000653
1767973893.244680,878146,11017,1,SA,1,100,0.000171
1767974479.629974,878546,11117,1,SA,1,100,0.000345
1767975164.234805,879013,11204,1,SA,1,100,0.000644
1767975848.839637,879480,11256,1,SA,1,100,0.000374
1767976726.951615,880079,11374,1,SA,1,100,0.001400
1767978389.353924,881213,11525,1,SA,1,100,0.000136
1767978877.519682,881546,11596,1,SA,1,100,0.000072
1767982102.638801,883746,11964,1,SA,1,100,0.001652
1767982697.819875,884152,12017,1,SA,1,100,0.001774
1767985922.938994,886352,12401,1,SA,1,100,0.001150
1767988278.741914,887959,12687,1,SA,1,100,0.002177
1767989948.474040,889098,12857,1,SA,1,100,0.003835
1767992002.288533,890499,13044,1,SA,1,100,0.000143
1767993468.251769,891499,13212,1,SA,1,100,0.000048
1767993761.444416,891699,13265,1,SA,1,100,0.000094
1767994347.829710,892099,13319,1,SA,1,100,0.000216
1767994932.749042,892498,13388,1,SA,1,100,0.000065
1767999135.665639,895365,13901,1,SA,1,100,0.000590
1768000405.189801,896231,14036,1,SA,1,100,0.000286
1768001089.794632,896698,14122,1,SA,1,100,0.000540
1768001969.372574,897298,14191,1,SA,1,100,0.000232
1768002652.511442,897764,14275,1,SA,1,100,0.000193
1768003337.116273,898231,14361,1,SA,1,100,0.000395
1768004118.474678,898764,14428,1,SA,1,100,0.000296
1768005096.272156,899431,14611,1,SA,1,100,0.000467
1768006365.796319,900297,14731,1,SA,1,100,0.000708
1768013030.065189,904843,15429,1,SA,1,100,0.000315
1768013616.450483,905243,15481,1,SA,1,100,0.000149
1768014496.028425,905843,15680,1,SA,1,100,0.001180
1768015963.457624,906844,15769,1,SA,1,100,0.000099
1768016549.842918,907244,15838,1,SA,1,100,0.000192
1768017232.981786,907710,15955,1,SA,1,100,0.000546
1768018015.806154,908244,16006,1,SA,1,100,0.000274
1768018698.945022,908710,16190,1,SA,1,100,0.000825
1768020359.881369,909843,16241,1,SA,1,100,0.000058
1768020848.047126,910176,16360,1,SA,1,100,0.000465
1768021630.871494,910710,16394,1,SA,1,100,0.000082
1768028666.029063,915509,17245,1,SA,1,100,0.003855
1768032877.741440,918382,17765,1,SA,1,100,0.004204
1768034343.704676,919382,17850,1,SA,1,100,0.000817
1768038350.182200,922115,18304,1,SA,1,100,0.000574
1768038936.567494,922515,18337,1,SA,1,100,0.000131
1768040011.118546,923248,18507,1,SA,1,100,0.000385
1768040988.916024,923915,18659,1,SA,1,100,0.000683
1768042161.686613,924715,18825,1,SA,1,100,0.001462
1768045973.191026,927315,19195,1,SA,1,100,0.004303
1768052042.278823,931455,19847,1,SA,1,100,0.000178
1768052822.171265,931987,19932,1,SA,1,100,0.000094
1768053311.802985,932321,19966,1,SA,1,100,0.000032
1768053604.995633,932521,20002,1,SA,1,100,0.000085
1768054191.380927,932921,20069,1,SA,1,100,0.000075
1768054874.519795,933387,20187,1,SA,1,100,0.000281
1768056145.509920,934254,20321,1,SA,1,100,0.000455
1768062311.351291,938460,21003,1,SA,1,100,0.005259
1768065145.058226,940393,21286,1,SA,1,100,0.002478
1768065731.443520,940793,21353,1,SA,1,100,0.003836
1768066416.048351,941260,21506,1,SA,1,100,0.008424
1768068078.450661,942394,21672,1,SA,1,100,0.008605
1768072768.067052,945593,22251,1,SA,1,100,9999.917969
1768089585.597295,957065,24035,1,SA,1,100,0.005324
1768100051.108836,964204,25269,1,SA,1,100,0.020103
1768106804.801464,968811,25965,1,SA,1,100,0.010057
1768108953.903568,970277,26182,1,SA,1,100,0.068824
1768112579.230650,972750,26597,1,SA,1,100,0.005273
1768112970.642834,973017,26665,1,SA,1,100,0.001830
1768115412.937585,974683,26945,1,SA,1,100,0.002446
1768116292.515527,975283,27097,1,SA,1,100,0.037865
1768121276.790529,978683,27578,1,SA,1,100,0.000712
1768121666.736750,978949,27645,1,SA,1,100,0.001951
1768123524.112170,980216,27846,1,SA,1,100,0.001192
1768124598.663221,980949,27932,1,SA,1,100,0.000337
1768127139.177509,982682,28254,1,SA,1,100,0.003438
1768128215.194524,983416,28353,1,SA,1,100,0.002989
1768130657.489275,985082,28639,1,SA,1,100,0.000856
1768135348.571630,988282,29195,1,SA,1,100,0.001392
1768136324.903146,988948,29317,1,SA,1,100,0.002492
1768137204.481087,989548,29454,1,SA,1,100,0.003444
1768138408.036904,990369,29507,1,SA,1,100,0.000304
1768143390.845942,993768,30134,1,SA,1,100,0.005628
1768145941.621973,995508,30371,1,SA,1,100,0.001044
1768147895.750967,996841,30596,1,SA,1,100,0.002225
1768148678.575335,997375,30715,1,SA,1,100,0.001982
1768150925.896975,998908,30955,1,SA,1,100,0.000546
1768152781.806432,1000174,31160,1,SA,1,100,0.000266
1768153074.999079,1000374,31195,1,SA,1,100,0.001413
1768157472.888787,1003374,31702,1,SA,1,100,0.023748
1768160892.981016,1005707,32110,1,SA,1,100,0.004340
1768161772.558958,1006307,32214,1,SA,1,100,0.006007
1768164704.485430,1008307,32556,1,SA,1,100,0.007038
1768165680.816945,1008973,32661,1,SA,1,100,0.005352
1768166863.849276,1009780,32781,1,SA,1,100,0.001407
1768167645.207681,1010313,32884,1,SA,1,100,0.002693
1768168817.978270,1011113,33004,1,SA,1,100,0.000829
1768169990.748858,1011913,33127,1,SA,1,100,0.000796
1768170577.134153,1012313,33247,1,SA,1,100,0.002695
1768171651.685205,1013046,33351,1,SA,1,100,0.000565
1768173019.428904,1013979,33472,1,SA,1,100,0.000104
1768173704.033735,1014446,33592,1,SA,1,100,0.000770
1768175266.750544,1015512,33780,1,SA,1,100,0.007362
1768176635.960207,1016446,33900,1,SA,1,100,0.003369
1768177025.906427,1016712,33954,1,SA,1,100,0.011471
1768178686.842774,1017845,34144,1,SA,1,100,0.000960
1768179566.420715,1018445,34282,1,SA,1,100,0.016577
1768180642.437730,1019179,34401,1,SA,1,100,0.002549
1768182303.374077,1020312,34555,1,SA,1,100,0.001601
1768184452.476181,1021778,34790,1,SA,1,100,0.011581
