LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1766715435.627847,19684.000,1138,2,RD,1,100,TL
1766715435.627847,19684.000,1138,2,RD,1,100,TU
