LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1766787847.307368,121707.333,17809,3,MY,1,100,-6
1766787847.347701,121747.667,17809,3,MY,1,100,-4
1766787847.388034,121788.000,17809,3,MY,1,100,-5
1766787847.427534,121827.500,17826,2,MY,1,100,-5
1766787847.467034,121867.000,17826,2,MY,1,100,-5
1766787847.507034,121907.000,17845,3,MY,1,100,-5
1766787847.547034,121947.000,17845,3,MY,1,100,-5
1766787847.587034,121987.000,17845,3,MY,1,100,-6
1766787847.622367,122022.333,17861,3,MY,1,100,-6
1766787847.657701,122057.667,17861,3,MY,1,100,-6
1766787847.693034,122093.000,17861,3,MY,1,100,-5
1766787847.733034,122133.000,17877,2,MY,1,100,-6
1766787847.773034,122173.000,17877,2,MY,1,100,-6
1766787847.813034,122213.000,17893,3,MY,1,100,-6
1766787847.853034,122253.000,17893,3,MY,1,100,-6
1766787847.893034,122293.000,17893,3,MY,1,100,-5
1766787847.933034,122333.000,17910,2,MY,1,100,-5
1766787847.973034,122373.000,17910,2,MY,1,100,-6
1766787848.013034,122413.000,17927,3,MY,1,100,-6
1766787848.053034,122453.000,17927,3,MY,1,100,-6
1766787848.093034,122493.000,17927,3,MY,1,100,-6
1766787848.133034,122533.000,17943,2,MY,1,100,-5
1766787848.173034,122573.000,17943,2,MY,1,100,-5
1766787848.213034,122613.000,17960,3,MY,1,100,-6
1766787848.253034,122653.000,17960,3,MY,1,100,-5
1766787848.293034,122693.000,17960,3,MY,1,100,-6
1766787848.329034,122729.000,17978,3,MY,1,100,-7
1766787848.365034,122765.000,17978,3,MY,1,100,-9
1766787848.401034,122801.000,17978,3,MY,1,100,-9
1766787848.441034,122841.000,17994,2,MY,1,100,-8
1766787848.481034,122881.000,17994,2,MY,1,100,-9
1766787848.521034,122921.000,18011,3,MY,1,100,-9
1766787848.561034,122961.000,18011,3,MY,1,100,-9
1766787848.601034,123001.000,18011,3,MY,1,100,-10
1766787848.641034,123041.000,18032,4,MY,1,100,-8
1766787848.681034,123081.000,18032,4,MY,1,100,-8
1766787848.721034,123121.000,18032,4,MY,1,100,-7
1766787848.761034,123161.000,18032,4,MY,1,100,-7
1766787848.801034,123201.000,18048,3,MY,1,100,-7
1766787848.841034,123241.000,18048,3,MY,1,100,-6
1766787848.881034,123281.000,18048,3,MY,1,100,-6
1766787848.921034,123321.000,18063,2,MY,1,100,-7
1766787848.961034,123361.000,18063,2,MY,1,100,-6
1766787849.001034,123401.000,18080,3,MY,1,100,-5
1766787849.041034,123441.000,18080,3,MY,1,100,-6
1766787849.081034,123481.000,18080,3,MY,1,100,-6
1766787849.121034,123521.000,18099,2,MY,1,100,-6
1766787849.161034,123561.000,18099,2,MY,1,100,-6
1766787849.196368,123596.333,18115,3,MY,1,100,-6
1766787849.231701,123631.667,18115,3,MY,1,100,-6
1766787849.267034,123667.000,18115,3,MY,1,100,-7
1766787849.307034,123707.000,18130,3,MY,1,100,-7
1766787849.347034,123747.000,18130,3,MY,1,100,-7
1766787849.387034,123787.000,18130,3,MY,1,100,-7
1766787849.427034,123827.000,18147,2,MY,1,100,-7
1766787849.467034,123867.000,18147,2,MY,1,100,-7
1766787849.507034,123907.000,18164,3,MY,1,100,-7
1766787849.547034,123947.000,18164,3,MY,1,100,-6
1766787849.587034,123987.000,18164,3,MY,1,100,-6
1766787849.627034,124027.000,18180,2,MY,1,100,-7
1766787849.667034,124067.000,18180,2,MY,1,100,-6
1766787849.707034,124107.000,18196,3,MY,1,100,-6
1766787849.747034,124147.000,18196,3,MY,1,100,-7
1766787849.787034,124187.000,18196,3,MY,1,100,-6
1766787849.827034,124227.000,18212,3,MY,1,100,-6
1766787849.867034,124267.000,18212,3,MY,1,100,-7
1766787849.907034,124307.000,18212,3,MY,1,100,-6
1766787849.947034,124347.000,18231,2,MY,1,100,-6
1766787849.987034,124387.000,18231,2,MY,1,100,-6
1766787850.022367,124422.333,18248,3,MY,1,100,-7
1766787850.057701,124457.667,18248,3,MY,1,100,-7
1766787850.093034,124493.000,18248,3,MY,1,100,-6
1766787850.133034,124533.000,18264,2,MY,1,100,-6
1766787850.173034,124573.000,18264,2,MY,1,100,-6
1766787850.213034,124613.000,18279,3,MY,1,100,-6
1766787850.253034,124653.000,18279,3,MY,1,100,-5
1766787850.293034,124693.000,18279,3,MY,1,100,-6
1766787850.333034,124733.000,18299,3,MY,1,100,-6
1766787850.373034,124773.000,18299,3,MY,1,100,-6
1766787850.413034,124813.000,18299,3,MY,1,100,-6
1766787850.453034,124853.000,18315,2,MY,1,100,-6
1766787850.493034,124893.000,18315,2,MY,1,100,-6
1766787850.533034,124933.000,18332,3,MY,1,100,-6
1766787850.573034,124973.000,18332,3,MY,1,100,-6
1766787850.613034,125013.000,18332,3,MY,1,100,-6
1766787850.653034,125053.000,18346,2,MY,1,100,-5
1766787850.693034,125093.000,18346,2,MY,1,100,-6
1766787850.733034,125133.000,18364,3,MY,1,100,-6
1766787850.773034,125173.000,18364,3,MY,1,100,-6
1766787850.813034,125213.000,18364,3,MY,1,100,-5
1766787850.848701,125248.667,18380,3,MY,1,100,-6
1766787850.884367,125284.333,18380,3,MY,1,100,-5
1766787850.920034,125320.000,18380,3,MY,1,100,-6
1766787850.960534,125360.500,18399,2,MY,1,100,-5
1766787851.001034,125401.000,18399,2,MY,1,100,-6
1766787851.041034,125441.000,18414,3,MY,1,100,-5
1766787851.081034,125481.000,18414,3,MY,1,100,-5
1766787851.121034,125521.000,18414,3,MY,1,100,-6
1766787851.161034,125561.000,18431,2,MY,1,100,-6
1766787851.201034,125601.000,18431,2,MY,1,100,-5
1766787851.241034,125641.000,18447,3,MY,1,100,-5
1766787851.281034,125681.000,18447,3,MY,1,100,-5
1766787851.321034,125721.000,18447,3,MY,1,100,-6
1766787851.360534,125760.500,18465,2,MY,1,100,-5
1766787851.400034,125800.000,18465,2,MY,1,100,-5
1766787851.440367,125840.333,18481,3,MY,1,100,-6
1766787851.480701,125880.667,18481,3,MY,1,100,-6
1766787851.521034,125921.000,18481,3,MY,1,100,-6
1766787851.561034,125961.000,18500,2,MY,1,100,-4
1766787851.601034,126001.000,18500,2,MY,1,100,-6
1766787851.640701,126040.667,18516,3,MY,1,100,-5
1766787851.680367,126080.333,18516,3,MY,1,100,-6
1766787851.720034,126120.000,18516,3,MY,1,100,-5
1766787851.755368,126155.333,18536,3,MY,1,100,-6
1766787851.790701,126190.667,18536,3,MY,1,100,-6
1766787851.826034,126226.000,18536,3,MY,1,100,-5
1766787851.866034,126266.000,18551,2,MY,1,100,-5
1766787851.906034,126306.000,18551,2,MY,1,100,-5
1766787851.946034,126346.000,18567,3,MY,1,100,-5
1766787851.986034,126386.000,18567,3,MY,1,100,-5
1766787852.026034,126426.000,18567,3,MY,1,100,-5
1766787852.066034,126466.000,18584,2,MY,1,100,-4
1766787852.106034,126506.000,18584,2,MY,1,100,-5
1766787852.146034,126546.000,18601,3,MY,1,100,-5
1766787852.186034,126586.000,18601,3,MY,1,100,-4
1766787852.226034,126626.000,18601,3,MY,1,100,-4
1766787852.266034,126666.000,18616,2,MY,1,100,-4
1766787852.306034,126706.000,18616,2,MY,1,100,-5
1766787852.346034,126746.000,18633,3,MY,1,100,-5
1766787852.386034,126786.000,18633,3,MY,1,100,-6
1766787852.426034,126826.000,18633,3,MY,1,100,-5
1766787852.466034,126866.000,18649,3,MY,1,100,-6
1766787852.506034,126906.000,18649,3,MY,1,100,-4
1766787852.546034,126946.000,18649,3,MY,1,100,-6
1766787852.580034,126980.000,18666,2,MY,1,100,-6
1766787852.614034,127014.000,18666,2,MY,1,100,-6
1766787852.654034,127054.000,18683,3,MY,1,100,-5
1766787852.694034,127094.000,18683,3,MY,1,100,-5
1766787852.734034,127134.000,18683,3,MY,1,100,-5
1766787852.774034,127174.000,18698,3,MY,1,100,-5
1766787852.814034,127214.000,18698,3,MY,1,100,-5
1766787852.854034,127254.000,18698,3,MY,1,100,-5
1766787852.894034,127294.000,18714,2,MY,1,100,-5
1766787852.934034,127334.000,18714,2,MY,1,100,-5
1766787852.974034,127374.000,18731,3,MY,1,100,-5
1766787853.014034,127414.000,18731,3,MY,1,100,-4
1766787853.054034,127454.000,18731,3,MY,1,100,-5
1766787853.094034,127494.000,18748,2,MY,1,100,-5
1766787853.134034,127534.000,18748,2,MY,1,100,-5
1766787853.174034,127574.000,18763,3,MY,1,100,-5
1766787853.214034,127614.000,18763,3,MY,1,100,-5
1766787853.254034,127654.000,18763,3,MY,1,100,-5
1766787853.294034,127694.000,18779,2,MY,1,100,-5
1766787853.334034,127734.000,18779,2,MY,1,100,-7
1766787853.374034,127774.000,18799,3,MY,1,100,-8
1766787853.414034,127814.000,18799,3,MY,1,100,-9
1766787853.454034,127854.000,18799,3,MY,1,100,-8
1766787853.489367,127889.333,18815,3,MY,1,100,-5
1766787853.524701,127924.667,18815,3,MY,1,100,-2
1766787853.560034,127960.000,18815,3,MY,1,100, 1
1766787853.600034,128000.000,18830,2,MY,1,100, 3
1766787853.640034,128040.000,18830,2,MY,1,100, 5
1766787853.680034,128080.000,18847,3,MY,1,100, 6
1766787853.720034,128120.000,18847,3,MY,1,100, 7
1766787853.760034,128160.000,18847,3,MY,1,100,11
1766787853.800034,128200.000,18865,3,MY,1,100, 9
1766787853.840034,128240.000,18865,3,MY,1,100, 5
1766787853.880034,128280.000,18865,3,MY,1,100, 3
1766787853.919701,128319.667,18881,3,MY,1,100, 1
1766787853.959368,128359.333,18881,3,MY,1,100, 1
1766787853.999034,128399.000,18881,3,MY,1,100, 0
1766787854.039534,128439.500,18899,2,MY,1,100,-1
1766787854.080034,128480.000,18899,2,MY,1,100,-2
1766787854.119701,128519.667,18914,3,MY,1,100,-3
1766787854.159368,128559.333,18914,3,MY,1,100,-4
1766787854.199034,128599.000,18914,3,MY,1,100,-4
1766787854.234701,128634.667,18930,3,MY,1,100,-4
1766787854.270367,128670.333,18930,3,MY,1,100,-4
1766787854.306034,128706.000,18930,3,MY,1,100,-3
1766787854.346034,128746.000,18947,2,MY,1,100,-4
1766787854.386034,128786.000,18947,2,MY,1,100,-4
1766787854.426034,128826.000,18964,3,MY,1,100,-5
1766787854.466034,128866.000,18964,3,MY,1,100,-5
1766787854.506034,128906.000,18964,3,MY,1,100,-6
1766787854.546034,128946.000,18980,2,MY,1,100,-6
1766787854.586034,128986.000,18980,2,MY,1,100,-6
1766787854.626034,129026.000,18997,3,MY,1,100,-6
1766787854.666034,129066.000,18997,3,MY,1,100,-7
1766787854.706034,129106.000,18997,3,MY,1,100,-6
1766787854.746034,129146.000,19014,2,MY,1,100,-4
1766787854.786034,129186.000,19014,2,MY,1,100,-3
1766787854.826034,129226.000,19031,3,MY,1,100, 1
1766787854.866034,129266.000,19031,3,MY,1,100, 3
1766787854.906034,129306.000,19031,3,MY,1,100, 7
1766787854.946034,129346.000,19047,2,MY,1,100,10
1766787854.986034,129386.000,19047,2,MY,1,100,10
1766787855.021701,129421.667,19063,3,MY,1,100,12
1766787855.057368,129457.333,19063,3,MY,1,100,10
1766787855.093034,129493.000,19063,3,MY,1,100, 9
1766787855.133368,129533.333,19079,3,MY,1,100, 5
1766787855.173701,129573.667,19079,3,MY,1,100, 2
1766787855.214034,129614.000,19079,3,MY,1,100, 1
1766787855.253534,129653.500,19096,2,MY,1,100, 0
1766787855.293034,129693.000,19096,2,MY,1,100, 0
1766787855.333034,129733.000,19115,3,MY,1,100, 0
1766787855.373034,129773.000,19115,3,MY,1,100,-1
1766787855.413034,129813.000,19115,3,MY,1,100,-2
1766787855.453034,129853.000,19130,2,MY,1,100,-2
1766787855.493034,129893.000,19130,2,MY,1,100,-3
1766787855.533367,129933.333,19146,3,MY,1,100,-3
1766787855.573701,129973.667,19146,3,MY,1,100,-4
1766787855.614034,130014.000,19146,3,MY,1,100,-3
1766787855.653701,130053.667,19163,3,MY,1,100,-3
1766787855.693367,130093.333,19163,3,MY,1,100,-2
1766787855.733034,130133.000,19163,3,MY,1,100,-4
1766787855.773534,130173.500,19180,2,MY,1,100,-4
1766787855.814034,130214.000,19180,2,MY,1,100,-4
1766787855.853701,130253.667,19195,3,MY,1,100,-5
1766787855.893368,130293.333,19195,3,MY,1,100,-5
1766787855.933034,130333.000,19195,3,MY,1,100,-5
1766787855.968368,130368.333,19211,3,MY,1,100,-5
1766787856.003701,130403.667,19211,3,MY,1,100,-5
1766787856.039034,130439.000,19211,3,MY,1,100,-5
1766787856.079034,130479.000,19231,2,MY,1,100,-6
1766787856.119034,130519.000,19231,2,MY,1,100,-5
1766787856.159034,130559.000,19247,3,MY,1,100,-6
1766787856.199034,130599.000,19247,3,MY,1,100,-5
1766787856.239034,130639.000,19247,3,MY,1,100,-6
1766787856.279034,130679.000,19263,2,MY,1,100,-6
1766787856.319034,130719.000,19263,2,MY,1,100,-5
1766787856.359034,130759.000,19279,3,MY,1,100,-6
1766787856.399034,130799.000,19279,3,MY,1,100,-6
1766787856.439034,130839.000,19279,3,MY,1,100,-6
1766787856.479034,130879.000,19296,2,MY,1,100,-6
1766787856.519034,130919.000,19296,2,MY,1,100,-5
1766787856.559034,130959.000,19314,3,MY,1,100,-5
1766787856.599034,130999.000,19314,3,MY,1,100,-6
1766787856.639034,131039.000,19314,3,MY,1,100,-5
1766787856.679034,131079.000,19332,2,MY,1,100,-5
1766787856.719034,131119.000,19332,2,MY,1,100,-5
1766787856.754701,131154.667,19348,3,MY,1,100,-6
1766787856.790367,131190.333,19348,3,MY,1,100,-5
1766787856.826034,131226.000,19348,3,MY,1,100,-5
1766787856.866034,131266.000,19365,3,MY,1,100,-5
1766787856.906034,131306.000,19365,3,MY,1,100,-5
1766787856.946034,131346.000,19365,3,MY,1,100,-5
1766787856.986034,131386.000,19381,2,MY,1,100,-6
1766787857.026034,131426.000,19381,2,MY,1,100,-5
1766787857.066034,131466.000,19399,3,MY,1,100,-5
1766787857.106034,131506.000,19399,3,MY,1,100,-6
1766787857.146034,131546.000,19399,3,MY,1,100,-5
1766787857.186034,131586.000,19413,2,MY,1,100,-5
1766787857.226034,131626.000,19413,2,MY,1,100,-4
1766787857.266034,131666.000,19430,3,MY,1,100,-5
1766787857.306034,131706.000,19430,3,MY,1,100,-5
1766787857.346034,131746.000,19430,3,MY,1,100,-4
1766787857.386034,131786.000,19447,2,MY,1,100,-5
1766787857.426034,131826.000,19447,2,MY,1,100,-5
1766787857.466034,131866.000,19464,3,MY,1,100,-5
1766787857.506034,131906.000,19464,3,MY,1,100,-4
1766787857.546034,131946.000,19464,3,MY,1,100,-5
1766787857.581367,131981.333,19478,3,MY,1,100,-5
1766787857.616701,132016.667,19478,3,MY,1,100,-5
1766787857.652034,132052.000,19478,3,MY,1,100,-5
1766787857.692034,132092.000,19496,2,MY,1,100,-5
1766787857.732034,132132.000,19496,2,MY,1,100,-5
1766787857.772034,132172.000,19512,3,MY,1,100,-4
1766787857.812034,132212.000,19512,3,MY,1,100,-5
1766787857.852034,132252.000,19512,3,MY,1,100,-5
1766787857.892034,132292.000,19529,2,MY,1,100,-4
1766787857.932034,132332.000,19529,2,MY,1,100,-5
1766787857.972368,132372.333,19543,3,MY,1,100,-5
1766787858.012701,132412.667,19543,3,MY,1,100,-5
1766787858.053034,132453.000,19543,3,MY,1,100,-5
1766787858.092534,132492.500,19561,2,MY,1,100,-5
1766787858.132034,132532.000,19561,2,MY,1,100,-5
1766787858.172034,132572.000,19577,3,MY,1,100,-4
1766787858.212034,132612.000,19577,3,MY,1,100,-4
1766787858.252034,132652.000,19577,3,MY,1,100,-4
1766787858.292367,132692.333,19594,3,MY,1,100,-5
1766787858.332701,132732.667,19594,3,MY,1,100,-4
1766787858.373034,132773.000,19594,3,MY,1,100,-5
1766787858.412534,132812.500,19610,2,MY,1,100,-4
1766787858.452034,132852.000,19610,2,MY,1,100,-5
1766787858.487701,132887.667,19626,3,MY,1,100,-5
1766787858.523367,132923.333,19626,3,MY,1,100,-5
1766787858.559034,132959.000,19626,3,MY,1,100,-5
1766787858.599034,132999.000,19642,2,MY,1,100,-5
1766787858.639034,133039.000,19642,2,MY,1,100,-5
1766787858.679034,133079.000,19660,3,MY,1,100,-5
1766787858.719034,133119.000,19660,3,MY,1,100,-5
1766787858.759034,133159.000,19660,3,MY,1,100,-5
1766787858.799034,133199.000,19675,2,MY,1,100,-5
1766787858.839034,133239.000,19675,2,MY,1,100,-5
1766787858.879034,133279.000,19691,3,MY,1,100,-3
1766787858.919034,133319.000,19691,3,MY,1,100,-4
1766787858.959034,133359.000,19691,3,MY,1,100,-5
1766787858.999034,133399.000,19708,3,MY,1,100,-4
1766787859.039034,133439.000,19708,3,MY,1,100,-5
1766787859.079034,133479.000,19708,3,MY,1,100,-5
1766787859.119034,133519.000,19725,2,MY,1,100,-4
1766787859.159034,133559.000,19725,2,MY,1,100,-5
1766787859.199034,133599.000,19741,3,MY,1,100,-5
1766787859.239034,133639.000,19741,3,MY,1,100,-5
1766787859.279034,133679.000,19741,3,MY,1,100,-3
1766787859.312534,133712.500,19756,2,MY,1,100,-4
1766787859.346034,133746.000,19756,2,MY,1,100,-5
1766787859.386034,133786.000,19773,3,MY,1,100,-5
1766787859.426034,133826.000,19773,3,MY,1,100,-5
1766787859.466034,133866.000,19773,3,MY,1,100,-6
1766787859.506034,133906.000,19790,3,MY,1,100,-5
1766787859.546034,133946.000,19790,3,MY,1,100,-6
1766787859.586034,133986.000,19790,3,MY,1,100,-5
1766787859.626034,134026.000,19806,2,MY,1,100,-5
1766787859.666034,134066.000,19806,2,MY,1,100,-5
1766787859.706034,134106.000,19822,3,MY,1,100,-5
1766787859.746034,134146.000,19822,3,MY,1,100,-6
1766787859.786034,134186.000,19822,3,MY,1,100,-6
1766787859.826034,134226.000,19838,2,MY,1,100,-5
1766787859.866034,134266.000,19838,2,MY,1,100,-6
1766787859.906034,134306.000,19857,3,MY,1,100,-5
1766787859.946034,134346.000,19857,3,MY,1,100,-9
1766787859.986034,134386.000,19857,3,MY,1,100,-11
1766787860.026034,134426.000,19876,2,MY,1,100,-13
1766787860.066034,134466.000,19876,2,MY,1,100,-11
1766787860.101367,134501.333,19891,3,MY,1,100,-10
1766787860.136701,134536.667,19891,3,MY,1,100,-9
1766787860.172034,134572.000,19891,3,MY,1,100,-7
1766787860.212034,134612.000,19907,3,MY,1,100,-5
1766787860.252034,134652.000,19907,3,MY,1,100,-3
1766787860.292034,134692.000,19907,3,MY,1,100,-2
1766787860.332034,134732.000,19924,2,MY,1,100, 0
1766787860.372034,134772.000,19924,2,MY,1,100, 0
1766787860.412034,134812.000,19941,3,MY,1,100, 1
1766787860.452034,134852.000,19941,3,MY,1,100, 1
1766787860.492034,134892.000,19941,3,MY,1,100, 1
