LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1766633906.621678,44491.000,5154,2,EA,1,100,0.347550
1766633906.621678,44491.000,5154,2,EA,1,100,0.347463
1766633906.688672,44558.000,5171,1,EA,1,100,0.347184
1766633906.755167,44624.500,5187,2,EA,1,100,0.346783
1766633906.821661,44691.000,5187,2,EA,1,100,0.345950
1766633906.888656,44758.000,5205,1,EA,1,100,0.343800
1766633906.955151,44824.500,5219,2,EA,1,100,0.342455
1766633907.021645,44891.000,5219,2,EA,1,100,0.341795
1766633907.088640,44958.000,5236,1,EA,1,100,0.341087
1766633907.155135,45024.500,5253,2,EA,1,100,0.340633
1766633907.221629,45091.000,5253,2,EA,1,100,0.340298
1766633907.288624,45158.000,5270,1,EA,1,100,0.340097
1766633907.355119,45224.500,5284,2,EA,1,100,0.339863
1766633907.421613,45291.000,5284,2,EA,1,100,0.339546
1766633907.488608,45358.000,5301,1,EA,1,100,0.339013
1766633907.555102,45424.500,5318,2,EA,1,100,0.338631
1766633907.621597,45491.000,5318,2,EA,1,100,0.338135
1766633907.688591,45558.000,5335,1,EA,1,100,0.337293
1766633907.755086,45624.500,5349,2,EA,1,100,0.336718
1766633907.821581,45691.000,5349,2,EA,1,100,0.336195
1766633907.888575,45758.000,5367,1,EA,1,100,0.335526
1766633907.955070,45824.500,5383,2,EA,1,100,0.335022
1766633908.021564,45891.000,5383,2,EA,1,100,0.334697
1766633908.088559,45958.000,5400,1,EA,1,100,0.334293
1766633908.155054,46024.500,5416,2,EA,1,100,0.333793
1766633908.221548,46091.000,5416,2,EA,1,100,0.332685
1766633908.288043,46157.500,5432,2,EA,1,100,0.331092
1766633908.354538,46224.000,5432,2,EA,1,100,0.329891
1766633908.421532,46291.000,5448,1,EA,1,100,0.329451
1766633908.488027,46357.500,5466,2,EA,1,100,0.328934
1766633908.554521,46424.000,5466,2,EA,1,100,0.328387
1766633908.621516,46491.000,5482,1,EA,1,100,0.327904
1766633908.688011,46557.500,5497,2,EA,1,100,0.327578
1766633908.754505,46624.000,5497,2,EA,1,100,0.327314
1766633908.821500,46691.000,5513,1,EA,1,100,0.327051
1766633908.887995,46757.500,5533,2,EA,1,100,0.326665
1766633908.954489,46824.000,5533,2,EA,1,100,0.326372
1766633909.021484,46891.000,5549,1,EA,1,100,0.326203
1766633909.087978,46957.500,5564,2,EA,1,100,0.325911
1766633909.154473,47024.000,5564,2,EA,1,100,0.325665
1766633909.221467,47091.000,5581,1,EA,1,100,0.325359
1766633909.287962,47157.500,5598,2,EA,1,100,0.325098
1766633909.354457,47224.000,5598,2,EA,1,100,0.324747
1766633909.421451,47291.000,5614,1,EA,1,100,0.324488
1766633909.487946,47357.500,5630,2,EA,1,100,0.324184
1766633909.554440,47424.000,5630,2,EA,1,100,0.323820
1766633909.621435,47491.000,5646,1,EA,1,100,0.323683
1766633909.687930,47557.500,5663,2,EA,1,100,0.323365
1766633909.754424,47624.000,5663,2,EA,1,100,0.322988
1766633909.821419,47691.000,5679,1,EA,1,100,0.322671
1766633909.887914,47757.500,5695,2,EA,1,100,0.322295
1766633909.954408,47824.000,5695,2,EA,1,100,0.321875
1766633910.021403,47891.000,5711,1,EA,1,100,0.321710
1766633910.087898,47957.500,5728,2,EA,1,100,0.321292
1766633910.154392,48024.000,5728,2,EA,1,100,0.320770
1766633910.221387,48091.000,5745,1,EA,1,100,0.320473
1766633910.287881,48157.500,5761,2,EA,1,100,0.320176
1766633910.354376,48224.000,5761,2,EA,1,100,0.319569
1766633910.421371,48291.000,5776,1,EA,1,100,0.319377
1766633910.487865,48357.500,5794,2,EA,1,100,0.319142
1766633910.554360,48424.000,5794,2,EA,1,100,0.318950
1766633910.620854,48490.500,5810,2,EA,1,100,0.318744
1766633910.687349,48557.000,5810,2,EA,1,100,0.318583
1766633910.754344,48624.000,5827,1,EA,1,100,0.318348
1766633910.820838,48690.500,5842,2,EA,1,100,0.318041
1766633910.887333,48757.000,5842,2,EA,1,100,0.317748
1766633910.954327,48824.000,5859,1,EA,1,100,0.317136
1766633911.020822,48890.500,5875,2,EA,1,100,0.316657
1766633911.087317,48957.000,5875,2,EA,1,100,0.316136
1766633911.154311,49024.000,5892,1,EA,1,100,0.315746
1766633911.220806,49090.500,5907,2,EA,1,100,0.315429
1766633911.287300,49157.000,5907,2,EA,1,100,0.315228
1766633911.354295,49224.000,5924,1,EA,1,100,0.315170
1766633911.420790,49290.500,5940,2,EA,1,100,0.314840
1766633911.487284,49357.000,5940,2,EA,1,100,0.314582
1766633911.554279,49424.000,5958,1,EA,1,100,0.314168
1766633911.620774,49490.500,5972,2,EA,1,100,0.314054
1766633911.687268,49557.000,5972,2,EA,1,100,0.313897
1766633911.754263,49624.000,5994,1,EA,1,100,0.313626
1766633911.820757,49690.500,6011,2,EA,1,100,0.313456
1766633911.887252,49757.000,6011,2,EA,1,100,0.313328
1766633911.954247,49824.000,6028,1,EA,1,100,0.313144
1766633912.020741,49890.500,6042,2,EA,1,100,0.313058
1766633912.087236,49957.000,6042,2,EA,1,100,0.312931
1766633912.154230,50024.000,6059,1,EA,1,100,0.312662
1766633912.220725,50090.500,6076,2,EA,1,100,0.312464
1766633912.287220,50157.000,6076,2,EA,1,100,0.312323
1766633912.354214,50224.000,6093,1,EA,1,100,0.312041
1766633912.420709,50290.500,6107,2,EA,1,100,0.311886
1766633912.487203,50357.000,6107,2,EA,1,100,0.311690
1766633912.554198,50424.000,6125,1,EA,1,100,0.311269
1766633912.620693,50490.500,6141,2,EA,1,100,0.310989
1766633912.687187,50557.000,6141,2,EA,1,100,0.310556
1766633912.754182,50624.000,6158,1,EA,1,100,0.310082
1766633912.820677,50690.500,6174,2,EA,1,100,0.309777
1766633912.887171,50757.000,6174,2,EA,1,100,0.309305
1766633912.954166,50824.000,6190,1,EA,1,100,0.308877
1766633913.020660,50890.500,6206,2,EA,1,100,0.308533
1766633913.087155,50957.000,6206,2,EA,1,100,0.308271
1766633913.154150,51024.000,6223,1,EA,1,100,0.307942
1766633913.220644,51090.500,6239,2,EA,1,100,0.307517
1766633913.287139,51157.000,6239,2,EA,1,100,0.307080
1766633913.353633,51223.500,6255,2,EA,1,100,0.306604
1766633913.420128,51290.000,6255,2,EA,1,100,0.306386
1766633913.487123,51357.000,6271,1,EA,1,100,0.306210
1766633913.553617,51423.500,6289,2,EA,1,100,0.305939
1766633913.620112,51490.000,6289,2,EA,1,100,0.305736
1766633913.687106,51557.000,6305,1,EA,1,100,0.305614
1766633913.753601,51623.500,6320,2,EA,1,100,0.305493
1766633913.820096,51690.000,6320,2,EA,1,100,0.305183
1766633913.887090,51757.000,6337,1,EA,1,100,0.305048
1766633913.953585,51823.500,6356,2,EA,1,100,0.304739
1766633914.020079,51890.000,6356,2,EA,1,100,0.304444
1766633914.087074,51957.000,6372,1,EA,1,100,0.304363
1766633914.153569,52023.500,6388,2,EA,1,100,0.304069
1766633914.220063,52090.000,6388,2,EA,1,100,0.303708
1766633914.287058,52157.000,6404,1,EA,1,100,0.303602
1766633914.353553,52223.500,6421,2,EA,1,100,0.303442
1766633914.420047,52290.000,6421,2,EA,1,100,0.303309
1766633914.487042,52357.000,6437,1,EA,1,100,0.303215
1766633914.553536,52423.500,6453,2,EA,1,100,0.303043
1766633914.620031,52490.000,6453,2,EA,1,100,0.302724
1766633914.687026,52557.000,6469,1,EA,1,100,0.302605
1766633914.753520,52623.500,6486,2,EA,1,100,0.302393
1766633914.820015,52690.000,6486,2,EA,1,100,0.302248
1766633914.887009,52757.000,6503,1,EA,1,100,0.302155
1766633914.953504,52823.500,6518,2,EA,1,100,0.301984
1766633915.019999,52890.000,6518,2,EA,1,100,0.301826
1766633915.086993,52957.000,6534,1,EA,1,100,0.301628
1766633915.153488,53023.500,6552,2,EA,1,100,0.301431
1766633915.219982,53090.000,6552,2,EA,1,100,0.301234
1766633915.286977,53157.000,6568,1,EA,1,100,0.301273
1766633915.353472,53223.500,6584,2,EA,1,100,0.301195
1766633915.419966,53290.000,6584,2,EA,1,100,0.300959
1766633915.486461,53356.500,6600,2,EA,1,100,0.300946
1766633915.552955,53423.000,6600,2,EA,1,100,0.300828
1766633915.619950,53490.000,6617,1,EA,1,100,0.300449
1766633915.686445,53556.500,6633,2,EA,1,100,0.300410
1766633915.752939,53623.000,6633,2,EA,1,100,0.300279
1766633915.819934,53690.000,6650,1,EA,1,100,0.300162
1766633915.886429,53756.500,6665,2,EA,1,100,0.299940
1766633915.952923,53823.000,6665,2,EA,1,100,0.299680
1766633916.019918,53890.000,6682,1,EA,1,100,0.299525
1766633916.086412,53956.500,6698,2,EA,1,100,0.299317
1766633916.152907,54023.000,6698,2,EA,1,100,0.299019
1766633916.219902,54090.000,6716,1,EA,1,100,0.298800
1766633916.286396,54156.500,6730,2,EA,1,100,0.298580
1766633916.352891,54223.000,6730,2,EA,1,100,0.298310
1766633916.419885,54290.000,6749,1,EA,1,100,0.297937
1766633916.486380,54356.500,6766,2,EA,1,100,0.297745
1766633916.552875,54423.000,6766,2,EA,1,100,0.297617
1766633916.619869,54490.000,6783,1,EA,1,100,0.297207
1766633916.686364,54556.500,6797,2,EA,1,100,0.297182
1766633916.752858,54623.000,6797,2,EA,1,100,0.297169
1766633916.819853,54690.000,6821,1,EA,1,100,0.296965
1766633916.886348,54756.500,6838,2,EA,1,100,0.296825
1766633916.952842,54823.000,6838,2,EA,1,100,0.296825
