LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1766888259.787741,47559.000,5814,1,SF,1,100,15.9806
1766887783.645159,47893.000,5862,1,SF,1,100,15.7957
1766887403.016208,48160.000,5915,1,SF,1,100,15.6130
1766886928.299202,48493.000,5965,1,SF,1,100,17.5146
1766886358.068565,48893.000,6032,1,SF,1,100,17.3120
1766885978.865191,49159.000,6081,1,SF,1,100,17.1117
1766885502.722608,49493.000,6132,1,SF,1,100,16.9138
1766884932.491971,49893.000,6197,1,SF,1,100,16.7181
1766884457.774965,50226.000,6249,1,SF,1,100,16.5247
1766884077.146014,50493.000,6297,1,SF,1,100,16.3336
1766883602.429008,50826.000,6348,1,SF,1,100,16.1446
1766883032.198371,51226.000,6415,1,SF,1,100,15.9579
1766882651.569420,51493.000,6467,1,SF,1,100,15.7733
1766882176.852414,51826.000,6518,1,SF,1,100,15.5908
1766881606.621777,52226.000,6583,1,SF,1,100,15.4104
1766881131.904771,52559.000,6631,1,SF,1,100,15.2322
1766880751.275820,52826.000,6687,1,SF,1,100,15.0560
1766880276.558815,53159.000,6735,1,SF,1,100,14.8818
1766879706.328177,53559.000,6800,1,SF,1,100,14.7096
1766879325.699226,53826.000,6849,1,SF,1,100,14.5395
1766878850.982221,54159.000,6897,1,SF,1,100,14.3713
1766878280.751583,54559.000,6963,1,SF,1,100,14.2050
1766877806.034577,54892.000,7013,1,SF,1,100,14.0407
1766877425.405627,55159.000,7061,1,SF,1,100,13.8783
1766876950.688621,55492.000,7110,1,SF,1,100,13.7178
1766876380.457983,55892.000,7177,1,SF,1,100,13.5591
1766875999.829032,56159.000,7227,1,SF,1,100,13.4022
1766875525.112027,56492.000,7278,1,SF,1,100,13.2472
1766875050.395021,56825.000,7326,1,SF,1,100,13.0939
1766874480.164383,57225.000,7391,1,SF,1,100,12.9425
1766874099.535433,57492.000,7442,1,SF,1,100,12.7927
1766873624.818427,57825.000,7495,1,SF,1,100,12.6448
1766873148.675844,58159.000,7544,1,SF,1,100,12.4985
1766872578.445207,58559.000,7609,1,SF,1,100,12.3539
1766872199.241833,58825.000,7659,1,SF,1,100,12.2110
1766871724.524827,59158.000,7708,1,SF,1,100,12.0697
1766871152.868613,59559.000,7773,1,SF,1,100,11.9301
1766870678.151607,59892.000,7823,1,SF,1,100,13.8743
1766870298.948233,60158.000,7878,1,SF,1,100,15.7961
1766869822.805650,60492.000,7926,1,SF,1,100,15.6134
1766869252.575013,60892.000,7991,1,SF,1,100,15.4328
1766868873.371639,61158.000,8042,1,SF,1,100,15.2542
1766868397.229057,61492.000,8092,1,SF,1,100,15.0778
1766867922.512051,61825.000,8143,1,SF,1,100,14.9033
1766867352.281413,62225.000,8210,1,SF,1,100,14.7309
1766866973.078039,62491.000,8258,1,SF,1,100,14.5605
1766866402.847401,62891.000,8312,1,SF,1,100,14.3921
1766866022.218451,63158.000,8361,1,SF,1,100,14.2256
1766865547.501445,63491.000,8411,1,SF,1,100,14.0610
1766864977.270808,63891.000,8477,1,SF,1,100,13.8984
1766864501.128225,64225.000,8529,1,SF,1,100,13.7376
1766864121.924851,64491.000,8579,1,SF,1,100,13.5787
1766863645.782269,64825.000,8628,1,SF,1,100,13.4216
1766863075.551631,65225.000,8693,1,SF,1,100,13.2663
1766862696.348257,65491.000,8743,1,SF,1,100,13.1129
1766862221.631251,65824.000,8792,1,SF,1,100,12.9612
1766861651.400614,66224.000,8861,1,SF,1,100,12.8113
1766861175.258031,66558.000,8909,1,SF,1,100,12.6631
1766860796.054657,66824.000,8960,1,SF,1,100,12.5166
1766860319.912075,67158.000,9010,1,SF,1,100,12.3718
1766859749.681437,67558.000,9075,1,SF,1,100,12.2287
1766859370.478063,67824.000,9124,1,SF,1,100,12.0872
1766858894.335481,68158.000,9178,1,SF,1,100,11.9474
1766858419.618475,68491.000,9228,1,SF,1,100,11.8092
1766857849.387837,68891.000,9295,1,SF,1,100,11.6725
1766857470.184463,69157.000,9343,1,SF,1,100,11.5375
1766856994.041881,69491.000,9392,1,SF,1,100,11.4041
1766856423.811243,69891.000,9459,1,SF,1,100,11.2721
1766856044.607869,70157.000,9509,1,SF,1,100,11.1417
1766855568.465287,70491.000,9562,1,SF,1,100,13.0951
1766855093.748281,70824.000,9610,1,SF,1,100,12.9436
1766854523.517643,71224.000,9677,1,SF,1,100,12.7939
1766854142.888693,71491.000,9728,1,SF,1,100,12.6459
1766853668.171687,71824.000,9778,1,SF,1,100,12.4996
1766853097.941049,72224.000,9843,1,SF,1,100,12.3550
1766852623.224044,72557.000,9894,1,SF,1,100,12.2121
1766852242.595093,72824.000,9944,1,SF,1,100,12.0708
1766851767.878087,73157.000,9982,1,SF,1,100,14.0134
1766851197.647449,73557.000,10047,1,SF,1,100,13.8513
1766850817.018499,73824.000,10095,1,SF,1,100,13.6911
1766850342.301493,74157.000,10147,1,SF,1,100,13.5327
1766849772.070855,74557.000,10212,1,SF,1,100,13.3762
1766849297.353850,74890.000,10261,1,SF,1,100,13.2214
1766848916.724899,75157.000,10312,1,SF,1,100,13.0685
1766848442.007893,75490.000,10360,1,SF,1,100,12.9173
1766847871.777256,75890.000,10425,1,SF,1,100,12.7679
1766847491.148305,76157.000,10476,1,SF,1,100,12.6202
1766847016.431299,76490.000,10530,1,SF,1,100,14.5564
1766846446.200662,76890.000,10595,1,SF,1,100,14.3880
1766845971.483656,77223.000,10646,1,SF,1,100,14.2216
1766845590.854705,77490.000,10696,1,SF,1,100,14.0571
1766845116.137699,77823.000,10745,1,SF,1,100,13.8945
1766844545.907062,78223.000,10813,1,SF,1,100,13.7337
1766844069.764479,78557.000,10861,1,SF,1,100,13.5749
1766843690.561105,78823.000,10912,1,SF,1,100,13.4178
1766843214.418523,79157.000,10962,1,SF,1,100,13.2626
1766842645.613462,79556.000,11027,1,SF,1,100,13.1092
1766842246.452016,79836.000,11063,1,SF,1,100,12.9575
1766841676.221378,80236.000,11128,1,SF,1,100,12.8076
1766841295.592427,80503.000,11177,1,SF,1,100,12.6595
1766840820.875422,80836.000,11225,1,SF,1,100,12.5130
1766840250.644784,81236.000,11295,1,SF,1,100,12.3683
1766839774.502202,81570.000,11347,1,SF,1,100,12.2252
1766839395.298827,81836.000,11395,1,SF,1,100,12.0838
1766838910.602786,82176.000,11448,1,SF,1,100,14.0263
1766838340.372148,82576.000,11513,1,SF,1,100,13.8640
1766837959.743197,82843.000,11563,1,SF,1,100,13.7036
1766837485.026191,83176.000,11612,1,SF,1,100,13.5451
1766836914.795554,83576.000,11677,1,SF,1,100,13.3884
1766836534.166603,83843.000,11727,1,SF,1,100,13.2335
1766836059.449598,84176.000,11777,1,SF,1,100,13.0804
1766835584.732592,84509.000,11828,1,SF,1,100,15.0114
1766835004.522918,84916.000,11895,1,SF,1,100,14.8377
1766834623.893967,85183.000,11946,1,SF,1,100,16.7483
1766834149.176961,85516.000,11994,1,SF,1,100,16.5546
1766833578.946324,85916.000,12059,1,SF,1,100,16.3631
1766833199.742950,86182.000,12110,1,SF,1,100,16.1738
1766832723.600368,86516.000,12160,1,SF,1,100,15.9867
1766832153.369730,86916.000,12227,1,SF,1,100,15.8018
1766831678.652724,87249.000,12276,1,SF,1,100,15.6190
1766831298.023773,87516.000,12326,1,SF,1,100,15.4383
1766830823.306768,87849.000,12375,1,SF,1,100,15.2597
1766830253.076130,88249.000,12440,1,SF,1,100,15.0832
1766829872.447179,88516.000,12488,1,SF,1,100,14.9087
1766829397.730174,88849.000,12537,1,SF,1,100,14.7362
1766828827.499536,89249.000,12603,1,SF,1,100,14.5657
1766828352.782530,89582.000,12652,1,SF,1,100,14.3972
1766827972.153579,89849.000,12701,1,SF,1,100,14.2307
1766827497.436574,90182.000,12749,1,SF,1,100,14.0661
1766826927.205936,90582.000,12814,1,SF,1,100,13.9034
1766826546.576986,90849.000,12865,1,SF,1,100,13.7425
1766826071.859980,91182.000,12913,1,SF,1,100,13.5835
1766825501.629342,91582.000,12980,1,SF,1,100,13.4264
1766825025.486760,91916.000,13029,1,SF,1,100,13.2711
1766824646.283386,92182.000,13079,1,SF,1,100,13.1176
1766824171.566380,92515.000,13128,1,SF,1,100,12.9658
1766823601.335742,92915.000,13193,1,SF,1,100,12.8158
1766823220.706792,93182.000,13241,1,SF,1,100,12.6676
1766822745.989786,93515.000,13290,1,SF,1,100,12.5210
1766822175.759148,93915.000,13356,1,SF,1,100,12.3762
1766821701.042142,94248.000,13405,1,SF,1,100,12.2330
1766821320.413192,94515.000,13458,1,SF,1,100,14.1738
1766820845.696186,94848.000,13508,1,SF,1,100,14.0098
1766820275.465548,95248.000,13573,1,SF,1,100,13.8477
1766819894.836598,95515.000,13626,1,SF,1,100,13.6876
1766819420.119592,95848.000,13674,1,SF,1,100,13.5292
1766818849.888954,96248.000,13745,1,SF,1,100,15.4550
1766818375.171948,96581.000,13794,1,SF,1,100,15.2762
1766817984.563962,96855.000,13844,1,SF,1,100,15.0995
1766817509.846956,97188.000,13893,1,SF,1,100,14.9248
1766816939.616318,97588.000,13958,1,SF,1,100,14.7521
1766816558.987368,97855.000,14006,1,SF,1,100,14.5815
1766816084.270362,98188.000,14055,1,SF,1,100,14.4128
1766815514.039724,98588.000,14121,1,SF,1,100,14.2461
1766815039.322718,98921.000,14170,1,SF,1,100,14.0813
1766814658.693768,99188.000,14219,1,SF,1,100,13.9184
1766814173.997726,99528.000,14267,1,SF,1,100,13.7574
1766813699.280720,99861.000,14318,1,SF,1,100,13.5982
1766813129.050082,100261.000,14385,1,SF,1,100,13.4409
1766812748.421132,100528.000,14435,1,SF,1,100,13.2854
1766812273.704126,100861.000,14486,1,SF,1,100,15.2140
1766811703.473489,101261.000,14554,1,SF,1,100,15.0380
1766811228.756483,101594.000,14603,1,SF,1,100,14.8640
1766810848.127532,101861.000,14652,1,SF,1,100,14.6921
1766810373.410526,102194.000,14700,1,SF,1,100,14.5221
1766809803.179889,102594.000,14765,1,SF,1,100,14.3541
1766809422.550938,102861.000,14816,1,SF,1,100,14.1881
1766808947.833932,103194.000,14866,1,SF,1,100,14.0240
1766808377.603295,103594.000,14933,1,SF,1,100,15.9440
1766807996.974344,103861.000,14982,1,SF,1,100,15.7595
1766807522.257338,104194.000,15032,1,SF,1,100,15.5772
1766807047.540332,104527.000,15081,1,SF,1,100,15.3970
1766806477.309695,104927.000,15146,1,SF,1,100,15.2189
1766806096.680744,105194.000,15194,1,SF,1,100,15.0429
1766805621.963738,105527.000,15243,1,SF,1,100,14.8689
1766805051.733101,105927.000,15309,1,SF,1,100,14.6969
1766804577.016095,106260.000,15360,1,SF,1,100,14.5268
1766804196.387144,106527.000,15409,1,SF,1,100,14.3588
1766803721.670138,106860.000,15457,1,SF,1,100,14.1927
1766803151.439501,107260.000,15522,1,SF,1,100,14.0285
1766802770.810550,107527.000,15573,1,SF,1,100,13.8662
1766802296.093544,107860.000,15621,1,SF,1,100,13.7058
1766801725.862907,108260.000,15688,1,SF,1,100,13.5473
1766801249.720325,108594.000,15739,1,SF,1,100,13.3906
1766800870.516950,108860.000,15789,1,SF,1,100,13.2356
1766800395.799945,109193.000,15838,1,SF,1,100,13.0825
1766799824.143730,109594.000,15905,1,SF,1,100,15.0135
1766799434.961320,109867.000,15953,1,SF,1,100,14.8398
1766798960.244314,110200.000,16006,1,SF,1,100,16.7504
1766798390.013677,110600.000,16071,1,SF,1,100,16.5566
1766798009.384726,110867.000,16121,1,SF,1,100,16.3651
1766797534.667720,111200.000,16172,1,SF,1,100,18.2580
1766796964.437083,111600.000,16241,1,SF,1,100,18.0468
1766796489.720077,111933.000,16291,1,SF,1,100,19.9203
1766796109.091126,112200.000,16342,1,SF,1,100,19.6898
1766795634.374120,112533.000,16394,1,SF,1,100,21.5443
1766795064.143483,112933.000,16459,1,SF,1,100,21.2951
1766794683.514532,113200.000,16508,1,SF,1,100,21.0487
1766794208.797527,113533.000,16557,1,SF,1,100,20.8053
1766793638.566889,113933.000,16624,1,SF,1,100,22.6468
1766793163.849883,114266.000,16674,1,SF,1,100,22.3848
1766792783.220932,114533.000,16722,1,SF,1,100,22.1259
1766792308.503927,114866.000,16771,1,SF,1,100,21.8699
1766791738.273289,115266.000,16838,1,SF,1,100,21.6170
1766791357.644338,115533.000,16888,1,SF,1,100,21.3669
1766790882.927333,115866.000,16939,1,SF,1,100,21.1197
1766790312.696695,116266.000,17006,1,SF,1,100,20.8754
1766789837.979689,116599.000,17054,1,SF,1,100,20.6339
1766789457.350739,116866.000,17105,1,SF,1,100,20.3952
1766788982.633733,117199.000,17153,1,SF,1,100,20.1593
1766788412.403095,117599.000,17220,1,SF,1,100,19.9261
1766788031.774145,117866.000,17269,1,SF,1,100,19.6956
1766787557.057139,118199.000,17318,1,SF,1,100,19.4677
1766786986.826501,118599.000,17383,1,SF,1,100,19.2425
1766786512.109495,118932.000,17437,1,SF,1,100,21.1022
1766786131.480545,119199.000,17485,1,SF,1,100,20.8581
1766785656.763539,119532.000,17536,1,SF,1,100,20.6168
1766785085.107325,119933.000,17605,1,SF,1,100,22.4605
1766784610.390319,120266.000,17656,1,SF,1,100,22.2007
1766784231.186945,120532.000,17706,1,SF,1,100,24.0261
1766783755.044363,120866.000,17759,1,SF,1,100,23.7482
1766783280.327357,121199.000,17807,1,SF,1,100,23.4735
1766782710.096719,121599.000,17876,1,SF,1,100,25.2842
1766782329.467768,121866.000,17927,1,SF,1,100,24.9917
1766781854.750763,122199.000,17975,1,SF,1,100,24.7026
1766781275.966666,122605.000,18040,1,SF,1,100,24.4168
1766780895.337715,122872.000,18093,1,SF,1,100,24.1344
1766780420.620709,123205.000,18143,1,SF,1,100,23.8552
1766779850.390071,123605.000,18210,1,SF,1,100,25.6615
1766779374.247489,123939.000,18261,1,SF,1,100,25.3646
1766778995.044115,124205.000,18311,1,SF,1,100,25.0712
1766778518.901533,124539.000,18360,1,SF,1,100,24.7812
1766777948.670895,124939.000,18429,1,SF,1,100,26.5768
1766777569.467521,125205.000,18477,1,SF,1,100,26.2693
1766777094.750515,125538.000,18526,1,SF,1,100,25.9654
1766776524.519877,125938.000,18594,1,SF,1,100,25.6651
1766776048.377295,126272.000,18647,1,SF,1,100,25.3682
1766775669.173921,126538.000,18696,1,SF,1,100,25.0747
1766775193.031339,126872.000,18744,1,SF,1,100,24.7847
1766774621.375124,127273.000,18811,1,SF,1,100,24.4979
1766774243.597327,127538.000,18862,1,SF,1,100,24.2145
1766773767.454745,127872.000,18912,1,SF,1,100,26.0167
1766773197.224107,128272.000,18979,1,SF,1,100,25.7157
1766772722.507101,128605.000,19030,1,SF,1,100,25.4182
1766772343.303727,128871.000,19080,1,SF,1,100,25.1242
1766771867.161145,129205.000,19131,1,SF,1,100,24.8336
1766771296.930507,129605.000,19198,1,SF,1,100,24.5463
1766770917.727133,129871.000,19246,1,SF,1,100,24.2623
1766770441.584551,130205.000,19296,1,SF,1,100,23.9817
1766769966.867545,130538.000,19345,1,SF,1,100,23.7042
1766769396.636907,130938.000,19410,1,SF,1,100,23.4300
1766769016.007957,131205.000,19459,1,SF,1,100,23.1590
1766768541.290951,131538.000,19509,1,SF,1,100,22.8911
1766767971.060313,131938.000,19576,1,SF,1,100,22.6263
1766767590.431363,132205.000,19627,1,SF,1,100,22.3645
1766767115.714357,132538.000,19677,1,SF,1,100,22.1058
1766766640.997351,132871.000,19726,1,SF,1,100,21.8501
1766766070.766713,133271.000,19791,1,SF,1,100,21.5973
1766765690.137763,133538.000,19841,1,SF,1,100,21.3475
1766765215.420757,133871.000,19892,1,SF,1,100,21.1005
1766764645.190120,134271.000,19957,1,SF,1,100,20.8565
1766764264.561169,134538.000,20007,1,SF,1,100,20.6152
1766763789.844163,134871.000,20057,1,SF,1,100,20.3767
1766763315.127157,135204.000,20108,1,SF,1,100,20.1410
1766762744.896520,135604.000,20173,1,SF,1,100,19.9080
1766762364.267569,135871.000,20222,1,SF,1,100,19.6777
1766761889.550563,136204.000,20272,1,SF,1,100,19.4501
1766761319.319926,136604.000,20341,1,SF,1,100,19.2251
1766760938.690975,136871.000,20392,1,SF,1,100,19.0027
1766760463.973969,137204.000,20440,1,SF,1,100,18.7828
1766759989.256963,137537.000,20491,1,SF,1,100,18.5656
1766759419.026326,137937.000,20556,1,SF,1,100,18.3508
