LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1766888543.477483,47360.000,5784,1,EL,1,100,19570.599609
1766888449.389428,47426.000,5798,1,EL,1,100,19916.800781
1766888354.588585,47492.500,5819,2,EL,1,100,20267.599609
1766888259.787741,47559.000,5819,2,EL,1,100,20557.800781
1766888164.274109,47626.000,5835,2,EL,1,100,20746.599609
1766888068.760478,47693.000,5835,2,EL,1,100,20783.400391
1766887973.246846,47760.000,5852,1,EL,1,100,20360.800781
1766887878.446002,47826.500,5867,2,EL,1,100,19752.400391
1766887783.645159,47893.000,5867,2,EL,1,100,19400.800781
1766887688.131527,47960.000,5884,1,EL,1,100,19395.199219
1766887593.330683,48026.500,5900,2,EL,1,100,19133.000000
1766887498.529840,48093.000,5900,2,EL,1,100,18765.800781
1766887403.016208,48160.000,5920,1,EL,1,100,18778.800781
1766887308.215365,48226.500,5936,2,EL,1,100,18938.599609
1766887213.414521,48293.000,5936,2,EL,1,100,19182.400391
1766887117.900889,48360.000,5953,1,EL,1,100,19239.800781
1766887023.100046,48426.500,5970,2,EL,1,100,19198.199219
1766886928.299202,48493.000,5970,2,EL,1,100,19099.000000
1766886832.785571,48560.000,5989,1,EL,1,100,19049.000000
1766886737.984727,48626.500,6003,2,EL,1,100,19596.199219
1766886643.183883,48693.000,6003,2,EL,1,100,22445.599609
1766886549.095828,48759.000,6020,1,EL,1,100,25236.400391
1766886453.582196,48826.000,6037,2,EL,1,100,24704.599609
1766886358.068565,48893.000,6037,2,EL,1,100,26310.000000
1766886263.980510,48959.000,6054,1,EL,1,100,26399.000000
1766886168.466878,49026.000,6068,2,EL,1,100,26398.599609
1766886072.953246,49093.000,6068,2,EL,1,100,26398.000000
1766885978.865191,49159.000,6086,1,EL,1,100,26399.000000
1766885883.351559,49226.000,6102,2,EL,1,100,26399.000000
1766885787.837927,49293.000,6102,2,EL,1,100,26392.800781
1766885692.324295,49360.000,6119,1,EL,1,100,22541.000000
1766885597.523452,49426.500,6137,2,EL,1,100,24252.800781
1766885502.722608,49493.000,6137,2,EL,1,100,26374.800781
1766885408.634553,49559.000,6153,1,EL,1,100,26399.000000
1766885313.120921,49626.000,6169,2,EL,1,100,26398.800781
1766885217.607290,49693.000,6169,2,EL,1,100,26397.199219
1766885122.093658,49760.000,6186,1,EL,1,100,26397.199219
1766885027.292814,49826.500,6202,2,EL,1,100,26398.800781
1766884932.491971,49893.000,6202,2,EL,1,100,26398.800781
1766884837.691127,49959.500,6218,2,EL,1,100,26399.000000
1766884742.890284,50026.000,6218,2,EL,1,100,26398.800781
1766884647.376652,50093.000,6236,1,EL,1,100,26399.000000
1766884552.575808,50159.500,6254,2,EL,1,100,26216.400391
1766884457.774965,50226.000,6254,2,EL,1,100,20232.800781
1766884362.261333,50293.000,6270,1,EL,1,100,21885.199219
1766884267.460490,50359.500,6285,2,EL,1,100,26227.800781
1766884172.659646,50426.000,6285,2,EL,1,100,26398.800781
1766884077.146014,50493.000,6302,1,EL,1,100,26398.400391
1766883982.345171,50559.500,6321,2,EL,1,100,26017.000000
1766883887.544327,50626.000,6321,2,EL,1,100,19909.199219
1766883792.030695,50693.000,6337,1,EL,1,100,20641.000000
1766883697.229852,50759.500,6353,2,EL,1,100,23843.599609
1766883602.429008,50826.000,6353,2,EL,1,100,25710.000000
1766883506.915377,50893.000,6369,1,EL,1,100,26385.400391
1766883412.114533,50959.500,6386,2,EL,1,100,24844.800781
1766883317.313690,51026.000,6386,2,EL,1,100,19907.199219
1766883221.800058,51093.000,6402,1,EL,1,100,22676.400391
1766883126.999214,51159.500,6420,2,EL,1,100,25401.400391
1766883032.198371,51226.000,6420,2,EL,1,100,26307.400391
1766882936.684739,51293.000,6438,1,EL,1,100,25385.199219
1766882841.883896,51359.500,6455,2,EL,1,100,26092.000000
1766882747.083052,51426.000,6455,2,EL,1,100,26398.199219
1766882651.569420,51493.000,6472,1,EL,1,100,26398.599609
1766882556.768577,51559.500,6487,2,EL,1,100,26397.199219
1766882461.967733,51626.000,6487,2,EL,1,100,26397.000000
1766882366.454101,51693.000,6503,1,EL,1,100,26397.599609
1766882271.653258,51759.500,6523,2,EL,1,100,26396.000000
1766882176.852414,51826.000,6523,2,EL,1,100,26398.000000
1766882081.338783,51893.000,6539,1,EL,1,100,26398.400391
1766881986.537939,51959.500,6555,2,EL,1,100,26398.800781
1766881891.737096,52026.000,6555,2,EL,1,100,26399.000000
1766881796.223464,52093.000,6570,1,EL,1,100,26398.800781
1766881701.422620,52159.500,6588,2,EL,1,100,26399.000000
1766881606.621777,52226.000,6588,2,EL,1,100,26399.000000
1766881511.108145,52293.000,6604,1,EL,1,100,26399.000000
1766881416.307302,52359.500,6620,2,EL,1,100,26399.000000
1766881321.506458,52426.000,6620,2,EL,1,100,26399.000000
1766881226.705615,52492.500,6636,2,EL,1,100,26399.000000
1766881131.904771,52559.000,6636,2,EL,1,100,26398.800781
1766881036.391139,52626.000,6658,1,EL,1,100,26398.800781
1766880941.590296,52692.500,6674,2,EL,1,100,26399.000000
1766880846.789452,52759.000,6674,2,EL,1,100,26399.000000
1766880751.275820,52826.000,6692,1,EL,1,100,26399.000000
1766880656.474977,52892.500,6706,2,EL,1,100,26399.000000
1766880561.674133,52959.000,6706,2,EL,1,100,26399.000000
1766880466.160501,53026.000,6723,1,EL,1,100,26399.000000
1766880371.359658,53092.500,6740,2,EL,1,100,26399.000000
1766880276.558815,53159.000,6740,2,EL,1,100,26399.000000
1766880181.045183,53226.000,6757,1,EL,1,100,26399.000000
1766880086.244339,53292.500,6771,2,EL,1,100,26399.000000
1766879991.443496,53359.000,6771,2,EL,1,100,26399.000000
1766879895.929864,53426.000,6788,1,EL,1,100,26399.000000
1766879801.129020,53492.500,6805,2,EL,1,100,26399.000000
