LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1766633924.753211,62624.000,8121,2,GY,1,100,-480.499
1766633924.793208,62664.000,8121,2,GY,1,100,-524.384
1766633924.833205,62704.000,8139,3,GY,1,100,-577.271
1766633924.873202,62744.000,8139,3,GY,1,100,-188.416
1766633924.913198,62784.000,8139,3,GY,1,100,334.656
1766633924.953195,62824.000,8156,2,GY,1,100,682.861
1766633924.993192,62864.000,8156,2,GY,1,100,765.747
1766633925.033189,62904.000,8172,3,GY,1,100,141.602
1766633925.073186,62944.000,8172,3,GY,1,100,-222.900
1766633925.113182,62984.000,8172,3,GY,1,100,-112.976
1766633925.153179,63024.000,8192,2,GY,1,100,-271.362
1766633925.193176,63064.000,8192,2,GY,1,100,-171.021
1766633925.233173,63104.000,8206,3,GY,1,100,344.574
1766633925.273170,63144.000,8206,3,GY,1,100,838.470
1766633925.313166,63184.000,8206,3,GY,1,100,754.639
1766633925.348497,63219.333,8223,3,GY,1,100,207.886
1766633925.383827,63254.667,8223,3,GY,1,100,-197.723
1766633925.419158,63290.000,8223,3,GY,1,100,-398.499
1766633925.459154,63330.000,8241,2,GY,1,100,-376.892
1766633925.499151,63370.000,8241,2,GY,1,100,290.863
1766633925.539148,63410.000,8259,3,GY,1,100,618.622
1766633925.579145,63450.000,8259,3,GY,1,100,541.565
1766633925.619142,63490.000,8259,3,GY,1,100,190.704
1766633925.659138,63530.000,8273,2,GY,1,100,-256.622
1766633925.699135,63570.000,8273,2,GY,1,100,-505.829
1766633925.739132,63610.000,8292,3,GY,1,100,-528.809
1766633925.779129,63650.000,8292,3,GY,1,100,-24.719
1766633925.819125,63690.000,8292,3,GY,1,100,458.740
1766633925.859122,63730.000,8309,2,GY,1,100,536.896
1766633925.899119,63770.000,8309,2,GY,1,100,361.115
1766633925.939116,63810.000,8326,3,GY,1,100,-35.187
1766633925.979112,63850.000,8326,3,GY,1,100,-399.048
1766633926.019109,63890.000,8326,3,GY,1,100,-682.037
1766633926.059106,63930.000,8342,2,GY,1,100,-724.701
1766633926.099103,63970.000,8342,2,GY,1,100,-252.991
1766633926.134433,64005.333,8362,3,GY,1,100,293.732
1766633926.169764,64040.667,8362,3,GY,1,100,498.718
1766633926.205094,64076.000,8362,3,GY,1,100,374.695
1766633926.245091,64116.000,8378,3,GY,1,100,-334.137
1766633926.285088,64156.000,8378,3,GY,1,100,-633.667
1766633926.325084,64196.000,8378,3,GY,1,100,-374.847
1766633926.365081,64236.000,8395,2,GY,1,100,-5.524
1766633926.405078,64276.000,8395,2,GY,1,100,187.347
1766633926.445075,64316.000,8411,3,GY,1,100,86.365
1766633926.485071,64356.000,8411,3,GY,1,100,-121.979
1766633926.525068,64396.000,8411,3,GY,1,100,-94.696
1766633926.565065,64436.000,8431,2,GY,1,100,-36.530
1766633926.605062,64476.000,8431,2,GY,1,100,-40.100
1766633926.645059,64516.000,8447,3,GY,1,100,-11.230
1766633926.685055,64556.000,8447,3,GY,1,100,-6.561
1766633926.725052,64596.000,8447,3,GY,1,100,-11.169
1766633926.765049,64636.000,8464,3,GY,1,100,-1.617
1766633926.805046,64676.000,8464,3,GY,1,100,-3.815
1766633926.845042,64716.000,8464,3,GY,1,100,-8.698
1766633926.885039,64756.000,8480,2,GY,1,100,-8.240
1766633926.925036,64796.000,8480,2,GY,1,100,-12.543
1766633926.961033,64832.000,8496,3,GY,1,100,-5.188
1766633926.997030,64868.000,8496,3,GY,1,100,5.676
1766633927.033027,64904.000,8496,3,GY,1,100,-4.120
1766633927.073024,64944.000,8517,3,GY,1,100,10.040
1766633927.113021,64984.000,8517,3,GY,1,100,36.194
1766633927.153018,65024.000,8517,3,GY,1,100,43.549
1766633927.193014,65064.000,8535,2,GY,1,100,69.061
1766633927.233011,65104.000,8535,2,GY,1,100,91.858
1766633927.273008,65144.000,8551,3,GY,1,100,115.753
1766633927.313004,65184.000,8551,3,GY,1,100,160.431
1766633927.353001,65224.000,8551,3,GY,1,100,115.204
1766633927.392998,65264.000,8566,2,GY,1,100,44.189
1766633927.432995,65304.000,8566,2,GY,1,100,22.369
1766633927.472991,65344.000,8583,3,GY,1,100,-14.374
1766633927.512988,65384.000,8583,3,GY,1,100,-40.192
1766633927.552985,65424.000,8583,3,GY,1,100,-40.100
1766633927.592982,65464.000,8600,2,GY,1,100,-53.619
1766633927.632979,65504.000,8600,2,GY,1,100,-75.287
1766633927.672975,65544.000,8616,3,GY,1,100,-88.959
1766633927.712972,65584.000,8616,3,GY,1,100,-100.281
1766633927.752969,65624.000,8616,3,GY,1,100,-101.868
1766633927.792966,65664.000,8631,2,GY,1,100,-87.708
1766633927.832963,65704.000,8631,2,GY,1,100,-78.003
1766633927.868293,65739.333,8648,3,GY,1,100,-64.514
1766633927.903623,65774.667,8648,3,GY,1,100,-20.172
1766633927.938954,65810.000,8648,3,GY,1,100,30.243
1766633927.978617,65849.667,8665,3,GY,1,100,61.462
1766633928.018281,65889.333,8665,3,GY,1,100,75.104
1766633928.057944,65929.000,8665,3,GY,1,100,62.378
1766633928.097941,65969.000,8681,2,GY,1,100,33.325
1766633928.137938,66009.000,8681,2,GY,1,100,-25.482
1766633928.177935,66049.000,8697,3,GY,1,100,-155.273
1766633928.217931,66089.000,8697,3,GY,1,100,-223.755
1766633928.257928,66129.000,8697,3,GY,1,100,-302.795
1766633928.297925,66169.000,8713,2,GY,1,100,-70.892
1766633928.337922,66209.000,8713,2,GY,1,100,129.242
1766633928.377918,66249.000,8730,3,GY,1,100,51.514
1766633928.417915,66289.000,8730,3,GY,1,100,20.538
1766633928.457912,66329.000,8730,3,GY,1,100,66.193
1766633928.498409,66369.500,8747,2,GY,1,100,104.919
1766633928.538905,66410.000,8747,2,GY,1,100,132.538
1766633928.578902,66450.000,8762,3,GY,1,100,139.801
1766633928.618899,66490.000,8762,3,GY,1,100,113.434
1766633928.658896,66530.000,8762,3,GY,1,100,76.874
1766633928.694559,66565.667,8778,3,GY,1,100,60.089
1766633928.730223,66601.333,8778,3,GY,1,100,39.825
1766633928.765887,66637.000,8778,3,GY,1,100,2.808
1766633928.805884,66677.000,8797,2,GY,1,100,-7.690
1766633928.845881,66717.000,8797,2,GY,1,100,-16.968
1766633928.885877,66757.000,8816,3,GY,1,100,-39.307
1766633928.925874,66797.000,8816,3,GY,1,100,-66.986
1766633928.965871,66837.000,8816,3,GY,1,100,-75.714
1766633929.005868,66877.000,8832,2,GY,1,100,-74.127
1766633929.045864,66917.000,8832,2,GY,1,100,-70.465
1766633929.085861,66957.000,8847,3,GY,1,100,-103.729
1766633929.125858,66997.000,8847,3,GY,1,100,-144.348
1766633929.165855,67037.000,8847,3,GY,1,100,-147.552
1766633929.205851,67077.000,8865,3,GY,1,100,-115.784
1766633929.245848,67117.000,8865,3,GY,1,100,-78.766
1766633929.285845,67157.000,8865,3,GY,1,100,-71.838
1766633929.325842,67197.000,8881,2,GY,1,100,-76.447
1766633929.365839,67237.000,8881,2,GY,1,100,-83.221
1766633929.405835,67277.000,8898,3,GY,1,100,-63.629
1766633929.445832,67317.000,8898,3,GY,1,100,35.522
1766633929.485829,67357.000,8898,3,GY,1,100,120.026
1766633929.518826,67390.000,8913,2,GY,1,100,112.610
1766633929.551823,67423.000,8913,2,GY,1,100,57.739
1766633929.591820,67463.000,8930,3,GY,1,100,26.367
1766633929.631817,67503.000,8930,3,GY,1,100,-6.927
1766633929.671814,67543.000,8930,3,GY,1,100,-18.463
1766633929.711811,67583.000,8948,3,GY,1,100,4.700
1766633929.751807,67623.000,8948,3,GY,1,100,53.223
1766633929.791804,67663.000,8948,3,GY,1,100,101.563
1766633929.831801,67703.000,8966,2,GY,1,100,49.744
1766633929.871798,67743.000,8966,2,GY,1,100,14.526
1766633929.911794,67783.000,8980,3,GY,1,100,4.211
1766633929.951791,67823.000,8980,3,GY,1,100,-0.671
1766633929.991788,67863.000,8980,3,GY,1,100,27.924
1766633930.031785,67903.000,8997,2,GY,1,100,43.518
1766633930.071781,67943.000,8997,2,GY,1,100,52.185
1766633930.111778,67983.000,9013,3,GY,1,100,123.596
1766633930.151775,68023.000,9013,3,GY,1,100,148.041
1766633930.191772,68063.000,9013,3,GY,1,100,122.437
1766633930.231768,68103.000,9033,2,GY,1,100,120.575
1766633930.271765,68143.000,9033,2,GY,1,100,89.813
1766633930.307096,68178.333,9047,3,GY,1,100,31.555
1766633930.342426,68213.667,9047,3,GY,1,100,-1.526
1766633930.377757,68249.000,9047,3,GY,1,100,-21.454
1766633930.418087,68289.333,9064,3,GY,1,100,-21.515
1766633930.458417,68329.667,9064,3,GY,1,100,-19.348
1766633930.498747,68370.000,9064,3,GY,1,100,-21.881
1766633930.538244,68409.500,9081,2,GY,1,100,-35.095
1766633930.577740,68449.000,9081,2,GY,1,100,-60.669
1766633930.617737,68489.000,9098,3,GY,1,100,-123.566
1766633930.657734,68529.000,9098,3,GY,1,100,-164.520
1766633930.697731,68569.000,9098,3,GY,1,100,-133.759
1766633930.737728,68609.000,9112,2,GY,1,100,-86.578
1766633930.777724,68649.000,9112,2,GY,1,100,-39.856
1766633930.817721,68689.000,9130,3,GY,1,100,-15.686
1766633930.857718,68729.000,9130,3,GY,1,100,50.293
1766633930.897715,68769.000,9130,3,GY,1,100,90.149
1766633930.937711,68809.000,9146,2,GY,1,100,83.588
1766633930.977708,68849.000,9146,2,GY,1,100,56.854
1766633931.017705,68889.000,9165,3,GY,1,100,-12.817
1766633931.057702,68929.000,9165,3,GY,1,100,-50.446
1766633931.097698,68969.000,9165,3,GY,1,100,-1.984
1766633931.133696,69005.000,9180,3,GY,1,100,38.422
1766633931.169693,69041.000,9180,3,GY,1,100,56.213
1766633931.205690,69077.000,9180,3,GY,1,100,81.818
1766633931.245687,69117.000,9197,2,GY,1,100,62.347
1766633931.285683,69157.000,9197,2,GY,1,100,38.940
1766633931.325347,69196.667,9213,3,GY,1,100,32.684
1766633931.365010,69236.333,9213,3,GY,1,100,26.031
1766633931.404674,69276.000,9213,3,GY,1,100,-4.913
1766633931.444670,69316.000,9232,2,GY,1,100,-5.676
1766633931.484667,69356.000,9232,2,GY,1,100,-11.902
1766633931.524997,69396.333,9249,3,GY,1,100,-36.682
1766633931.565327,69436.667,9249,3,GY,1,100,-50.415
1766633931.605657,69477.000,9249,3,GY,1,100,-65.552
1766633931.645654,69517.000,9264,2,GY,1,100,-85.724
1766633931.685651,69557.000,9264,2,GY,1,100,-63.629
1766633931.725648,69597.000,9280,3,GY,1,100,-28.259
1766633931.765644,69637.000,9280,3,GY,1,100,-32.074
1766633931.805641,69677.000,9280,3,GY,1,100,-33.051
1766633931.845638,69717.000,9298,3,GY,1,100,-16.022
1766633931.885635,69757.000,9298,3,GY,1,100,-10.498
1766633931.925632,69797.000,9298,3,GY,1,100,-16.724
1766633931.965128,69836.500,9314,2,GY,1,100,-12.482
1766633932.004625,69876.000,9314,2,GY,1,100,6.775
1766633932.039956,69911.333,9331,3,GY,1,100,31.494
1766633932.075286,69946.667,9331,3,GY,1,100,46.173
1766633932.110616,69982.000,9331,3,GY,1,100,35.583
1766633932.150613,70022.000,9352,4,GY,1,100,10.223
1766633932.190610,70062.000,9352,4,GY,1,100,-8.575
1766633932.230607,70102.000,9352,4,GY,1,100,-10.986
1766633932.270604,70142.000,9352,4,GY,1,100,-0.671
1766633932.310600,70182.000,9366,3,GY,1,100,3.845
1766633932.350597,70222.000,9366,3,GY,1,100,1.251
1766633932.390594,70262.000,9366,3,GY,1,100,-3.204
1766633932.430591,70302.000,9383,2,GY,1,100,-10.406
1766633932.470587,70342.000,9383,2,GY,1,100,-18.463
1766633932.510584,70382.000,9400,3,GY,1,100,-22.247
1766633932.550581,70422.000,9400,3,GY,1,100,-18.494
1766633932.590578,70462.000,9400,3,GY,1,100,-10.681
1766633932.630574,70502.000,9419,3,GY,1,100,-2.808
1766633932.670571,70542.000,9419,3,GY,1,100,7.996
1766633932.710568,70582.000,9419,3,GY,1,100,21.576
1766633932.750565,70622.000,9435,2,GY,1,100,32.410
1766633932.790561,70662.000,9435,2,GY,1,100,35.370
1766633932.826225,70697.667,9451,3,GY,1,100,31.982
1766633932.861889,70733.333,9451,3,GY,1,100,25.360
1766633932.897553,70769.000,9451,3,GY,1,100,10.681
1766633932.937550,70809.000,9469,3,GY,1,100,-9.247
1766633932.977546,70849.000,9469,3,GY,1,100,-31.860
1766633933.017543,70889.000,9469,3,GY,1,100,-57.678
1766633933.057540,70929.000,9486,2,GY,1,100,-59.753
1766633933.097537,70969.000,9486,2,GY,1,100,-46.967
1766633933.137533,71009.000,9503,3,GY,1,100,-59.814
1766633933.177530,71049.000,9503,3,GY,1,100,-52.917
1766633933.217527,71089.000,9503,3,GY,1,100,-24.231
1766633933.257524,71129.000,9518,2,GY,1,100,-12.085
1766633933.297521,71169.000,9518,2,GY,1,100,0.397
1766633933.337517,71209.000,9534,3,GY,1,100,9.033
1766633933.377514,71249.000,9534,3,GY,1,100,13.245
1766633933.417511,71289.000,9534,3,GY,1,100,40.009
1766633933.458008,71329.500,9551,2,GY,1,100,114.868
1766633933.498504,71370.000,9551,2,GY,1,100,202.759
1766633933.538501,71410.000,9568,3,GY,1,100,308.105
1766633933.578498,71450.000,9568,3,GY,1,100,377.930
1766633933.618495,71490.000,9568,3,GY,1,100,268.463
1766633933.653825,71525.333,9583,3,GY,1,100,87.616
1766633933.689156,71560.667,9583,3,GY,1,100,-22.919
1766633933.724486,71596.000,9583,3,GY,1,100,-32.288
1766633933.764483,71636.000,9601,2,GY,1,100,-10.071
1766633933.804480,71676.000,9601,2,GY,1,100,-24.567
1766633933.844476,71716.000,9619,3,GY,1,100,-32.990
1766633933.884473,71756.000,9619,3,GY,1,100,-42.450
1766633933.924470,71796.000,9619,3,GY,1,100,-8.118
1766633933.964467,71836.000,9637,2,GY,1,100,11.292
1766633934.004463,71876.000,9637,2,GY,1,100,17.365
1766633934.044460,71916.000,9652,3,GY,1,100,-67.474
1766633934.084457,71956.000,9652,3,GY,1,100,-423.248
1766633934.124454,71996.000,9652,3,GY,1,100,-556.152
1766633934.164450,72036.000,9669,2,GY,1,100,-95.428
1766633934.204447,72076.000,9669,2,GY,1,100,332.855
1766633934.244444,72116.000,9688,3,GY,1,100,590.820
1766633934.284441,72156.000,9688,3,GY,1,100,669.586
1766633934.324438,72196.000,9688,3,GY,1,100,268.158
1766633934.364434,72236.000,9704,2,GY,1,100,-332.428
1766633934.404431,72276.000,9704,2,GY,1,100,-596.741
1766633934.444428,72316.000,9720,3,GY,1,100,-439.758
1766633934.484425,72356.000,9720,3,GY,1,100,548.553
1766633934.524421,72396.000,9720,3,GY,1,100,732.635
1766633934.559752,72431.333,9739,3,GY,1,100,263.672
1766633934.595082,72466.667,9739,3,GY,1,100,-298.737
1766633934.630413,72502.000,9739,3,GY,1,100,-547.424
1766633934.670409,72542.000,9756,2,GY,1,100,-581.604
1766633934.710406,72582.000,9756,2,GY,1,100,277.069
1766633934.750403,72622.000,9773,3,GY,1,100,759.003
1766633934.790400,72662.000,9773,3,GY,1,100,568.787
1766633934.830397,72702.000,9773,3,GY,1,100,61.066
1766633934.870393,72742.000,9792,2,GY,1,100,-188.141
1766633934.910390,72782.000,9792,2,GY,1,100,-362.244
1766633934.950387,72822.000,9807,3,GY,1,100,-527.161
1766633934.990384,72862.000,9807,3,GY,1,100,-13.458
1766633935.030380,72902.000,9807,3,GY,1,100,672.424
1766633935.070377,72942.000,9825,3,GY,1,100,600.189
1766633935.110374,72982.000,9825,3,GY,1,100,249.390
1766633935.150371,73022.000,9825,3,GY,1,100,-258.057
1766633935.190367,73062.000,9842,2,GY,1,100,-485.291
1766633935.230364,73102.000,9842,2,GY,1,100,-612.366
1766633935.270361,73142.000,9863,3,GY,1,100,-34.149
1766633935.310358,73182.000,9863,3,GY,1,100,644.287
1766633935.350354,73222.000,9863,3,GY,1,100,501.617
1766633935.386018,73257.667,9877,3,GY,1,100,69.153
1766633935.421682,73293.333,9877,3,GY,1,100,-381.531
1766633935.457346,73329.000,9877,3,GY,1,100,-607.727
1766633935.497343,73369.000,9897,2,GY,1,100,-613.281
1766633935.537339,73409.000,9897,2,GY,1,100,27.863
1766633935.577336,73449.000,9916,3,GY,1,100,715.942
1766633935.617333,73489.000,9916,3,GY,1,100,660.767
1766633935.657330,73529.000,9916,3,GY,1,100,214.172
1766633935.697326,73569.000,9935,2,GY,1,100,-241.669
1766633935.737323,73609.000,9935,2,GY,1,100,-399.384
1766633935.777320,73649.000,9949,3,GY,1,100,-626.587
1766633935.817317,73689.000,9949,3,GY,1,100,-422.668
1766633935.857314,73729.000,9949,3,GY,1,100,399.231
1766633935.897310,73769.000,9969,2,GY,1,100,883.759
1766633935.937307,73809.000,9969,2,GY,1,100,630.798
1766633935.977304,73849.000,9985,3,GY,1,100,-75.531
1766633936.017301,73889.000,9985,3,GY,1,100,-415.283
1766633936.057297,73929.000,9985,3,GY,1,100,-577.179
1766633936.097294,73969.000,10004,2,GY,1,100,-540.924
1766633936.137291,74009.000,10004,2,GY,1,100,118.317
1766633936.172621,74044.333,10020,3,GY,1,100,698.364
1766633936.207952,74079.667,10020,3,GY,1,100,711.700
1766633936.243282,74115.000,10020,3,GY,1,100,267.700
1766633936.283279,74155.000,10037,3,GY,1,100,-307.892
1766633936.323276,74195.000,10037,3,GY,1,100,-579.346
1766633936.363273,74235.000,10037,3,GY,1,100,-657.074
1766633936.403269,74275.000,10055,2,GY,1,100,-101.624
1766633936.443266,74315.000,10055,2,GY,1,100,617.981
1766633936.483263,74355.000,10073,3,GY,1,100,791.138
1766633936.523260,74395.000,10073,3,GY,1,100,450.195
1766633936.563257,74435.000,10073,3,GY,1,100,-23.804
1766633936.603253,74475.000,10090,2,GY,1,100,-361.694
1766633936.643250,74515.000,10090,2,GY,1,100,-674.805
1766633936.683247,74555.000,10106,3,GY,1,100,-497.040
1766633936.723243,74595.000,10106,3,GY,1,100,388.367
1766633936.763240,74635.000,10106,3,GY,1,100,841.644
1766633936.803237,74675.000,10122,2,GY,1,100,567.566
1766633936.843234,74715.000,10122,2,GY,1,100,-107.513
1766633936.883231,74755.000,10140,3,GY,1,100,-452.484
1766633936.923227,74795.000,10140,3,GY,1,100,-707.520
1766633936.963224,74835.000,10140,3,GY,1,100,-459.351
1766633936.998888,74870.667,10156,3,GY,1,100,520.599
1766633937.034552,74906.333,10156,3,GY,1,100,959.015
1766633937.070215,74942.000,10156,3,GY,1,100,511.017
1766633937.110212,74982.000,10172,2,GY,1,100,-292.389
1766633937.150209,75022.000,10172,2,GY,1,100,-508.636
1766633937.190206,75062.000,10191,3,GY,1,100,-460.724
1766633937.230202,75102.000,10191,3,GY,1,100,23.010
1766633937.270199,75142.000,10191,3,GY,1,100,750.366
1766633937.310196,75182.000,10217,3,GY,1,100,700.684
1766633937.350193,75222.000,10217,3,GY,1,100,120.728
1766633937.390190,75262.000,10217,3,GY,1,100,-240.814
1766633937.430186,75302.000,10233,2,GY,1,100,-557.861
1766633937.470183,75342.000,10233,2,GY,1,100,-655.823
1766633937.510180,75382.000,10251,3,GY,1,100,142.548
1766633937.550177,75422.000,10251,3,GY,1,100,637.299
1766633937.590173,75462.000,10251,3,GY,1,100,444.000
1766633937.630170,75502.000,10267,2,GY,1,100,26.184
1766633937.670167,75542.000,10267,2,GY,1,100,-91.919
1766633937.710164,75582.000,10284,3,GY,1,100,-238.800
1766633937.750160,75622.000,10284,3,GY,1,100,-587.097
1766633937.790157,75662.000,10284,3,GY,1,100,-292.511
1766633937.825821,75697.667,10303,3,GY,1,100,644.440
1766633937.861485,75733.333,10303,3,GY,1,100,646.637
1766633937.897149,75769.000,10303,3,GY,1,100,96.130
1766633937.937145,75809.000,10319,2,GY,1,100,-526.794
1766633937.977142,75849.000,10319,2,GY,1,100,-564.606
1766633938.017139,75889.000,10338,3,GY,1,100,-408.813
1766633938.057136,75929.000,10338,3,GY,1,100,301.361
1766633938.097132,75969.000,10338,3,GY,1,100,652.588
1766633938.137129,76009.000,10355,2,GY,1,100,337.280
1766633938.177126,76049.000,10355,2,GY,1,100,-220.215
1766633938.217123,76089.000,10372,3,GY,1,100,-409.241
1766633938.257119,76129.000,10372,3,GY,1,100,-521.057
1766633938.297116,76169.000,10372,3,GY,1,100,172.913
1766633938.336613,76208.500,10388,2,GY,1,100,500.336
1766633938.376110,76248.000,10388,2,GY,1,100,277.222
1766633938.416440,76288.333,10403,3,GY,1,100,-198.334
1766633938.456770,76328.667,10403,3,GY,1,100,-405.273
1766633938.497100,76369.000,10403,3,GY,1,100,-477.478
1766633938.537097,76409.000,10423,3,GY,1,100,-600.861
1766633938.577094,76449.000,10423,3,GY,1,100,21.057
1766633938.617090,76489.000,10423,3,GY,1,100,799.164
1766633938.656587,76528.500,10439,2,GY,1,100,704.468
1766633938.696084,76568.000,10439,2,GY,1,100,-7.843
1766633938.731748,76603.667,10456,3,GY,1,100,-499.939
1766633938.767411,76639.333,10456,3,GY,1,100,-534.607
1766633938.803075,76675.000,10456,3,GY,1,100,93.475
1766633938.843072,76715.000,10473,2,GY,1,100,766.846
1766633938.883069,76755.000,10473,2,GY,1,100,735.107
1766633938.923066,76795.000,10492,3,GY,1,100,115.814
1766633938.963062,76835.000,10492,3,GY,1,100,-206.207
1766633939.003059,76875.000,10492,3,GY,1,100,-381.470
1766633939.043056,76915.000,10511,3,GY,1,100,-295.532
1766633939.083053,76955.000,10511,3,GY,1,100,650.421
1766633939.123049,76995.000,10511,3,GY,1,100,968.994
1766633939.163046,77035.000,10529,2,GY,1,100,489.105
1766633939.203043,77075.000,10529,2,GY,1,100,-178.894
1766633939.243040,77115.000,10543,3,GY,1,100,-334.961
1766633939.283036,77155.000,10543,3,GY,1,100,-480.743
1766633939.323033,77195.000,10543,3,GY,1,100,-167.053
1766633939.363030,77235.000,10564,2,GY,1,100,683.014
1766633939.403027,77275.000,10564,2,GY,1,100,554.382
1766633939.443024,77315.000,10580,3,GY,1,100,93.811
1766633939.483020,77355.000,10580,3,GY,1,100,-251.129
1766633939.523017,77395.000,10580,3,GY,1,100,-511.444
1766633939.558681,77430.667,10600,3,GY,1,100,-753.357
1766633939.594345,77466.333,10600,3,GY,1,100,-422.791
1766633939.630008,77502.000,10600,3,GY,1,100,540.588
1766633939.670005,77542.000,10615,2,GY,1,100,688.171
1766633939.710002,77582.000,10615,2,GY,1,100,9.338
1766633939.749999,77622.000,10632,3,GY,1,100,-504.761
1766633939.789995,77662.000,10632,3,GY,1,100,-598.175
1766633939.829992,77702.000,10632,3,GY,1,100,-768.585
1766633939.869989,77742.000,10649,2,GY,1,100,-430.359
1766633939.909986,77782.000,10649,2,GY,1,100,406.860
1766633939.949983,77822.000,10666,3,GY,1,100,882.050
1766633939.989979,77862.000,10666,3,GY,1,100,531.616
1766633940.029976,77902.000,10666,3,GY,1,100,-390.564
1766633940.069973,77942.000,10680,2,GY,1,100,-627.563
1766633940.109970,77982.000,10680,2,GY,1,100,-572.784
1766633940.150300,78022.333,10698,3,GY,1,100,313.538
1766633940.190630,78062.667,10698,3,GY,1,100,755.188
1766633940.230960,78103.000,10698,3,GY,1,100,465.027
1766633940.270457,78142.500,10716,2,GY,1,100,-92.194
1766633940.309953,78182.000,10716,2,GY,1,100,23.895
1766633940.345284,78217.333,10733,3,GY,1,100,-22.308
1766633940.380615,78252.667,10733,3,GY,1,100,-294.556
1766633940.415945,78288.000,10733,3,GY,1,100,-282.684
1766633940.455942,78328.000,10750,3,GY,1,100,583.038
1766633940.495939,78368.000,10750,3,GY,1,100,879.364
1766633940.535935,78408.000,10750,3,GY,1,100,491.577
1766633940.575932,78448.000,10767,2,GY,1,100,-88.104
1766633940.615929,78488.000,10767,2,GY,1,100,-82.703
1766633940.655926,78528.000,10783,3,GY,1,100,-43.732
1766633940.695922,78568.000,10783,3,GY,1,100,-9.705
1766633940.735919,78608.000,10783,3,GY,1,100,73.456
1766633940.775916,78648.000,10800,2,GY,1,100,73.730
1766633940.815912,78688.000,10800,2,GY,1,100,36.346
1766633940.855909,78728.000,10817,3,GY,1,100,6.897
1766633940.895906,78768.000,10817,3,GY,1,100,-14.069
1766633940.935903,78808.000,10817,3,GY,1,100,-8.942
1766633940.975900,78848.000,10832,2,GY,1,100,-9.857
1766633941.015896,78888.000,10832,2,GY,1,100,-25.146
1766633941.055893,78928.000,10848,3,GY,1,100,-25.635
1766633941.095890,78968.000,10848,3,GY,1,100,2.594
1766633941.135887,79008.000,10848,3,GY,1,100,14.587
1766633941.175884,79048.000,10866,3,GY,1,100,6.958
1766633941.215880,79088.000,10866,3,GY,1,100,-16.632
1766633941.255877,79128.000,10866,3,GY,1,100,5.035
1766633941.289374,79161.500,10882,2,GY,1,100,0.793
1766633941.322871,79195.000,10882,2,GY,1,100,-21.118
1766633941.362868,79235.000,10897,3,GY,1,100,-17.059
1766633941.402865,79275.000,10897,3,GY,1,100,-9.247
1766633941.442862,79315.000,10897,3,GY,1,100,-1.556
1766633941.482859,79355.000,10914,3,GY,1,100,2.472
1766633941.522855,79395.000,10914,3,GY,1,100,6.714
1766633941.562852,79435.000,10914,3,GY,1,100,1.251
1766633941.602849,79475.000,10931,2,GY,1,100,-4.669
1766633941.642846,79515.000,10931,2,GY,1,100,-1.801
1766633941.682842,79555.000,10947,3,GY,1,100,-3.052
1766633941.722839,79595.000,10947,3,GY,1,100,-1.892
1766633941.762836,79635.000,10947,3,GY,1,100,-0.488
1766633941.802833,79675.000,10964,2,GY,1,100,3.296
1766633941.842829,79715.000,10964,2,GY,1,100,5.859
1766633941.882826,79755.000,10981,3,GY,1,100,2.960
1766633941.922823,79795.000,10981,3,GY,1,100,0.397
1766633941.962820,79835.000,10981,3,GY,1,100,3.479
1766633941.998484,79870.667,10998,3,GY,1,100,0.732
1766633942.034147,79906.333,10998,3,GY,1,100,-1.923
1766633942.069811,79942.000,10998,3,GY,1,100,-4.242
1766633942.109808,79982.000,11014,2,GY,1,100,-86.151
1766633942.149805,80022.000,11014,2,GY,1,100,-509.216
1766633942.189801,80062.000,11030,3,GY,1,100,-691.071
1766633942.229798,80102.000,11030,3,GY,1,100,-286.926
1766633942.269795,80142.000,11030,3,GY,1,100,441.528
1766633942.309792,80182.000,11046,2,GY,1,100,923.431
1766633942.349788,80222.000,11046,2,GY,1,100,718.750
1766633942.389785,80262.000,11068,3,GY,1,100,-261.169
1766633942.429782,80302.000,11068,3,GY,1,100,-698.303
1766633942.469779,80342.000,11068,3,GY,1,100,-461.639
1766633942.509776,80382.000,11085,3,GY,1,100,143.951
1766633942.549772,80422.000,11085,3,GY,1,100,465.546
1766633942.589769,80462.000,11085,3,GY,1,100,255.127
1766633942.629766,80502.000,11102,2,GY,1,100,5.585
1766633942.669763,80542.000,11102,2,GY,1,100,-275.665
1766633942.709759,80582.000,11118,3,GY,1,100,-173.492
1766633942.749756,80622.000,11118,3,GY,1,100,-53.009
1766633942.789753,80662.000,11118,3,GY,1,100,-74.493
1766633942.829750,80702.000,11136,2,GY,1,100,-60.730
1766633942.869746,80742.000,11136,2,GY,1,100,-30.762
1766633942.905077,80777.333,11152,3,GY,1,100,-17.151
1766633942.940408,80812.667,11152,3,GY,1,100,-2.014
1766633942.975738,80848.000,11152,3,GY,1,100,11.200
1766633943.015735,80888.000,11169,3,GY,1,100,14.557
1766633943.055732,80928.000,11169,3,GY,1,100,11.871
1766633943.095728,80968.000,11169,3,GY,1,100,4.974
1766633943.135725,81008.000,11183,2,GY,1,100,4.303
1766633943.175722,81048.000,11183,2,GY,1,100,2.075
1766633943.215719,81088.000,11203,3,GY,1,100,-9.552
1766633943.255715,81128.000,11203,3,GY,1,100,-8.881
1766633943.295712,81168.000,11203,3,GY,1,100,0.305
