LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1766633914.634030,52504.000,6461,3,GY,1,100,-0.702
1766633914.674026,52544.000,6477,2,GY,1,100,-0.793
1766633914.714023,52584.000,6477,2,GY,1,100,-0.488
1766633914.754020,52624.000,6494,3,GY,1,100,-1.648
1766633914.794017,52664.000,6494,3,GY,1,100,-1.556
1766633914.834014,52704.000,6494,3,GY,1,100,-0.793
1766633914.874010,52744.000,6509,2,GY,1,100,-0.366
1766633914.914007,52784.000,6509,2,GY,1,100,-0.366
1766633914.954004,52824.000,6526,3,GY,1,100,-1.221
1766633914.994001,52864.000,6526,3,GY,1,100,-1.190
1766633915.033998,52904.000,6526,3,GY,1,100,-0.854
1766633915.073994,52944.000,6542,2,GY,1,100,-0.977
1766633915.113991,52984.000,6542,2,GY,1,100,-1.007
1766633915.153988,53024.000,6560,3,GY,1,100,-0.549
1766633915.193985,53064.000,6560,3,GY,1,100,-0.824
1766633915.233981,53104.000,6560,3,GY,1,100,-0.793
1766633915.269645,53139.667,6575,3,GY,1,100,-0.946
1766633915.305309,53175.333,6575,3,GY,1,100,-1.007
1766633915.340973,53211.000,6575,3,GY,1,100,-0.641
1766633915.380969,53251.000,6591,2,GY,1,100,-0.641
1766633915.420966,53291.000,6591,2,GY,1,100,-0.854
1766633915.460963,53331.000,6608,3,GY,1,100,-1.312
1766633915.500960,53371.000,6608,3,GY,1,100,-0.916
1766633915.540956,53411.000,6608,3,GY,1,100,-0.488
1766633915.580953,53451.000,6625,2,GY,1,100,-0.610
1766633915.620950,53491.000,6625,2,GY,1,100,-0.885
1766633915.660947,53531.000,6641,3,GY,1,100,-1.068
1766633915.700943,53571.000,6641,3,GY,1,100,-1.465
1766633915.740940,53611.000,6641,3,GY,1,100,-1.770
1766633915.780937,53651.000,6656,2,GY,1,100,-1.373
1766633915.820934,53691.000,6656,2,GY,1,100,-1.099
1766633915.860931,53731.000,6673,3,GY,1,100,-0.732
1766633915.900927,53771.000,6673,3,GY,1,100,-0.885
1766633915.940924,53811.000,6673,3,GY,1,100,-0.763
1766633915.980921,53851.000,6690,3,GY,1,100,-0.946
1766633916.020918,53891.000,6690,3,GY,1,100,-0.946
1766633916.060915,53931.000,6690,3,GY,1,100,-1.495
1766633916.094412,53964.500,6706,2,GY,1,100,-1.892
1766633916.127909,53998.000,6706,2,GY,1,100,-1.770
1766633916.167906,54038.000,6722,3,GY,1,100,-1.373
1766633916.207902,54078.000,6722,3,GY,1,100,-0.916
1766633916.247899,54118.000,6722,3,GY,1,100,-0.458
1766633916.287896,54158.000,6738,3,GY,1,100,-1.038
1766633916.327893,54198.000,6738,3,GY,1,100,-1.007
1766633916.367890,54238.000,6738,3,GY,1,100,-1.099
1766633916.407886,54278.000,6757,2,GY,1,100,-1.099
1766633916.447883,54318.000,6757,2,GY,1,100,-0.793
1766633916.487880,54358.000,6774,3,GY,1,100,-1.221
1766633916.527877,54398.000,6774,3,GY,1,100,-1.190
1766633916.567873,54438.000,6774,3,GY,1,100,-1.465
1766633916.607870,54478.000,6789,2,GY,1,100,-0.671
1766633916.647867,54518.000,6789,2,GY,1,100,-0.671
1766633916.687864,54558.000,6805,3,GY,1,100,-1.343
1766633916.727860,54598.000,6805,3,GY,1,100,-1.160
1766633916.767857,54638.000,6805,3,GY,1,100,-1.068
1766633916.807854,54678.000,6829,2,GY,1,100,-1.251
1766633916.847851,54718.000,6829,2,GY,1,100,-1.526
1766633916.887848,54758.000,6846,3,GY,1,100,-1.465
1766633916.927844,54798.000,6846,3,GY,1,100,-1.434
1766633916.967841,54838.000,6846,3,GY,1,100,-1.312
1766633917.003171,54873.333,6865,3,GY,1,100,-0.824
1766633917.038502,54908.667,6865,3,GY,1,100,-0.885
1766633917.073833,54944.000,6865,3,GY,1,100,-0.977
1766633917.113829,54984.000,6879,2,GY,1,100,-0.671
1766633917.153826,55024.000,6879,2,GY,1,100,-0.427
1766633917.193823,55064.000,6897,3,GY,1,100,-0.671
1766633917.233819,55104.000,6897,3,GY,1,100,-0.549
1766633917.273816,55144.000,6897,3,GY,1,100,-0.580
1766633917.313813,55184.000,6913,3,GY,1,100,-0.458
1766633917.353810,55224.000,6913,3,GY,1,100,-0.641
1766633917.393807,55264.000,6913,3,GY,1,100,-0.549
1766633917.433803,55304.000,6930,2,GY,1,100,-0.366
1766633917.473800,55344.000,6930,2,GY,1,100,-0.488
1766633917.513797,55384.000,6945,3,GY,1,100,-0.366
1766633917.553794,55424.000,6945,3,GY,1,100,-0.458
1766633917.593791,55464.000,6945,3,GY,1,100,-0.793
1766633917.633787,55504.000,6962,2,GY,1,100,-1.404
1766633917.673784,55544.000,6962,2,GY,1,100,-0.885
1766633917.713781,55584.000,6978,3,GY,1,100,-0.854
1766633917.753778,55624.000,6978,3,GY,1,100,-0.854
1766633917.793774,55664.000,6978,3,GY,1,100,-1.984
1766633917.829105,55699.333,6996,3,GY,1,100,-1.007
1766633917.864435,55734.667,6996,3,GY,1,100,-0.275
1766633917.899766,55770.000,6996,3,GY,1,100,-0.366
1766633917.940263,55810.500,7010,2,GY,1,100,-0.610
1766633917.980759,55851.000,7010,2,GY,1,100,-0.763
1766633918.020423,55890.667,7027,3,GY,1,100,-0.610
1766633918.060086,55930.333,7027,3,GY,1,100,-0.916
1766633918.099750,55970.000,7027,3,GY,1,100,-1.190
1766633918.140246,56010.500,7043,2,GY,1,100,-1.617
1766633918.180743,56051.000,7043,2,GY,1,100,-1.343
1766633918.220407,56090.667,7061,3,GY,1,100,-1.678
1766633918.260070,56130.333,7061,3,GY,1,100,-1.038
1766633918.299733,56170.000,7061,3,GY,1,100,-0.641
1766633918.339730,56210.000,7075,2,GY,1,100,-0.793
1766633918.379727,56250.000,7075,2,GY,1,100,-0.458
1766633918.419724,56290.000,7092,3,GY,1,100,-0.763
1766633918.459720,56330.000,7092,3,GY,1,100,-0.427
1766633918.499717,56370.000,7092,3,GY,1,100,-0.610
1766633918.539714,56410.000,7109,2,GY,1,100,-0.824
1766633918.579711,56450.000,7109,2,GY,1,100,-0.671
1766633918.615708,56486.000,7126,3,GY,1,100,-1.099
1766633918.651705,56522.000,7126,3,GY,1,100,-1.343
1766633918.687702,56558.000,7126,3,GY,1,100,-1.129
1766633918.727699,56598.000,7141,3,GY,1,100,-0.824
1766633918.767695,56638.000,7141,3,GY,1,100,-0.916
1766633918.807692,56678.000,7141,3,GY,1,100,-1.007
1766633918.847189,56717.500,7158,2,GY,1,100,-0.793
1766633918.886686,56757.000,7158,2,GY,1,100,-1.099
1766633918.926683,56797.000,7176,3,GY,1,100,-1.038
1766633918.966679,56837.000,7176,3,GY,1,100,-1.007
1766633919.006676,56877.000,7176,3,GY,1,100,-1.312
1766633919.046673,56917.000,7193,2,GY,1,100,-1.495
1766633919.086670,56957.000,7193,2,GY,1,100,-1.160
1766633919.126667,56997.000,7210,3,GY,1,100,-0.885
1766633919.166663,57037.000,7210,3,GY,1,100,-0.793
1766633919.206660,57077.000,7210,3,GY,1,100,-0.763
1766633919.246657,57117.000,7225,2,GY,1,100,-0.916
1766633919.286654,57157.000,7225,2,GY,1,100,-0.793
1766633919.326650,57197.000,7241,3,GY,1,100,-0.763
1766633919.366647,57237.000,7241,3,GY,1,100,-0.702
1766633919.406644,57277.000,7241,3,GY,1,100,-0.366
1766633919.446641,57317.000,7258,3,GY,1,100,-1.007
1766633919.486637,57357.000,7258,3,GY,1,100,-1.190
1766633919.526634,57397.000,7258,3,GY,1,100,-0.763
1766633919.560132,57430.500,7275,2,GY,1,100,-0.214
1766633919.593629,57464.000,7275,2,GY,1,100,-0.366
1766633919.633626,57504.000,7290,3,GY,1,100,-0.916
1766633919.673622,57544.000,7290,3,GY,1,100,-1.129
1766633919.713619,57584.000,7290,3,GY,1,100,-1.190
1766633919.753616,57624.000,7306,3,GY,1,100,-1.251
1766633919.793612,57664.000,7306,3,GY,1,100,-1.099
1766633919.833609,57704.000,7306,3,GY,1,100,-1.160
1766633919.873606,57744.000,7324,2,GY,1,100,-1.312
1766633919.913603,57784.000,7324,2,GY,1,100,-1.495
1766633919.953600,57824.000,7340,3,GY,1,100,-0.977
1766633919.993596,57864.000,7340,3,GY,1,100,-0.946
1766633920.033593,57904.000,7340,3,GY,1,100,-0.916
1766633920.073590,57944.000,7355,2,GY,1,100,-0.397
1766633920.113587,57984.000,7355,2,GY,1,100,-0.610
1766633920.153584,58024.000,7372,3,GY,1,100,-1.404
1766633920.193580,58064.000,7372,3,GY,1,100,-1.007
1766633920.233577,58104.000,7372,3,GY,1,100,-1.160
1766633920.269241,58139.667,7389,3,GY,1,100,-1.526
1766633920.304904,58175.333,7389,3,GY,1,100,-1.740
1766633920.340568,58211.000,7389,3,GY,1,100,-1.434
1766633920.380565,58251.000,7405,2,GY,1,100,-1.099
1766633920.420562,58291.000,7405,2,GY,1,100,-1.312
1766633920.460559,58331.000,7421,3,GY,1,100,-1.160
1766633920.500556,58371.000,7421,3,GY,1,100,-0.763
1766633920.540552,58411.000,7421,3,GY,1,100,-0.641
1766633920.580549,58451.000,7437,2,GY,1,100,-0.610
1766633920.620546,58491.000,7437,2,GY,1,100,-0.366
1766633920.660542,58531.000,7454,3,GY,1,100,-0.977
1766633920.700539,58571.000,7454,3,GY,1,100,-0.946
1766633920.740536,58611.000,7454,3,GY,1,100,-1.160
1766633920.780533,58651.000,7470,2,GY,1,100,-2.502
1766633920.820529,58691.000,7470,2,GY,1,100,-3.845
1766633920.860526,58731.000,7487,3,GY,1,100,-4.456
1766633920.900523,58771.000,7487,3,GY,1,100,-4.242
1766633920.940520,58811.000,7487,3,GY,1,100,-4.242
1766633920.980517,58851.000,7502,2,GY,1,100,-3.174
1766633921.020513,58891.000,7502,2,GY,1,100,-1.129
1766633921.060510,58931.000,7519,3,GY,1,100,0.946
1766633921.100507,58971.000,7519,3,GY,1,100,3.387
1766633921.140504,59011.000,7519,3,GY,1,100,4.822
1766633921.175834,59046.333,7536,3,GY,1,100,4.974
1766633921.211165,59081.667,7536,3,GY,1,100,5.341
1766633921.246495,59117.000,7536,3,GY,1,100,6.775
1766633921.286492,59157.000,7553,2,GY,1,100,8.026
1766633921.326488,59197.000,7553,2,GY,1,100,8.423
1766633921.366485,59237.000,7567,3,GY,1,100,8.301
1766633921.406482,59277.000,7567,3,GY,1,100,6.714
1766633921.446479,59317.000,7567,3,GY,1,100,4.761
1766633921.486476,59357.000,7585,2,GY,1,100,2.838
1766633921.526472,59397.000,7585,2,GY,1,100,0.031
1766633921.566469,59437.000,7601,3,GY,1,100,-1.434
1766633921.606466,59477.000,7601,3,GY,1,100,-3.723
1766633921.646463,59517.000,7601,3,GY,1,100,-6.744
1766633921.686460,59557.000,7618,2,GY,1,100,-9.125
1766633921.726456,59597.000,7618,2,GY,1,100,-11.169
1766633921.766453,59637.000,7632,3,GY,1,100,-11.414
1766633921.806450,59677.000,7632,3,GY,1,100,-9.979
1766633921.846447,59717.000,7632,3,GY,1,100,-7.568
1766633921.886443,59757.000,7655,3,GY,1,100,-4.059
1766633921.926440,59797.000,7655,3,GY,1,100,-2.289
1766633921.966437,59837.000,7655,3,GY,1,100,-2.136
1766633922.002101,59872.667,7671,3,GY,1,100,-3.571
1766633922.037764,59908.333,7671,3,GY,1,100,-3.998
1766633922.073428,59944.000,7671,3,GY,1,100,-2.960
1766633922.112925,59983.500,7688,2,GY,1,100,0.031
1766633922.152422,60023.000,7688,2,GY,1,100,5.920
1766633922.192419,60063.000,7703,3,GY,1,100,9.369
1766633922.232415,60103.000,7703,3,GY,1,100,11.292
1766633922.272412,60143.000,7703,3,GY,1,100,4.852
1766633922.312409,60183.000,7720,2,GY,1,100,-61.340
1766633922.352406,60223.000,7720,2,GY,1,100,-171.570
1766633922.392402,60263.000,7736,3,GY,1,100,-175.934
1766633922.432399,60303.000,7736,3,GY,1,100,-94.879
1766633922.472396,60343.000,7736,3,GY,1,100,-11.902
1766633922.512393,60383.000,7754,2,GY,1,100,119.720
1766633922.552389,60423.000,7754,2,GY,1,100,368.011
1766633922.592386,60463.000,7769,3,GY,1,100,604.004
1766633922.632383,60503.000,7769,3,GY,1,100,558.258
1766633922.672380,60543.000,7769,3,GY,1,100,161.987
1766633922.712377,60583.000,7787,2,GY,1,100,-74.432
1766633922.752373,60623.000,7787,2,GY,1,100,-72.601
1766633922.788370,60659.000,7804,3,GY,1,100,-232.513
1766633922.824368,60695.000,7804,3,GY,1,100,-352.295
1766633922.860365,60731.000,7804,3,GY,1,100,-388.855
1766633922.900361,60771.000,7821,3,GY,1,100,-408.051
1766633922.940358,60811.000,7821,3,GY,1,100,-353.027
1766633922.980355,60851.000,7821,3,GY,1,100,-247.437
1766633923.020352,60891.000,7837,2,GY,1,100,-239.410
1766633923.060349,60931.000,7837,2,GY,1,100,-232.758
1766633923.100345,60971.000,7852,3,GY,1,100,-123.199
1766633923.140342,61011.000,7852,3,GY,1,100,-58.594
1766633923.180339,61051.000,7852,3,GY,1,100,-6.989
1766633923.220335,61091.000,7869,2,GY,1,100,94.330
1766633923.260332,61131.000,7869,2,GY,1,100,211.823
1766633923.300329,61171.000,7886,3,GY,1,100,330.688
1766633923.340326,61211.000,7886,3,GY,1,100,377.563
1766633923.380322,61251.000,7886,3,GY,1,100,321.838
1766633923.420319,61291.000,7902,2,GY,1,100,92.957
1766633923.460316,61331.000,7902,2,GY,1,100,-153.320
1766633923.500313,61371.000,7918,3,GY,1,100,-197.815
1766633923.540310,61411.000,7918,3,GY,1,100,-205.414
1766633923.580306,61451.000,7918,3,GY,1,100,-251.617
1766633923.620303,61491.000,7936,3,GY,1,100,-307.068
1766633923.660300,61531.000,7936,3,GY,1,100,-242.859
1766633923.700297,61571.000,7936,3,GY,1,100,-184.296
1766633923.733294,61604.000,7953,2,GY,1,100,-165.833
1766633923.766291,61637.000,7953,2,GY,1,100,-52.704
1766633923.806288,61677.000,7970,3,GY,1,100,41.107
1766633923.846285,61717.000,7970,3,GY,1,100,153.809
1766633923.886281,61757.000,7970,3,GY,1,100,211.823
1766633923.926278,61797.000,7987,2,GY,1,100,276.825
1766633923.966275,61837.000,7987,2,GY,1,100,318.756
1766633924.006272,61877.000,8003,3,GY,1,100,123.505
1766633924.046269,61917.000,8003,3,GY,1,100,-310.089
1766633924.086265,61957.000,8003,3,GY,1,100,-446.594
1766633924.126262,61997.000,8020,3,GY,1,100,-592.346
1766633924.166259,62037.000,8020,3,GY,1,100,-415.039
1766633924.206256,62077.000,8020,3,GY,1,100,-172.791
1766633924.246253,62117.000,8037,2,GY,1,100,25.452
1766633924.286249,62157.000,8037,2,GY,1,100,342.224
1766633924.326246,62197.000,8052,3,GY,1,100,768.311
1766633924.366243,62237.000,8052,3,GY,1,100,772.430
1766633924.406240,62277.000,8052,3,GY,1,100,-101.685
1766633924.446236,62317.000,8068,2,GY,1,100,-479.584
1766633924.486233,62357.000,8068,2,GY,1,100,-602.600
1766633924.521897,62392.667,8088,3,GY,1,100,-664.917
1766633924.557561,62428.333,8088,3,GY,1,100,-353.180
1766633924.593225,62464.000,8088,3,GY,1,100,152.191
1766633924.633221,62504.000,8105,3,GY,1,100,674.744
1766633924.673218,62544.000,8105,3,GY,1,100,866.638
1766633924.713215,62584.000,8105,3,GY,1,100,113.983
