LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1766633908.462529,46332.000,5478,3,MZ,1,100,-10
1766633908.502526,46372.000,5478,3,MZ,1,100,-8
1766633908.542522,46412.000,5478,3,MZ,1,100,-8
1766633908.582519,46452.000,5492,2,MZ,1,100,-9
1766633908.622516,46492.000,5492,2,MZ,1,100,-8
1766633908.657846,46527.333,5509,3,MZ,1,100,-9
1766633908.693177,46562.667,5509,3,MZ,1,100,-9
1766633908.728507,46598.000,5509,3,MZ,1,100,-9
1766633908.768504,46638.000,5525,3,MZ,1,100,-9
1766633908.808501,46678.000,5525,3,MZ,1,100,-9
1766633908.848498,46718.000,5525,3,MZ,1,100,-9
1766633908.888494,46758.000,5545,2,MZ,1,100,-9
1766633908.928491,46798.000,5545,2,MZ,1,100,-9
1766633908.968488,46838.000,5559,3,MZ,1,100,-9
1766633909.008485,46878.000,5559,3,MZ,1,100,-10
1766633909.048481,46918.000,5559,3,MZ,1,100,-9
1766633909.088478,46958.000,5576,3,MZ,1,100,-9
1766633909.128475,46998.000,5576,3,MZ,1,100,-9
1766633909.168472,47038.000,5576,3,MZ,1,100,-10
1766633909.208468,47078.000,5593,2,MZ,1,100,-9
1766633909.248465,47118.000,5593,2,MZ,1,100,-9
1766633909.288462,47158.000,5610,3,MZ,1,100,-9
1766633909.328459,47198.000,5610,3,MZ,1,100,-9
1766633909.368456,47238.000,5610,3,MZ,1,100,-9
1766633909.408452,47278.000,5624,2,MZ,1,100,-9
1766633909.448449,47318.000,5624,2,MZ,1,100,-10
1766633909.484113,47353.667,5642,3,MZ,1,100,-9
1766633909.519777,47389.333,5642,3,MZ,1,100,-8
1766633909.555440,47425.000,5642,3,MZ,1,100,-10
1766633909.595437,47465.000,5658,3,MZ,1,100,-10
1766633909.635434,47505.000,5658,3,MZ,1,100,-9
1766633909.675431,47545.000,5658,3,MZ,1,100,-9
1766633909.715428,47585.000,5675,2,MZ,1,100,-9
1766633909.755424,47625.000,5675,2,MZ,1,100,-9
1766633909.795421,47665.000,5689,2,MZ,1,100,-10
1766633909.835418,47705.000,5689,2,MZ,1,100,-9
1766633909.875415,47745.000,5707,3,MZ,1,100,-9
1766633909.915411,47785.000,5707,3,MZ,1,100,-10
1766633909.955408,47825.000,5707,3,MZ,1,100,-10
1766633909.995405,47865.000,5723,3,MZ,1,100,-9
1766633910.035402,47905.000,5723,3,MZ,1,100,-9
1766633910.075398,47945.000,5723,3,MZ,1,100,-9
1766633910.115395,47985.000,5740,2,MZ,1,100,-10
1766633910.155392,48025.000,5740,2,MZ,1,100,-10
1766633910.195389,48065.000,5756,3,MZ,1,100,-9
1766633910.235385,48105.000,5756,3,MZ,1,100,-9
1766633910.275382,48145.000,5756,3,MZ,1,100,-9
1766633910.310713,48180.333,5772,3,MZ,1,100,-9
1766633910.346043,48215.667,5772,3,MZ,1,100,-10
1766633910.381374,48251.000,5772,3,MZ,1,100,-9
1766633910.421371,48291.000,5788,2,MZ,1,100,-9
1766633910.461367,48331.000,5788,2,MZ,1,100,-10
1766633910.501364,48371.000,5806,3,MZ,1,100,-9
1766633910.541361,48411.000,5806,3,MZ,1,100,-9
1766633910.581357,48451.000,5806,3,MZ,1,100,-9
1766633910.621354,48491.000,5822,2,MZ,1,100,-9
1766633910.661351,48531.000,5822,2,MZ,1,100,-9
1766633910.701348,48571.000,5837,3,MZ,1,100,-9
1766633910.741345,48611.000,5837,3,MZ,1,100,-9
1766633910.781341,48651.000,5837,3,MZ,1,100,-10
1766633910.821338,48691.000,5854,2,MZ,1,100,-10
1766633910.861335,48731.000,5854,2,MZ,1,100,-9
1766633910.901332,48771.000,5871,3,MZ,1,100,-8
1766633910.941329,48811.000,5871,3,MZ,1,100,-10
1766633910.981325,48851.000,5871,3,MZ,1,100,-9
1766633911.021322,48891.000,5887,2,MZ,1,100,-11
1766633911.061319,48931.000,5887,2,MZ,1,100,-8
1766633911.096982,48966.667,5902,3,MZ,1,100,-10
1766633911.132646,49002.333,5902,3,MZ,1,100,-10
1766633911.168310,49038.000,5902,3,MZ,1,100,-9
1766633911.208307,49078.000,5919,3,MZ,1,100,-9
1766633911.248304,49118.000,5919,3,MZ,1,100,-9
1766633911.288300,49158.000,5919,3,MZ,1,100,-10
1766633911.328297,49198.000,5936,2,MZ,1,100,-10
1766633911.368294,49238.000,5936,2,MZ,1,100,-9
1766633911.408291,49278.000,5952,3,MZ,1,100,-10
1766633911.448287,49318.000,5952,3,MZ,1,100,-9
1766633911.488284,49358.000,5952,3,MZ,1,100,-9
1766633911.528281,49398.000,5968,2,MZ,1,100,-9
1766633911.568278,49438.000,5968,2,MZ,1,100,-10
1766633911.608274,49478.000,5984,3,MZ,1,100,-9
1766633911.648271,49518.000,5984,3,MZ,1,100,-9
1766633911.688268,49558.000,5984,3,MZ,1,100,-9
1766633911.728265,49598.000,6006,2,MZ,1,100,-9
1766633911.768262,49638.000,6006,2,MZ,1,100,-10
1766633911.808258,49678.000,6023,3,MZ,1,100,-10
1766633911.848255,49718.000,6023,3,MZ,1,100,-9
1766633911.888252,49758.000,6023,3,MZ,1,100,-10
1766633911.923916,49793.667,6038,3,MZ,1,100,-10
1766633911.959579,49829.333,6038,3,MZ,1,100,-11
1766633911.995243,49865.000,6038,3,MZ,1,100,-9
1766633912.035240,49905.000,6054,2,MZ,1,100,-11
1766633912.075237,49945.000,6054,2,MZ,1,100,-10
1766633912.115233,49985.000,6071,3,MZ,1,100,-11
1766633912.155230,50025.000,6071,3,MZ,1,100,-10
1766633912.195227,50065.000,6071,3,MZ,1,100,-11
1766633912.235224,50105.000,6088,2,MZ,1,100,-10
1766633912.275221,50145.000,6088,2,MZ,1,100,-11
1766633912.315217,50185.000,6103,3,MZ,1,100,-11
1766633912.355214,50225.000,6103,3,MZ,1,100,-9
1766633912.395211,50265.000,6103,3,MZ,1,100,-11
1766633912.435208,50305.000,6119,2,MZ,1,100,-10
1766633912.475204,50345.000,6119,2,MZ,1,100,-11
1766633912.515201,50385.000,6137,3,MZ,1,100,-11
1766633912.555198,50425.000,6137,3,MZ,1,100,-10
1766633912.595195,50465.000,6137,3,MZ,1,100,-10
1766633912.635191,50505.000,6153,3,MZ,1,100,-9
1766633912.675188,50545.000,6153,3,MZ,1,100,-11
1766633912.715185,50585.000,6153,3,MZ,1,100,-10
1766633912.755182,50625.000,6169,2,MZ,1,100,-9
1766633912.795178,50665.000,6169,2,MZ,1,100,-11
1766633912.830509,50700.333,6185,3,MZ,1,100,-10
1766633912.865839,50735.667,6185,3,MZ,1,100,-12
1766633912.901170,50771.000,6185,3,MZ,1,100,-11
1766633912.941167,50811.000,6202,2,MZ,1,100,-12
1766633912.981164,50851.000,6202,2,MZ,1,100,-11
1766633913.021160,50891.000,6218,3,MZ,1,100,-10
1766633913.061157,50931.000,6218,3,MZ,1,100,-11
1766633913.101154,50971.000,6218,3,MZ,1,100,-11
1766633913.141150,51011.000,6234,2,MZ,1,100,-12
1766633913.181147,51051.000,6234,2,MZ,1,100,-12
1766633913.221144,51091.000,6250,3,MZ,1,100,-11
1766633913.261141,51131.000,6250,3,MZ,1,100,-12
1766633913.301138,51171.000,6250,3,MZ,1,100,-12
1766633913.341134,51211.000,6267,3,MZ,1,100,-11
1766633913.381131,51251.000,6267,3,MZ,1,100,-11
1766633913.421128,51291.000,6267,3,MZ,1,100,-11
1766633913.461125,51331.000,6283,2,MZ,1,100,-12
1766633913.501122,51371.000,6283,2,MZ,1,100,-12
1766633913.541118,51411.000,6301,3,MZ,1,100,-11
1766633913.581115,51451.000,6301,3,MZ,1,100,-11
1766633913.621112,51491.000,6301,3,MZ,1,100,-11
1766633913.656775,51526.667,6315,3,MZ,1,100,-12
1766633913.692439,51562.333,6315,3,MZ,1,100,-12
1766633913.728103,51598.000,6315,3,MZ,1,100,-11
1766633913.768100,51638.000,6332,2,MZ,1,100,-12
1766633913.808097,51678.000,6332,2,MZ,1,100,-12
1766633913.848093,51718.000,6349,3,MZ,1,100,-12
1766633913.888090,51758.000,6349,3,MZ,1,100,-11
1766633913.928087,51798.000,6349,3,MZ,1,100,-11
1766633913.968084,51838.000,6368,2,MZ,1,100,-12
1766633914.008080,51878.000,6368,2,MZ,1,100,-10
1766633914.048077,51918.000,6382,3,MZ,1,100,-11
1766633914.088074,51958.000,6382,3,MZ,1,100,-10
1766633914.128071,51998.000,6382,3,MZ,1,100,-12
1766633914.168067,52038.000,6400,2,MZ,1,100,-12
1766633914.208064,52078.000,6400,2,MZ,1,100,-12
1766633914.248061,52118.000,6416,3,MZ,1,100,-12
1766633914.288058,52158.000,6416,3,MZ,1,100,-12
1766633914.328055,52198.000,6416,3,MZ,1,100,-11
1766633914.368051,52238.000,6433,2,MZ,1,100,-12
1766633914.408048,52278.000,6433,2,MZ,1,100,-12
1766633914.443378,52313.333,6447,3,MZ,1,100,-11
1766633914.478709,52348.667,6447,3,MZ,1,100,-12
1766633914.514040,52384.000,6447,3,MZ,1,100,-11
1766633914.554036,52424.000,6465,3,MZ,1,100,-12
1766633914.594033,52464.000,6465,3,MZ,1,100,-12
1766633914.634030,52504.000,6465,3,MZ,1,100,-12
1766633914.674026,52544.000,6481,2,MZ,1,100,-11
1766633914.714023,52584.000,6481,2,MZ,1,100,-12
1766633914.754020,52624.000,6498,3,MZ,1,100,-11
1766633914.794017,52664.000,6498,3,MZ,1,100,-12
1766633914.834014,52704.000,6498,3,MZ,1,100,-12
1766633914.874010,52744.000,6513,2,MZ,1,100,-13
1766633914.914007,52784.000,6513,2,MZ,1,100,-12
1766633914.954004,52824.000,6530,3,MZ,1,100,-12
1766633914.994001,52864.000,6530,3,MZ,1,100,-12
1766633915.033998,52904.000,6530,3,MZ,1,100,-11
1766633915.073994,52944.000,6546,2,MZ,1,100,-11
1766633915.113991,52984.000,6546,2,MZ,1,100,-11
1766633915.153988,53024.000,6564,3,MZ,1,100,-12
1766633915.193985,53064.000,6564,3,MZ,1,100,-12
1766633915.233981,53104.000,6564,3,MZ,1,100,-11
1766633915.269645,53139.667,6579,3,MZ,1,100,-11
1766633915.305309,53175.333,6579,3,MZ,1,100,-12
1766633915.340973,53211.000,6579,3,MZ,1,100,-12
1766633915.380969,53251.000,6595,2,MZ,1,100,-12
1766633915.420966,53291.000,6595,2,MZ,1,100,-12
1766633915.460963,53331.000,6612,3,MZ,1,100,-12
1766633915.500960,53371.000,6612,3,MZ,1,100,-12
1766633915.540956,53411.000,6612,3,MZ,1,100,-12
1766633915.580953,53451.000,6629,2,MZ,1,100,-12
1766633915.620950,53491.000,6629,2,MZ,1,100,-12
1766633915.660947,53531.000,6645,3,MZ,1,100,-11
1766633915.700943,53571.000,6645,3,MZ,1,100,-12
1766633915.740940,53611.000,6645,3,MZ,1,100,-12
1766633915.780937,53651.000,6660,2,MZ,1,100,-12
1766633915.820934,53691.000,6660,2,MZ,1,100,-12
1766633915.860931,53731.000,6677,3,MZ,1,100,-12
1766633915.900927,53771.000,6677,3,MZ,1,100,-11
1766633915.940924,53811.000,6677,3,MZ,1,100,-12
1766633915.980921,53851.000,6694,3,MZ,1,100,-12
1766633916.020918,53891.000,6694,3,MZ,1,100,-12
1766633916.060915,53931.000,6694,3,MZ,1,100,-12
1766633916.094412,53964.500,6710,2,MZ,1,100,-12
1766633916.127909,53998.000,6710,2,MZ,1,100,-12
1766633916.167906,54038.000,6726,3,MZ,1,100,-12
1766633916.207902,54078.000,6726,3,MZ,1,100,-13
1766633916.247899,54118.000,6726,3,MZ,1,100,-11
1766633916.287896,54158.000,6742,3,MZ,1,100,-11
1766633916.327893,54198.000,6742,3,MZ,1,100,-11
1766633916.367890,54238.000,6742,3,MZ,1,100,-11
1766633916.407886,54278.000,6761,2,MZ,1,100,-12
1766633916.447883,54318.000,6761,2,MZ,1,100,-11
1766633916.487880,54358.000,6778,3,MZ,1,100,-12
1766633916.527877,54398.000,6778,3,MZ,1,100,-11
1766633916.567873,54438.000,6778,3,MZ,1,100,-12
1766633916.607870,54478.000,6793,2,MZ,1,100,-12
1766633916.647867,54518.000,6793,2,MZ,1,100,-11
1766633916.687864,54558.000,6809,3,MZ,1,100,-12
1766633916.727860,54598.000,6809,3,MZ,1,100,-11
1766633916.767857,54638.000,6809,3,MZ,1,100,-12
1766633916.807854,54678.000,6833,2,MZ,1,100,-12
1766633916.847851,54718.000,6833,2,MZ,1,100,-11
1766633916.887848,54758.000,6850,3,MZ,1,100,-11
1766633916.927844,54798.000,6850,3,MZ,1,100,-12
1766633916.967841,54838.000,6850,3,MZ,1,100,-11
1766633917.003171,54873.333,6869,3,MZ,1,100,-11
1766633917.038502,54908.667,6869,3,MZ,1,100,-12
1766633917.073833,54944.000,6869,3,MZ,1,100,-11
1766633917.113829,54984.000,6883,2,MZ,1,100,-12
1766633917.153826,55024.000,6883,2,MZ,1,100,-11
1766633917.193823,55064.000,6901,3,MZ,1,100,-12
1766633917.233819,55104.000,6901,3,MZ,1,100,-12
1766633917.273816,55144.000,6901,3,MZ,1,100,-12
1766633917.313813,55184.000,6917,3,MZ,1,100,-11
1766633917.353810,55224.000,6917,3,MZ,1,100,-12
1766633917.393807,55264.000,6917,3,MZ,1,100,-12
1766633917.433803,55304.000,6934,2,MZ,1,100,-12
1766633917.473800,55344.000,6934,2,MZ,1,100,-12
1766633917.513797,55384.000,6949,3,MZ,1,100,-12
1766633917.553794,55424.000,6949,3,MZ,1,100,-12
1766633917.593791,55464.000,6949,3,MZ,1,100,-12
1766633917.633787,55504.000,6966,2,MZ,1,100,-11
1766633917.673784,55544.000,6966,2,MZ,1,100,-12
1766633917.713781,55584.000,6982,3,MZ,1,100,-12
1766633917.753778,55624.000,6982,3,MZ,1,100,-12
1766633917.793774,55664.000,6982,3,MZ,1,100,-11
1766633917.829105,55699.333,7000,3,MZ,1,100,-12
1766633917.864435,55734.667,7000,3,MZ,1,100,-12
1766633917.899766,55770.000,7000,3,MZ,1,100,-12
1766633917.940263,55810.500,7014,2,MZ,1,100,-12
1766633917.980759,55851.000,7014,2,MZ,1,100,-11
1766633918.020423,55890.667,7031,3,MZ,1,100,-12
1766633918.060086,55930.333,7031,3,MZ,1,100,-12
1766633918.099750,55970.000,7031,3,MZ,1,100,-13
1766633918.140246,56010.500,7047,2,MZ,1,100,-12
1766633918.180743,56051.000,7047,2,MZ,1,100,-12
1766633918.220407,56090.667,7065,3,MZ,1,100,-12
1766633918.260070,56130.333,7065,3,MZ,1,100,-12
1766633918.299733,56170.000,7065,3,MZ,1,100,-12
1766633918.339730,56210.000,7079,2,MZ,1,100,-11
1766633918.379727,56250.000,7079,2,MZ,1,100,-12
1766633918.419724,56290.000,7096,3,MZ,1,100,-12
1766633918.459720,56330.000,7096,3,MZ,1,100,-12
1766633918.499717,56370.000,7096,3,MZ,1,100,-12
1766633918.539714,56410.000,7113,2,MZ,1,100,-12
1766633918.579711,56450.000,7113,2,MZ,1,100,-13
1766633918.615708,56486.000,7130,3,MZ,1,100,-12
1766633918.651705,56522.000,7130,3,MZ,1,100,-13
1766633918.687702,56558.000,7130,3,MZ,1,100,-12
1766633918.727699,56598.000,7145,3,MZ,1,100,-12
1766633918.767695,56638.000,7145,3,MZ,1,100,-13
1766633918.807692,56678.000,7145,3,MZ,1,100,-12
1766633918.847189,56717.500,7162,2,MZ,1,100,-12
1766633918.886686,56757.000,7162,2,MZ,1,100,-12
1766633918.926683,56797.000,7180,3,MZ,1,100,-12
1766633918.966679,56837.000,7180,3,MZ,1,100,-12
1766633919.006676,56877.000,7180,3,MZ,1,100,-12
1766633919.046673,56917.000,7197,2,MZ,1,100,-12
1766633919.086670,56957.000,7197,2,MZ,1,100,-12
1766633919.126667,56997.000,7214,3,MZ,1,100,-12
1766633919.166663,57037.000,7214,3,MZ,1,100,-12
1766633919.206660,57077.000,7214,3,MZ,1,100,-12
1766633919.246657,57117.000,7229,2,MZ,1,100,-12
1766633919.286654,57157.000,7229,2,MZ,1,100,-11
1766633919.326650,57197.000,7245,3,MZ,1,100,-13
1766633919.366647,57237.000,7245,3,MZ,1,100,-13
1766633919.406644,57277.000,7245,3,MZ,1,100,-13
1766633919.446641,57317.000,7262,3,MZ,1,100,-12
1766633919.486637,57357.000,7262,3,MZ,1,100,-11
1766633919.526634,57397.000,7262,3,MZ,1,100,-13
1766633919.560132,57430.500,7279,2,MZ,1,100,-12
1766633919.593629,57464.000,7279,2,MZ,1,100,-12
1766633919.633626,57504.000,7294,3,MZ,1,100,-12
1766633919.673622,57544.000,7294,3,MZ,1,100,-11
1766633919.713619,57584.000,7294,3,MZ,1,100,-11
1766633919.753616,57624.000,7310,3,MZ,1,100,-13
1766633919.793612,57664.000,7310,3,MZ,1,100,-12
1766633919.833609,57704.000,7310,3,MZ,1,100,-12
1766633919.873606,57744.000,7328,2,MZ,1,100,-11
1766633919.913603,57784.000,7328,2,MZ,1,100,-12
1766633919.953600,57824.000,7344,3,MZ,1,100,-13
1766633919.993596,57864.000,7344,3,MZ,1,100,-12
1766633920.033593,57904.000,7344,3,MZ,1,100,-12
1766633920.073590,57944.000,7359,2,MZ,1,100,-12
1766633920.113587,57984.000,7359,2,MZ,1,100,-12
1766633920.153584,58024.000,7376,3,MZ,1,100,-12
1766633920.193580,58064.000,7376,3,MZ,1,100,-13
1766633920.233577,58104.000,7376,3,MZ,1,100,-11
1766633920.269241,58139.667,7393,3,MZ,1,100,-12
1766633920.304904,58175.333,7393,3,MZ,1,100,-13
1766633920.340568,58211.000,7393,3,MZ,1,100,-11
1766633920.380565,58251.000,7409,2,MZ,1,100,-12
1766633920.420562,58291.000,7409,2,MZ,1,100,-12
1766633920.460559,58331.000,7425,3,MZ,1,100,-12
1766633920.500556,58371.000,7425,3,MZ,1,100,-11
1766633920.540552,58411.000,7425,3,MZ,1,100,-13
1766633920.580549,58451.000,7441,2,MZ,1,100,-12
1766633920.620546,58491.000,7441,2,MZ,1,100,-12
1766633920.660542,58531.000,7458,3,MZ,1,100,-11
1766633920.700539,58571.000,7458,3,MZ,1,100,-12
1766633920.740536,58611.000,7458,3,MZ,1,100,-12
1766633920.780533,58651.000,7474,2,MZ,1,100,-13
1766633920.820529,58691.000,7474,2,MZ,1,100,-11
1766633920.860526,58731.000,7491,3,MZ,1,100,-13
1766633920.900523,58771.000,7491,3,MZ,1,100,-13
1766633920.940520,58811.000,7491,3,MZ,1,100,-12
1766633920.980517,58851.000,7506,2,MZ,1,100,-12
1766633921.020513,58891.000,7506,2,MZ,1,100,-11
1766633921.060510,58931.000,7523,3,MZ,1,100,-12
1766633921.100507,58971.000,7523,3,MZ,1,100,-13
1766633921.140504,59011.000,7523,3,MZ,1,100,-12
1766633921.175834,59046.333,7540,3,MZ,1,100,-13
1766633921.211165,59081.667,7540,3,MZ,1,100,-12
1766633921.246495,59117.000,7540,3,MZ,1,100,-12
1766633921.286492,59157.000,7557,2,MZ,1,100,-12
1766633921.326488,59197.000,7557,2,MZ,1,100,-11
1766633921.366485,59237.000,7571,3,MZ,1,100,-12
1766633921.406482,59277.000,7571,3,MZ,1,100,-11
1766633921.446479,59317.000,7571,3,MZ,1,100,-13
1766633921.486476,59357.000,7589,2,MZ,1,100,-12
1766633921.526472,59397.000,7589,2,MZ,1,100,-11
1766633921.566469,59437.000,7605,3,MZ,1,100,-12
1766633921.606466,59477.000,7605,3,MZ,1,100,-13
1766633921.646463,59517.000,7605,3,MZ,1,100,-12
1766633921.686460,59557.000,7622,2,MZ,1,100,-12
1766633921.726456,59597.000,7622,2,MZ,1,100,-13
1766633921.766453,59637.000,7636,3,MZ,1,100,-12
1766633921.806450,59677.000,7636,3,MZ,1,100,-11
1766633921.846447,59717.000,7636,3,MZ,1,100,-12
1766633921.886443,59757.000,7659,3,MZ,1,100,-12
1766633921.926440,59797.000,7659,3,MZ,1,100,-12
1766633921.966437,59837.000,7659,3,MZ,1,100,-13
1766633922.002101,59872.667,7675,3,MZ,1,100,-14
1766633922.037764,59908.333,7675,3,MZ,1,100,-12
1766633922.073428,59944.000,7675,3,MZ,1,100,-12
1766633922.112925,59983.500,7692,2,MZ,1,100,-12
1766633922.152422,60023.000,7692,2,MZ,1,100,-13
1766633922.192419,60063.000,7707,3,MZ,1,100,-13
1766633922.232415,60103.000,7707,3,MZ,1,100,-14
1766633922.272412,60143.000,7707,3,MZ,1,100,-13
1766633922.312409,60183.000,7724,2,MZ,1,100,-8
1766633922.352406,60223.000,7724,2,MZ,1,100,-2
1766633922.392402,60263.000,7740,3,MZ,1,100, 0
1766633922.432399,60303.000,7740,3,MZ,1,100,-1
1766633922.472396,60343.000,7740,3,MZ,1,100,-6
1766633922.512393,60383.000,7758,2,MZ,1,100,-15
1766633922.552389,60423.000,7758,2,MZ,1,100,-32
1766633922.592386,60463.000,7773,3,MZ,1,100,-62
1766633922.632383,60503.000,7773,3,MZ,1,100,-81
1766633922.672380,60543.000,7773,3,MZ,1,100,-81
1766633922.712377,60583.000,7791,2,MZ,1,100,-77
1766633922.752373,60623.000,7791,2,MZ,1,100,-71
1766633922.788370,60659.000,7808,3,MZ,1,100,-68
1766633922.824368,60695.000,7808,3,MZ,1,100,-63
1766633922.860365,60731.000,7808,3,MZ,1,100,-51
1766633922.900361,60771.000,7825,3,MZ,1,100,-31
1766633922.940358,60811.000,7825,3,MZ,1,100,-17
1766633922.980355,60851.000,7825,3,MZ,1,100,-10
1766633923.020352,60891.000,7841,2,MZ,1,100,-6
1766633923.060349,60931.000,7841,2,MZ,1,100,-6
1766633923.100345,60971.000,7856,3,MZ,1,100,-10
1766633923.140342,61011.000,7856,3,MZ,1,100,-14
1766633923.180339,61051.000,7856,3,MZ,1,100,-15
1766633923.220335,61091.000,7873,2,MZ,1,100,-17
1766633923.260332,61131.000,7873,2,MZ,1,100,-25
1766633923.300329,61171.000,7890,3,MZ,1,100,-42
1766633923.340326,61211.000,7890,3,MZ,1,100,-65
1766633923.380322,61251.000,7890,3,MZ,1,100,-78
1766633923.420319,61291.000,7906,2,MZ,1,100,-77
1766633923.460316,61331.000,7906,2,MZ,1,100,-72
1766633923.500313,61371.000,7922,3,MZ,1,100,-65
1766633923.540310,61411.000,7922,3,MZ,1,100,-54
1766633923.580306,61451.000,7922,3,MZ,1,100,-41
1766633923.620303,61491.000,7940,3,MZ,1,100,-29
1766633923.660300,61531.000,7940,3,MZ,1,100,-27
1766633923.700297,61571.000,7940,3,MZ,1,100,-28
1766633923.733294,61604.000,7957,2,MZ,1,100,-33
1766633923.766291,61637.000,7957,2,MZ,1,100,-36
1766633923.806288,61677.000,7974,3,MZ,1,100,-35
1766633923.846285,61717.000,7974,3,MZ,1,100,-34
1766633923.886281,61757.000,7974,3,MZ,1,100,-44
1766633923.926278,61797.000,7991,2,MZ,1,100,-64
1766633923.966275,61837.000,7991,2,MZ,1,100,-81
1766633924.006272,61877.000,8007,3,MZ,1,100,-78
1766633924.046269,61917.000,8007,3,MZ,1,100,-66
1766633924.086265,61957.000,8007,3,MZ,1,100,-43
1766633924.126262,61997.000,8024,3,MZ,1,100,-17
1766633924.166259,62037.000,8024,3,MZ,1,100,-3
1766633924.206256,62077.000,8024,3,MZ,1,100, 1
1766633924.246253,62117.000,8041,2,MZ,1,100,-2
1766633924.286249,62157.000,8041,2,MZ,1,100,-25
1766633924.326246,62197.000,8056,3,MZ,1,100,-61
1766633924.366243,62237.000,8056,3,MZ,1,100,-71
1766633924.406240,62277.000,8056,3,MZ,1,100,-62
1766633924.446236,62317.000,8072,2,MZ,1,100,-41
1766633924.486233,62357.000,8072,2,MZ,1,100,-4
1766633924.521897,62392.667,8092,3,MZ,1,100,14
1766633924.557561,62428.333,8092,3,MZ,1,100,17
1766633924.593225,62464.000,8092,3,MZ,1,100, 6
1766633924.633221,62504.000,8109,3,MZ,1,100,-37
1766633924.673218,62544.000,8109,3,MZ,1,100,-73
1766633924.713215,62584.000,8109,3,MZ,1,100,-58
1766633924.753211,62624.000,8125,2,MZ,1,100,-31
1766633924.793208,62664.000,8125,2,MZ,1,100, 3
1766633924.833205,62704.000,8143,3,MZ,1,100,17
1766633924.873202,62744.000,8143,3,MZ,1,100,16
1766633924.913198,62784.000,8143,3,MZ,1,100, 3
1766633924.953195,62824.000,8160,2,MZ,1,100,-37
1766633924.993192,62864.000,8160,2,MZ,1,100,-70
1766633925.033189,62904.000,8176,3,MZ,1,100,-62
1766633925.073186,62944.000,8176,3,MZ,1,100,-50
1766633925.113182,62984.000,8176,3,MZ,1,100,-31
1766633925.153179,63024.000,8196,2,MZ,1,100,-9
1766633925.193176,63064.000,8196,2,MZ,1,100,-5
1766633925.233173,63104.000,8210,3,MZ,1,100,-27
1766633925.273170,63144.000,8210,3,MZ,1,100,-64
1766633925.313166,63184.000,8210,3,MZ,1,100,-78
