LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1766883176.181607,51125.000,6413,1,B%,1,100,94
1766876048.298637,56125.000,7244,1,B%,1,100,93
1766868921.841243,61124.000,8060,1,B%,1,100,93
1766861793.958273,66124.000,8859,1,B%,1,100,92
1766854667.500879,71123.000,9676,1,B%,1,100,92
1766847539.617909,76123.000,10492,1,B%,1,100,89
1766840394.628020,81135.000,11294,1,B%,1,100,89
1766833248.212554,86148.000,12126,1,B%,1,100,91
1766826120.329584,91148.000,12931,1,B%,1,100,91
1766818993.872190,96147.000,13744,1,B%,1,100,91
1766811847.456724,101160.000,14552,1,B%,1,100,91
1766804719.573754,106160.000,15359,1,B%,1,100,91
1766797583.137325,111166.000,16190,1,B%,1,100,91
1766790456.679931,116165.000,17004,1,B%,1,100,91
1766783328.796961,121165.000,17825,1,B%,1,100,91
1766776192.360531,126171.000,18644,1,B%,1,100,91
1766769065.903137,131170.000,19477,1,B%,1,100,90
1766761938.020167,136170.000,20290,1,B%,1,100,91
1766754783.051242,141189.000,21106,1,B%,1,100,91
1766747645.189236,146196.000,21943,1,B%,1,100,91
1766740518.731842,151195.000,22755,1,B%,1,100,90
1766733390.848872,156195.000,23576,1,B%,1,100,90
1766726264.391478,161194.000,24398,1,B%,1,100,90
1766719136.508508,166194.000,25213,1,B%,1,100,91
1766712010.051115,171193.000,26054,1,B%,1,100,91
1766704882.168144,176193.000,26871,1,B%,1,100,90
1766697755.710751,181192.000,27685,1,B%,1,100,90
1766690619.274321,186198.000,28501,1,B%,1,100,90
1766683491.391351,191198.000,29317,1,B%,1,100,89
1766676354.954921,196204.000,30146,1,B%,1,100,90
1766669208.539455,201217.000,30961,1,B%,1,100,89
1766662082.082062,206216.000,31772,1,B%,1,100,90
1766654945.645632,211222.000,32601,1,B%,1,100,89
1766647817.762662,216222.000,33414,1,B%,1,100,89
1766640691.305269,221221.000,34234,1,B%,1,100,90
1766633553.443262,226228.000,35049,1,B%,1,100,89
1766626426.985868,231227.000,35866,1,B%,1,100,89
1766619299.102898,236227.000,36699,1,B%,1,100,88
1766612162.666469,241233.000,37515,1,B%,1,100,88
1766605036.209075,246232.000,38329,1,B%,1,100,88
1766597899.772645,251238.000,39139,1,B%,1,100,88
1766590761.910639,256245.000,39972,1,B%,1,100,88
1766583616.920750,261257.000,40790,1,B%,1,100,87
1766576480.484320,266263.000,41606,1,B%,1,100,88
1766569352.601350,271263.000,42422,1,B%,1,100,88
1766562216.164920,276269.000,43251,1,B%,1,100,87
1766555069.749454,281282.000,44061,1,B%,1,100,87
1766547943.292061,286281.000,44875,1,B%,1,100,87
1766540805.430054,291288.000,45693,1,B%,1,100,87
1766533678.972661,296287.000,46532,1,B%,1,100,87
1766526542.536231,301293.000,47352,1,B%,1,100,88
1766519396.120765,306306.000,48165,1,B%,1,100,87
1766512249.705299,311319.000,48998,1,B%,1,100,87
1766505113.268870,316325.000,49809,1,B%,1,100,87
1766497976.832440,321331.000,50623,1,B%,1,100,87
1766490848.949470,326331.000,51434,1,B%,1,100,87
1766483722.492076,331330.000,52243,1,B%,1,100,87
1766476586.055646,336336.000,53072,1,B%,1,100,87
1766469439.640181,341349.000,53887,1,B%,1,100,87
1766462311.757210,346349.000,54700,1,B%,1,100,86
1766455185.299817,351348.000,55533,1,B%,1,100,86
1766448057.416847,356348.000,56352,1,B%,1,100,86
1766440930.959453,361347.000,57166,1,B%,1,100,87
1766433803.076483,366347.000,57979,1,B%,1,100,87
1766426666.640053,371353.000,58792,1,B%,1,100,86
1766419538.757083,376353.000,59619,1,B%,1,100,87
1766412412.299690,381352.000,60428,1,B%,1,100,86
1766405285.842296,386351.000,61244,1,B%,1,100,86
1766398157.959326,391351.000,62061,1,B%,1,100,86
1766391030.076356,396351.000,62872,1,B%,1,100,86
1766383903.618962,401350.000,63695,1,B%,1,100,85
1766376767.182532,406356.000,64496,1,B%,1,100,86
1766369639.299562,411356.000,65300,1,B%,1,100,85
1766362502.863132,416362.000,581,1,B%,1,100,85
1766355376.405739,421361.000,1383,1,B%,1,100,86
1766348239.969309,426367.000,2185,1,B%,1,100,85
1766341112.086339,431367.000,2997,1,B%,1,100,85
1766333985.628945,436366.000,3809,1,B%,1,100,85
1766326857.745975,441366.000,4634,1,B%,1,100,85
1766319721.309546,446372.000,5453,1,B%,1,100,85
1766312593.426575,451372.000,6266,1,B%,1,100,85
1766305456.990146,456378.000,7081,1,B%,1,100,85
1766298330.532752,461377.000,7892,1,B%,1,100,85
1766291194.096323,466383.000,8707,1,B%,1,100,85
1766284066.213352,471383.000,9540,1,B%,1,100,85
1766276939.755959,476382.000,10350,1,B%,1,100,85
1766269811.872988,481382.000,11160,1,B%,1,100,84
1766262675.436559,486388.000,11974,1,B%,1,100,85
1766255547.553589,491388.000,12803,1,B%,1,100,85
1766248421.096195,496387.000,13613,1,B%,1,100,84
1766241284.659765,501393.000,14421,1,B%,1,100,84
1766234148.223336,506399.000,15231,1,B%,1,100,84
1766227020.340365,511399.000,16052,1,B%,1,100,84
1766219893.882972,516398.000,16870,1,B%,1,100,84
1766212766.000002,521398.000,17671,1,B%,1,100,83
1766205629.563572,526404.000,18483,1,B%,1,100,84
1766198501.680602,531404.000,19291,1,B%,1,100,83
1766191365.244172,536410.000,20118,1,B%,1,100,83
1766184238.786779,541409.000,20926,1,B%,1,100,84
1766177102.350349,546415.000,21742,1,B%,1,100,84
1766169974.467379,551415.000,22554,1,B%,1,100,84
1766162848.009985,556414.000,23385,1,B%,1,100,84
1766155720.127015,561414.000,24197,1,B%,1,100,83
1766148593.669621,566413.000,25006,1,B%,1,100,83
1766141447.254156,571426.000,25809,1,B%,1,100,83
1766134319.371185,576426.000,26645,1,B%,1,100,83
1766127192.913792,581425.000,27459,1,B%,1,100,83
1766120027.965830,586451.000,28271,1,B%,1,100,83
1766112900.082860,591451.000,29084,1,B%,1,100,83
1766105773.625467,596450.000,29911,1,B%,1,100,83
1766098627.210001,601463.000,30728,1,B%,1,100,83
1766091480.794535,606476.000,31540,1,B%,1,100,83
1766084352.911565,611476.000,32350,1,B%,1,100,83
1766077216.475135,616482.000,33183,1,B%,1,100,83
1766070070.059669,621495.000,33997,1,B%,1,100,82
1766062933.623239,626501.000,34806,1,B%,1,100,82
1766055787.207773,631514.000,35634,1,B%,1,100,82
1766048650.771344,636520.000,36446,1,B%,1,100,82
1766041524.313950,641519.000,37257,1,B%,1,100,82
1766034359.365988,646545.000,38070,1,B%,1,100,82
1766027231.483018,651545.000,38899,1,B%,1,100,82
1766020105.025625,656544.000,39712,1,B%,1,100,82
1766012967.163618,661551.000,40527,1,B%,1,100,81
1766005822.173729,666563.000,41357,1,B%,1,100,81
1765998694.290759,671563.000,42161,1,B%,1,100,81
1765991557.854329,676569.000,42962,1,B%,1,100,81
1765984421.417900,681575.000,43783,1,B%,1,100,81
1765977284.981470,686581.000,44586,1,B%,1,100,81
1765970157.098500,691581.000,45388,1,B%,1,100,81
1765963020.662070,696587.000,46189,1,B%,1,100,80
1765955892.779100,701587.000,47008,1,B%,1,100,81
1765948747.789211,706599.000,47810,1,B%,1,100,80
1765941619.906240,711599.000,48625,1,B%,1,100,80
1765934493.448847,716598.000,49431,1,B%,1,100,80
1765927365.565877,721598.000,50235,1,B%,1,100,80
1765920229.129447,726604.000,51045,1,B%,1,100,81
1765913101.246477,731604.000,51868,1,B%,1,100,80
1765905974.789083,736603.000,52677,1,B%,1,100,80
1765898838.352654,741609.000,53480,1,B%,1,100,80
1765891701.916224,746615.000,54291,1,B%,1,100,80
1765884574.033254,751615.000,55128,1,B%,1,100,80
1765877447.575860,756614.000,55950,1,B%,1,100,80
1765870319.692890,761614.000,56771,1,B%,1,100,80
1765863173.277424,766627.000,57588,1,B%,1,100,80
1765856036.840994,771633.000,58423,1,B%,1,100,80
1765848900.404565,776639.000,59228,1,B%,1,100,80
1765841763.968135,781645.000,60043,1,B%,1,100,80
1765834607.573633,786665.000,60865,1,B%,1,100,79
1765827471.137203,791671.000,61696,1,B%,1,100,80
1765820334.700773,796677.000,62511,1,B%,1,100,80
1765813198.264344,801683.000,63328,1,B%,1,100,80
1765806051.848878,806696.000,64156,1,B%,1,100,79
1765798923.965908,811696.000,64960,1,B%,1,100,79
1765791797.508514,816695.000,234,1,B%,1,100,79
1765784661.072084,821701.000,1046,1,B%,1,100,79
1765777524.635654,826707.000,1873,1,B%,1,100,79
1765770386.773648,831714.000,2687,1,B%,1,100,78
1765763250.337219,836720.000,3500,1,B%,1,100,78
1765756103.921753,841733.000,4331,1,B%,1,100,78
1765748967.485323,846739.000,5140,1,B%,1,100,78
1765741831.048893,851745.000,5949,1,B%,1,100,79
1765734694.612463,856751.000,6760,1,B%,1,100,78
1765727558.176034,861757.000,7593,1,B%,1,100,78
1765720393.228072,866783.000,8408,1,B%,1,100,78
1765713255.366066,871790.000,9220,1,B%,1,100,78
1765706128.908672,876789.000,10026,1,B%,1,100,78
1765699001.025702,881789.000,10855,1,B%,1,100,77
1765691856.035813,886801.000,11665,1,B%,1,100,78
1765684728.152843,891801.000,12481,1,B%,1,100,77
1765677601.695449,896800.000,13316,1,B%,1,100,77
1765670463.833443,901807.000,14124,1,B%,1,100,77
1765663337.376049,906806.000,14932,1,B%,1,100,77
1765656209.493079,911806.000,15748,1,B%,1,100,76
1765649064.503190,916818.000,16560,1,B%,1,100,77
1765641936.620220,921818.000,17385,1,B%,1,100,76
1765634790.204754,926831.000,18195,1,B%,1,100,76
1765627653.768324,931837.000,19012,1,B%,1,100,76
1765620527.310930,936836.000,19831,1,B%,1,100,76
1765613399.427960,941836.000,20646,1,B%,1,100,76
1765606253.012494,946849.000,21480,1,B%,1,100,76
1765599126.555101,951848.000,22293,1,B%,1,100,76
1765591990.118671,956854.000,23104,1,B%,1,100,76
1765584843.703205,961867.000,23935,1,B%,1,100,76
1765577715.820235,966867.000,24749,1,B%,1,100,76
1765570579.383805,971873.000,25560,1,B%,1,100,76
1765563442.947376,976879.000,26365,1,B%,1,100,76
1765556306.510946,981885.000,27190,1,B%,1,100,76
1765549160.095480,986898.000,27998,1,B%,1,100,76
1765542032.212510,991898.000,28807,1,B%,1,100,75
1765534895.776080,996904.000,29618,1,B%,1,100,75
1765527769.318686,1001903.000,30445,1,B%,1,100,75
1765520632.882257,1006909.000,31256,1,B%,1,100,75
1765513495.020251,1011916.000,32066,1,B%,1,100,75
1765506358.583821,1016922.000,32876,1,B%,1,100,75
1765499212.168355,1021935.000,33707,1,B%,1,100,75
1765492075.731925,1026941.000,34517,1,B%,1,100,75
1765484939.295496,1031947.000,35328,1,B%,1,100,75
1765477812.838102,1036946.000,36157,1,B%,1,100,74
1765470684.955132,1041946.000,36968,1,B%,1,100,75
1765463558.497738,1046945.000,37778,1,B%,1,100,74
1765456430.614768,1051945.000,38581,1,B%,1,100,74
1765449294.178338,1056951.000,39388,1,B%,1,100,74
1765442166.295368,1061951.000,40209,1,B%,1,100,74
1765435029.858938,1066957.000,41010,1,B%,1,100,74
1765427903.401545,1071956.000,41822,1,B%,1,100,73
1765420775.518575,1076956.000,42626,1,B%,1,100,73
1765413639.082145,1081962.000,43445,1,B%,1,100,73
1765406502.645715,1086968.000,44232,1,B%,1,100,73
1765399374.762745,1091968.000,45057,1,B%,1,100,73
1765392219.793820,1096987.000,45861,1,B%,1,100,73
1765385083.357390,1101993.000,46680,1,B%,1,100,73
1765377926.962888,1107013.000,47482,1,B%,1,100,73
1765370780.547422,1112026.000,48292,1,B%,1,100,73
1765363654.090029,1117025.000,49104,1,B%,1,100,72
1765356526.207058,1122025.000,49929,1,B%,1,100,73
1765349381.217169,1127037.000,50737,1,B%,1,100,72
1765342253.334199,1132037.000,51544,1,B%,1,100,72
1765335126.876805,1137036.000,52367,1,B%,1,100,72
1765327989.014799,1142043.000,53170,1,B%,1,100,72
1765320862.557405,1147042.000,53978,1,B%,1,100,73
1765313734.674435,1152042.000,54783,1,B%,1,100,72
1765306598.238006,1157048.000,55588,1,B%,1,100,72
1765299471.780612,1162047.000,56413,1,B%,1,100,72
1765292343.897642,1167047.000,57218,1,B%,1,100,72
1765285217.440248,1172046.000,58024,1,B%,1,100,72
1765278089.557278,1177046.000,58833,1,B%,1,100,72
1765270963.099885,1182045.000,59640,1,B%,1,100,72
1765263816.684419,1187058.000,60446,1,B%,1,100,72
1765256680.247989,1192064.000,61273,1,B%,1,100,72
1765249552.365019,1197064.000,62081,1,B%,1,100,72
1765242425.907625,1202063.000,62897,1,B%,1,100,72
1765235289.471195,1207069.000,63715,1,B%,1,100,71
1765228161.588225,1212069.000,64538,1,B%,1,100,71
1765221035.130832,1217068.000,65350,1,B%,1,100,70
1765213897.268826,1222075.000,624,1,B%,1,100,71
1765206760.832396,1227081.000,1442,1,B%,1,100,71
1765199634.375002,1232080.000,2269,1,B%,1,100,71
1765192506.492032,1237080.000,3087,1,B%,1,100,71
1765185380.034638,1242079.000,3906,1,B%,1,100,71
1765178233.619173,1247092.000,4721,1,B%,1,100,71
1765171105.736202,1252092.000,5554,1,B%,1,100,71
1765163969.299773,1257098.000,6364,1,B%,1,100,71
1765156842.842379,1262097.000,7172,1,B%,1,100,71
1765149706.405949,1267103.000,7994,1,B%,1,100,70
1765142578.522979,1272103.000,8827,1,B%,1,100,70
1765135452.065586,1277102.000,9646,1,B%,1,100,70
1765128324.182616,1282102.000,10463,1,B%,1,100,70
1765121197.725222,1287101.000,11277,1,B%,1,100,70
1765114069.842252,1292101.000,12087,1,B%,1,100,70
1765106933.405822,1297107.000,12914,1,B%,1,100,70
1765099805.522852,1302107.000,13728,1,B%,1,100,70
1765092660.532963,1307119.000,14539,1,B%,1,100,70
