LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1766633906.621678,44491.000,5150,1,SF,1,100,4.6147
1766633906.888656,44758.000,5201,1,SF,1,100,4.5613
1766633907.221629,45091.000,5249,1,SF,1,100,4.5085
1766633907.621597,45491.000,5314,1,SF,1,100,4.4564
1766633907.888575,45758.000,5363,1,SF,1,100,4.4048
1766633908.221548,46091.000,5412,1,SF,1,100,4.3538
1766633908.554521,46424.000,5462,1,SF,1,100,4.3035
1766633908.954489,46824.000,5529,1,SF,1,100,4.2537
1766633909.221467,47091.000,5577,1,SF,1,100,4.2045
1766633909.554440,47424.000,5626,1,SF,1,100,4.1559
1766633909.954408,47824.000,5691,1,SF,1,100,4.1078
1766633910.221387,48091.000,5741,1,SF,1,100,4.0603
1766633910.554360,48424.000,5790,1,SF,1,100,4.0133
1766633910.887333,48757.000,5838,1,SF,1,100,3.9669
1766633911.287300,49157.000,5903,1,SF,1,100,3.9210
1766633911.554279,49424.000,5954,1,SF,1,100,3.8756
1766633911.887252,49757.000,6007,1,SF,1,100,3.8308
1766633912.287220,50157.000,6072,1,SF,1,100,3.7865
1766633912.554198,50424.000,6121,1,SF,1,100,3.7427
1766633912.887171,50757.000,6170,1,SF,1,100,3.6994
1766633913.287139,51157.000,6235,1,SF,1,100,3.6566
1766633913.620112,51490.000,6285,1,SF,1,100,3.6143
1766633913.887090,51757.000,6333,1,SF,1,100,3.5725
1766633914.220063,52090.000,6384,1,SF,1,100,3.5311
1766633914.620031,52490.000,6449,1,SF,1,100,3.4903
1766633914.887009,52757.000,6499,1,SF,1,100,3.4499
1766633915.219982,53090.000,6548,1,SF,1,100,3.4100
1766633915.552955,53423.000,6596,1,SF,1,100,3.3706
1766633915.952923,53823.000,6661,1,SF,1,100,3.3316
1766633916.219902,54090.000,6712,1,SF,1,100,3.2930
1766633916.552875,54423.000,6762,1,SF,1,100,3.2549
1766633916.952842,54823.000,6834,1,SF,1,100,3.2173
1766633917.286815,55157.000,6885,1,SF,1,100,3.1801
1766633917.552794,55423.000,6935,1,SF,1,100,3.1433
1766633917.885767,55756.000,6984,1,SF,1,100,3.1069
1766633918.285734,56156.000,7049,1,SF,1,100,3.0710
1766633918.552713,56423.000,7097,1,SF,1,100,3.0354
1766633918.885686,56756.000,7147,1,SF,1,100,3.0003
1766633919.219659,57090.000,7198,1,SF,1,100,2.9656
1766633919.619627,57490.000,7263,1,SF,1,100,2.9313
1766633919.885605,57756.000,7312,1,SF,1,100,2.8974
1766633920.219578,58090.000,7360,1,SF,1,100,2.8639
1766633920.619546,58490.000,7426,1,SF,1,100,2.8308
1766633920.885524,58756.000,7476,1,SF,1,100,2.7980
1766633921.218497,59089.000,7524,1,SF,1,100,2.7656
1766633921.552470,59423.000,7573,1,SF,1,100,2.7337
1766633921.952438,59823.000,7643,1,SF,1,100,2.7020
1766633922.218416,60089.000,7693,1,SF,1,100,2.6708
1766633922.552389,60423.000,7742,1,SF,1,100,2.6399
1766633922.885363,60756.000,7792,1,SF,1,100,2.6093
1766633923.285330,61156.000,7857,1,SF,1,100,2.5792
1766633923.552309,61423.000,7908,1,SF,1,100,2.5493
1766633923.885282,61756.000,7958,1,SF,1,100,2.5198
1766633924.285249,62156.000,8025,1,SF,1,100,2.4907
1766633924.551228,62422.000,8076,1,SF,1,100,2.4619
1766633924.885201,62756.000,8128,1,SF,1,100,2.4334
1766633925.218174,63089.000,8180,1,SF,1,100,2.4052
1766633925.618142,63489.000,8247,1,SF,1,100,2.3774
1766633925.885120,63756.000,8297,1,SF,1,100,2.3499
1766633926.218093,64089.000,8350,1,SF,1,100,4.4050
1766633926.618061,64489.000,8419,1,SF,1,100,6.4363
1766633926.885039,64756.000,8469,1,SF,1,100,6.3618
1766633927.218012,65089.000,8523,1,SF,1,100,6.2882
1766633927.550985,65422.000,8571,1,SF,1,100,6.2155
1766633927.950953,65822.000,8636,1,SF,1,100,6.1436
1766633928.217931,66089.000,8687,1,SF,1,100,6.0725
1766633928.550905,66422.000,8735,1,SF,1,100,6.0023
1766633928.950872,66822.000,8804,1,SF,1,100,5.9328
1766633929.283845,67155.000,8853,1,SF,1,100,5.8642
1766633929.550823,67422.000,8903,1,SF,1,100,5.7964
1766633929.883797,67755.000,8954,1,SF,1,100,5.7293
1766633930.283764,68155.000,9021,1,SF,1,100,5.6630
1766633930.550743,68422.000,9069,1,SF,1,100,5.5975
1766633930.883716,68755.000,9118,1,SF,1,100,5.5328
1766633931.283683,69155.000,9186,1,SF,1,100,5.4688
1766633931.616657,69488.000,9237,1,SF,1,100,5.4055
1766633931.883635,69755.000,9286,1,SF,1,100,5.3430
1766633932.283602,70155.000,9340,1,SF,1,100,5.2812
1766633932.550581,70422.000,9388,1,SF,1,100,5.2201
1766633932.883554,70755.000,9441,1,SF,1,100,5.1597
1766633933.216527,71088.000,9491,1,SF,1,100,5.1000
1766633933.616495,71488.000,9556,1,SF,1,100,5.0410
1766633933.883473,71755.000,9607,1,SF,1,100,4.9827
1766633934.216446,72088.000,9657,1,SF,1,100,4.9250
1766633934.616414,72488.000,9725,1,SF,1,100,4.8681
1766633934.883392,72755.000,9781,1,SF,1,100,8.9763
1766633935.216365,73088.000,9830,1,SF,1,100,8.8724
1766633935.549338,73421.000,9885,1,SF,1,100,12.9343
1766633935.949306,73821.000,9957,1,SF,1,100,14.8669
1766633936.216285,74088.000,10009,1,SF,1,100,14.6949
1766633936.549258,74421.000,10061,1,SF,1,100,14.5249
1766633936.949225,74821.000,10128,1,SF,1,100,16.4392
1766633937.283198,75155.000,10177,1,SF,1,100,16.2490
1766633937.549177,75421.000,10241,1,SF,1,100,18.1433
1766633937.883150,75755.000,10291,1,SF,1,100,17.9334
1766633938.282117,76154.000,10360,1,SF,1,100,19.8082
1766633938.616091,76488.000,10411,1,SF,1,100,19.5791
1766633938.882069,76754.000,10463,1,SF,1,100,19.3526
1766633939.216042,77088.000,10517,1,SF,1,100,21.2109
1766633939.616009,77488.000,10588,1,SF,1,100,23.0478
1766633939.881988,77754.000,10637,1,SF,1,100,22.7812
1766633940.215961,78088.000,10686,1,SF,1,100,22.5177
1766633940.615929,78488.000,10756,1,SF,1,100,24.3394
1766633940.948902,78821.000,10805,1,SF,1,100,24.0579
1766633941.215880,79088.000,10854,1,SF,1,100,23.7796
1766633941.548853,79421.000,10902,1,SF,1,100,23.5045
1766633941.948821,79821.000,10969,1,SF,1,100,23.2326
1766633942.214799,80087.000,11020,1,SF,1,100,22.9638
1766633942.548772,80421.000,11073,1,SF,1,100,22.6982
1766633942.881746,80754.000,11124,1,SF,1,100,24.5179
1766633943.281713,81154.000,11191,1,SF,1,100,24.2342
1766633943.548692,81421.000,11241,1,SF,1,100,23.9539
1766633943.881665,81754.000,11290,1,SF,1,100,23.6768
1766633944.214638,82087.000,11340,1,SF,1,100,23.4029
1766633944.614605,82487.000,11405,1,SF,1,100,23.1322
1766633944.881584,82754.000,11456,1,SF,1,100,22.8646
1766633945.214557,83087.000,11504,1,SF,1,100,22.6001
1766633945.614525,83487.000,11569,1,SF,1,100,22.3386
1766633945.881503,83754.000,11618,1,SF,1,100,22.0802
1766633946.214476,84087.000,11667,1,SF,1,100,21.8248
1766633946.547449,84420.000,11717,1,SF,1,100,21.5723
1766633946.947417,84820.000,11782,1,SF,1,100,21.3228
1766633947.214395,85087.000,11830,1,SF,1,100,21.0761
1766633947.547368,85420.000,11884,1,SF,1,100,20.8323
1766633947.880341,85753.000,11934,1,SF,1,100,20.5913
1766633948.280309,86153.000,11999,1,SF,1,100,20.3531
1766633948.547287,86420.000,12048,1,SF,1,100,20.1177
1766633948.880260,86753.000,12096,1,SF,1,100,19.8849
1766633949.280228,87153.000,12164,1,SF,1,100,19.6549
1766633949.614201,87487.000,12214,1,SF,1,100,19.4275
1766633949.880180,87753.000,12262,1,SF,1,100,19.2028
1766633950.214153,88087.000,12311,1,SF,1,100,18.9807
1766633950.614120,88487.000,12376,1,SF,1,100,18.7611
1766633950.880099,88753.000,12426,1,SF,1,100,18.5441
1766633951.213072,89086.000,12475,1,SF,1,100,18.3295
1766633951.547045,89420.000,12523,1,SF,1,100,18.1175
1766633951.947012,89820.000,12588,1,SF,1,100,17.9079
1766633952.212991,90086.000,12639,1,SF,1,100,17.7008
1766633952.546964,90420.000,12687,1,SF,1,100,17.4960
1766633952.946932,90820.000,12757,1,SF,1,100,17.2936
1766633953.212910,91086.000,12806,1,SF,1,100,17.0936
1766633953.546883,91420.000,12855,1,SF,1,100,16.8958
1766633953.879856,91753.000,12905,1,SF,1,100,16.7004
1766633954.279824,92153.000,12972,1,SF,1,100,16.5072
1766633954.545802,92419.000,13020,1,SF,1,100,16.3162
1766633954.879775,92753.000,13069,1,SF,1,100,16.1275
1766633955.279743,93153.000,13134,1,SF,1,100,15.9409
1766633955.612716,93486.000,13184,1,SF,1,100,15.7565
1766633955.879694,93753.000,13233,1,SF,1,100,15.5742
1766633956.212667,94086.000,13283,1,SF,1,100,15.3941
1766633956.612635,94486.000,13348,1,SF,1,100,15.2160
1766633956.879614,94753.000,13401,1,SF,1,100,17.1222
1766633957.212587,95086.000,13451,1,SF,1,100,19.0064
1766633957.612554,95486.000,13518,1,SF,1,100,18.7865
1766633957.945527,95819.000,13572,1,SF,1,100,18.5692
1766633958.212506,96086.000,13622,1,SF,1,100,18.3544
1766633958.545479,96419.000,13673,1,SF,1,100,18.1421
1766633958.945446,96819.000,13740,1,SF,1,100,17.9322
1766633959.212425,97086.000,13788,1,SF,1,100,17.7248
1766633959.545398,97419.000,13837,1,SF,1,100,17.5197
1766633959.945366,97819.000,13905,1,SF,1,100,17.3171
1766633960.278339,98152.000,13954,1,SF,1,100,17.1167
1766633960.545317,98419.000,14003,1,SF,1,100,16.9187
1766633960.878290,98752.000,14053,1,SF,1,100,16.7230
1766633961.278258,99152.000,14118,1,SF,1,100,16.5295
1766633961.545236,99419.000,14169,1,SF,1,100,16.3383
1766633961.878209,99752.000,14217,1,SF,1,100,16.1493
1766633962.278177,100152.000,14282,1,SF,1,100,15.9625
1766633962.611150,100485.000,14333,1,SF,1,100,15.7779
1766633962.878129,100752.000,14388,1,SF,1,100,15.5953
1766633963.211102,101085.000,14439,1,SF,1,100,15.4149
1766633963.611069,101485.000,14504,1,SF,1,100,15.2366
1766633963.878048,101752.000,14554,1,SF,1,100,15.0604
1766633964.211021,102085.000,14608,1,SF,1,100,14.8861
1766633964.543994,102418.000,14657,1,SF,1,100,14.7139
1766633964.943961,102818.000,14724,1,SF,1,100,14.5437
1766633965.210940,103085.000,14773,1,SF,1,100,14.3755
1766633965.543913,103418.000,14821,1,SF,1,100,14.2092
1766633965.943881,103818.000,14888,1,SF,1,100,14.0448
1766633966.210859,104085.000,14939,1,SF,1,100,13.8823
1766633966.543832,104418.000,14989,1,SF,1,100,13.7217
