LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1766769881.513429,56835.000,7269,1,SF,1,100,4.7626
1766770467.898723,57235.000,7334,1,SF,1,100,4.7075
1766770859.310907,57502.000,7385,1,SF,1,100,4.6530
1766771347.476665,57835.000,7433,1,SF,1,100,4.5992
1766771933.861959,58235.000,7500,1,SF,1,100,4.5460
1766772422.027717,58568.000,7549,1,SF,1,100,4.4934
1766772813.439901,58835.000,7599,1,SF,1,100,4.4414
1766773301.605658,59168.000,7652,1,SF,1,100,6.4723
1766773887.990953,59568.000,7719,1,SF,1,100,6.3974
1766774279.403137,59835.000,7769,1,SF,1,100,8.4057
1766774767.568894,60168.000,7823,1,SF,1,100,10.3907
1766775255.734652,60501.000,7877,1,SF,1,100,10.2705
1766775842.119946,60901.000,7944,1,SF,1,100,10.1517
1766776330.285704,61234.000,7993,1,SF,1,100,10.0342
1766776721.697888,61501.000,8047,1,SF,1,100,12.0004
1766777211.329608,61835.000,8098,1,SF,1,100,11.8616
1766777796.248940,62234.000,8163,1,SF,1,100,11.7244
1766778187.661124,62501.000,8213,1,SF,1,100,11.5887
1766778675.826881,62834.000,8264,1,SF,1,100,11.4547
1766779165.458602,63168.000,8316,1,SF,1,100,13.4044
1766779751.843896,63568.000,8381,1,SF,1,100,13.2494
1766780141.790117,63834.000,8432,1,SF,1,100,13.0961
1766780631.421838,64168.000,8480,1,SF,1,100,12.9446
1766781217.807132,64568.000,8545,1,SF,1,100,12.7949
1766781607.753353,64834.000,8598,1,SF,1,100,12.6468
1766782095.919111,65167.000,8646,1,SF,1,100,12.5005
1766782585.550831,65501.000,8697,1,SF,1,100,12.3559
1766783171.936126,65901.000,8764,1,SF,1,100,12.2130
1766783561.882346,66167.000,8816,1,SF,1,100,14.1540
1766784051.514067,66501.000,8869,1,SF,1,100,13.9902
1766784637.899362,66901.000,8936,1,SF,1,100,13.8284
1766785027.845582,67167.000,8984,1,SF,1,100,13.6684
