LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1766715433.060847,17117.000,713,4,EM,1,100,RS
1766715433.060847,17117.000,713,4,EM,1,100,RB
1766715433.060847,17117.000,713,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715433.060847,17117.000,713,4,EM,1,100,PS
1766715433.111097,17167.250,735,4,EM,1,100,RS
1766715433.161347,17217.500,735,4,EM,1,100,RB
1766715433.211597,17267.750,735,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715433.261847,17318.000,735,4,EM,1,100,PS
1766715433.312097,17368.250,770,4,EM,1,100,RS
1766715433.362347,17418.500,770,4,EM,1,100,RB
1766715433.412597,17468.750,770,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715433.462847,17519.000,770,4,EM,1,100,PS
1766715433.513097,17569.250,802,4,EM,1,100,RS
1766715433.563347,17619.500,802,4,EM,1,100,RB
1766715433.613597,17669.750,802,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715433.663847,17720.000,802,4,EM,1,100,PS
1766715433.714097,17770.250,836,4,EM,1,100,RS
1766715433.764347,17820.500,836,4,EM,1,100,RB
1766715433.814597,17870.750,836,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715433.864847,17921.000,836,4,EM,1,100,PS
1766715433.915097,17971.250,868,4,EM,1,100,RS
1766715433.965347,18021.500,868,4,EM,1,100,RB
1766715434.015597,18071.750,868,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715434.065847,18122.000,868,4,EM,1,100,PS
1766715434.116097,18172.250,901,4,EM,1,100,RS
1766715434.166347,18222.500,901,4,EM,1,100,RB
1766715434.216597,18272.750,901,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715434.266847,18323.000,901,4,EM,1,100,PS
1766715434.317097,18373.250,935,4,EM,1,100,RS
1766715434.367347,18423.500,935,4,EM,1,100,RB
1766715434.417597,18473.750,935,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715434.467847,18524.000,935,4,EM,1,100,PS
1766715434.518847,18575.000,968,4,EM,1,100,RS
1766715434.569847,18626.000,968,4,EM,1,100,RB
1766715434.620847,18677.000,968,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715434.671847,18728.000,968,4,EM,1,100,PS
1766715434.722097,18778.250,1002,4,EM,1,100,RS
1766715434.772347,18828.500,1002,4,EM,1,100,RB
1766715434.822597,18878.750,1002,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715434.872847,18929.000,1002,4,EM,1,100,PS
1766715434.923097,18979.250,1037,4,EM,1,100,RS
1766715434.973347,19029.500,1037,4,EM,1,100,RB
1766715435.023597,19079.750,1037,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715435.073847,19130.000,1037,4,EM,1,100,PS
1766715435.124097,19180.250,1071,4,EM,1,100,RS
1766715435.174347,19230.500,1071,4,EM,1,100,RB
1766715435.224597,19280.750,1071,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715435.274847,19331.000,1071,4,EM,1,100,PS
1766715435.325097,19381.250,1105,4,EM,1,100,RS
1766715435.375347,19431.500,1105,4,EM,1,100,RB
1766715435.425597,19481.750,1105,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715435.475847,19532.000,1105,4,EM,1,100,PS
1766715435.526097,19582.250,1141,4,EM,1,100,RS
1766715435.576347,19632.500,1141,4,EM,1,100,RB
1766715435.626597,19682.750,1141,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715435.676847,19733.000,1141,4,EM,1,100,PS
1766715435.727097,19783.250,1173,4,EM,1,100,RS
1766715435.777347,19833.500,1173,4,EM,1,100,RB
1766715435.827597,19883.750,1173,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715435.877847,19934.000,1173,4,EM,1,100,PS
1766715435.928097,19984.250,1206,4,EM,1,100,RS
1766715435.978347,20034.500,1206,4,EM,1,100,RB
1766715436.028597,20084.750,1206,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715436.078847,20135.000,1206,4,EM,1,100,PS
1766715436.129097,20185.250,1238,4,EM,1,100,RS
1766715436.179347,20235.500,1238,4,EM,1,100,RB
1766715436.229597,20285.750,1238,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715436.279847,20336.000,1238,4,EM,1,100,PS
1766715436.330097,20386.250,1272,4,EM,1,100,RS
1766715436.380347,20436.500,1272,4,EM,1,100,RB
1766715436.430597,20486.750,1272,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715436.480847,20537.000,1272,4,EM,1,100,PS
1766715436.531847,20588.000,1305,4,EM,1,100,RS
1766715436.582847,20639.000,1305,4,EM,1,100,RB
1766715436.633847,20690.000,1305,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715436.684847,20741.000,1305,4,EM,1,100,PS
1766715436.735097,20791.250,1339,4,EM,1,100,RS
1766715436.785347,20841.500,1339,4,EM,1,100,RB
1766715436.835597,20891.750,1339,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715436.885847,20942.000,1339,4,EM,1,100,PS
1766715436.936097,20992.250,1370,4,EM,1,100,RS
1766715436.986347,21042.500,1370,4,EM,1,100,RB
1766715437.036597,21092.750,1370,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715437.086847,21143.000,1370,4,EM,1,100,PS
1766715437.137097,21193.250,1404,4,EM,1,100,RS
1766715437.187347,21243.500,1404,4,EM,1,100,RB
1766715437.237597,21293.750,1404,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715437.287847,21344.000,1404,4,EM,1,100,PS
1766715437.338597,21394.750,1439,4,EM,1,100,RS
1766715437.389347,21445.500,1439,4,EM,1,100,RB
1766715437.440097,21496.250,1439,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715437.490847,21547.000,1439,4,EM,1,100,PS
1766715437.541097,21597.250,1471,4,EM,1,100,RS
1766715437.591347,21647.500,1471,4,EM,1,100,RB
1766715437.641597,21697.750,1471,4,EM,1,100,2025-12-25_18-17-12-366661.csv
1766715437.691847,21748.000,1471,4,EM,1,100,PS
