LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1766633924.593225,62464.000,8086,3,AZ,1,100,-0.355
1766633924.633221,62504.000,8103,3,AZ,1,100,-1.129
1766633924.673218,62544.000,8103,3,AZ,1,100,-0.552
1766633924.713215,62584.000,8103,3,AZ,1,100,-1.433
1766633924.753211,62624.000,8119,2,AZ,1,100,0.130
1766633924.793208,62664.000,8119,2,AZ,1,100,0.406
1766633924.833205,62704.000,8137,3,AZ,1,100,-0.371
1766633924.873202,62744.000,8137,3,AZ,1,100,-0.121
1766633924.913198,62784.000,8137,3,AZ,1,100,0.057
1766633924.953195,62824.000,8154,2,AZ,1,100,-0.639
1766633924.993192,62864.000,8154,2,AZ,1,100,-0.681
1766633925.033189,62904.000,8170,3,AZ,1,100,-1.446
1766633925.073186,62944.000,8170,3,AZ,1,100,-0.340
1766633925.113182,62984.000,8170,3,AZ,1,100,-0.072
1766633925.153179,63024.000,8190,2,AZ,1,100,0.281
1766633925.193176,63064.000,8190,2,AZ,1,100,0.144
1766633925.233173,63104.000,8204,3,AZ,1,100,0.245
1766633925.273170,63144.000,8204,3,AZ,1,100,0.500
1766633925.313166,63184.000,8204,3,AZ,1,100,-0.318
1766633925.348497,63219.333,8221,3,AZ,1,100,-0.364
1766633925.383827,63254.667,8221,3,AZ,1,100,0.174
1766633925.419158,63290.000,8221,3,AZ,1,100,0.010
1766633925.459154,63330.000,8239,2,AZ,1,100,0.353
1766633925.499151,63370.000,8239,2,AZ,1,100,0.288
1766633925.539148,63410.000,8257,3,AZ,1,100,-0.326
1766633925.579145,63450.000,8257,3,AZ,1,100,-0.338
1766633925.619142,63490.000,8257,3,AZ,1,100,-1.348
1766633925.659138,63530.000,8271,2,AZ,1,100,0.029
1766633925.699135,63570.000,8271,2,AZ,1,100,1.260
1766633925.739132,63610.000,8290,3,AZ,1,100,-0.207
1766633925.779129,63650.000,8290,3,AZ,1,100,0.846
1766633925.819125,63690.000,8290,3,AZ,1,100,0.943
1766633925.859122,63730.000,8307,2,AZ,1,100,0.028
1766633925.899119,63770.000,8307,2,AZ,1,100,-1.124
1766633925.939116,63810.000,8324,3,AZ,1,100,-1.016
1766633925.979112,63850.000,8324,3,AZ,1,100,0.510
1766633926.019109,63890.000,8324,3,AZ,1,100,1.423
1766633926.059106,63930.000,8340,2,AZ,1,100,-0.052
1766633926.099103,63970.000,8340,2,AZ,1,100,0.362
1766633926.134433,64005.333,8360,3,AZ,1,100,-0.027
1766633926.169764,64040.667,8360,3,AZ,1,100,0.180
1766633926.205094,64076.000,8360,3,AZ,1,100,-0.377
1766633926.245091,64116.000,8376,3,AZ,1,100,-0.252
1766633926.285088,64156.000,8376,3,AZ,1,100,-0.088
1766633926.325084,64196.000,8376,3,AZ,1,100,-0.154
1766633926.365081,64236.000,8393,2,AZ,1,100,0.065
1766633926.405078,64276.000,8393,2,AZ,1,100,-0.278
1766633926.445075,64316.000,8409,3,AZ,1,100,-0.391
1766633926.485071,64356.000,8409,3,AZ,1,100,-0.372
1766633926.525068,64396.000,8409,3,AZ,1,100,-0.282
1766633926.565065,64436.000,8429,2,AZ,1,100,-0.463
1766633926.605062,64476.000,8429,2,AZ,1,100,-0.381
1766633926.645059,64516.000,8445,3,AZ,1,100,-0.310
1766633926.685055,64556.000,8445,3,AZ,1,100,-0.310
1766633926.725052,64596.000,8445,3,AZ,1,100,-0.291
1766633926.765049,64636.000,8462,3,AZ,1,100,-0.241
1766633926.805046,64676.000,8462,3,AZ,1,100,-0.184
1766633926.845042,64716.000,8462,3,AZ,1,100,-0.238
1766633926.885039,64756.000,8478,2,AZ,1,100,-0.254
1766633926.925036,64796.000,8478,2,AZ,1,100,-0.305
1766633926.961033,64832.000,8494,3,AZ,1,100,-0.284
1766633926.997030,64868.000,8494,3,AZ,1,100,-0.266
1766633927.033027,64904.000,8494,3,AZ,1,100,-0.385
1766633927.073024,64944.000,8515,3,AZ,1,100,-0.431
1766633927.113021,64984.000,8515,3,AZ,1,100,-0.292
1766633927.153018,65024.000,8515,3,AZ,1,100,-0.292
1766633927.193014,65064.000,8533,2,AZ,1,100,-0.198
1766633927.233011,65104.000,8533,2,AZ,1,100,-0.208
1766633927.273008,65144.000,8549,3,AZ,1,100,-0.146
1766633927.313004,65184.000,8549,3,AZ,1,100,0.078
1766633927.353001,65224.000,8549,3,AZ,1,100,0.436
1766633927.392998,65264.000,8564,2,AZ,1,100,0.459
1766633927.432995,65304.000,8564,2,AZ,1,100,0.184
1766633927.472991,65344.000,8581,3,AZ,1,100,-0.098
1766633927.512988,65384.000,8581,3,AZ,1,100,-0.099
1766633927.552985,65424.000,8581,3,AZ,1,100,-0.058
1766633927.592982,65464.000,8598,2,AZ,1,100,0.008
1766633927.632979,65504.000,8598,2,AZ,1,100,0.079
1766633927.672975,65544.000,8614,3,AZ,1,100,0.133
1766633927.712972,65584.000,8614,3,AZ,1,100,0.113
1766633927.752969,65624.000,8614,3,AZ,1,100,-0.032
1766633927.792966,65664.000,8629,2,AZ,1,100,-0.058
1766633927.832963,65704.000,8629,2,AZ,1,100,-0.172
1766633927.868293,65739.333,8646,3,AZ,1,100,-0.364
1766633927.903623,65774.667,8646,3,AZ,1,100,-0.543
1766633927.938954,65810.000,8646,3,AZ,1,100,-0.407
1766633927.978617,65849.667,8663,3,AZ,1,100,-0.125
1766633928.018281,65889.333,8663,3,AZ,1,100,0.166
1766633928.057944,65929.000,8663,3,AZ,1,100,0.228
1766633928.097941,65969.000,8679,2,AZ,1,100,0.417
1766633928.137938,66009.000,8679,2,AZ,1,100,0.415
1766633928.177935,66049.000,8695,3,AZ,1,100,0.485
1766633928.217931,66089.000,8695,3,AZ,1,100,-0.044
1766633928.257928,66129.000,8695,3,AZ,1,100,-0.091
1766633928.297925,66169.000,8711,2,AZ,1,100,0.759
1766633928.337922,66209.000,8711,2,AZ,1,100,1.203
1766633928.377918,66249.000,8728,3,AZ,1,100,0.728
1766633928.417915,66289.000,8728,3,AZ,1,100,0.630
1766633928.457912,66329.000,8728,3,AZ,1,100,0.604
1766633928.498409,66369.500,8745,2,AZ,1,100,0.612
1766633928.538905,66410.000,8745,2,AZ,1,100,0.713
1766633928.578902,66450.000,8760,3,AZ,1,100,0.582
1766633928.618899,66490.000,8760,3,AZ,1,100,0.456
1766633928.658896,66530.000,8760,3,AZ,1,100,0.073
1766633928.694559,66565.667,8776,3,AZ,1,100,0.068
1766633928.730223,66601.333,8776,3,AZ,1,100,0.058
1766633928.765887,66637.000,8776,3,AZ,1,100,0.056
1766633928.805884,66677.000,8795,2,AZ,1,100,0.059
1766633928.845881,66717.000,8795,2,AZ,1,100,0.088
1766633928.885877,66757.000,8814,3,AZ,1,100,-0.005
1766633928.925874,66797.000,8814,3,AZ,1,100,0.135
1766633928.965871,66837.000,8814,3,AZ,1,100,0.329
1766633929.005868,66877.000,8830,2,AZ,1,100,0.646
1766633929.045864,66917.000,8830,2,AZ,1,100,0.999
1766633929.085861,66957.000,8845,3,AZ,1,100,0.953
1766633929.125858,66997.000,8845,3,AZ,1,100,1.127
1766633929.165855,67037.000,8845,3,AZ,1,100,1.399
1766633929.205851,67077.000,8863,3,AZ,1,100,1.464
1766633929.245848,67117.000,8863,3,AZ,1,100,1.560
1766633929.285845,67157.000,8863,3,AZ,1,100,1.394
1766633929.325842,67197.000,8879,2,AZ,1,100,1.206
1766633929.365839,67237.000,8879,2,AZ,1,100,0.284
1766633929.405835,67277.000,8896,3,AZ,1,100,-0.492
1766633929.445832,67317.000,8896,3,AZ,1,100,-0.533
1766633929.485829,67357.000,8896,3,AZ,1,100,-0.085
1766633929.518826,67390.000,8911,2,AZ,1,100,0.226
1766633929.551823,67423.000,8911,2,AZ,1,100,0.307
1766633929.591820,67463.000,8928,3,AZ,1,100,0.300
1766633929.631817,67503.000,8928,3,AZ,1,100,0.064
1766633929.671814,67543.000,8928,3,AZ,1,100,-0.159
1766633929.711811,67583.000,8946,3,AZ,1,100,-0.528
1766633929.751807,67623.000,8946,3,AZ,1,100,0.337
1766633929.791804,67663.000,8946,3,AZ,1,100,1.104
1766633929.831801,67703.000,8964,2,AZ,1,100,1.514
1766633929.871798,67743.000,8964,2,AZ,1,100,1.715
1766633929.911794,67783.000,8978,3,AZ,1,100,1.382
1766633929.951791,67823.000,8978,3,AZ,1,100,1.284
1766633929.991788,67863.000,8978,3,AZ,1,100,1.458
1766633930.031785,67903.000,8995,2,AZ,1,100,0.933
1766633930.071781,67943.000,8995,2,AZ,1,100,0.646
1766633930.111778,67983.000,9011,3,AZ,1,100,0.851
1766633930.151775,68023.000,9011,3,AZ,1,100,0.521
1766633930.191772,68063.000,9011,3,AZ,1,100,0.323
1766633930.231768,68103.000,9031,2,AZ,1,100,0.542
1766633930.271765,68143.000,9031,2,AZ,1,100,0.385
1766633930.307096,68178.333,9045,3,AZ,1,100,0.358
1766633930.342426,68213.667,9045,3,AZ,1,100,0.368
1766633930.377757,68249.000,9045,3,AZ,1,100,0.397
1766633930.418087,68289.333,9062,3,AZ,1,100,0.383
1766633930.458417,68329.667,9062,3,AZ,1,100,0.406
1766633930.498747,68370.000,9062,3,AZ,1,100,0.368
1766633930.538244,68409.500,9079,2,AZ,1,100,0.389
1766633930.577740,68449.000,9079,2,AZ,1,100,0.510
1766633930.617737,68489.000,9096,3,AZ,1,100,0.657
1766633930.657734,68529.000,9096,3,AZ,1,100,0.817
1766633930.697731,68569.000,9096,3,AZ,1,100,1.269
1766633930.737728,68609.000,9110,2,AZ,1,100,1.637
1766633930.777724,68649.000,9110,2,AZ,1,100,1.000
1766633930.817721,68689.000,9128,3,AZ,1,100,0.712
1766633930.857718,68729.000,9128,3,AZ,1,100,0.722
1766633930.897715,68769.000,9128,3,AZ,1,100,0.550
1766633930.937711,68809.000,9144,2,AZ,1,100,0.438
1766633930.977708,68849.000,9144,2,AZ,1,100,0.574
1766633931.017705,68889.000,9163,3,AZ,1,100,0.605
1766633931.057702,68929.000,9163,3,AZ,1,100,0.745
1766633931.097698,68969.000,9163,3,AZ,1,100,0.802
1766633931.133696,69005.000,9178,3,AZ,1,100,0.662
1766633931.169693,69041.000,9178,3,AZ,1,100,0.897
1766633931.205690,69077.000,9178,3,AZ,1,100,0.777
1766633931.245687,69117.000,9195,2,AZ,1,100,0.534
1766633931.285683,69157.000,9195,2,AZ,1,100,0.293
1766633931.325347,69196.667,9211,3,AZ,1,100,0.263
1766633931.365010,69236.333,9211,3,AZ,1,100,0.374
1766633931.404674,69276.000,9211,3,AZ,1,100,0.408
1766633931.444670,69316.000,9230,2,AZ,1,100,0.453
1766633931.484667,69356.000,9230,2,AZ,1,100,0.437
1766633931.524997,69396.333,9247,3,AZ,1,100,0.508
1766633931.565327,69436.667,9247,3,AZ,1,100,0.654
1766633931.605657,69477.000,9247,3,AZ,1,100,0.810
1766633931.645654,69517.000,9262,2,AZ,1,100,0.793
1766633931.685651,69557.000,9262,2,AZ,1,100,0.953
1766633931.725648,69597.000,9278,3,AZ,1,100,0.877
1766633931.765644,69637.000,9278,3,AZ,1,100,0.743
1766633931.805641,69677.000,9278,3,AZ,1,100,0.577
1766633931.845638,69717.000,9296,3,AZ,1,100,0.563
1766633931.885635,69757.000,9296,3,AZ,1,100,0.459
1766633931.925632,69797.000,9296,3,AZ,1,100,0.306
1766633931.965128,69836.500,9312,2,AZ,1,100,0.145
1766633932.004625,69876.000,9312,2,AZ,1,100,0.162
1766633932.039956,69911.333,9329,3,AZ,1,100,0.504
1766633932.075286,69946.667,9329,3,AZ,1,100,0.963
1766633932.110616,69982.000,9329,3,AZ,1,100,1.052
1766633932.150613,70022.000,9350,4,AZ,1,100,0.807
1766633932.190610,70062.000,9350,4,AZ,1,100,0.545
1766633932.230607,70102.000,9350,4,AZ,1,100,0.427
1766633932.270604,70142.000,9350,4,AZ,1,100,0.431
1766633932.310600,70182.000,9364,3,AZ,1,100,0.454
1766633932.350597,70222.000,9364,3,AZ,1,100,0.472
1766633932.390594,70262.000,9364,3,AZ,1,100,0.456
1766633932.430591,70302.000,9381,2,AZ,1,100,0.452
1766633932.470587,70342.000,9381,2,AZ,1,100,0.442
1766633932.510584,70382.000,9398,3,AZ,1,100,0.518
1766633932.550581,70422.000,9398,3,AZ,1,100,0.631
1766633932.590578,70462.000,9398,3,AZ,1,100,0.610
1766633932.630574,70502.000,9417,3,AZ,1,100,0.479
1766633932.670571,70542.000,9417,3,AZ,1,100,0.451
1766633932.710568,70582.000,9417,3,AZ,1,100,0.450
1766633932.750565,70622.000,9433,2,AZ,1,100,0.526
1766633932.790561,70662.000,9433,2,AZ,1,100,0.535
1766633932.826225,70697.667,9449,3,AZ,1,100,0.459
1766633932.861889,70733.333,9449,3,AZ,1,100,0.439
1766633932.897553,70769.000,9449,3,AZ,1,100,0.404
1766633932.937550,70809.000,9467,3,AZ,1,100,0.405
1766633932.977546,70849.000,9467,3,AZ,1,100,0.478
1766633933.017543,70889.000,9467,3,AZ,1,100,0.526
1766633933.057540,70929.000,9484,2,AZ,1,100,0.610
1766633933.097537,70969.000,9484,2,AZ,1,100,0.785
1766633933.137533,71009.000,9501,3,AZ,1,100,0.620
1766633933.177530,71049.000,9501,3,AZ,1,100,0.563
1766633933.217527,71089.000,9501,3,AZ,1,100,0.544
1766633933.257524,71129.000,9516,2,AZ,1,100,0.504
1766633933.297521,71169.000,9516,2,AZ,1,100,0.521
1766633933.337517,71209.000,9532,3,AZ,1,100,0.525
1766633933.377514,71249.000,9532,3,AZ,1,100,0.573
1766633933.417511,71289.000,9532,3,AZ,1,100,0.536
1766633933.458008,71329.500,9549,2,AZ,1,100,0.358
1766633933.498504,71370.000,9549,2,AZ,1,100,0.397
1766633933.538501,71410.000,9566,3,AZ,1,100,0.561
1766633933.578498,71450.000,9566,3,AZ,1,100,0.939
1766633933.618495,71490.000,9566,3,AZ,1,100,0.713
1766633933.653825,71525.333,9581,3,AZ,1,100,0.422
1766633933.689156,71560.667,9581,3,AZ,1,100,0.182
1766633933.724486,71596.000,9581,3,AZ,1,100,0.123
1766633933.764483,71636.000,9599,2,AZ,1,100,0.058
1766633933.804480,71676.000,9599,2,AZ,1,100,0.385
1766633933.844476,71716.000,9617,3,AZ,1,100,0.156
1766633933.884473,71756.000,9617,3,AZ,1,100,0.007
1766633933.924470,71796.000,9617,3,AZ,1,100,-0.035
1766633933.964467,71836.000,9635,2,AZ,1,100,-0.177
1766633934.004463,71876.000,9635,2,AZ,1,100,0.028
1766633934.044460,71916.000,9650,3,AZ,1,100,0.249
1766633934.084457,71956.000,9650,3,AZ,1,100,-1.135
1766633934.124454,71996.000,9650,3,AZ,1,100,-0.557
1766633934.164450,72036.000,9667,2,AZ,1,100,0.697
1766633934.204447,72076.000,9667,2,AZ,1,100,0.641
1766633934.244444,72116.000,9686,3,AZ,1,100,-0.281
1766633934.284441,72156.000,9686,3,AZ,1,100,-0.050
1766633934.324438,72196.000,9686,3,AZ,1,100,-1.232
1766633934.364434,72236.000,9702,2,AZ,1,100,0.437
1766633934.404431,72276.000,9702,2,AZ,1,100,0.020
1766633934.444428,72316.000,9718,3,AZ,1,100,0.532
1766633934.484425,72356.000,9718,3,AZ,1,100,0.491
1766633934.524421,72396.000,9718,3,AZ,1,100,0.196
1766633934.559752,72431.333,9737,3,AZ,1,100,-2.309
1766633934.595082,72466.667,9737,3,AZ,1,100,-0.210
1766633934.630413,72502.000,9737,3,AZ,1,100,0.639
1766633934.670409,72542.000,9754,2,AZ,1,100,-0.325
1766633934.710406,72582.000,9754,2,AZ,1,100,0.391
1766633934.750403,72622.000,9771,3,AZ,1,100,0.401
1766633934.790400,72662.000,9771,3,AZ,1,100,-2.045
1766633934.830397,72702.000,9771,3,AZ,1,100,-0.792
1766633934.870393,72742.000,9790,2,AZ,1,100,-0.468
1766633934.910390,72782.000,9790,2,AZ,1,100,0.746
1766633934.950387,72822.000,9805,3,AZ,1,100,-0.815
1766633934.990384,72862.000,9805,3,AZ,1,100,1.091
1766633935.030380,72902.000,9805,3,AZ,1,100,0.583
1766633935.070377,72942.000,9823,3,AZ,1,100,-0.520
1766633935.110374,72982.000,9823,3,AZ,1,100,-2.417
1766633935.150371,73022.000,9823,3,AZ,1,100,-0.321
1766633935.190367,73062.000,9840,2,AZ,1,100,0.196
1766633935.230364,73102.000,9840,2,AZ,1,100,-0.590
1766633935.270361,73142.000,9861,3,AZ,1,100,0.591
1766633935.310358,73182.000,9861,3,AZ,1,100,0.182
1766633935.350354,73222.000,9861,3,AZ,1,100,-1.228
1766633935.386018,73257.667,9875,3,AZ,1,100,-2.276
1766633935.421682,73293.333,9875,3,AZ,1,100,-0.217
1766633935.457346,73329.000,9875,3,AZ,1,100,-0.118
1766633935.497343,73369.000,9895,2,AZ,1,100,-0.681
1766633935.537339,73409.000,9895,2,AZ,1,100,0.743
1766633935.577336,73449.000,9914,3,AZ,1,100,0.281
1766633935.617333,73489.000,9914,3,AZ,1,100,-0.832
1766633935.657330,73529.000,9914,3,AZ,1,100,-1.754
1766633935.697326,73569.000,9933,2,AZ,1,100,-0.288
1766633935.737323,73609.000,9933,2,AZ,1,100,0.455
1766633935.777320,73649.000,9947,3,AZ,1,100,0.557
1766633935.817317,73689.000,9947,3,AZ,1,100,-0.818
1766633935.857314,73729.000,9947,3,AZ,1,100,0.692
1766633935.897310,73769.000,9967,2,AZ,1,100,0.583
1766633935.937307,73809.000,9967,2,AZ,1,100,-1.878
1766633935.977304,73849.000,9983,3,AZ,1,100,-0.666
1766633936.017301,73889.000,9983,3,AZ,1,100,0.425
1766633936.057297,73929.000,9983,3,AZ,1,100,-0.167
1766633936.097294,73969.000,10002,2,AZ,1,100,-0.935
1766633936.137291,74009.000,10002,2,AZ,1,100,0.145
1766633936.172621,74044.333,10018,3,AZ,1,100,0.585
1766633936.207952,74079.667,10018,3,AZ,1,100,-0.823
1766633936.243282,74115.000,10018,3,AZ,1,100,-1.819
1766633936.283279,74155.000,10035,3,AZ,1,100,0.126
1766633936.323276,74195.000,10035,3,AZ,1,100,0.613
1766633936.363273,74235.000,10035,3,AZ,1,100,-0.679
1766633936.403269,74275.000,10053,2,AZ,1,100,0.127
1766633936.443266,74315.000,10053,2,AZ,1,100,0.902
1766633936.483263,74355.000,10071,3,AZ,1,100,0.389
1766633936.523260,74395.000,10071,3,AZ,1,100,-0.826
1766633936.563257,74435.000,10071,3,AZ,1,100,-0.154
1766633936.603253,74475.000,10088,2,AZ,1,100,0.684
1766633936.643250,74515.000,10088,2,AZ,1,100,0.101
1766633936.683247,74555.000,10104,3,AZ,1,100,-0.650
1766633936.723243,74595.000,10104,3,AZ,1,100,0.424
1766633936.763240,74635.000,10104,3,AZ,1,100,0.419
1766633936.803237,74675.000,10120,2,AZ,1,100,-1.679
1766633936.843234,74715.000,10120,2,AZ,1,100,-0.564
1766633936.883231,74755.000,10138,3,AZ,1,100,0.619
1766633936.923227,74795.000,10138,3,AZ,1,100,0.019
1766633936.963224,74835.000,10138,3,AZ,1,100,-1.205
1766633936.998888,74870.667,10154,3,AZ,1,100,0.120
1766633937.034552,74906.333,10154,3,AZ,1,100,0.521
1766633937.070215,74942.000,10154,3,AZ,1,100,-2.579
1766633937.110212,74982.000,10170,2,AZ,1,100,-0.233
1766633937.150209,75022.000,10170,2,AZ,1,100,0.048
1766633937.190206,75062.000,10189,3,AZ,1,100,-0.684
1766633937.230202,75102.000,10189,3,AZ,1,100,-0.070
1766633937.270199,75142.000,10189,3,AZ,1,100,1.051
1766633937.310196,75182.000,10215,3,AZ,1,100,-0.419
1766633937.350193,75222.000,10215,3,AZ,1,100,-0.714
1766633937.390190,75262.000,10215,3,AZ,1,100,0.396
1766633937.430186,75302.000,10231,2,AZ,1,100,0.278
1766633937.470183,75342.000,10231,2,AZ,1,100,-1.315
1766633937.510180,75382.000,10249,3,AZ,1,100,-0.335
1766633937.550177,75422.000,10249,3,AZ,1,100,0.045
1766633937.590173,75462.000,10249,3,AZ,1,100,-2.716
1766633937.630170,75502.000,10265,2,AZ,1,100,-1.743
1766633937.670167,75542.000,10265,2,AZ,1,100,-0.681
1766633937.710164,75582.000,10282,3,AZ,1,100,0.149
1766633937.750160,75622.000,10282,3,AZ,1,100,-1.817
1766633937.790157,75662.000,10282,3,AZ,1,100,0.127
1766633937.825821,75697.667,10301,3,AZ,1,100,-0.380
1766633937.861485,75733.333,10301,3,AZ,1,100,-0.593
1766633937.897149,75769.000,10301,3,AZ,1,100,-2.744
1766633937.937145,75809.000,10317,2,AZ,1,100,-0.594
1766633937.977142,75849.000,10317,2,AZ,1,100,-0.032
1766633938.017139,75889.000,10336,3,AZ,1,100,-1.376
1766633938.057136,75929.000,10336,3,AZ,1,100,-0.906
1766633938.097132,75969.000,10336,3,AZ,1,100,-0.285
1766633938.137129,76009.000,10353,2,AZ,1,100,-2.294
1766633938.177126,76049.000,10353,2,AZ,1,100,-1.233
1766633938.217123,76089.000,10370,3,AZ,1,100,-0.747
1766633938.257119,76129.000,10370,3,AZ,1,100,-2.432
1766633938.297116,76169.000,10370,3,AZ,1,100,0.719
1766633938.336613,76208.500,10386,2,AZ,1,100,0.905
1766633938.376110,76248.000,10386,2,AZ,1,100,-2.330
1766633938.416440,76288.333,10401,3,AZ,1,100,-2.187
1766633938.456770,76328.667,10401,3,AZ,1,100,-0.974
1766633938.497100,76369.000,10401,3,AZ,1,100,-0.326
1766633938.537097,76409.000,10421,3,AZ,1,100,-1.885
1766633938.577094,76449.000,10421,3,AZ,1,100,0.280
1766633938.617090,76489.000,10421,3,AZ,1,100,-0.673
1766633938.656587,76528.500,10437,2,AZ,1,100,-0.667
1766633938.696084,76568.000,10437,2,AZ,1,100,-1.247
1766633938.731748,76603.667,10454,3,AZ,1,100,0.417
1766633938.767411,76639.333,10454,3,AZ,1,100,-1.453
1766633938.803075,76675.000,10454,3,AZ,1,100,0.625
1766633938.843072,76715.000,10471,2,AZ,1,100,-1.678
1766633938.883069,76755.000,10471,2,AZ,1,100,-1.709
1766633938.923066,76795.000,10490,3,AZ,1,100,-0.463
1766633938.963062,76835.000,10490,3,AZ,1,100,0.188
1766633939.003059,76875.000,10490,3,AZ,1,100,0.229
1766633939.043056,76915.000,10509,3,AZ,1,100,-0.723
1766633939.083053,76955.000,10509,3,AZ,1,100,-0.721
1766633939.123049,76995.000,10509,3,AZ,1,100,-0.316
1766633939.163046,77035.000,10527,2,AZ,1,100,-1.498
1766633939.203043,77075.000,10527,2,AZ,1,100,0.297
1766633939.243040,77115.000,10541,3,AZ,1,100,0.212
1766633939.283036,77155.000,10541,3,AZ,1,100,-0.722
1766633939.323033,77195.000,10541,3,AZ,1,100,0.737
1766633939.363030,77235.000,10562,2,AZ,1,100,0.494
1766633939.403027,77275.000,10562,2,AZ,1,100,0.145
1766633939.443024,77315.000,10578,3,AZ,1,100,-1.221
1766633939.483020,77355.000,10578,3,AZ,1,100,-0.473
1766633939.523017,77395.000,10578,3,AZ,1,100,0.073
1766633939.558681,77430.667,10598,3,AZ,1,100,0.499
1766633939.594345,77466.333,10598,3,AZ,1,100,-0.065
1766633939.630008,77502.000,10598,3,AZ,1,100,0.023
1766633939.670005,77542.000,10613,2,AZ,1,100,-0.553
1766633939.710002,77582.000,10613,2,AZ,1,100,-1.723
1766633939.749999,77622.000,10630,3,AZ,1,100,-0.263
1766633939.789995,77662.000,10630,3,AZ,1,100,0.128
1766633939.829992,77702.000,10630,3,AZ,1,100,0.550
1766633939.869989,77742.000,10647,2,AZ,1,100,-1.112
1766633939.909986,77782.000,10647,2,AZ,1,100,0.215
1766633939.949983,77822.000,10664,3,AZ,1,100,-0.061
1766633939.989979,77862.000,10664,3,AZ,1,100,-1.875
1766633940.029976,77902.000,10664,3,AZ,1,100,-0.731
1766633940.069973,77942.000,10678,2,AZ,1,100,0.412
1766633940.109970,77982.000,10678,2,AZ,1,100,-0.997
1766633940.150300,78022.333,10696,3,AZ,1,100,0.458
1766633940.190630,78062.667,10696,3,AZ,1,100,0.175
1766633940.230960,78103.000,10696,3,AZ,1,100,-2.664
1766633940.270457,78142.500,10714,2,AZ,1,100,-1.093
1766633940.309953,78182.000,10714,2,AZ,1,100,-0.925
1766633940.345284,78217.333,10731,3,AZ,1,100,-0.231
1766633940.380615,78252.667,10731,3,AZ,1,100,0.285
1766633940.415945,78288.000,10731,3,AZ,1,100,-0.780
1766633940.455942,78328.000,10748,3,AZ,1,100,-0.566
1766633940.495939,78368.000,10748,3,AZ,1,100,-0.688
1766633940.535935,78408.000,10748,3,AZ,1,100,-2.077
1766633940.575932,78448.000,10765,2,AZ,1,100,-0.620
1766633940.615929,78488.000,10765,2,AZ,1,100,0.281
1766633940.655926,78528.000,10781,3,AZ,1,100,0.552
1766633940.695922,78568.000,10781,3,AZ,1,100,0.350
1766633940.735919,78608.000,10781,3,AZ,1,100,0.228
1766633940.775916,78648.000,10798,2,AZ,1,100,0.237
1766633940.815912,78688.000,10798,2,AZ,1,100,0.286
1766633940.855909,78728.000,10815,3,AZ,1,100,0.309
1766633940.895906,78768.000,10815,3,AZ,1,100,0.271
1766633940.935903,78808.000,10815,3,AZ,1,100,0.239
1766633940.975900,78848.000,10830,2,AZ,1,100,0.158
1766633941.015896,78888.000,10830,2,AZ,1,100,0.065
1766633941.055893,78928.000,10846,3,AZ,1,100,0.072
1766633941.095890,78968.000,10846,3,AZ,1,100,0.024
1766633941.135887,79008.000,10846,3,AZ,1,100,-0.017
1766633941.175884,79048.000,10864,3,AZ,1,100,-0.106
1766633941.215880,79088.000,10864,3,AZ,1,100,-0.060
1766633941.255877,79128.000,10864,3,AZ,1,100,0.007
1766633941.289374,79161.500,10880,2,AZ,1,100,-0.089
1766633941.322871,79195.000,10880,2,AZ,1,100,-0.078
1766633941.362868,79235.000,10895,3,AZ,1,100,-0.072
1766633941.402865,79275.000,10895,3,AZ,1,100,-0.062
1766633941.442862,79315.000,10895,3,AZ,1,100,-0.048
1766633941.482859,79355.000,10912,3,AZ,1,100,-0.062
1766633941.522855,79395.000,10912,3,AZ,1,100,-0.066
1766633941.562852,79435.000,10912,3,AZ,1,100,-0.083
1766633941.602849,79475.000,10929,2,AZ,1,100,-0.092
1766633941.642846,79515.000,10929,2,AZ,1,100,-0.085
1766633941.682842,79555.000,10945,3,AZ,1,100,-0.049
1766633941.722839,79595.000,10945,3,AZ,1,100,-0.040
1766633941.762836,79635.000,10945,3,AZ,1,100,-0.062
1766633941.802833,79675.000,10962,2,AZ,1,100,-0.041
1766633941.842829,79715.000,10962,2,AZ,1,100,-0.078
1766633941.882826,79755.000,10979,3,AZ,1,100,-0.129
1766633941.922823,79795.000,10979,3,AZ,1,100,-0.106
1766633941.962820,79835.000,10979,3,AZ,1,100,-0.066
1766633941.998484,79870.667,10996,3,AZ,1,100,-0.060
1766633942.034147,79906.333,10996,3,AZ,1,100,-0.087
1766633942.069811,79942.000,10996,3,AZ,1,100,0.018
1766633942.109808,79982.000,11012,2,AZ,1,100,-0.044
1766633942.149805,80022.000,11012,2,AZ,1,100,-0.186
1766633942.189801,80062.000,11028,3,AZ,1,100,-0.683
1766633942.229798,80102.000,11028,3,AZ,1,100,-1.303
1766633942.269795,80142.000,11028,3,AZ,1,100,-0.466
1766633942.309792,80182.000,11044,2,AZ,1,100,0.516
1766633942.349788,80222.000,11044,2,AZ,1,100,0.901
1766633942.389785,80262.000,11066,3,AZ,1,100,-1.440
1766633942.429782,80302.000,11066,3,AZ,1,100,0.042
1766633942.469779,80342.000,11066,3,AZ,1,100,-1.345
1766633942.509776,80382.000,11083,3,AZ,1,100,0.626
1766633942.549772,80422.000,11083,3,AZ,1,100,0.497
1766633942.589769,80462.000,11083,3,AZ,1,100,0.998
