LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1766633909.484113,47353.667,5636,3,AZ,1,100,0.463
1766633909.519777,47389.333,5636,3,AZ,1,100,0.464
1766633909.555440,47425.000,5636,3,AZ,1,100,0.469
1766633909.595437,47465.000,5652,3,AZ,1,100,0.470
1766633909.635434,47505.000,5652,3,AZ,1,100,0.467
1766633909.675431,47545.000,5652,3,AZ,1,100,0.467
1766633909.715428,47585.000,5669,2,AZ,1,100,0.472
1766633909.755424,47625.000,5669,2,AZ,1,100,0.467
1766633909.795421,47665.000,5683,2,AZ,1,100,0.467
1766633909.835418,47705.000,5683,2,AZ,1,100,0.467
1766633909.875415,47745.000,5701,3,AZ,1,100,0.465
1766633909.915411,47785.000,5701,3,AZ,1,100,0.465
1766633909.955408,47825.000,5701,3,AZ,1,100,0.469
1766633909.995405,47865.000,5717,3,AZ,1,100,0.467
1766633910.035402,47905.000,5717,3,AZ,1,100,0.471
1766633910.075398,47945.000,5717,3,AZ,1,100,0.472
1766633910.115395,47985.000,5734,2,AZ,1,100,0.474
1766633910.155392,48025.000,5734,2,AZ,1,100,0.471
1766633910.195389,48065.000,5750,3,AZ,1,100,0.470
1766633910.235385,48105.000,5750,3,AZ,1,100,0.469
1766633910.275382,48145.000,5750,3,AZ,1,100,0.477
1766633910.310713,48180.333,5766,3,AZ,1,100,0.471
1766633910.346043,48215.667,5766,3,AZ,1,100,0.468
1766633910.381374,48251.000,5766,3,AZ,1,100,0.471
1766633910.421371,48291.000,5782,2,AZ,1,100,0.467
1766633910.461367,48331.000,5782,2,AZ,1,100,0.474
1766633910.501364,48371.000,5800,3,AZ,1,100,0.470
1766633910.541361,48411.000,5800,3,AZ,1,100,0.473
1766633910.581357,48451.000,5800,3,AZ,1,100,0.474
1766633910.621354,48491.000,5816,2,AZ,1,100,0.473
1766633910.661351,48531.000,5816,2,AZ,1,100,0.475
1766633910.701348,48571.000,5831,3,AZ,1,100,0.464
1766633910.741345,48611.000,5831,3,AZ,1,100,0.471
1766633910.781341,48651.000,5831,3,AZ,1,100,0.467
1766633910.821338,48691.000,5848,2,AZ,1,100,0.468
1766633910.861335,48731.000,5848,2,AZ,1,100,0.471
1766633910.901332,48771.000,5865,3,AZ,1,100,0.470
1766633910.941329,48811.000,5865,3,AZ,1,100,0.463
1766633910.981325,48851.000,5865,3,AZ,1,100,0.475
1766633911.021322,48891.000,5881,2,AZ,1,100,0.474
1766633911.061319,48931.000,5881,2,AZ,1,100,0.472
1766633911.096982,48966.667,5896,3,AZ,1,100,0.463
1766633911.132646,49002.333,5896,3,AZ,1,100,0.458
1766633911.168310,49038.000,5896,3,AZ,1,100,0.464
1766633911.208307,49078.000,5913,3,AZ,1,100,0.454
1766633911.248304,49118.000,5913,3,AZ,1,100,0.466
1766633911.288300,49158.000,5913,3,AZ,1,100,0.464
1766633911.328297,49198.000,5930,2,AZ,1,100,0.459
1766633911.368294,49238.000,5930,2,AZ,1,100,0.459
1766633911.408291,49278.000,5946,3,AZ,1,100,0.464
1766633911.448287,49318.000,5946,3,AZ,1,100,0.456
1766633911.488284,49358.000,5946,3,AZ,1,100,0.458
1766633911.528281,49398.000,5962,2,AZ,1,100,0.454
1766633911.568278,49438.000,5962,2,AZ,1,100,0.457
1766633911.608274,49478.000,5978,3,AZ,1,100,0.449
1766633911.648271,49518.000,5978,3,AZ,1,100,0.461
1766633911.688268,49558.000,5978,3,AZ,1,100,0.450
1766633911.728265,49598.000,6000,2,AZ,1,100,0.464
1766633911.768262,49638.000,6000,2,AZ,1,100,0.460
1766633911.808258,49678.000,6017,3,AZ,1,100,0.450
1766633911.848255,49718.000,6017,3,AZ,1,100,0.458
1766633911.888252,49758.000,6017,3,AZ,1,100,0.445
1766633911.923916,49793.667,6032,3,AZ,1,100,0.451
1766633911.959579,49829.333,6032,3,AZ,1,100,0.459
1766633911.995243,49865.000,6032,3,AZ,1,100,0.446
1766633912.035240,49905.000,6048,2,AZ,1,100,0.448
1766633912.075237,49945.000,6048,2,AZ,1,100,0.445
1766633912.115233,49985.000,6065,3,AZ,1,100,0.450
1766633912.155230,50025.000,6065,3,AZ,1,100,0.454
1766633912.195227,50065.000,6065,3,AZ,1,100,0.443
1766633912.235224,50105.000,6082,2,AZ,1,100,0.451
1766633912.275221,50145.000,6082,2,AZ,1,100,0.442
1766633912.315217,50185.000,6097,3,AZ,1,100,0.450
1766633912.355214,50225.000,6097,3,AZ,1,100,0.450
1766633912.395211,50265.000,6097,3,AZ,1,100,0.459
1766633912.435208,50305.000,6113,2,AZ,1,100,0.444
1766633912.475204,50345.000,6113,2,AZ,1,100,0.446
1766633912.515201,50385.000,6131,3,AZ,1,100,0.453
1766633912.555198,50425.000,6131,3,AZ,1,100,0.448
1766633912.595195,50465.000,6131,3,AZ,1,100,0.444
1766633912.635191,50505.000,6147,3,AZ,1,100,0.443
1766633912.675188,50545.000,6147,3,AZ,1,100,0.444
1766633912.715185,50585.000,6147,3,AZ,1,100,0.436
1766633912.755182,50625.000,6163,2,AZ,1,100,0.453
1766633912.795178,50665.000,6163,2,AZ,1,100,0.446
1766633912.830509,50700.333,6179,3,AZ,1,100,0.446
1766633912.865839,50735.667,6179,3,AZ,1,100,0.432
1766633912.901170,50771.000,6179,3,AZ,1,100,0.440
1766633912.941167,50811.000,6196,2,AZ,1,100,0.441
1766633912.981164,50851.000,6196,2,AZ,1,100,0.439
1766633913.021160,50891.000,6212,3,AZ,1,100,0.442
1766633913.061157,50931.000,6212,3,AZ,1,100,0.443
1766633913.101154,50971.000,6212,3,AZ,1,100,0.432
1766633913.141150,51011.000,6228,2,AZ,1,100,0.433
1766633913.181147,51051.000,6228,2,AZ,1,100,0.429
1766633913.221144,51091.000,6244,3,AZ,1,100,0.428
1766633913.261141,51131.000,6244,3,AZ,1,100,0.436
1766633913.301138,51171.000,6244,3,AZ,1,100,0.439
1766633913.341134,51211.000,6261,3,AZ,1,100,0.436
1766633913.381131,51251.000,6261,3,AZ,1,100,0.443
1766633913.421128,51291.000,6261,3,AZ,1,100,0.435
1766633913.461125,51331.000,6277,2,AZ,1,100,0.427
1766633913.501122,51371.000,6277,2,AZ,1,100,0.444
1766633913.541118,51411.000,6295,3,AZ,1,100,0.440
1766633913.581115,51451.000,6295,3,AZ,1,100,0.443
1766633913.621112,51491.000,6295,3,AZ,1,100,0.445
1766633913.656775,51526.667,6309,3,AZ,1,100,0.440
1766633913.692439,51562.333,6309,3,AZ,1,100,0.439
1766633913.728103,51598.000,6309,3,AZ,1,100,0.431
1766633913.768100,51638.000,6326,2,AZ,1,100,0.433
1766633913.808097,51678.000,6326,2,AZ,1,100,0.432
1766633913.848093,51718.000,6343,3,AZ,1,100,0.443
1766633913.888090,51758.000,6343,3,AZ,1,100,0.447
1766633913.928087,51798.000,6343,3,AZ,1,100,0.436
1766633913.968084,51838.000,6362,2,AZ,1,100,0.442
1766633914.008080,51878.000,6362,2,AZ,1,100,0.436
1766633914.048077,51918.000,6376,3,AZ,1,100,0.430
1766633914.088074,51958.000,6376,3,AZ,1,100,0.440
1766633914.128071,51998.000,6376,3,AZ,1,100,0.429
1766633914.168067,52038.000,6394,2,AZ,1,100,0.437
1766633914.208064,52078.000,6394,2,AZ,1,100,0.428
1766633914.248061,52118.000,6410,3,AZ,1,100,0.432
1766633914.288058,52158.000,6410,3,AZ,1,100,0.440
1766633914.328055,52198.000,6410,3,AZ,1,100,0.423
1766633914.368051,52238.000,6427,2,AZ,1,100,0.432
1766633914.408048,52278.000,6427,2,AZ,1,100,0.431
1766633914.443378,52313.333,6441,3,AZ,1,100,0.427
1766633914.478709,52348.667,6441,3,AZ,1,100,0.435
1766633914.514040,52384.000,6441,3,AZ,1,100,0.429
1766633914.554036,52424.000,6459,3,AZ,1,100,0.433
1766633914.594033,52464.000,6459,3,AZ,1,100,0.423
1766633914.634030,52504.000,6459,3,AZ,1,100,0.425
1766633914.674026,52544.000,6475,2,AZ,1,100,0.428
1766633914.714023,52584.000,6475,2,AZ,1,100,0.428
1766633914.754020,52624.000,6492,3,AZ,1,100,0.436
1766633914.794017,52664.000,6492,3,AZ,1,100,0.425
1766633914.834014,52704.000,6492,3,AZ,1,100,0.434
1766633914.874010,52744.000,6507,2,AZ,1,100,0.432
1766633914.914007,52784.000,6507,2,AZ,1,100,0.429
1766633914.954004,52824.000,6524,3,AZ,1,100,0.426
1766633914.994001,52864.000,6524,3,AZ,1,100,0.430
1766633915.033998,52904.000,6524,3,AZ,1,100,0.428
1766633915.073994,52944.000,6540,2,AZ,1,100,0.435
1766633915.113991,52984.000,6540,2,AZ,1,100,0.426
1766633915.153988,53024.000,6558,3,AZ,1,100,0.443
1766633915.193985,53064.000,6558,3,AZ,1,100,0.431
1766633915.233981,53104.000,6558,3,AZ,1,100,0.429
1766633915.269645,53139.667,6573,3,AZ,1,100,0.427
1766633915.305309,53175.333,6573,3,AZ,1,100,0.426
1766633915.340973,53211.000,6573,3,AZ,1,100,0.421
1766633915.380969,53251.000,6589,2,AZ,1,100,0.430
1766633915.420966,53291.000,6589,2,AZ,1,100,0.435
1766633915.460963,53331.000,6606,3,AZ,1,100,0.422
1766633915.500960,53371.000,6606,3,AZ,1,100,0.429
1766633915.540956,53411.000,6606,3,AZ,1,100,0.431
1766633915.580953,53451.000,6623,2,AZ,1,100,0.432
1766633915.620950,53491.000,6623,2,AZ,1,100,0.427
1766633915.660947,53531.000,6639,3,AZ,1,100,0.431
1766633915.700943,53571.000,6639,3,AZ,1,100,0.432
1766633915.740940,53611.000,6639,3,AZ,1,100,0.427
1766633915.780937,53651.000,6654,2,AZ,1,100,0.426
1766633915.820934,53691.000,6654,2,AZ,1,100,0.431
1766633915.860931,53731.000,6671,3,AZ,1,100,0.429
1766633915.900927,53771.000,6671,3,AZ,1,100,0.431
1766633915.940924,53811.000,6671,3,AZ,1,100,0.434
1766633915.980921,53851.000,6688,3,AZ,1,100,0.425
1766633916.020918,53891.000,6688,3,AZ,1,100,0.433
1766633916.060915,53931.000,6688,3,AZ,1,100,0.425
1766633916.094412,53964.500,6704,2,AZ,1,100,0.435
1766633916.127909,53998.000,6704,2,AZ,1,100,0.432
1766633916.167906,54038.000,6720,3,AZ,1,100,0.435
1766633916.207902,54078.000,6720,3,AZ,1,100,0.430
1766633916.247899,54118.000,6720,3,AZ,1,100,0.435
1766633916.287896,54158.000,6736,3,AZ,1,100,0.430
1766633916.327893,54198.000,6736,3,AZ,1,100,0.438
1766633916.367890,54238.000,6736,3,AZ,1,100,0.423
1766633916.407886,54278.000,6755,2,AZ,1,100,0.439
1766633916.447883,54318.000,6755,2,AZ,1,100,0.435
1766633916.487880,54358.000,6772,3,AZ,1,100,0.430
1766633916.527877,54398.000,6772,3,AZ,1,100,0.438
1766633916.567873,54438.000,6772,3,AZ,1,100,0.434
1766633916.607870,54478.000,6787,2,AZ,1,100,0.436
1766633916.647867,54518.000,6787,2,AZ,1,100,0.435
1766633916.687864,54558.000,6803,3,AZ,1,100,0.435
1766633916.727860,54598.000,6803,3,AZ,1,100,0.434
1766633916.767857,54638.000,6803,3,AZ,1,100,0.436
1766633916.807854,54678.000,6827,2,AZ,1,100,0.442
1766633916.847851,54718.000,6827,2,AZ,1,100,0.439
1766633916.887848,54758.000,6844,3,AZ,1,100,0.437
1766633916.927844,54798.000,6844,3,AZ,1,100,0.444
1766633916.967841,54838.000,6844,3,AZ,1,100,0.435
1766633917.003171,54873.333,6863,3,AZ,1,100,0.442
1766633917.038502,54908.667,6863,3,AZ,1,100,0.434
1766633917.073833,54944.000,6863,3,AZ,1,100,0.436
1766633917.113829,54984.000,6877,2,AZ,1,100,0.432
1766633917.153826,55024.000,6877,2,AZ,1,100,0.437
1766633917.193823,55064.000,6895,3,AZ,1,100,0.443
1766633917.233819,55104.000,6895,3,AZ,1,100,0.436
1766633917.273816,55144.000,6895,3,AZ,1,100,0.432
1766633917.313813,55184.000,6911,3,AZ,1,100,0.437
1766633917.353810,55224.000,6911,3,AZ,1,100,0.440
1766633917.393807,55264.000,6911,3,AZ,1,100,0.431
1766633917.433803,55304.000,6928,2,AZ,1,100,0.429
1766633917.473800,55344.000,6928,2,AZ,1,100,0.432
1766633917.513797,55384.000,6943,3,AZ,1,100,0.431
1766633917.553794,55424.000,6943,3,AZ,1,100,0.433
1766633917.593791,55464.000,6943,3,AZ,1,100,0.429
1766633917.633787,55504.000,6960,2,AZ,1,100,0.430
1766633917.673784,55544.000,6960,2,AZ,1,100,0.430
1766633917.713781,55584.000,6976,3,AZ,1,100,0.427
1766633917.753778,55624.000,6976,3,AZ,1,100,0.436
1766633917.793774,55664.000,6976,3,AZ,1,100,0.437
1766633917.829105,55699.333,6994,3,AZ,1,100,0.430
1766633917.864435,55734.667,6994,3,AZ,1,100,0.427
1766633917.899766,55770.000,6994,3,AZ,1,100,0.432
1766633917.940263,55810.500,7008,2,AZ,1,100,0.423
1766633917.980759,55851.000,7008,2,AZ,1,100,0.418
1766633918.020423,55890.667,7025,3,AZ,1,100,0.427
1766633918.060086,55930.333,7025,3,AZ,1,100,0.432
1766633918.099750,55970.000,7025,3,AZ,1,100,0.429
1766633918.140246,56010.500,7041,2,AZ,1,100,0.425
1766633918.180743,56051.000,7041,2,AZ,1,100,0.427
1766633918.220407,56090.667,7059,3,AZ,1,100,0.426
1766633918.260070,56130.333,7059,3,AZ,1,100,0.427
1766633918.299733,56170.000,7059,3,AZ,1,100,0.416
1766633918.339730,56210.000,7073,2,AZ,1,100,0.430
1766633918.379727,56250.000,7073,2,AZ,1,100,0.424
1766633918.419724,56290.000,7090,3,AZ,1,100,0.419
1766633918.459720,56330.000,7090,3,AZ,1,100,0.430
1766633918.499717,56370.000,7090,3,AZ,1,100,0.423
1766633918.539714,56410.000,7107,2,AZ,1,100,0.428
1766633918.579711,56450.000,7107,2,AZ,1,100,0.426
1766633918.615708,56486.000,7124,3,AZ,1,100,0.428
1766633918.651705,56522.000,7124,3,AZ,1,100,0.418
1766633918.687702,56558.000,7124,3,AZ,1,100,0.425
1766633918.727699,56598.000,7139,3,AZ,1,100,0.421
1766633918.767695,56638.000,7139,3,AZ,1,100,0.425
1766633918.807692,56678.000,7139,3,AZ,1,100,0.421
1766633918.847189,56717.500,7156,2,AZ,1,100,0.426
1766633918.886686,56757.000,7156,2,AZ,1,100,0.421
1766633918.926683,56797.000,7174,3,AZ,1,100,0.424
1766633918.966679,56837.000,7174,3,AZ,1,100,0.429
1766633919.006676,56877.000,7174,3,AZ,1,100,0.418
1766633919.046673,56917.000,7191,2,AZ,1,100,0.426
1766633919.086670,56957.000,7191,2,AZ,1,100,0.429
1766633919.126667,56997.000,7208,3,AZ,1,100,0.425
1766633919.166663,57037.000,7208,3,AZ,1,100,0.419
1766633919.206660,57077.000,7208,3,AZ,1,100,0.433
1766633919.246657,57117.000,7223,2,AZ,1,100,0.420
1766633919.286654,57157.000,7223,2,AZ,1,100,0.420
1766633919.326650,57197.000,7239,3,AZ,1,100,0.420
1766633919.366647,57237.000,7239,3,AZ,1,100,0.431
1766633919.406644,57277.000,7239,3,AZ,1,100,0.433
1766633919.446641,57317.000,7256,3,AZ,1,100,0.420
1766633919.486637,57357.000,7256,3,AZ,1,100,0.424
1766633919.526634,57397.000,7256,3,AZ,1,100,0.418
1766633919.560132,57430.500,7273,2,AZ,1,100,0.424
1766633919.593629,57464.000,7273,2,AZ,1,100,0.420
1766633919.633626,57504.000,7288,3,AZ,1,100,0.421
1766633919.673622,57544.000,7288,3,AZ,1,100,0.426
1766633919.713619,57584.000,7288,3,AZ,1,100,0.419
1766633919.753616,57624.000,7304,3,AZ,1,100,0.416
1766633919.793612,57664.000,7304,3,AZ,1,100,0.437
1766633919.833609,57704.000,7304,3,AZ,1,100,0.416
1766633919.873606,57744.000,7322,2,AZ,1,100,0.418
1766633919.913603,57784.000,7322,2,AZ,1,100,0.423
1766633919.953600,57824.000,7338,3,AZ,1,100,0.427
1766633919.993596,57864.000,7338,3,AZ,1,100,0.424
1766633920.033593,57904.000,7338,3,AZ,1,100,0.430
1766633920.073590,57944.000,7353,2,AZ,1,100,0.425
1766633920.113587,57984.000,7353,2,AZ,1,100,0.424
1766633920.153584,58024.000,7370,3,AZ,1,100,0.424
1766633920.193580,58064.000,7370,3,AZ,1,100,0.431
1766633920.233577,58104.000,7370,3,AZ,1,100,0.430
1766633920.269241,58139.667,7387,3,AZ,1,100,0.418
1766633920.304904,58175.333,7387,3,AZ,1,100,0.426
1766633920.340568,58211.000,7387,3,AZ,1,100,0.417
1766633920.380565,58251.000,7403,2,AZ,1,100,0.423
1766633920.420562,58291.000,7403,2,AZ,1,100,0.417
1766633920.460559,58331.000,7419,3,AZ,1,100,0.426
1766633920.500556,58371.000,7419,3,AZ,1,100,0.421
1766633920.540552,58411.000,7419,3,AZ,1,100,0.418
1766633920.580549,58451.000,7435,2,AZ,1,100,0.423
1766633920.620546,58491.000,7435,2,AZ,1,100,0.430
1766633920.660542,58531.000,7452,3,AZ,1,100,0.425
1766633920.700539,58571.000,7452,3,AZ,1,100,0.424
1766633920.740536,58611.000,7452,3,AZ,1,100,0.423
1766633920.780533,58651.000,7468,2,AZ,1,100,0.418
1766633920.820529,58691.000,7468,2,AZ,1,100,0.416
1766633920.860526,58731.000,7485,3,AZ,1,100,0.400
1766633920.900523,58771.000,7485,3,AZ,1,100,0.405
1766633920.940520,58811.000,7485,3,AZ,1,100,0.402
1766633920.980517,58851.000,7500,2,AZ,1,100,0.420
1766633921.020513,58891.000,7500,2,AZ,1,100,0.427
1766633921.060510,58931.000,7517,3,AZ,1,100,0.426
1766633921.100507,58971.000,7517,3,AZ,1,100,0.432
1766633921.140504,59011.000,7517,3,AZ,1,100,0.415
1766633921.175834,59046.333,7534,3,AZ,1,100,0.403
1766633921.211165,59081.667,7534,3,AZ,1,100,0.401
1766633921.246495,59117.000,7534,3,AZ,1,100,0.414
1766633921.286492,59157.000,7551,2,AZ,1,100,0.429
1766633921.326488,59197.000,7551,2,AZ,1,100,0.444
1766633921.366485,59237.000,7565,3,AZ,1,100,0.447
1766633921.406482,59277.000,7565,3,AZ,1,100,0.443
1766633921.446479,59317.000,7565,3,AZ,1,100,0.435
1766633921.486476,59357.000,7583,2,AZ,1,100,0.434
1766633921.526472,59397.000,7583,2,AZ,1,100,0.410
1766633921.566469,59437.000,7599,3,AZ,1,100,0.412
1766633921.606466,59477.000,7599,3,AZ,1,100,0.399
1766633921.646463,59517.000,7599,3,AZ,1,100,0.415
1766633921.686460,59557.000,7616,2,AZ,1,100,0.430
1766633921.726456,59597.000,7616,2,AZ,1,100,0.431
1766633921.766453,59637.000,7630,3,AZ,1,100,0.429
1766633921.806450,59677.000,7630,3,AZ,1,100,0.417
1766633921.846447,59717.000,7630,3,AZ,1,100,0.408
1766633921.886443,59757.000,7653,3,AZ,1,100,0.382
1766633921.926440,59797.000,7653,3,AZ,1,100,0.386
1766633921.966437,59837.000,7653,3,AZ,1,100,0.386
1766633922.002101,59872.667,7669,3,AZ,1,100,0.398
1766633922.037764,59908.333,7669,3,AZ,1,100,0.409
1766633922.073428,59944.000,7669,3,AZ,1,100,0.422
1766633922.112925,59983.500,7686,2,AZ,1,100,0.435
1766633922.152422,60023.000,7686,2,AZ,1,100,0.428
1766633922.192419,60063.000,7701,3,AZ,1,100,0.421
1766633922.232415,60103.000,7701,3,AZ,1,100,0.450
1766633922.272412,60143.000,7701,3,AZ,1,100,0.734
1766633922.312409,60183.000,7718,2,AZ,1,100,0.541
1766633922.352406,60223.000,7718,2,AZ,1,100,1.093
1766633922.392402,60263.000,7734,3,AZ,1,100,0.675
1766633922.432399,60303.000,7734,3,AZ,1,100,0.239
1766633922.472396,60343.000,7734,3,AZ,1,100,-0.021
1766633922.512393,60383.000,7752,2,AZ,1,100,-0.553
1766633922.552389,60423.000,7752,2,AZ,1,100,-0.475
1766633922.592386,60463.000,7767,3,AZ,1,100,-0.007
1766633922.632383,60503.000,7767,3,AZ,1,100,0.510
1766633922.672380,60543.000,7767,3,AZ,1,100,-0.658
1766633922.712377,60583.000,7785,2,AZ,1,100,-0.586
1766633922.752373,60623.000,7785,2,AZ,1,100,-0.575
1766633922.788370,60659.000,7802,3,AZ,1,100,-0.218
1766633922.824368,60695.000,7802,3,AZ,1,100,-0.089
1766633922.860365,60731.000,7802,3,AZ,1,100,0.031
1766633922.900361,60771.000,7819,3,AZ,1,100,-0.471
1766633922.940358,60811.000,7819,3,AZ,1,100,-0.194
1766633922.980355,60851.000,7819,3,AZ,1,100,0.371
1766633923.020352,60891.000,7835,2,AZ,1,100,0.292
1766633923.060349,60931.000,7835,2,AZ,1,100,0.445
1766633923.100345,60971.000,7850,3,AZ,1,100,0.500
1766633923.140342,61011.000,7850,3,AZ,1,100,0.288
1766633923.180339,61051.000,7850,3,AZ,1,100,0.079
1766633923.220335,61091.000,7867,2,AZ,1,100,0.244
1766633923.260332,61131.000,7867,2,AZ,1,100,-0.199
1766633923.300329,61171.000,7884,3,AZ,1,100,-0.054
1766633923.340326,61211.000,7884,3,AZ,1,100,-0.344
1766633923.380322,61251.000,7884,3,AZ,1,100,-0.012
1766633923.420319,61291.000,7900,2,AZ,1,100,-0.806
1766633923.460316,61331.000,7900,2,AZ,1,100,-1.104
1766633923.500313,61371.000,7916,3,AZ,1,100,-0.853
1766633923.540310,61411.000,7916,3,AZ,1,100,-0.646
1766633923.580306,61451.000,7916,3,AZ,1,100,-0.595
1766633923.620303,61491.000,7934,3,AZ,1,100,-0.323
1766633923.660300,61531.000,7934,3,AZ,1,100,0.265
1766633923.700297,61571.000,7934,3,AZ,1,100,-0.179
1766633923.733294,61604.000,7951,2,AZ,1,100,-0.674
1766633923.766291,61637.000,7951,2,AZ,1,100,-0.853
1766633923.806288,61677.000,7968,3,AZ,1,100,-0.475
1766633923.846285,61717.000,7968,3,AZ,1,100,0.127
1766633923.886281,61757.000,7968,3,AZ,1,100,0.001
1766633923.926278,61797.000,7985,2,AZ,1,100,-1.123
1766633923.966275,61837.000,7985,2,AZ,1,100,-0.971
1766633924.006272,61877.000,8001,3,AZ,1,100,-1.687
1766633924.046269,61917.000,8001,3,AZ,1,100,-0.528
1766633924.086265,61957.000,8001,3,AZ,1,100,-0.187
1766633924.126262,61997.000,8018,3,AZ,1,100,-0.463
1766633924.166259,62037.000,8018,3,AZ,1,100,0.046
1766633924.206256,62077.000,8018,3,AZ,1,100,0.136
1766633924.246253,62117.000,8035,2,AZ,1,100,-0.227
1766633924.286249,62157.000,8035,2,AZ,1,100,-1.313
1766633924.326246,62197.000,8050,3,AZ,1,100,-0.980
1766633924.366243,62237.000,8050,3,AZ,1,100,-0.289
1766633924.406240,62277.000,8050,3,AZ,1,100,-0.849
1766633924.446236,62317.000,8066,2,AZ,1,100,0.265
1766633924.486233,62357.000,8066,2,AZ,1,100,-0.044
1766633924.521897,62392.667,8086,3,AZ,1,100,-0.311
1766633924.557561,62428.333,8086,3,AZ,1,100,-0.015
