LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1766633916.487880,54358.000,6765,3,PG,1,100,12945
1766633916.527877,54398.000,6765,3,PG,1,100,12951
1766633916.567873,54438.000,6765,3,PG,1,100,12937
1766633916.607870,54478.000,6782,2,PG,1,100,12917
1766633916.647867,54518.000,6782,2,PG,1,100,12921
1766633916.687864,54558.000,6796,3,PG,1,100,12942
1766633916.727860,54598.000,6796,3,PG,1,100,12949
1766633916.767857,54638.000,6796,3,PG,1,100,12963
1766633916.807854,54678.000,6820,2,PG,1,100,12986
1766633916.847851,54718.000,6820,2,PG,1,100,13000
1766633916.887848,54758.000,6837,3,PG,1,100,12991
1766633916.927844,54798.000,6837,3,PG,1,100,12992
1766633916.967841,54838.000,6837,3,PG,1,100,12979
1766633917.007838,54878.000,6856,3,PG,1,100,12992
1766633917.047835,54918.000,6856,3,PG,1,100,13000
1766633917.087831,54958.000,6856,3,PG,1,100,13009
1766633917.127828,54998.000,6872,2,PG,1,100,13032
1766633917.167825,55038.000,6872,2,PG,1,100,13030
1766633917.207822,55078.000,6888,3,PG,1,100,13025
1766633917.247818,55118.000,6888,3,PG,1,100,13040
1766633917.287815,55158.000,6888,3,PG,1,100,13059
1766633917.327812,55198.000,6904,2,PG,1,100,13054
1766633917.367809,55238.000,6904,2,PG,1,100,13074
1766633917.407805,55278.000,6921,3,PG,1,100,13092
1766633917.447802,55318.000,6921,3,PG,1,100,13106
1766633917.487799,55358.000,6921,3,PG,1,100,13128
1766633917.527796,55398.000,6938,2,PG,1,100,13153
1766633917.567793,55438.000,6938,2,PG,1,100,13173
1766633917.607789,55478.000,6953,3,PG,1,100,13162
1766633917.647786,55518.000,6953,3,PG,1,100,13185
1766633917.687783,55558.000,6953,3,PG,1,100,13193
1766633917.727780,55598.000,6969,2,PG,1,100,13199
1766633917.767776,55638.000,6969,2,PG,1,100,13205
1766633917.807773,55678.000,6987,3,PG,1,100,13229
1766633917.847770,55718.000,6987,3,PG,1,100,13231
1766633917.887767,55758.000,6987,3,PG,1,100,13258
1766633917.927763,55798.000,7003,2,PG,1,100,13251
1766633917.967760,55838.000,7003,2,PG,1,100,13270
1766633918.007757,55878.000,7018,3,PG,1,100,13291
1766633918.047754,55918.000,7018,3,PG,1,100,13306
1766633918.087750,55958.000,7018,3,PG,1,100,13310
1766633918.127747,55998.000,7034,2,PG,1,100,13300
1766633918.167744,56038.000,7034,2,PG,1,100,13323
1766633918.207741,56078.000,7052,3,PG,1,100,13324
1766633918.247738,56118.000,7052,3,PG,1,100,13322
1766633918.287734,56158.000,7052,3,PG,1,100,13336
1766633918.327731,56198.000,7068,3,PG,1,100,13354
1766633918.367728,56238.000,7068,3,PG,1,100,13367
1766633918.407725,56278.000,7068,3,PG,1,100,13380
1766633918.447721,56318.000,7083,2,PG,1,100,13399
1766633918.487718,56358.000,7083,2,PG,1,100,13409
1766633918.527715,56398.000,7100,3,PG,1,100,13409
1766633918.567712,56438.000,7100,3,PG,1,100,13419
1766633918.607708,56478.000,7100,3,PG,1,100,13443
1766633918.647705,56518.000,7117,2,PG,1,100,13444
1766633918.687702,56558.000,7117,2,PG,1,100,13442
1766633918.727699,56598.000,7133,3,PG,1,100,13461
1766633918.767695,56638.000,7133,3,PG,1,100,13469
1766633918.807692,56678.000,7133,3,PG,1,100,13474
1766633918.854188,56724.500,7150,2,PG,1,100,13485
1766633918.900685,56771.000,7150,2,PG,1,100,13496
1766633918.940681,56811.000,7167,2,PG,1,100,13500
1766633918.980678,56851.000,7167,2,PG,1,100,13497
1766633919.020675,56891.000,7184,3,PG,1,100,13518
1766633919.060672,56931.000,7184,3,PG,1,100,13520
1766633919.100669,56971.000,7184,3,PG,1,100,13526
1766633919.140665,57011.000,7201,3,PG,1,100,13521
1766633919.180662,57051.000,7201,3,PG,1,100,13522
1766633919.220659,57091.000,7201,3,PG,1,100,13530
1766633919.260656,57131.000,7218,2,PG,1,100,13543
1766633919.300653,57171.000,7218,2,PG,1,100,13542
1766633919.340649,57211.000,7232,3,PG,1,100,13544
1766633919.380646,57251.000,7232,3,PG,1,100,13557
1766633919.420643,57291.000,7232,3,PG,1,100,13567
1766633919.460639,57331.000,7249,2,PG,1,100,13565
1766633919.500636,57371.000,7249,2,PG,1,100,13574
1766633919.540633,57411.000,7266,3,PG,1,100,13593
1766633919.580630,57451.000,7266,3,PG,1,100,13623
1766633919.620626,57491.000,7266,3,PG,1,100,13628
1766633919.660623,57531.000,7283,2,PG,1,100,13643
1766633919.700620,57571.000,7283,2,PG,1,100,13644
1766633919.740617,57611.000,7297,3,PG,1,100,13637
1766633919.780614,57651.000,7297,3,PG,1,100,13651
1766633919.820610,57691.000,7297,3,PG,1,100,13657
1766633919.860607,57731.000,7315,2,PG,1,100,13662
1766633919.900604,57771.000,7315,2,PG,1,100,13660
1766633919.940601,57811.000,7331,3,PG,1,100,13672
1766633919.980597,57851.000,7331,3,PG,1,100,13684
1766633920.020594,57891.000,7331,3,PG,1,100,13681
1766633920.060591,57931.000,7348,2,PG,1,100,13688
1766633920.100588,57971.000,7348,2,PG,1,100,13686
1766633920.140584,58011.000,7363,3,PG,1,100,13711
1766633920.180581,58051.000,7363,3,PG,1,100,13711
1766633920.220578,58091.000,7363,3,PG,1,100,13718
1766633920.260575,58131.000,7380,3,PG,1,100,13720
1766633920.300572,58171.000,7380,3,PG,1,100,13743
1766633920.340568,58211.000,7380,3,PG,1,100,13743
1766633920.380565,58251.000,7396,2,PG,1,100,13737
1766633920.420562,58291.000,7396,2,PG,1,100,13746
1766633920.460559,58331.000,7413,3,PG,1,100,13750
1766633920.500556,58371.000,7413,3,PG,1,100,13746
1766633920.540552,58411.000,7413,3,PG,1,100,13748
1766633920.580549,58451.000,7429,2,PG,1,100,13778
1766633920.620546,58491.000,7429,2,PG,1,100,13785
1766633920.660542,58531.000,7445,3,PG,1,100,13774
1766633920.700539,58571.000,7445,3,PG,1,100,13785
1766633920.740536,58611.000,7445,3,PG,1,100,13794
1766633920.780533,58651.000,7461,2,PG,1,100,13785
1766633920.820529,58691.000,7461,2,PG,1,100,13798
1766633920.860526,58731.000,7479,3,PG,1,100,13803
1766633920.900523,58771.000,7479,3,PG,1,100,13803
1766633920.940520,58811.000,7479,3,PG,1,100,13810
1766633920.980517,58851.000,7494,2,PG,1,100,13808
1766633921.020513,58891.000,7494,2,PG,1,100,13806
1766633921.060510,58931.000,7510,3,PG,1,100,13824
1766633921.100507,58971.000,7510,3,PG,1,100,13826
1766633921.140504,59011.000,7510,3,PG,1,100,13825
1766633921.180501,59051.000,7527,2,PG,1,100,13824
1766633921.220497,59091.000,7527,2,PG,1,100,13840
1766633921.260494,59131.000,7544,3,PG,1,100,13837
1766633921.300491,59171.000,7544,3,PG,1,100,13843
1766633921.340487,59211.000,7544,3,PG,1,100,13847
1766633921.380484,59251.000,7560,3,PG,1,100,13842
1766633921.420481,59291.000,7560,3,PG,1,100,13852
1766633921.460478,59331.000,7560,3,PG,1,100,13840
1766633921.500474,59371.000,7576,2,PG,1,100,13864
1766633921.540471,59411.000,7576,2,PG,1,100,13866
1766633921.580468,59451.000,7592,3,PG,1,100,13862
1766633921.620465,59491.000,7592,3,PG,1,100,13864
1766633921.660462,59531.000,7592,3,PG,1,100,13869
1766633921.700458,59571.000,7609,2,PG,1,100,13871
1766633921.740455,59611.000,7609,2,PG,1,100,13892
1766633921.780452,59651.000,7625,3,PG,1,100,13893
1766633921.820449,59691.000,7625,3,PG,1,100,13895
1766633921.860445,59731.000,7625,3,PG,1,100,13901
1766633921.900442,59771.000,7646,2,PG,1,100,13898
1766633921.940439,59811.000,7646,2,PG,1,100,13902
1766633921.980436,59851.000,7662,3,PG,1,100,13919
1766633922.020432,59891.000,7662,3,PG,1,100,13907
1766633922.060429,59931.000,7662,3,PG,1,100,13906
1766633922.100426,59971.000,7679,2,PG,1,100,13911
1766633922.140423,60011.000,7679,2,PG,1,100,13921
1766633922.180419,60051.000,7696,3,PG,1,100,13932
1766633922.220416,60091.000,7696,3,PG,1,100,13920
1766633922.260413,60131.000,7696,3,PG,1,100,13932
1766633922.300410,60171.000,7711,2,PG,1,100,13929
1766633922.340407,60211.000,7711,2,PG,1,100,13943
1766633922.380403,60251.000,7727,3,PG,1,100,13947
1766633922.420400,60291.000,7727,3,PG,1,100,13961
1766633922.460397,60331.000,7727,3,PG,1,100,13953
1766633922.500394,60371.000,7745,3,PG,1,100,13950
1766633922.540390,60411.000,7745,3,PG,1,100,13945
1766633922.580387,60451.000,7745,3,PG,1,100,13961
1766633922.620384,60491.000,7761,2,PG,1,100,13989
1766633922.660381,60531.000,7761,2,PG,1,100,13981
1766633922.700377,60571.000,7779,3,PG,1,100,14017
1766633922.740374,60611.000,7779,3,PG,1,100,14062
1766633922.780371,60651.000,7779,3,PG,1,100,14031
1766633922.820368,60691.000,7795,2,PG,1,100,14050
1766633922.860365,60731.000,7795,2,PG,1,100,14045
1766633922.900361,60771.000,7812,3,PG,1,100,14003
1766633922.940358,60811.000,7812,3,PG,1,100,13978
1766633922.980355,60851.000,7812,3,PG,1,100,13953
1766633923.020352,60891.000,7828,2,PG,1,100,13972
1766633923.060349,60931.000,7828,2,PG,1,100,14001
1766633923.100345,60971.000,7845,3,PG,1,100,14002
1766633923.140342,61011.000,7845,3,PG,1,100,14032
1766633923.180339,61051.000,7845,3,PG,1,100,14067
1766633923.220335,61091.000,7860,2,PG,1,100,14119
1766633923.260332,61131.000,7860,2,PG,1,100,14183
1766633923.300329,61171.000,7877,3,PG,1,100,14197
1766633923.340326,61211.000,7877,3,PG,1,100,14184
1766633923.380322,61251.000,7877,3,PG,1,100,14133
1766633923.420319,61291.000,7893,2,PG,1,100,14060
1766633923.460316,61331.000,7893,2,PG,1,100,14055
1766633923.500313,61371.000,7911,3,PG,1,100,14112
1766633923.540310,61411.000,7911,3,PG,1,100,14166
1766633923.580306,61451.000,7911,3,PG,1,100,14184
1766633923.620303,61491.000,7927,2,PG,1,100,14157
1766633923.660300,61531.000,7927,2,PG,1,100,14164
1766633923.700297,61571.000,7944,3,PG,1,100,14146
1766633923.740294,61611.000,7944,3,PG,1,100,14134
1766633923.780290,61651.000,7944,3,PG,1,100,14169
1766633923.826787,61697.500,7961,2,PG,1,100,14240
1766633923.873283,61744.000,7961,2,PG,1,100,14333
1766633923.913280,61784.000,7980,3,PG,1,100,14405
1766633923.953276,61824.000,7980,3,PG,1,100,14444
1766633923.993273,61864.000,7980,3,PG,1,100,14381
1766633924.033270,61904.000,7994,2,PG,1,100,14330
1766633924.073267,61944.000,7994,2,PG,1,100,14357
1766633924.113263,61984.000,8011,3,PG,1,100,14411
1766633924.153260,62024.000,8011,3,PG,1,100,14425
1766633924.193257,62064.000,8011,3,PG,1,100,14393
1766633924.233253,62104.000,8028,2,PG,1,100,14383
1766633924.273250,62144.000,8028,2,PG,1,100,14409
1766633924.313247,62184.000,8045,3,PG,1,100,14420
1766633924.353244,62224.000,8045,3,PG,1,100,14345
1766633924.393241,62264.000,8045,3,PG,1,100,14225
1766633924.433237,62304.000,8059,2,PG,1,100,14267
1766633924.473234,62344.000,8059,2,PG,1,100,14365
1766633924.513231,62384.000,8079,3,PG,1,100,14441
1766633924.553228,62424.000,8079,3,PG,1,100,14479
1766633924.593225,62464.000,8079,3,PG,1,100,14539
1766633924.633221,62504.000,8096,2,PG,1,100,14621
1766633924.673218,62544.000,8096,2,PG,1,100,14557
1766633924.713215,62584.000,8113,3,PG,1,100,14257
1766633924.753211,62624.000,8113,3,PG,1,100,14118
1766633924.793208,62664.000,8113,3,PG,1,100,14132
1766633924.833205,62704.000,8131,3,PG,1,100,14238
1766633924.873202,62744.000,8131,3,PG,1,100,14345
1766633924.913198,62784.000,8131,3,PG,1,100,14445
1766633924.953195,62824.000,8147,2,PG,1,100,14561
1766633924.993192,62864.000,8147,2,PG,1,100,14394
1766633925.033189,62904.000,8163,3,PG,1,100,14148
1766633925.073186,62944.000,8163,3,PG,1,100,14243
1766633925.113182,62984.000,8163,3,PG,1,100,14354
1766633925.153179,63024.000,8183,2,PG,1,100,14443
1766633925.193176,63064.000,8183,2,PG,1,100,14493
1766633925.233173,63104.000,8199,3,PG,1,100,14552
1766633925.273170,63144.000,8199,3,PG,1,100,14634
1766633925.313166,63184.000,8199,3,PG,1,100,14569
1766633925.353163,63224.000,8214,2,PG,1,100,14372
1766633925.393160,63264.000,8214,2,PG,1,100,14326
1766633925.433156,63304.000,8232,3,PG,1,100,14463
1766633925.473153,63344.000,8232,3,PG,1,100,14538
1766633925.513150,63384.000,8232,3,PG,1,100,14558
1766633925.553147,63424.000,8250,2,PG,1,100,14568
1766633925.593143,63464.000,8250,2,PG,1,100,14388
1766633925.633140,63504.000,8266,3,PG,1,100,14150
1766633925.673137,63544.000,8266,3,PG,1,100,14088
1766633925.713134,63584.000,8266,3,PG,1,100,14235
1766633925.753131,63624.000,8283,3,PG,1,100,14385
1766633925.793127,63664.000,8283,3,PG,1,100,14398
1766633925.833124,63704.000,8283,3,PG,1,100,14462
1766633925.873121,63744.000,8300,2,PG,1,100,14375
1766633925.913118,63784.000,8300,2,PG,1,100,14163
1766633925.953115,63824.000,8317,3,PG,1,100,14098
1766633925.993111,63864.000,8317,3,PG,1,100,14130
1766633926.033108,63904.000,8317,3,PG,1,100,14260
1766633926.073105,63944.000,8335,2,PG,1,100,14365
1766633926.113101,63984.000,8335,2,PG,1,100,14356
1766633926.153098,64024.000,8353,3,PG,1,100,14391
1766633926.193095,64064.000,8353,3,PG,1,100,14231
1766633926.233092,64104.000,8353,3,PG,1,100,13883
1766633926.273089,64144.000,8369,2,PG,1,100,13785
