LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1766633917.093831,54964.000,6860,1,TH,1,100,24.006
1766633917.227820,55098.000,6892,1,TH,1,100,24.006
1766633917.360809,55231.000,6908,1,TH,1,100,24.020
1766633917.493798,55364.000,6925,1,TH,1,100,24.027
1766633917.627788,55498.000,6957,1,TH,1,100,23.988
1766633917.760777,55631.000,6973,1,TH,1,100,23.994
1766633917.893766,55764.000,6991,1,TH,1,100,23.974
1766633918.027755,55898.000,7022,1,TH,1,100,23.974
1766633918.160745,56031.000,7038,1,TH,1,100,24.044
1766633918.293734,56164.000,7056,1,TH,1,100,24.051
1766633918.427723,56298.000,7087,1,TH,1,100,24.040
1766633918.560712,56431.000,7104,1,TH,1,100,24.047
1766633918.693702,56564.000,7121,1,TH,1,100,24.041
1766633918.827691,56698.000,7153,1,TH,1,100,24.041
1766633918.960680,56831.000,7171,1,TH,1,100,23.964
1766633919.093669,56964.000,7188,1,TH,1,100,23.971
1766633919.227658,57098.000,7205,1,TH,1,100,23.959
1766633919.360648,57231.000,7236,1,TH,1,100,23.959
1766633919.493637,57364.000,7253,1,TH,1,100,23.985
1766633919.627626,57498.000,7270,1,TH,1,100,23.992
1766633919.760615,57631.000,7301,1,TH,1,100,23.949
1766633919.893605,57764.000,7319,1,TH,1,100,23.955
1766633920.027594,57898.000,7335,1,TH,1,100,24.029
1766633920.160583,58031.000,7367,1,TH,1,100,24.028
1766633920.293572,58164.000,7384,1,TH,1,100,23.947
1766633920.427561,58298.000,7400,1,TH,1,100,23.954
1766633920.560550,58431.000,7432,1,TH,1,100,23.954
1766633920.693540,58564.000,7449,1,TH,1,100,23.961
1766633920.826529,58697.000,7465,1,TH,1,100,23.950
1766633920.960518,58831.000,7497,1,TH,1,100,23.950
1766633921.093508,58964.000,7514,1,TH,1,100,23.996
1766633921.226497,59097.000,7531,1,TH,1,100,24.003
1766633921.360486,59231.000,7548,1,TH,1,100,24.022
1766633921.493475,59364.000,7580,1,TH,1,100,24.022
1766633921.626464,59497.000,7596,1,TH,1,100,23.943
1766633921.760453,59631.000,7613,1,TH,1,100,23.950
1766633921.893443,59764.000,7650,1,TH,1,100,24.032
1766633922.026432,59897.000,7666,1,TH,1,100,24.038
1766633922.160421,60031.000,7683,1,TH,1,100,23.989
1766633922.293410,60164.000,7715,1,TH,1,100,23.989
1766633922.426400,60297.000,7731,1,TH,1,100,23.920
1766633922.560389,60431.000,7749,1,TH,1,100,23.927
1766633922.693378,60564.000,7782,1,TH,1,100,23.884
1766633922.826367,60697.000,7799,1,TH,1,100,23.884
1766633922.960356,60831.000,7816,1,TH,1,100,23.890
1766633923.093346,60964.000,7832,1,TH,1,100,23.890
1766633923.226335,61097.000,7864,1,TH,1,100,23.992
1766633923.360324,61231.000,7881,1,TH,1,100,23.992
1766633923.493313,61364.000,7897,1,TH,1,100,23.934
1766633923.626303,61497.000,7931,1,TH,1,100,23.928
1766633923.759292,61630.000,7948,1,TH,1,100,23.832
1766633923.893281,61764.000,7965,1,TH,1,100,23.839
1766633924.026270,61897.000,7998,1,TH,1,100,23.916
1766633924.159260,62030.000,8015,1,TH,1,100,23.909
1766633924.293249,62164.000,8032,1,TH,1,100,23.898
1766633924.426238,62297.000,8063,1,TH,1,100,23.898
1766633924.559227,62430.000,8083,1,TH,1,100,23.787
1766633924.693216,62564.000,8100,1,TH,1,100,23.794
1766633924.826205,62697.000,8134,1,TH,1,100,23.946
1766633924.959195,62830.000,8151,1,TH,1,100,23.939
1766633925.093184,62964.000,8167,1,TH,1,100,23.920
1766633925.226173,63097.000,8187,1,TH,1,100,23.920
1766633925.359163,63230.000,8218,1,TH,1,100,23.964
1766633925.493152,63364.000,8236,1,TH,1,100,23.957
1766633925.626141,63497.000,8254,1,TH,1,100,23.895
1766633925.759130,63630.000,8287,1,TH,1,100,23.895
1766633925.893119,63764.000,8304,1,TH,1,100,23.963
1766633926.026109,63897.000,8321,1,TH,1,100,23.956
1766633926.159098,64030.000,8357,1,TH,1,100,23.808
1766633926.293087,64164.000,8373,1,TH,1,100,23.801
1766633926.426076,64297.000,8390,1,TH,1,100,23.849
1766633926.559066,64430.000,8426,1,TH,1,100,23.842
1766633926.693055,64564.000,8442,1,TH,1,100,23.953
1766633926.826044,64697.000,8459,1,TH,1,100,23.953
1766633926.959033,64830.000,8491,1,TH,1,100,23.887
1766633927.093022,64964.000,8512,1,TH,1,100,23.894
1766633927.226012,65097.000,8530,1,TH,1,100,23.871
1766633927.359001,65230.000,8546,1,TH,1,100,23.871
1766633927.491990,65363.000,8578,1,TH,1,100,23.906
1766633927.625979,65497.000,8595,1,TH,1,100,23.913
1766633927.758968,65630.000,8611,1,TH,1,100,23.971
1766633927.891958,65763.000,8643,1,TH,1,100,23.971
1766633928.025947,65897.000,8660,1,TH,1,100,23.916
1766633928.158936,66030.000,8676,1,TH,1,100,23.923
1766633928.292925,66164.000,8708,1,TH,1,100,23.918
1766633928.425915,66297.000,8725,1,TH,1,100,23.918
1766633928.558904,66430.000,8742,1,TH,1,100,23.901
1766633928.691893,66563.000,8773,1,TH,1,100,23.908
1766633928.825882,66697.000,8792,1,TH,1,100,23.954
1766633928.958871,66830.000,8811,1,TH,1,100,23.954
1766633929.091861,66963.000,8842,1,TH,1,100,23.960
1766633929.225850,67097.000,8860,1,TH,1,100,23.960
1766633929.358839,67230.000,8876,1,TH,1,100,23.936
1766633929.491828,67363.000,8893,1,TH,1,100,23.929
1766633929.625818,67497.000,8925,1,TH,1,100,23.833
1766633929.758807,67630.000,8943,1,TH,1,100,23.833
1766633929.891796,67763.000,8961,1,TH,1,100,23.952
1766633930.025785,67897.000,8992,1,TH,1,100,23.958
1766633930.158774,68030.000,9008,1,TH,1,100,23.975
1766633930.291764,68163.000,9028,1,TH,1,100,23.968
1766633930.425753,68297.000,9059,1,TH,1,100,23.856
1766633930.558742,68430.000,9076,1,TH,1,100,23.856
1766633930.691731,68563.000,9093,1,TH,1,100,23.974
1766633930.825721,68697.000,9125,1,TH,1,100,23.974
1766633930.958710,68830.000,9141,1,TH,1,100,23.857
1766633931.091699,68963.000,9160,1,TH,1,100,23.857
1766633931.225688,69097.000,9192,1,TH,1,100,23.901
1766633931.358677,69230.000,9208,1,TH,1,100,23.901
1766633931.491667,69363.000,9227,1,TH,1,100,23.884
1766633931.624656,69496.000,9244,1,TH,1,100,23.884
1766633931.758645,69630.000,9275,1,TH,1,100,23.886
1766633931.891634,69763.000,9293,1,TH,1,100,23.892
1766633932.024623,69896.000,9309,1,TH,1,100,23.977
1766633932.158113,70029.500,9347,2,TH,1,100,23.977
1766633932.291602,70163.000,9347,2,TH,1,100,23.961
1766633932.424591,70296.000,9378,1,TH,1,100,23.968
1766633932.558580,70430.000,9395,1,TH,1,100,23.942
1766633932.691570,70563.000,9414,1,TH,1,100,23.942
1766633932.824559,70696.000,9430,1,TH,1,100,23.975
1766633932.958548,70830.000,9464,1,TH,1,100,23.982
1766633933.091537,70963.000,9481,1,TH,1,100,24.001
1766633933.224526,71096.000,9498,1,TH,1,100,24.001
1766633933.358516,71230.000,9529,1,TH,1,100,24.002
1766633933.491505,71363.000,9546,1,TH,1,100,24.009
1766633933.624494,71496.000,9563,1,TH,1,100,24.009
1766633933.758483,71630.000,9596,1,TH,1,100,24.009
1766633933.891473,71763.000,9614,1,TH,1,100,23.913
1766633934.024462,71896.000,9632,1,TH,1,100,23.914
1766633934.158451,72030.000,9664,1,TH,1,100,23.852
1766633934.291440,72163.000,9683,1,TH,1,100,23.852
1766633934.424429,72296.000,9699,1,TH,1,100,23.914
1766633934.557419,72429.000,9734,1,TH,1,100,23.914
1766633934.691408,72563.000,9751,1,TH,1,100,23.908
1766633934.824397,72696.000,9768,1,TH,1,100,23.908
1766633934.957386,72829.000,9802,1,TH,1,100,23.940
1766633935.091376,72963.000,9820,1,TH,1,100,23.933
1766633935.224365,73096.000,9837,1,TH,1,100,23.946
1766633935.357354,73229.000,9858,1,TH,1,100,23.946
1766633935.491343,73363.000,9892,1,TH,1,100,23.864
1766633935.624332,73496.000,9911,1,TH,1,100,23.864
1766633935.757322,73629.000,9930,1,TH,1,100,23.924
1766633935.891311,73763.000,9964,1,TH,1,100,23.930
1766633936.024300,73896.000,9980,1,TH,1,100,23.972
1766633936.157289,74029.000,9999,1,TH,1,100,23.972
1766633936.291278,74163.000,10032,1,TH,1,100,23.959
1766633936.424268,74296.000,10050,1,TH,1,100,23.959
1766633936.557257,74429.000,10068,1,TH,1,100,23.893
1766633936.691246,74563.000,10101,1,TH,1,100,23.900
1766633936.824235,74696.000,10117,1,TH,1,100,23.825
1766633936.957225,74829.000,10135,1,TH,1,100,23.825
1766633937.090214,74962.000,10167,1,TH,1,100,23.909
1766633937.224203,75096.000,10186,1,TH,1,100,23.909
1766633937.357192,75229.000,10212,1,TH,1,100,24.050
1766633937.491181,75363.000,10228,1,TH,1,100,24.050
1766633937.624171,75496.000,10262,1,TH,1,100,23.898
1766633937.757160,75629.000,10279,1,TH,1,100,23.898
1766633937.890149,75762.000,10298,1,TH,1,100,23.960
1766633938.024138,75896.000,10333,1,TH,1,100,23.953
1766633938.157128,76029.000,10350,1,TH,1,100,23.988
1766633938.290117,76162.000,10367,1,TH,1,100,23.988
1766633938.424106,76296.000,10398,1,TH,1,100,23.820
1766633938.557095,76429.000,10418,1,TH,1,100,23.807
1766633938.690084,76562.000,10434,1,TH,1,100,23.940
1766633938.824074,76696.000,10451,1,TH,1,100,23.940
1766633938.957063,76829.000,10487,1,TH,1,100,23.942
1766633939.090052,76962.000,10506,1,TH,1,100,23.949
1766633939.224041,77096.000,10524,1,TH,1,100,23.808
1766633939.357031,77229.000,10559,1,TH,1,100,23.808
1766633939.490020,77362.000,10575,1,TH,1,100,23.761
1766633939.624009,77496.000,10595,1,TH,1,100,23.754
1766633939.756998,77629.000,10627,1,TH,1,100,23.749
1766633939.889987,77762.000,10644,1,TH,1,100,23.742
1766633940.023977,77896.000,10661,1,TH,1,100,23.787
1766633940.156966,78029.000,10693,1,TH,1,100,23.794
1766633940.289955,78162.000,10711,1,TH,1,100,23.833
1766633940.423944,78296.000,10728,1,TH,1,100,23.840
1766633940.556933,78429.000,10762,1,TH,1,100,23.876
1766633940.689923,78562.000,10778,1,TH,1,100,23.875
1766633940.823912,78696.000,10795,1,TH,1,100,23.870
1766633940.956901,78829.000,10812,1,TH,1,100,23.870
1766633941.089890,78962.000,10843,1,TH,1,100,23.825
1766633941.223880,79096.000,10861,1,TH,1,100,23.825
1766633941.356869,79229.000,10877,1,TH,1,100,23.755
1766633941.489858,79362.000,10909,1,TH,1,100,23.762
1766633941.622847,79495.000,10926,1,TH,1,100,23.895
1766633941.756836,79629.000,10942,1,TH,1,100,23.895
1766633941.889826,79762.000,10976,1,TH,1,100,23.842
1766633942.022815,79895.000,10993,1,TH,1,100,23.849
1766633942.156804,80029.000,11009,1,TH,1,100,23.933
1766633942.289793,80162.000,11041,1,TH,1,100,23.940
1766633942.422783,80295.000,11063,1,TH,1,100,23.914
1766633942.556772,80429.000,11080,1,TH,1,100,23.914
1766633942.689761,80562.000,11097,1,TH,1,100,23.912
1766633942.822750,80695.000,11131,1,TH,1,100,23.898
1766633942.956739,80829.000,11147,1,TH,1,100,23.943
1766633943.089729,80962.000,11164,1,TH,1,100,23.950
1766633943.222718,81095.000,11198,1,TH,1,100,23.929
1766633943.356707,81229.000,11214,1,TH,1,100,23.936
1766633943.489696,81362.000,11231,1,TH,1,100,23.959
1766633943.622686,81495.000,11263,1,TH,1,100,23.965
1766633943.756675,81629.000,11279,1,TH,1,100,23.892
1766633943.889664,81762.000,11297,1,TH,1,100,23.892
1766633944.022653,81895.000,11330,1,TH,1,100,23.978
1766633944.155643,82028.000,11347,1,TH,1,100,23.985
1766633944.289632,82162.000,11364,1,TH,1,100,23.988
1766633944.422621,82295.000,11380,1,TH,1,100,23.988
1766633944.555610,82428.000,11412,1,TH,1,100,23.900
1766633944.689599,82562.000,11429,1,TH,1,100,23.907
1766633944.822588,82695.000,11445,1,TH,1,100,23.984
1766633944.955578,82828.000,11477,1,TH,1,100,23.991
1766633945.089567,82962.000,11494,1,TH,1,100,23.971
1766633945.222556,83095.000,11511,1,TH,1,100,23.971
1766633945.355546,83228.000,11542,1,TH,1,100,24.022
1766633945.489535,83362.000,11559,1,TH,1,100,24.029
1766633945.622524,83495.000,11576,1,TH,1,100,24.042
1766633945.755513,83628.000,11607,1,TH,1,100,24.042
1766633945.889502,83762.000,11625,1,TH,1,100,24.049
1766633946.022491,83895.000,11641,1,TH,1,100,24.056
1766633946.155481,84028.000,11673,1,TH,1,100,23.971
1766633946.289470,84162.000,11690,1,TH,1,100,23.972
1766633946.422459,84295.000,11706,1,TH,1,100,24.008
1766633946.555449,84428.000,11724,1,TH,1,100,24.015
1766633946.689438,84562.000,11755,1,TH,1,100,24.077
1766633946.822427,84695.000,11771,1,TH,1,100,24.077
1766633946.955416,84828.000,11789,1,TH,1,100,23.952
1766633947.088405,84961.000,11820,1,TH,1,100,23.959
1766633947.222394,85095.000,11837,1,TH,1,100,24.013
1766633947.355384,85228.000,11854,1,TH,1,100,24.012
1766633947.488373,85361.000,11891,1,TH,1,100,24.007
1766633947.622362,85495.000,11907,1,TH,1,100,24.007
1766633947.755351,85628.000,11924,1,TH,1,100,23.992
1766633947.888341,85761.000,11941,1,TH,1,100,23.998
1766633948.022330,85895.000,11972,1,TH,1,100,24.004
1766633948.155319,86028.000,11989,1,TH,1,100,24.004
1766633948.288308,86161.000,12006,1,TH,1,100,24.051
1766633948.422297,86295.000,12037,1,TH,1,100,24.057
1766633948.555287,86428.000,12055,1,TH,1,100,23.956
1766633948.688276,86561.000,12071,1,TH,1,100,23.956
1766633948.822265,86695.000,12103,1,TH,1,100,24.018
1766633948.955254,86828.000,12122,1,TH,1,100,24.018
1766633949.088243,86961.000,12138,1,TH,1,100,23.969
1766633949.222233,87095.000,12170,1,TH,1,100,23.976
1766633949.355222,87228.000,12187,1,TH,1,100,24.055
1766633949.488211,87361.000,12203,1,TH,1,100,24.055
1766633949.622200,87495.000,12221,1,TH,1,100,24.039
1766633949.755190,87628.000,12252,1,TH,1,100,24.046
1766633949.888179,87761.000,12269,1,TH,1,100,24.025
1766633950.022168,87895.000,12286,1,TH,1,100,24.025
1766633950.155157,88028.000,12318,1,TH,1,100,24.065
1766633950.288146,88161.000,12334,1,TH,1,100,24.065
1766633950.422136,88295.000,12351,1,TH,1,100,24.027
1766633950.555125,88428.000,12383,1,TH,1,100,24.034
1766633950.688114,88561.000,12399,1,TH,1,100,24.066
1766633950.821104,88694.000,12416,1,TH,1,100,24.066
1766633950.955093,88828.000,12448,1,TH,1,100,24.068
1766633951.088082,88961.000,12464,1,TH,1,100,24.074
1766633951.221071,89094.000,12482,1,TH,1,100,24.041
1766633951.355060,89228.000,12513,1,TH,1,100,24.041
1766633951.488050,89361.000,12530,1,TH,1,100,24.070
1766633951.621039,89494.000,12547,1,TH,1,100,24.070
1766633951.755028,89628.000,12563,1,TH,1,100,24.115
1766633951.888017,89761.000,12595,1,TH,1,100,24.122
1766633952.021006,89894.000,12612,1,TH,1,100,24.068
1766633952.154996,90028.000,12628,1,TH,1,100,24.068
1766633952.287985,90161.000,12660,1,TH,1,100,24.047
1766633952.420974,90294.000,12677,1,TH,1,100,24.047
1766633952.554963,90428.000,12694,1,TH,1,100,24.158
1766633952.687953,90561.000,12730,1,TH,1,100,24.164
1766633952.820942,90694.000,12747,1,TH,1,100,24.113
1766633952.954931,90828.000,12764,1,TH,1,100,24.113
1766633953.087920,90961.000,12795,1,TH,1,100,24.072
1766633953.220909,91094.000,12813,1,TH,1,100,24.079
1766633953.354898,91228.000,12829,1,TH,1,100,23.995
1766633953.487888,91361.000,12861,1,TH,1,100,23.995
1766633953.620877,91494.000,12878,1,TH,1,100,24.114
1766633953.754866,91628.000,12894,1,TH,1,100,24.114
1766633953.887856,91761.000,12912,1,TH,1,100,24.090
1766633954.020845,91894.000,12945,1,TH,1,100,24.097
1766633954.153834,92027.000,12961,1,TH,1,100,24.087
1766633954.287823,92161.000,12979,1,TH,1,100,24.087
1766633954.420812,92294.000,13010,1,TH,1,100,24.104
1766633954.553802,92427.000,13027,1,TH,1,100,24.104
1766633954.687791,92561.000,13044,1,TH,1,100,24.055
1766633954.820780,92694.000,13076,1,TH,1,100,24.062
1766633954.953769,92827.000,13092,1,TH,1,100,24.077
1766633955.087759,92961.000,13109,1,TH,1,100,24.077
1766633955.220748,93094.000,13141,1,TH,1,100,24.008
1766633955.353737,93227.000,13157,1,TH,1,100,24.015
1766633955.487726,93361.000,13174,1,TH,1,100,24.044
1766633955.620715,93494.000,13191,1,TH,1,100,24.044
1766633955.753705,93627.000,13222,1,TH,1,100,24.190
1766633955.887694,93761.000,13240,1,TH,1,100,24.190
1766633956.020683,93894.000,13256,1,TH,1,100,24.113
1766633956.153672,94027.000,13290,1,TH,1,100,24.113
1766633956.287661,94161.000,13307,1,TH,1,100,24.220
1766633956.420651,94294.000,13323,1,TH,1,100,24.227
1766633956.553640,94427.000,13355,1,TH,1,100,24.075
1766633956.687629,94561.000,13372,1,TH,1,100,24.075
1766633956.820618,94694.000,13388,1,TH,1,100,24.040
1766633956.953608,94827.000,13422,1,TH,1,100,24.033
1766633957.087597,94961.000,13439,1,TH,1,100,24.134
1766633957.220586,95094.000,13458,1,TH,1,100,24.134
1766633957.353575,95227.000,13491,1,TH,1,100,24.016
1766633957.487564,95361.000,13508,1,TH,1,100,24.023
1766633957.620554,95494.000,13525,1,TH,1,100,24.070
1766633957.753543,95627.000,13542,1,TH,1,100,24.070
1766633957.887532,95761.000,13579,1,TH,1,100,24.054
1766633958.020521,95894.000,13595,1,TH,1,100,24.061
1766633958.153511,96027.000,13612,1,TH,1,100,24.084
1766633958.287500,96161.000,13644,1,TH,1,100,24.084
1766633958.420489,96294.000,13660,1,TH,1,100,24.068
1766633958.553478,96427.000,13680,1,TH,1,100,24.068
1766633958.686467,96560.000,13711,1,TH,1,100,24.091
1766633958.820457,96694.000,13727,1,TH,1,100,24.098
1766633958.953446,96827.000,13747,1,TH,1,100,24.168
1766633959.086435,96960.000,13778,1,TH,1,100,24.168
1766633959.220424,97094.000,13795,1,TH,1,100,24.154
1766633959.353414,97227.000,13812,1,TH,1,100,24.161
1766633959.486403,97360.000,13844,1,TH,1,100,24.164
1766633959.620392,97494.000,13860,1,TH,1,100,24.164
1766633959.753381,97627.000,13877,1,TH,1,100,24.119
1766633959.886370,97760.000,13911,1,TH,1,100,24.119
1766633960.020360,97894.000,13927,1,TH,1,100,24.095
1766633960.153349,98027.000,13944,1,TH,1,100,24.095
1766633960.286338,98160.000,13961,1,TH,1,100,24.102
1766633960.419327,98293.000,13992,1,TH,1,100,24.109
1766633960.553316,98427.000,14010,1,TH,1,100,24.143
1766633960.686306,98560.000,14028,1,TH,1,100,24.143
1766633960.820295,98694.000,14060,1,TH,1,100,24.127
1766633960.953284,98827.000,14077,1,TH,1,100,24.128
1766633961.086273,98960.000,14093,1,TH,1,100,24.088
1766633961.219263,99093.000,14125,1,TH,1,100,24.095
1766633961.353252,99227.000,14142,1,TH,1,100,24.102
1766633961.486241,99360.000,14158,1,TH,1,100,24.102
1766633961.620230,99494.000,14190,1,TH,1,100,24.114
1766633961.753219,99627.000,14207,1,TH,1,100,24.114
1766633961.886209,99760.000,14224,1,TH,1,100,24.132
1766633962.019198,99893.000,14255,1,TH,1,100,24.139
1766633962.153187,100027.000,14272,1,TH,1,100,24.137
1766633962.286176,100160.000,14289,1,TH,1,100,24.137
1766633962.419166,100293.000,14308,1,TH,1,100,24.146
1766633962.553155,100427.000,14340,1,TH,1,100,24.146
1766633962.686144,100560.000,14356,1,TH,1,100,24.107
1766633962.819133,100693.000,14373,1,TH,1,100,24.107
1766633962.953122,100827.000,14410,1,TH,1,100,24.094
1766633963.086112,100960.000,14426,1,TH,1,100,24.101
1766633963.219101,101093.000,14446,1,TH,1,100,24.080
1766633963.353090,101227.000,14477,1,TH,1,100,24.080
1766633963.486079,101360.000,14493,1,TH,1,100,24.143
1766633963.619069,101493.000,14511,1,TH,1,100,24.143
1766633963.753058,101627.000,14544,1,TH,1,100,24.132
1766633963.886047,101760.000,14561,1,TH,1,100,24.139
1766633964.019036,101893.000,14582,1,TH,1,100,24.111
1766633964.152025,102026.000,14614,1,TH,1,100,24.111
1766633964.286015,102160.000,14630,1,TH,1,100,24.174
1766633964.419004,102293.000,14647,1,TH,1,100,24.174
1766633964.551993,102426.000,14664,1,TH,1,100,24.129
1766633964.685982,102560.000,14695,1,TH,1,100,24.136
1766633964.818971,102693.000,14712,1,TH,1,100,24.127
1766633964.951961,102826.000,14731,1,TH,1,100,24.127
1766633965.085950,102960.000,14762,1,TH,1,100,24.177
1766633965.218939,103093.000,14780,1,TH,1,100,24.177
1766633965.351928,103226.000,14796,1,TH,1,100,24.025
1766633965.485918,103360.000,14828,1,TH,1,100,24.032
1766633965.618907,103493.000,14847,1,TH,1,100,24.124
1766633965.751896,103626.000,14863,1,TH,1,100,24.124
1766633965.885885,103760.000,14895,1,TH,1,100,24.130
1766633966.018874,103893.000,14912,1,TH,1,100,24.130
1766633966.151864,104026.000,14928,1,TH,1,100,24.081
1766633966.285853,104160.000,14960,1,TH,1,100,24.088
1766633966.418842,104293.000,14979,1,TH,1,100,24.173
1766633966.551831,104426.000,14996,1,TH,1,100,24.173
1766633966.685821,104560.000,15013,1,TH,1,100,24.123
