LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1766745196.891481,39996.500,7840,2,AK,1,100,7067
1766774956.678152,60297.000,7840,2,AK,1,100,RD
1766774972.070766,60307.500,7843,2,AK,1,100,7841
1766774987.463380,60318.000,7843,2,AK,1,100,RD
