LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1766787843.567034,117967.000,17168,1,TL,1,100,2025-12-26_14-23-58-522124
1766787843.598034,117998.000,17171,1,TL,1,100,2025-12-26_14-24-03-583034
1766787848.675034,123075.000,18013,1,TL,1,100,2025-12-26_14-24-03-649412
