LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1766888437.984815,47434.000,5800,1,TH,1,100,24.760
1766888248.383128,47567.000,5821,1,TH,1,100,24.761
1766888057.355865,47701.000,5837,1,TH,1,100,24.774
1766887867.754178,47834.000,5869,1,TH,1,100,24.679
1766887676.726914,47968.000,5886,1,TH,1,100,24.699
1766887487.125227,48101.000,5902,1,TH,1,100,24.473
1766887297.523540,48234.000,5938,1,TH,1,100,24.453
1766887107.921853,48367.000,5955,1,TH,1,100,24.840
1766886916.894590,48501.000,5972,1,TH,1,100,24.846
1766886727.292902,48634.000,6005,1,TH,1,100,24.628
1766886537.691216,48767.000,6022,1,TH,1,100,24.608
1766886346.663952,48901.000,6039,1,TH,1,100,24.964
1766886157.062265,49034.000,6070,1,TH,1,100,24.942
1766885967.460578,49167.000,6088,1,TH,1,100,24.983
1766885776.433314,49301.000,6104,1,TH,1,100,25.010
1766885586.831627,49434.000,6138,1,TH,1,100,25.111
1766885397.229940,49567.000,6155,1,TH,1,100,25.083
1766885206.202677,49701.000,6171,1,TH,1,100,25.160
1766885016.600990,49834.000,6203,1,TH,1,100,25.139
1766884826.999303,49967.000,6220,1,TH,1,100,25.623
1766884635.972039,50101.000,6238,1,TH,1,100,25.635
1766884446.370352,50234.000,6256,1,TH,1,100,25.591
1766884256.768665,50367.000,6287,1,TH,1,100,25.584
1766884065.741401,50501.000,6304,1,TH,1,100,25.607
1766883876.139714,50634.000,6323,1,TH,1,100,25.607
1766883686.538028,50767.000,6355,1,TH,1,100,25.867
1766883495.510764,50901.000,6371,1,TH,1,100,25.846
1766883305.909077,51034.000,6388,1,TH,1,100,25.795
1766883116.307390,51167.000,6422,1,TH,1,100,25.788
1766882925.280126,51301.000,6440,1,TH,1,100,25.824
1766882735.678439,51434.000,6457,1,TH,1,100,25.817
1766882546.076752,51567.000,6489,1,TH,1,100,25.871
1766882356.475065,51700.000,6505,1,TH,1,100,25.864
1766882165.447802,51834.000,6525,1,TH,1,100,25.988
1766881975.846115,51967.000,6556,1,TH,1,100,25.960
1766881786.244428,52100.000,6572,1,TH,1,100,25.993
1766881595.217164,52234.000,6590,1,TH,1,100,25.972
1766881405.615477,52367.000,6621,1,TH,1,100,26.079
1766881216.013790,52500.000,6638,1,TH,1,100,26.059
1766881024.986526,52634.000,6660,1,TH,1,100,26.111
1766880835.384840,52767.000,6676,1,TH,1,100,26.097
1766880645.783152,52900.000,6708,1,TH,1,100,26.192
1766880454.755889,53034.000,6725,1,TH,1,100,26.178
1766880265.154202,53167.000,6742,1,TH,1,100,26.220
1766880075.552515,53300.000,6773,1,TH,1,100,26.214
1766879884.525251,53434.000,6790,1,TH,1,100,26.185
1766879694.923564,53567.000,6807,1,TH,1,100,26.178
1766879505.321877,53700.000,6838,1,TH,1,100,26.248
1766879314.294614,53834.000,6856,1,TH,1,100,26.241
1766879124.692927,53967.000,6872,1,TH,1,100,26.222
1766878935.091240,54100.000,6904,1,TH,1,100,26.222
1766878744.063976,54234.000,6921,1,TH,1,100,26.271
1766878554.462289,54367.000,6937,1,TH,1,100,26.264
1766878364.860602,54500.000,6969,1,TH,1,100,26.330
1766878173.833338,54634.000,6986,1,TH,1,100,26.330
1766877984.231651,54767.000,7002,1,TH,1,100,26.361
1766877794.629964,54900.000,7020,1,TH,1,100,26.354
1766877603.602701,55034.000,7051,1,TH,1,100,26.195
1766877414.001014,55167.000,7068,1,TH,1,100,26.196
1766877224.399327,55300.000,7085,1,TH,1,100,26.364
1766877034.797640,55433.000,7117,1,TH,1,100,26.357
1766876843.770376,55567.000,7133,1,TH,1,100,26.343
1766876654.168689,55700.000,7150,1,TH,1,100,26.343
1766876463.141426,55834.000,7184,1,TH,1,100,26.328
1766876273.539738,55967.000,7200,1,TH,1,100,26.328
1766876083.938051,56100.000,7217,1,TH,1,100,26.394
1766875894.336365,56233.000,7251,1,TH,1,100,26.387
1766875703.309101,56367.000,7267,1,TH,1,100,26.430
