LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1766715435.417847,19474.000,1108,2,PG,1,100,8370
1766715435.457847,19514.000,1108,2,PG,1,100,8377
1766715435.497847,19554.000,1124,3,PG,1,100,8405
1766715435.537847,19594.000,1124,3,PG,1,100,8388
1766715435.577847,19634.000,1124,3,PG,1,100,8363
1766715435.617847,19674.000,1144,3,PG,1,100,8326
1766715435.657847,19714.000,1144,3,PG,1,100,8341
1766715435.697847,19754.000,1144,3,PG,1,100,8363
1766715435.737847,19794.000,1159,2,PG,1,100,8306
1766715435.777847,19834.000,1159,2,PG,1,100,8263
1766715435.817847,19874.000,1176,3,PG,1,100,8216
1766715435.857847,19914.000,1176,3,PG,1,100,8160
1766715435.897847,19954.000,1176,3,PG,1,100,8123
1766715435.937847,19994.000,1192,2,PG,1,100,8117
1766715435.977847,20034.000,1192,2,PG,1,100,8099
1766715436.017847,20074.000,1210,3,PG,1,100,8075
1766715436.057847,20114.000,1210,3,PG,1,100,8071
1766715436.097847,20154.000,1210,3,PG,1,100,8076
1766715436.137847,20194.000,1225,2,PG,1,100,8066
1766715436.177847,20234.000,1225,2,PG,1,100,8078
1766715436.217847,20274.000,1241,3,PG,1,100,8078
1766715436.257847,20314.000,1241,3,PG,1,100,8046
1766715436.297847,20354.000,1241,3,PG,1,100,8024
1766715436.337847,20394.000,1258,2,PG,1,100,7996
1766715436.377847,20434.000,1258,2,PG,1,100,7975
1766715436.417847,20474.000,1275,2,PG,1,100,7945
1766715436.457847,20514.000,1275,2,PG,1,100,7916
1766715436.502514,20558.667,1292,3,PG,1,100,7922
1766715436.547180,20603.333,1292,3,PG,1,100,7918
1766715436.591847,20648.000,1292,3,PG,1,100,7939
1766715436.631514,20687.667,1309,3,PG,1,100,7948
1766715436.671180,20727.333,1309,3,PG,1,100,7946
1766715436.710847,20767.000,1309,3,PG,1,100,7938
1766715436.750847,20807.000,1325,2,PG,1,100,7927
1766715436.790847,20847.000,1325,2,PG,1,100,7943
1766715436.831180,20887.333,1342,3,PG,1,100,7947
1766715436.871514,20927.667,1342,3,PG,1,100,7933
1766715436.911847,20968.000,1342,3,PG,1,100,7937
1766715436.951347,21007.500,1358,2,PG,1,100,7931
1766715436.990847,21047.000,1358,2,PG,1,100,7902
1766715437.030847,21087.000,1374,3,PG,1,100,7850
1766715437.070847,21127.000,1374,3,PG,1,100,7852
1766715437.110847,21167.000,1374,3,PG,1,100,7869
1766715437.151514,21207.667,1390,3,PG,1,100,7916
1766715437.192180,21248.333,1390,3,PG,1,100,7970
1766715437.232847,21289.000,1390,3,PG,1,100,8011
1766715437.270180,21326.333,1407,3,PG,1,100,7981
1766715437.307514,21363.667,1407,3,PG,1,100,7956
1766715437.344847,21401.000,1407,3,PG,1,100,7897
1766715437.384847,21441.000,1426,2,PG,1,100,7879
1766715437.424847,21481.000,1426,2,PG,1,100,7857
1766715437.464847,21521.000,1442,3,PG,1,100,7815
1766715437.504847,21561.000,1442,3,PG,1,100,7784
1766715437.544847,21601.000,1442,3,PG,1,100,7781
1766715437.584847,21641.000,1457,2,PG,1,100,7752
1766715437.624847,21681.000,1457,2,PG,1,100,7739
1766715437.664847,21721.000,1475,3,PG,1,100,7754
1766715437.704847,21761.000,1475,3,PG,1,100,7745
1766715437.744847,21801.000,1475,3,PG,1,100,7719
1766715437.784847,21841.000,1493,2,PG,1,100,7749
1766715437.824847,21881.000,1493,2,PG,1,100,7818
1766715437.864847,21921.000,1510,3,PG,1,100,7847
1766715437.904847,21961.000,1510,3,PG,1,100,7825
1766715437.944847,22001.000,1510,3,PG,1,100,7766
1766715437.984847,22041.000,1525,2,PG,1,100,7713
1766715438.024847,22081.000,1525,2,PG,1,100,7668
1766715438.064847,22121.000,1544,3,PG,1,100,7657
1766715438.104847,22161.000,1544,3,PG,1,100,7630
1766715438.144847,22201.000,1544,3,PG,1,100,7610
1766715438.184847,22241.000,1560,2,PG,1,100,7599
1766715438.224847,22281.000,1560,2,PG,1,100,7602
1766715438.264847,22321.000,1577,3,PG,1,100,7634
1766715438.304847,22361.000,1577,3,PG,1,100,7689
1766715438.344847,22401.000,1577,3,PG,1,100,7744
1766715438.384847,22441.000,1592,2,PG,1,100,7777
1766715438.424847,22481.000,1592,2,PG,1,100,7798
1766715438.464847,22521.000,1609,3,PG,1,100,7827
1766715438.504847,22561.000,1609,3,PG,1,100,7855
1766715438.544847,22601.000,1609,3,PG,1,100,7855
1766715438.584847,22641.000,1625,2,PG,1,100,7889
1766715438.624847,22681.000,1625,2,PG,1,100,7925
1766715438.669180,22725.333,1643,3,PG,1,100,7944
1766715438.713514,22769.667,1643,3,PG,1,100,7946
1766715438.757847,22814.000,1643,3,PG,1,100,7979
1766715438.797847,22854.000,1657,2,PG,1,100,8001
1766715438.837847,22894.000,1657,2,PG,1,100,8010
1766715438.877847,22934.000,1674,3,PG,1,100,8049
1766715438.917847,22974.000,1674,3,PG,1,100,8071
1766715438.957847,23014.000,1674,3,PG,1,100,8091
1766715438.997847,23054.000,1691,2,PG,1,100,8099
1766715439.037847,23094.000,1691,2,PG,1,100,8112
1766715439.077847,23134.000,1708,3,PG,1,100,8110
1766715439.117847,23174.000,1708,3,PG,1,100,8110
1766715439.157847,23214.000,1708,3,PG,1,100,8092
1766715439.197847,23254.000,1724,2,PG,1,100,8110
1766715439.237847,23294.000,1724,2,PG,1,100,8111
1766715439.277847,23334.000,1741,3,PG,1,100,8125
1766715439.317847,23374.000,1741,3,PG,1,100,8142
1766715439.357847,23414.000,1741,3,PG,1,100,8153
1766715439.397847,23454.000,1758,2,PG,1,100,8178
1766715439.437847,23494.000,1758,2,PG,1,100,8200
1766715439.477847,23534.000,1775,3,PG,1,100,8191
1766715439.517847,23574.000,1775,3,PG,1,100,8188
1766715439.557847,23614.000,1775,3,PG,1,100,8191
1766715439.597847,23654.000,1789,2,PG,1,100,8201
1766715439.637847,23694.000,1789,2,PG,1,100,8188
1766715439.677847,23734.000,1807,3,PG,1,100,8205
1766715439.717847,23774.000,1807,3,PG,1,100,8204
1766715439.757847,23814.000,1807,3,PG,1,100,8206
1766715439.797847,23854.000,1823,3,PG,1,100,8210
1766715439.837847,23894.000,1823,3,PG,1,100,8202
1766715439.877847,23934.000,1823,3,PG,1,100,8204
1766715439.917847,23974.000,1840,2,PG,1,100,8220
1766715439.957847,24014.000,1840,2,PG,1,100,8217
1766715439.997847,24054.000,1856,3,PG,1,100,8226
1766715440.037847,24094.000,1856,3,PG,1,100,8249
1766715440.077847,24134.000,1856,3,PG,1,100,8245
1766715440.117847,24174.000,1872,2,PG,1,100,8238
1766715440.157847,24214.000,1872,2,PG,1,100,8251
1766715440.197847,24254.000,1888,3,PG,1,100,8271
1766715440.237847,24294.000,1888,3,PG,1,100,8271
1766715440.277847,24334.000,1888,3,PG,1,100,8289
1766715440.317847,24374.000,1906,2,PG,1,100,8292
1766715440.357847,24414.000,1906,2,PG,1,100,8275
1766715440.397847,24454.000,1922,3,PG,1,100,8265
1766715440.437847,24494.000,1922,3,PG,1,100,8271
1766715440.477847,24534.000,1922,3,PG,1,100,8288
1766715440.517847,24574.000,1937,2,PG,1,100,8277
1766715440.557847,24614.000,1937,2,PG,1,100,8289
1766715440.597847,24654.000,1953,3,PG,1,100,8303
1766715440.637847,24694.000,1953,3,PG,1,100,8299
1766715440.677847,24734.000,1953,3,PG,1,100,8303
1766715440.717847,24774.000,1971,2,PG,1,100,8305
1766715440.757847,24814.000,1971,2,PG,1,100,8322
1766715440.797847,24854.000,1987,3,PG,1,100,8322
1766715440.837847,24894.000,1987,3,PG,1,100,8322
1766715440.877847,24934.000,1987,3,PG,1,100,8334
1766715440.917847,24974.000,2002,2,PG,1,100,8332
1766715440.957847,25014.000,2002,2,PG,1,100,8336
1766715440.997847,25054.000,2019,3,PG,1,100,8348
1766715441.037847,25094.000,2019,3,PG,1,100,8354
1766715441.077847,25134.000,2019,3,PG,1,100,8370
1766715441.117847,25174.000,2036,3,PG,1,100,8364
1766715441.157847,25214.000,2036,3,PG,1,100,8370
1766715441.197847,25254.000,2036,3,PG,1,100,8362
1766715441.237847,25294.000,2052,2,PG,1,100,8330
1766715441.277847,25334.000,2052,2,PG,1,100,8338
1766715441.317847,25374.000,2068,3,PG,1,100,8350
1766715441.357847,25414.000,2068,3,PG,1,100,8360
1766715441.397847,25454.000,2068,3,PG,1,100,8374
1766715441.437847,25494.000,2084,2,PG,1,100,8406
1766715441.477847,25534.000,2084,2,PG,1,100,8422
1766715441.517847,25574.000,2101,3,PG,1,100,8407
1766715441.557847,25614.000,2101,3,PG,1,100,8393
1766715441.597847,25654.000,2101,3,PG,1,100,8390
1766715441.637847,25694.000,2117,2,PG,1,100,8397
1766715441.677847,25734.000,2117,2,PG,1,100,8390
1766715441.717847,25774.000,2133,3,PG,1,100,8407
1766715441.757847,25814.000,2133,3,PG,1,100,8429
1766715441.797847,25854.000,2133,3,PG,1,100,8421
1766715441.837847,25894.000,2149,2,PG,1,100,8428
1766715441.877847,25934.000,2149,2,PG,1,100,8420
1766715441.917847,25974.000,2168,3,PG,1,100,8429
1766715441.957847,26014.000,2168,3,PG,1,100,8426
1766715441.997847,26054.000,2168,3,PG,1,100,8432
1766715442.037847,26094.000,2185,2,PG,1,100,8431
1766715442.077847,26134.000,2185,2,PG,1,100,8420
1766715442.117847,26174.000,2201,3,PG,1,100,8415
1766715442.157847,26214.000,2201,3,PG,1,100,8425
1766715442.197847,26254.000,2201,3,PG,1,100,8441
1766715442.237847,26294.000,2216,2,PG,1,100,8419
1766715442.277847,26334.000,2216,2,PG,1,100,8427
1766715442.317514,26373.667,2234,3,PG,1,100,8422
1766715442.357180,26413.333,2234,3,PG,1,100,8419
1766715442.396847,26453.000,2234,3,PG,1,100,8427
1766715442.436847,26493.000,2250,3,PG,1,100,8422
1766715442.476847,26533.000,2250,3,PG,1,100,8435
1766715442.516847,26573.000,2250,3,PG,1,100,8453
1766715442.556847,26613.000,2267,2,PG,1,100,8460
1766715442.596847,26653.000,2267,2,PG,1,100,8462
1766715442.637180,26693.333,2282,3,PG,1,100,8460
1766715442.677514,26733.667,2282,3,PG,1,100,8456
1766715442.717847,26774.000,2282,3,PG,1,100,8462
1766715442.757347,26813.500,2301,2,PG,1,100,8474
1766715442.796847,26853.000,2301,2,PG,1,100,8465
1766715442.836847,26893.000,2317,3,PG,1,100,8445
1766715442.876847,26933.000,2317,3,PG,1,100,8447
1766715442.916847,26973.000,2317,3,PG,1,100,8449
1766715442.956847,27013.000,2334,2,PG,1,100,8469
1766715442.996847,27053.000,2334,2,PG,1,100,8479
1766715443.036847,27093.000,2351,3,PG,1,100,8472
1766715443.076847,27133.000,2351,3,PG,1,100,8473
1766715443.116847,27173.000,2351,3,PG,1,100,8477
1766715443.157347,27213.500,2368,2,PG,1,100,8469
1766715443.197847,27254.000,2368,2,PG,1,100,8462
1766715443.242180,27298.333,2384,3,PG,1,100,8467
1766715443.286514,27342.667,2384,3,PG,1,100,8481
1766715443.330847,27387.000,2384,3,PG,1,100,8472
1766715443.370847,27427.000,2402,2,PG,1,100,8466
1766715443.410847,27467.000,2402,2,PG,1,100,8478
1766715443.450847,27507.000,2416,3,PG,1,100,8492
1766715443.490847,27547.000,2416,3,PG,1,100,8476
1766715443.530847,27587.000,2416,3,PG,1,100,8455
1766715443.570847,27627.000,2433,2,PG,1,100,8455
1766715443.610847,27667.000,2433,2,PG,1,100,8435
1766715443.650847,27707.000,2450,3,PG,1,100,8442
1766715443.690847,27747.000,2450,3,PG,1,100,8444
1766715443.730847,27787.000,2450,3,PG,1,100,8446
1766715443.770847,27827.000,2467,2,PG,1,100,8434
1766715443.810847,27867.000,2467,2,PG,1,100,8431
1766715443.850847,27907.000,2481,3,PG,1,100,8440
1766715443.890847,27947.000,2481,3,PG,1,100,8459
1766715443.930847,27987.000,2481,3,PG,1,100,8459
1766715443.970847,28027.000,2498,2,PG,1,100,8466
1766715444.010847,28067.000,2498,2,PG,1,100,8477
1766715444.050847,28107.000,2515,3,PG,1,100,8475
1766715444.090847,28147.000,2515,3,PG,1,100,8475
1766715444.130847,28187.000,2515,3,PG,1,100,8492
1766715444.170847,28227.000,2532,2,PG,1,100,8508
1766715444.210847,28267.000,2532,2,PG,1,100,8498
1766715444.250847,28307.000,2547,3,PG,1,100,8515
1766715444.290847,28347.000,2547,3,PG,1,100,8510
1766715444.330847,28387.000,2547,3,PG,1,100,8489
1766715444.370847,28427.000,2564,2,PG,1,100,8459
1766715444.410847,28467.000,2564,2,PG,1,100,8463
1766715444.450847,28507.000,2580,3,PG,1,100,8459
1766715444.490847,28547.000,2580,3,PG,1,100,8462
1766715444.530847,28587.000,2580,3,PG,1,100,8472
1766715444.570847,28627.000,2597,3,PG,1,100,8492
1766715444.610847,28667.000,2597,3,PG,1,100,8476
1766715444.650847,28707.000,2597,3,PG,1,100,8481
1766715444.690847,28747.000,2614,2,PG,1,100,8487
1766715444.730847,28787.000,2614,2,PG,1,100,8496
1766715444.770847,28827.000,2629,3,PG,1,100,8488
1766715444.810847,28867.000,2629,3,PG,1,100,8510
1766715444.850847,28907.000,2629,3,PG,1,100,8529
1766715444.890847,28947.000,2645,2,PG,1,100,8514
1766715444.930847,28987.000,2645,2,PG,1,100,8513
1766715444.970847,29027.000,2663,3,PG,1,100,8516
1766715445.010847,29067.000,2663,3,PG,1,100,8527
1766715445.050847,29107.000,2663,3,PG,1,100,8517
1766715445.090847,29147.000,2679,2,PG,1,100,8526
1766715445.130847,29187.000,2679,2,PG,1,100,8523
1766715445.170847,29227.000,2696,3,PG,1,100,8483
1766715445.210847,29267.000,2696,3,PG,1,100,8448
1766715445.250847,29307.000,2696,3,PG,1,100,8372
1766715445.290847,29347.000,2712,2,PG,1,100,8311
1766715445.330847,29387.000,2712,2,PG,1,100,8285
1766715445.370847,29427.000,2730,3,PG,1,100,8279
1766715445.410847,29467.000,2730,3,PG,1,100,8302
1766715445.450847,29507.000,2730,3,PG,1,100,8299
1766715445.490847,29547.000,2746,2,PG,1,100,8284
1766715445.530847,29587.000,2746,2,PG,1,100,8270
1766715445.570847,29627.000,2761,3,PG,1,100,8273
1766715445.610847,29667.000,2761,3,PG,1,100,8290
1766715445.650847,29707.000,2761,3,PG,1,100,8291
1766715445.690514,29746.667,2778,3,PG,1,100,8308
1766715445.730181,29786.333,2778,3,PG,1,100,8291
1766715445.769847,29826.000,2778,3,PG,1,100,8184
1766715445.809847,29866.000,2797,2,PG,1,100,8081
1766715445.849847,29906.000,2797,2,PG,1,100,8016
1766715445.889847,29946.000,2813,3,PG,1,100,7975
1766715445.929847,29986.000,2813,3,PG,1,100,7919
1766715445.969847,30026.000,2813,3,PG,1,100,7909
1766715446.010347,30066.500,2829,2,PG,1,100,7862
1766715446.050847,30107.000,2829,2,PG,1,100,7802
1766715446.090514,30146.667,2847,3,PG,1,100,7774
1766715446.130180,30186.333,2847,3,PG,1,100,7747
1766715446.169847,30226.000,2847,3,PG,1,100,7721
1766715446.210347,30266.500,2864,2,PG,1,100,7705
1766715446.250847,30307.000,2864,2,PG,1,100,7704
1766715446.290847,30347.000,2880,3,PG,1,100,7711
1766715446.330847,30387.000,2880,3,PG,1,100,7731
1766715446.370847,30427.000,2880,3,PG,1,100,7785
1766715446.410847,30467.000,2897,2,PG,1,100,7875
1766715446.450847,30507.000,2897,2,PG,1,100,7954
1766715446.490514,30546.667,2912,3,PG,1,100,7998
1766715446.530180,30586.333,2912,3,PG,1,100,8052
1766715446.569847,30626.000,2912,3,PG,1,100,8077
1766715446.610347,30666.500,2929,2,PG,1,100,8070
1766715446.650847,30707.000,2929,2,PG,1,100,8087
1766715446.690514,30746.667,2946,3,PG,1,100,8082
1766715446.730181,30786.333,2946,3,PG,1,100,8076
1766715446.769847,30826.000,2946,3,PG,1,100,8087
1766715446.809847,30866.000,2963,2,PG,1,100,8112
1766715446.849847,30906.000,2963,2,PG,1,100,8110
1766715446.889847,30946.000,2977,3,PG,1,100,8105
1766715446.929847,30986.000,2977,3,PG,1,100,8100
1766715446.969847,31026.000,2977,3,PG,1,100,8099
1766715447.009847,31066.000,2997,2,PG,1,100,8082
1766715447.049847,31106.000,2997,2,PG,1,100,8037
1766715447.089847,31146.000,3013,3,PG,1,100,8013
1766715447.129847,31186.000,3013,3,PG,1,100,8006
1766715447.169847,31226.000,3013,3,PG,1,100,7995
1766715447.209847,31266.000,3030,3,PG,1,100,7971
1766715447.249847,31306.000,3030,3,PG,1,100,7961
1766715447.289847,31346.000,3030,3,PG,1,100,7964
1766715447.329847,31386.000,3045,2,PG,1,100,7949
1766715447.369847,31426.000,3045,2,PG,1,100,7959
1766715447.409847,31466.000,3062,3,PG,1,100,7955
1766715447.449847,31506.000,3062,3,PG,1,100,7939
1766715447.489847,31546.000,3062,3,PG,1,100,7924
1766715447.529847,31586.000,3078,2,PG,1,100,7939
1766715447.569847,31626.000,3078,2,PG,1,100,7989
1766715447.609847,31666.000,3095,3,PG,1,100,8035
1766715447.649847,31706.000,3095,3,PG,1,100,8083
1766715447.689847,31746.000,3095,3,PG,1,100,8092
1766715447.729847,31786.000,3112,2,PG,1,100,8081
1766715447.769847,31826.000,3112,2,PG,1,100,8075
1766715447.816847,31873.000,3129,2,PG,1,100,8092
1766715447.863847,31920.000,3129,2,PG,1,100,8107
1766715447.903847,31960.000,3147,3,PG,1,100,8097
1766715447.943847,32000.000,3147,3,PG,1,100,8099
1766715447.983847,32040.000,3147,3,PG,1,100,8081
1766715448.023847,32080.000,3165,3,PG,1,100,8069
1766715448.063847,32120.000,3165,3,PG,1,100,8058
1766715448.103847,32160.000,3165,3,PG,1,100,8053
1766715448.143847,32200.000,3179,2,PG,1,100,8070
1766715448.183847,32240.000,3179,2,PG,1,100,8058
1766715448.223847,32280.000,3196,3,PG,1,100,8065
1766715448.263847,32320.000,3196,3,PG,1,100,8084
1766715448.303847,32360.000,3196,3,PG,1,100,8072
1766715448.343847,32400.000,3213,2,PG,1,100,8079
1766715448.383847,32440.000,3213,2,PG,1,100,8084
1766715448.423847,32480.000,3230,3,PG,1,100,8102
1766715448.463847,32520.000,3230,3,PG,1,100,8121
1766715448.503847,32560.000,3230,3,PG,1,100,8121
1766715448.543847,32600.000,3245,2,PG,1,100,8127
1766715448.583847,32640.000,3245,2,PG,1,100,8124
1766715448.623847,32680.000,3261,3,PG,1,100,8111
1766715448.663847,32720.000,3261,3,PG,1,100,8115
1766715448.703847,32760.000,3261,3,PG,1,100,8105
1766715448.743847,32800.000,3278,2,PG,1,100,8096
1766715448.783847,32840.000,3278,2,PG,1,100,8103
1766715448.823847,32880.000,3295,3,PG,1,100,8117
1766715448.863847,32920.000,3295,3,PG,1,100,8116
1766715448.903847,32960.000,3295,3,PG,1,100,8122
1766715448.943847,33000.000,3311,2,PG,1,100,8127
1766715448.983847,33040.000,3311,2,PG,1,100,8130
1766715449.023514,33079.667,3327,3,PG,1,100,8142
1766715449.063180,33119.333,3327,3,PG,1,100,8133
1766715449.102847,33159.000,3327,3,PG,1,100,8142
1766715449.142847,33199.000,3343,2,PG,1,100,8159
1766715449.182847,33239.000,3343,2,PG,1,100,8160
1766715449.222847,33279.000,3360,3,PG,1,100,8159
1766715449.262847,33319.000,3360,3,PG,1,100,8175
1766715449.302847,33359.000,3360,3,PG,1,100,8174
1766715449.343180,33399.333,3377,3,PG,1,100,8181
1766715449.383514,33439.667,3377,3,PG,1,100,8186
1766715449.423847,33480.000,3377,3,PG,1,100,8180
1766715449.463347,33519.500,3392,2,PG,1,100,8163
1766715449.502847,33559.000,3392,2,PG,1,100,8141
1766715449.542847,33599.000,3408,3,PG,1,100,8149
1766715449.582847,33639.000,3408,3,PG,1,100,8147
1766715449.622847,33679.000,3408,3,PG,1,100,8151
1766715449.662847,33719.000,3426,2,PG,1,100,8158
1766715449.702847,33759.000,3426,2,PG,1,100,8157
1766715449.743181,33799.333,3442,3,PG,1,100,8161
1766715449.783514,33839.667,3442,3,PG,1,100,8152
1766715449.823847,33880.000,3442,3,PG,1,100,8147
1766715449.863847,33920.000,3457,2,PG,1,100,8165
1766715449.903847,33960.000,3457,2,PG,1,100,8164
1766715449.943847,34000.000,3473,3,PG,1,100,8164
1766715449.983847,34040.000,3473,3,PG,1,100,8188
1766715450.023847,34080.000,3473,3,PG,1,100,8186
1766715450.063347,34119.500,3491,2,PG,1,100,8178
1766715450.102847,34159.000,3491,2,PG,1,100,8183
1766715450.142847,34199.000,3507,3,PG,1,100,8189
1766715450.182847,34239.000,3507,3,PG,1,100,8207
1766715450.222847,34279.000,3507,3,PG,1,100,8186
1766715450.262847,34319.000,3522,2,PG,1,100,8167
1766715450.302847,34359.000,3522,2,PG,1,100,8161
1766715450.342847,34399.000,3539,3,PG,1,100,8135
1766715450.382847,34439.000,3539,3,PG,1,100,8147
1766715450.422847,34479.000,3539,3,PG,1,100,8143
1766715450.462847,34519.000,3556,2,PG,1,100,8142
1766715450.502847,34559.000,3556,2,PG,1,100,8145
1766715450.542847,34599.000,3574,3,PG,1,100,8159
1766715450.582847,34639.000,3574,3,PG,1,100,8156
1766715450.622847,34679.000,3574,3,PG,1,100,8157
1766715450.662847,34719.000,3590,2,PG,1,100,8151
1766715450.702847,34759.000,3590,2,PG,1,100,8167
1766715450.742847,34799.000,3606,3,PG,1,100,8174
1766715450.782847,34839.000,3606,3,PG,1,100,8173
1766715450.822847,34879.000,3606,3,PG,1,100,8176
1766715450.862847,34919.000,3623,3,PG,1,100,8193
1766715450.902847,34959.000,3623,3,PG,1,100,8189
1766715450.942847,34999.000,3623,3,PG,1,100,8188
1766715450.982847,35039.000,3639,2,PG,1,100,8188
1766715451.022847,35079.000,3639,2,PG,1,100,8204
1766715451.062847,35119.000,3656,3,PG,1,100,8177
1766715451.102847,35159.000,3656,3,PG,1,100,8171
1766715451.142847,35199.000,3656,3,PG,1,100,8158
1766715451.182847,35239.000,3671,2,PG,1,100,8150
1766715451.222847,35279.000,3671,2,PG,1,100,8147
1766715451.262847,35319.000,3688,3,PG,1,100,8164
1766715451.302847,35359.000,3688,3,PG,1,100,8172
1766715451.342847,35399.000,3688,3,PG,1,100,8152
1766715451.382847,35439.000,3707,2,PG,1,100,8165
1766715451.422847,35479.000,3707,2,PG,1,100,8168
1766715451.462847,35519.000,3724,3,PG,1,100,8165
1766715451.502847,35559.000,3724,3,PG,1,100,8164
1766715451.542847,35599.000,3724,3,PG,1,100,8169
1766715451.582847,35639.000,3738,2,PG,1,100,8188
1766715451.622847,35679.000,3738,2,PG,1,100,8183
1766715451.662847,35719.000,3756,3,PG,1,100,8185
1766715451.702847,35759.000,3756,3,PG,1,100,8201
1766715451.742847,35799.000,3756,3,PG,1,100,8200
1766715451.782847,35839.000,3772,2,PG,1,100,8193
1766715451.822847,35879.000,3772,2,PG,1,100,8181
1766715451.862847,35919.000,3789,3,PG,1,100,8162
1766715451.902847,35959.000,3789,3,PG,1,100,8166
1766715451.942847,35999.000,3789,3,PG,1,100,8161
1766715451.982847,36039.000,3804,3,PG,1,100,8165
1766715452.022847,36079.000,3804,3,PG,1,100,8162
1766715452.062847,36119.000,3804,3,PG,1,100,8163
1766715452.102847,36159.000,3823,2,PG,1,100,8173
1766715452.142847,36199.000,3823,2,PG,1,100,8168
1766715452.182847,36239.000,3839,3,PG,1,100,8162
1766715452.222847,36279.000,3839,3,PG,1,100,8160
1766715452.262847,36319.000,3839,3,PG,1,100,8191
1766715452.302847,36359.000,3856,2,PG,1,100,8176
1766715452.342847,36399.000,3856,2,PG,1,100,8185
1766715452.389847,36446.000,3871,2,PG,1,100,8201
1766715452.436847,36493.000,3871,2,PG,1,100,8209
1766715452.476514,36532.667,3888,3,PG,1,100,8202
1766715452.516181,36572.333,3888,3,PG,1,100,8219
1766715452.555847,36612.000,3888,3,PG,1,100,8213
1766715452.595847,36652.000,3904,2,PG,1,100,8186
1766715452.635847,36692.000,3904,2,PG,1,100,8157
1766715452.675847,36732.000,3922,3,PG,1,100,8161
1766715452.715847,36772.000,3922,3,PG,1,100,8153
1766715452.755847,36812.000,3922,3,PG,1,100,8164
1766715452.795847,36852.000,3938,2,PG,1,100,8152
1766715452.835847,36892.000,3938,2,PG,1,100,8166
1766715452.875847,36932.000,3957,3,PG,1,100,8162
1766715452.915847,36972.000,3957,3,PG,1,100,8160
1766715452.955847,37012.000,3957,3,PG,1,100,8159
