LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1766633906.519686,44389.000,5146,4,EM,1,100,RS
1766633906.519686,44389.000,5146,4,EM,1,100,RB
1766633906.519686,44389.000,5146,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633906.519686,44389.000,5146,4,EM,1,100,PS
1766633906.569932,44439.250,5167,4,EM,1,100,RS
1766633906.620178,44489.500,5167,4,EM,1,100,RB
1766633906.670424,44539.750,5167,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633906.720670,44590.000,5167,4,EM,1,100,PS
1766633906.770916,44640.250,5200,4,EM,1,100,RS
1766633906.821162,44690.500,5200,4,EM,1,100,RB
1766633906.871408,44740.750,5200,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633906.921654,44791.000,5200,4,EM,1,100,PS
1766633906.971900,44841.250,5232,4,EM,1,100,RS
1766633907.022145,44891.500,5232,4,EM,1,100,RB
1766633907.072391,44941.750,5232,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633907.122637,44992.000,5232,4,EM,1,100,PS
1766633907.172883,45042.250,5266,4,EM,1,100,RS
1766633907.223129,45092.500,5266,4,EM,1,100,RB
1766633907.273375,45142.750,5266,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633907.323621,45193.000,5266,4,EM,1,100,PS
1766633907.373867,45243.250,5297,4,EM,1,100,RS
1766633907.424113,45293.500,5297,4,EM,1,100,RB
1766633907.474359,45343.750,5297,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633907.524605,45394.000,5297,4,EM,1,100,PS
1766633907.574851,45444.250,5331,4,EM,1,100,RS
1766633907.625097,45494.500,5331,4,EM,1,100,RB
1766633907.675343,45544.750,5331,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633907.725589,45595.000,5331,4,EM,1,100,PS
1766633907.776584,45646.000,5362,4,EM,1,100,RS
1766633907.827580,45697.000,5362,4,EM,1,100,RB
1766633907.878576,45748.000,5362,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633907.929572,45799.000,5362,4,EM,1,100,PS
1766633907.979818,45849.250,5396,4,EM,1,100,RS
1766633908.030064,45899.500,5396,4,EM,1,100,RB
1766633908.080310,45949.750,5396,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633908.130556,46000.000,5396,4,EM,1,100,PS
1766633908.180802,46050.250,5428,4,EM,1,100,RS
1766633908.231048,46100.500,5428,4,EM,1,100,RB
1766633908.281294,46150.750,5428,4,EM,1,100,2025-12-24_19-38-26-047210.csv
1766633908.331539,46201.000,5428,4,EM,1,100,PS
1766633908.381785,46251.250,5461,4,EM,1,100,RS
1766633908.432031,46301.500,5461,4,EM,1,100,RB
