LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1766633913.848093,51718.000,6348,3,MY,1,100,33
1766633913.888090,51758.000,6348,3,MY,1,100,33
1766633913.928087,51798.000,6348,3,MY,1,100,33
1766633913.968084,51838.000,6367,2,MY,1,100,33
1766633914.008080,51878.000,6367,2,MY,1,100,34
1766633914.048077,51918.000,6381,3,MY,1,100,33
1766633914.088074,51958.000,6381,3,MY,1,100,33
1766633914.128071,51998.000,6381,3,MY,1,100,33
1766633914.168067,52038.000,6399,2,MY,1,100,33
1766633914.208064,52078.000,6399,2,MY,1,100,34
1766633914.248061,52118.000,6415,3,MY,1,100,33
1766633914.288058,52158.000,6415,3,MY,1,100,33
1766633914.328055,52198.000,6415,3,MY,1,100,33
1766633914.368051,52238.000,6432,2,MY,1,100,34
1766633914.408048,52278.000,6432,2,MY,1,100,33
1766633914.443378,52313.333,6446,3,MY,1,100,34
1766633914.478709,52348.667,6446,3,MY,1,100,34
1766633914.514040,52384.000,6446,3,MY,1,100,34
1766633914.554036,52424.000,6464,3,MY,1,100,35
1766633914.594033,52464.000,6464,3,MY,1,100,33
1766633914.634030,52504.000,6464,3,MY,1,100,34
1766633914.674026,52544.000,6480,2,MY,1,100,34
1766633914.714023,52584.000,6480,2,MY,1,100,34
1766633914.754020,52624.000,6497,3,MY,1,100,34
1766633914.794017,52664.000,6497,3,MY,1,100,34
1766633914.834014,52704.000,6497,3,MY,1,100,34
1766633914.874010,52744.000,6512,2,MY,1,100,33
1766633914.914007,52784.000,6512,2,MY,1,100,33
1766633914.954004,52824.000,6529,3,MY,1,100,34
1766633914.994001,52864.000,6529,3,MY,1,100,34
1766633915.033998,52904.000,6529,3,MY,1,100,34
1766633915.073994,52944.000,6545,2,MY,1,100,35
1766633915.113991,52984.000,6545,2,MY,1,100,33
1766633915.153988,53024.000,6563,3,MY,1,100,34
1766633915.193985,53064.000,6563,3,MY,1,100,35
1766633915.233981,53104.000,6563,3,MY,1,100,35
1766633915.269645,53139.667,6578,3,MY,1,100,33
1766633915.305309,53175.333,6578,3,MY,1,100,33
1766633915.340973,53211.000,6578,3,MY,1,100,34
1766633915.380969,53251.000,6594,2,MY,1,100,33
1766633915.420966,53291.000,6594,2,MY,1,100,34
1766633915.460963,53331.000,6611,3,MY,1,100,33
1766633915.500960,53371.000,6611,3,MY,1,100,33
1766633915.540956,53411.000,6611,3,MY,1,100,34
1766633915.580953,53451.000,6628,2,MY,1,100,34
1766633915.620950,53491.000,6628,2,MY,1,100,34
1766633915.660947,53531.000,6644,3,MY,1,100,33
1766633915.700943,53571.000,6644,3,MY,1,100,34
1766633915.740940,53611.000,6644,3,MY,1,100,33
1766633915.780937,53651.000,6659,2,MY,1,100,33
1766633915.820934,53691.000,6659,2,MY,1,100,34
1766633915.860931,53731.000,6676,3,MY,1,100,33
1766633915.900927,53771.000,6676,3,MY,1,100,33
1766633915.940924,53811.000,6676,3,MY,1,100,34
1766633915.980921,53851.000,6693,3,MY,1,100,34
1766633916.020918,53891.000,6693,3,MY,1,100,34
1766633916.060915,53931.000,6693,3,MY,1,100,33
1766633916.094412,53964.500,6709,2,MY,1,100,33
1766633916.127909,53998.000,6709,2,MY,1,100,34
1766633916.167906,54038.000,6725,3,MY,1,100,34
1766633916.207902,54078.000,6725,3,MY,1,100,34
1766633916.247899,54118.000,6725,3,MY,1,100,35
1766633916.287896,54158.000,6741,3,MY,1,100,34
1766633916.327893,54198.000,6741,3,MY,1,100,33
1766633916.367890,54238.000,6741,3,MY,1,100,33
1766633916.407886,54278.000,6760,2,MY,1,100,34
1766633916.447883,54318.000,6760,2,MY,1,100,34
1766633916.487880,54358.000,6777,3,MY,1,100,33
1766633916.527877,54398.000,6777,3,MY,1,100,33
1766633916.567873,54438.000,6777,3,MY,1,100,34
1766633916.607870,54478.000,6792,2,MY,1,100,33
1766633916.647867,54518.000,6792,2,MY,1,100,33
1766633916.687864,54558.000,6808,3,MY,1,100,33
1766633916.727860,54598.000,6808,3,MY,1,100,33
1766633916.767857,54638.000,6808,3,MY,1,100,32
1766633916.807854,54678.000,6832,2,MY,1,100,33
1766633916.847851,54718.000,6832,2,MY,1,100,33
1766633916.887848,54758.000,6849,3,MY,1,100,33
1766633916.927844,54798.000,6849,3,MY,1,100,32
1766633916.967841,54838.000,6849,3,MY,1,100,34
1766633917.003171,54873.333,6868,3,MY,1,100,34
1766633917.038502,54908.667,6868,3,MY,1,100,33
1766633917.073833,54944.000,6868,3,MY,1,100,34
1766633917.113829,54984.000,6882,2,MY,1,100,33
1766633917.153826,55024.000,6882,2,MY,1,100,34
1766633917.193823,55064.000,6900,3,MY,1,100,33
1766633917.233819,55104.000,6900,3,MY,1,100,33
1766633917.273816,55144.000,6900,3,MY,1,100,34
1766633917.313813,55184.000,6916,3,MY,1,100,33
1766633917.353810,55224.000,6916,3,MY,1,100,33
1766633917.393807,55264.000,6916,3,MY,1,100,33
1766633917.433803,55304.000,6933,2,MY,1,100,33
1766633917.473800,55344.000,6933,2,MY,1,100,33
1766633917.513797,55384.000,6948,3,MY,1,100,34
1766633917.553794,55424.000,6948,3,MY,1,100,33
1766633917.593791,55464.000,6948,3,MY,1,100,35
1766633917.633787,55504.000,6965,2,MY,1,100,33
1766633917.673784,55544.000,6965,2,MY,1,100,32
1766633917.713781,55584.000,6981,3,MY,1,100,33
1766633917.753778,55624.000,6981,3,MY,1,100,33
1766633917.793774,55664.000,6981,3,MY,1,100,33
1766633917.829105,55699.333,6999,3,MY,1,100,35
1766633917.864435,55734.667,6999,3,MY,1,100,33
1766633917.899766,55770.000,6999,3,MY,1,100,33
1766633917.940263,55810.500,7013,2,MY,1,100,34
1766633917.980759,55851.000,7013,2,MY,1,100,33
1766633918.020423,55890.667,7030,3,MY,1,100,33
1766633918.060086,55930.333,7030,3,MY,1,100,34
1766633918.099750,55970.000,7030,3,MY,1,100,33
1766633918.140246,56010.500,7046,2,MY,1,100,34
1766633918.180743,56051.000,7046,2,MY,1,100,33
1766633918.220407,56090.667,7064,3,MY,1,100,33
1766633918.260070,56130.333,7064,3,MY,1,100,34
1766633918.299733,56170.000,7064,3,MY,1,100,34
1766633918.339730,56210.000,7078,2,MY,1,100,32
1766633918.379727,56250.000,7078,2,MY,1,100,32
1766633918.419724,56290.000,7095,3,MY,1,100,33
1766633918.459720,56330.000,7095,3,MY,1,100,33
1766633918.499717,56370.000,7095,3,MY,1,100,34
1766633918.539714,56410.000,7112,2,MY,1,100,33
1766633918.579711,56450.000,7112,2,MY,1,100,34
1766633918.615708,56486.000,7129,3,MY,1,100,34
1766633918.651705,56522.000,7129,3,MY,1,100,33
1766633918.687702,56558.000,7129,3,MY,1,100,34
1766633918.727699,56598.000,7144,3,MY,1,100,33
1766633918.767695,56638.000,7144,3,MY,1,100,33
1766633918.807692,56678.000,7144,3,MY,1,100,33
1766633918.847189,56717.500,7161,2,MY,1,100,34
1766633918.886686,56757.000,7161,2,MY,1,100,33
1766633918.926683,56797.000,7179,3,MY,1,100,33
1766633918.966679,56837.000,7179,3,MY,1,100,33
1766633919.006676,56877.000,7179,3,MY,1,100,34
1766633919.046673,56917.000,7196,2,MY,1,100,33
1766633919.086670,56957.000,7196,2,MY,1,100,33
1766633919.126667,56997.000,7213,3,MY,1,100,34
1766633919.166663,57037.000,7213,3,MY,1,100,33
1766633919.206660,57077.000,7213,3,MY,1,100,33
1766633919.246657,57117.000,7228,2,MY,1,100,33
1766633919.286654,57157.000,7228,2,MY,1,100,34
1766633919.326650,57197.000,7244,3,MY,1,100,33
1766633919.366647,57237.000,7244,3,MY,1,100,32
1766633919.406644,57277.000,7244,3,MY,1,100,33
1766633919.446641,57317.000,7261,3,MY,1,100,34
1766633919.486637,57357.000,7261,3,MY,1,100,33
1766633919.526634,57397.000,7261,3,MY,1,100,33
1766633919.560132,57430.500,7278,2,MY,1,100,34
1766633919.593629,57464.000,7278,2,MY,1,100,33
1766633919.633626,57504.000,7293,3,MY,1,100,33
1766633919.673622,57544.000,7293,3,MY,1,100,32
1766633919.713619,57584.000,7293,3,MY,1,100,33
1766633919.753616,57624.000,7309,3,MY,1,100,33
1766633919.793612,57664.000,7309,3,MY,1,100,33
1766633919.833609,57704.000,7309,3,MY,1,100,34
1766633919.873606,57744.000,7327,2,MY,1,100,33
1766633919.913603,57784.000,7327,2,MY,1,100,33
1766633919.953600,57824.000,7343,3,MY,1,100,34
1766633919.993596,57864.000,7343,3,MY,1,100,33
1766633920.033593,57904.000,7343,3,MY,1,100,33
1766633920.073590,57944.000,7358,2,MY,1,100,32
1766633920.113587,57984.000,7358,2,MY,1,100,32
1766633920.153584,58024.000,7375,3,MY,1,100,34
1766633920.193580,58064.000,7375,3,MY,1,100,32
1766633920.233577,58104.000,7375,3,MY,1,100,32
1766633920.269241,58139.667,7392,3,MY,1,100,33
1766633920.304904,58175.333,7392,3,MY,1,100,33
1766633920.340568,58211.000,7392,3,MY,1,100,34
1766633920.380565,58251.000,7408,2,MY,1,100,33
1766633920.420562,58291.000,7408,2,MY,1,100,33
1766633920.460559,58331.000,7424,3,MY,1,100,33
1766633920.500556,58371.000,7424,3,MY,1,100,32
1766633920.540552,58411.000,7424,3,MY,1,100,33
1766633920.580549,58451.000,7440,2,MY,1,100,33
1766633920.620546,58491.000,7440,2,MY,1,100,33
1766633920.660542,58531.000,7457,3,MY,1,100,32
1766633920.700539,58571.000,7457,3,MY,1,100,33
1766633920.740536,58611.000,7457,3,MY,1,100,33
1766633920.780533,58651.000,7473,2,MY,1,100,33
1766633920.820529,58691.000,7473,2,MY,1,100,33
1766633920.860526,58731.000,7490,3,MY,1,100,33
1766633920.900523,58771.000,7490,3,MY,1,100,33
1766633920.940520,58811.000,7490,3,MY,1,100,33
1766633920.980517,58851.000,7505,2,MY,1,100,32
1766633921.020513,58891.000,7505,2,MY,1,100,32
1766633921.060510,58931.000,7522,3,MY,1,100,32
1766633921.100507,58971.000,7522,3,MY,1,100,32
1766633921.140504,59011.000,7522,3,MY,1,100,31
1766633921.175834,59046.333,7539,3,MY,1,100,31
1766633921.211165,59081.667,7539,3,MY,1,100,32
1766633921.246495,59117.000,7539,3,MY,1,100,32
1766633921.286492,59157.000,7556,2,MY,1,100,33
1766633921.326488,59197.000,7556,2,MY,1,100,34
1766633921.366485,59237.000,7570,3,MY,1,100,33
1766633921.406482,59277.000,7570,3,MY,1,100,33
1766633921.446479,59317.000,7570,3,MY,1,100,33
1766633921.486476,59357.000,7588,2,MY,1,100,33
1766633921.526472,59397.000,7588,2,MY,1,100,33
1766633921.566469,59437.000,7604,3,MY,1,100,33
1766633921.606466,59477.000,7604,3,MY,1,100,33
1766633921.646463,59517.000,7604,3,MY,1,100,33
1766633921.686460,59557.000,7621,2,MY,1,100,34
1766633921.726456,59597.000,7621,2,MY,1,100,33
1766633921.766453,59637.000,7635,3,MY,1,100,33
1766633921.806450,59677.000,7635,3,MY,1,100,33
1766633921.846447,59717.000,7635,3,MY,1,100,33
1766633921.886443,59757.000,7658,3,MY,1,100,34
1766633921.926440,59797.000,7658,3,MY,1,100,33
1766633921.966437,59837.000,7658,3,MY,1,100,32
1766633922.002101,59872.667,7674,3,MY,1,100,33
1766633922.037764,59908.333,7674,3,MY,1,100,31
1766633922.073428,59944.000,7674,3,MY,1,100,31
1766633922.112925,59983.500,7691,2,MY,1,100,32
1766633922.152422,60023.000,7691,2,MY,1,100,32
1766633922.192419,60063.000,7706,3,MY,1,100,33
1766633922.232415,60103.000,7706,3,MY,1,100,33
1766633922.272412,60143.000,7706,3,MY,1,100,33
1766633922.312409,60183.000,7723,2,MY,1,100,35
1766633922.352406,60223.000,7723,2,MY,1,100,40
1766633922.392402,60263.000,7739,3,MY,1,100,42
1766633922.432399,60303.000,7739,3,MY,1,100,41
1766633922.472396,60343.000,7739,3,MY,1,100,39
1766633922.512393,60383.000,7757,2,MY,1,100,33
1766633922.552389,60423.000,7757,2,MY,1,100,19
1766633922.592386,60463.000,7772,3,MY,1,100,11
1766633922.632383,60503.000,7772,3,MY,1,100,16
1766633922.672380,60543.000,7772,3,MY,1,100,17
1766633922.712377,60583.000,7790,2,MY,1,100,22
1766633922.752373,60623.000,7790,2,MY,1,100,24
1766633922.788370,60659.000,7807,3,MY,1,100,16
1766633922.824368,60695.000,7807,3,MY,1,100, 5
1766633922.860365,60731.000,7807,3,MY,1,100,-9
1766633922.900361,60771.000,7824,3,MY,1,100,-15
1766633922.940358,60811.000,7824,3,MY,1,100,-11
1766633922.980355,60851.000,7824,3,MY,1,100, 0
1766633923.020352,60891.000,7840,2,MY,1,100,16
1766633923.060349,60931.000,7840,2,MY,1,100,36
1766633923.100345,60971.000,7855,3,MY,1,100,50
1766633923.140342,61011.000,7855,3,MY,1,100,58
1766633923.180339,61051.000,7855,3,MY,1,100,58
1766633923.220335,61091.000,7872,2,MY,1,100,51
1766633923.260332,61131.000,7872,2,MY,1,100,35
1766633923.300329,61171.000,7889,3,MY,1,100,16
1766633923.340326,61211.000,7889,3,MY,1,100, 3
1766633923.380322,61251.000,7889,3,MY,1,100, 3
1766633923.420319,61291.000,7905,2,MY,1,100, 2
1766633923.460316,61331.000,7905,2,MY,1,100,-3
1766633923.500313,61371.000,7921,3,MY,1,100,-9
1766633923.540310,61411.000,7921,3,MY,1,100,-13
1766633923.580306,61451.000,7921,3,MY,1,100,-8
1766633923.620303,61491.000,7939,3,MY,1,100, 6
1766633923.660300,61531.000,7939,3,MY,1,100,26
1766633923.700297,61571.000,7939,3,MY,1,100,45
1766633923.733294,61604.000,7956,2,MY,1,100,56
1766633923.766291,61637.000,7956,2,MY,1,100,61
1766633923.806288,61677.000,7973,3,MY,1,100,58
1766633923.846285,61717.000,7973,3,MY,1,100,46
1766633923.886281,61757.000,7973,3,MY,1,100,26
1766633923.926278,61797.000,7990,2,MY,1,100, 9
1766633923.966275,61837.000,7990,2,MY,1,100, 9
1766633924.006272,61877.000,8006,3,MY,1,100, 5
1766633924.046269,61917.000,8006,3,MY,1,100,-1
1766633924.086265,61957.000,8006,3,MY,1,100,-5
1766633924.126262,61997.000,8023,3,MY,1,100, 2
1766633924.166259,62037.000,8023,3,MY,1,100,11
1766633924.206256,62077.000,8023,3,MY,1,100,12
1766633924.246253,62117.000,8040,2,MY,1,100, 5
1766633924.286249,62157.000,8040,2,MY,1,100,-9
1766633924.326246,62197.000,8055,3,MY,1,100,-5
1766633924.366243,62237.000,8055,3,MY,1,100, 8
1766633924.406240,62277.000,8055,3,MY,1,100,-2
1766633924.446236,62317.000,8071,2,MY,1,100,-7
1766633924.486233,62357.000,8071,2,MY,1,100, 4
1766633924.521897,62392.667,8091,3,MY,1,100,30
1766633924.557561,62428.333,8091,3,MY,1,100,39
1766633924.593225,62464.000,8091,3,MY,1,100,23
1766633924.633221,62504.000,8108,3,MY,1,100,-1
1766633924.673218,62544.000,8108,3,MY,1,100, 5
1766633924.713215,62584.000,8108,3,MY,1,100, 2
1766633924.753211,62624.000,8124,2,MY,1,100, 6
1766633924.793208,62664.000,8124,2,MY,1,100,23
1766633924.833205,62704.000,8142,3,MY,1,100,45
1766633924.873202,62744.000,8142,3,MY,1,100,45
1766633924.913198,62784.000,8142,3,MY,1,100,26
1766633924.953195,62824.000,8159,2,MY,1,100, 3
1766633924.993192,62864.000,8159,2,MY,1,100, 7
1766633925.033189,62904.000,8175,3,MY,1,100, 5
1766633925.073186,62944.000,8175,3,MY,1,100, 8
1766633925.113182,62984.000,8175,3,MY,1,100,15
1766633925.153179,63024.000,8195,2,MY,1,100,33
1766633925.193176,63064.000,8195,2,MY,1,100,46
1766633925.233173,63104.000,8209,3,MY,1,100,37
1766633925.273170,63144.000,8209,3,MY,1,100,33
1766633925.313166,63184.000,8209,3,MY,1,100,45
1766633925.348497,63219.333,8226,3,MY,1,100,48
1766633925.383827,63254.667,8226,3,MY,1,100,51
1766633925.419158,63290.000,8226,3,MY,1,100,61
1766633925.459154,63330.000,8244,2,MY,1,100,69
1766633925.499151,63370.000,8244,2,MY,1,100,61
1766633925.539148,63410.000,8262,3,MY,1,100,55
1766633925.579145,63450.000,8262,3,MY,1,100,61
1766633925.619142,63490.000,8262,3,MY,1,100,60
1766633925.659138,63530.000,8276,2,MY,1,100,57
1766633925.699135,63570.000,8276,2,MY,1,100,60
1766633925.739132,63610.000,8295,3,MY,1,100,65
1766633925.779129,63650.000,8295,3,MY,1,100,61
1766633925.819125,63690.000,8295,3,MY,1,100,49
1766633925.859122,63730.000,8312,2,MY,1,100,50
1766633925.899119,63770.000,8312,2,MY,1,100,55
1766633925.939116,63810.000,8329,3,MY,1,100,53
1766633925.979112,63850.000,8329,3,MY,1,100,47
1766633926.019109,63890.000,8329,3,MY,1,100,48
1766633926.059106,63930.000,8345,2,MY,1,100,53
1766633926.099103,63970.000,8345,2,MY,1,100,47
1766633926.134433,64005.333,8365,3,MY,1,100,27
1766633926.169764,64040.667,8365,3,MY,1,100,15
1766633926.205094,64076.000,8365,3,MY,1,100,19
1766633926.245091,64116.000,8381,3,MY,1,100,12
1766633926.285088,64156.000,8381,3,MY,1,100, 8
1766633926.325084,64196.000,8381,3,MY,1,100, 6
1766633926.365081,64236.000,8398,2,MY,1,100, 3
1766633926.405078,64276.000,8398,2,MY,1,100, 1
1766633926.445075,64316.000,8414,3,MY,1,100, 1
1766633926.485071,64356.000,8414,3,MY,1,100, 3
1766633926.525068,64396.000,8414,3,MY,1,100, 4
1766633926.565065,64436.000,8434,2,MY,1,100, 5
1766633926.605062,64476.000,8434,2,MY,1,100, 5
1766633926.645059,64516.000,8450,3,MY,1,100, 4
