TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
117998.000000,67986.000000,1766787843.598034,1766859139.534655,6,47348,1.86079e+06,1.11.4
