LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1766787843.568034,117968.000,17169,2,AK,1,100,16387
1766787843.568034,117968.000,17169,2,AK,1,100,RD
1766787843.585534,117985.500,17172,2,AK,1,100,17170
1766787843.603034,118003.000,17172,2,AK,1,100,RD
1766787846.139534,120539.500,18014,2,AK,1,100,17170
1766787848.676034,123076.000,18014,2,AK,1,100,RD
