LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1766875620.625659,56425.000,7264,2,EA,1,100,0.030105
1766875525.112027,56492.000,7282,1,EA,1,100,0.030106
1766875430.311183,56558.500,7298,2,EA,1,100,0.030106
1766875335.510340,56625.000,7298,2,EA,1,100,0.030105
1766875239.996708,56692.000,7315,1,EA,1,100,0.030106
1766875145.195864,56758.500,7330,2,EA,1,100,0.030105
1766875050.395021,56825.000,7330,2,EA,1,100,0.030105
1766874954.881389,56892.000,7347,1,EA,1,100,0.030105
1766874860.080545,56958.500,7363,2,EA,1,100,0.030105
1766874765.279702,57025.000,7363,2,EA,1,100,0.030106
1766874669.766070,57092.000,7380,1,EA,1,100,0.030105
1766874574.965227,57158.500,7395,2,EA,1,100,0.030105
1766874480.164383,57225.000,7395,2,EA,1,100,0.030105
1766874384.650751,57292.000,7412,1,EA,1,100,0.030106
1766874289.849908,57358.500,7428,2,EA,1,100,0.030105
1766874195.049064,57425.000,7428,2,EA,1,100,0.030106
1766874099.535433,57492.000,7446,1,EA,1,100,0.030105
1766874004.734589,57558.500,7460,2,EA,1,100,0.030105
1766873909.933746,57625.000,7460,2,EA,1,100,0.030105
1766873814.420114,57692.000,7482,2,EA,1,100,0.030106
1766873718.906482,57759.000,7482,2,EA,1,100,0.030105
1766873624.818427,57825.000,7499,1,EA,1,100,0.030106
1766873529.304795,57892.000,7516,2,EA,1,100,0.030105
1766873433.791163,57959.000,7516,2,EA,1,100,0.030105
1766873339.703108,58025.000,7532,1,EA,1,100,0.030105
1766873244.189476,58092.000,7548,2,EA,1,100,0.030105
1766873148.675844,58159.000,7548,2,EA,1,100,0.030105
1766873054.587789,58225.000,7564,1,EA,1,100,0.030105
1766872959.074157,58292.000,7581,2,EA,1,100,0.030106
1766872863.560526,58359.000,7581,2,EA,1,100,0.030105
1766872769.472470,58425.000,7597,1,EA,1,100,0.030105
1766872673.958839,58492.000,7613,2,EA,1,100,0.030105
1766872578.445207,58559.000,7613,2,EA,1,100,0.030105
1766872484.357152,58625.000,7629,1,EA,1,100,0.030105
1766872389.556308,58691.500,7646,2,EA,1,100,0.030105
1766872294.755465,58758.000,7646,2,EA,1,100,0.030105
1766872199.241833,58825.000,7663,1,EA,1,100,0.030105
1766872104.440989,58891.500,7678,2,EA,1,100,0.030105
1766872009.640146,58958.000,7678,2,EA,1,100,0.030105
1766871914.126514,59025.000,7694,1,EA,1,100,0.030105
1766871819.325670,59091.500,7712,2,EA,1,100,0.030105
1766871724.524827,59158.000,7712,2,EA,1,100,0.030105
1766871629.011195,59225.000,7728,1,EA,1,100,0.030105
1766871534.210352,59291.500,7743,2,EA,1,100,0.030105
1766871439.409508,59358.000,7743,2,EA,1,100,0.030105
1766871343.895876,59425.000,7759,1,EA,1,100,0.030105
1766871248.382245,59492.000,7777,2,EA,1,100,0.030129
1766871152.868613,59559.000,7777,2,EA,1,100,0.030165
1766871058.780558,59625.000,7793,1,EA,1,100,0.030160
1766870963.979714,59691.500,7811,2,EA,1,100,0.030315
1766870869.178870,59758.000,7811,2,EA,1,100,0.030128
1766870773.665239,59825.000,7827,2,EA,1,100,0.031082
1766870678.151607,59892.000,7827,2,EA,1,100,0.037265
1766870584.063552,59958.000,7846,1,EA,1,100,0.035222
1766870488.549920,60025.000,7864,2,EA,1,100,0.032160
1766870393.036288,60092.000,7864,2,EA,1,100,0.030836
1766870298.948233,60158.000,7882,1,EA,1,100,0.030215
1766870203.434601,60225.000,7896,2,EA,1,100,0.030311
1766870107.920969,60292.000,7896,2,EA,1,100,0.030696
1766870013.832914,60358.000,7913,1,EA,1,100,0.030545
1766869918.319282,60425.000,7930,2,EA,1,100,0.030159
1766869822.805650,60492.000,7930,2,EA,1,100,0.030376
1766869728.717595,60558.000,7947,1,EA,1,100,0.031798
1766869633.203964,60625.000,7961,2,EA,1,100,0.030898
1766869537.690332,60692.000,7961,2,EA,1,100,0.030107
1766869443.602277,60758.000,7978,1,EA,1,100,0.030105
1766869348.088645,60825.000,7995,2,EA,1,100,0.030105
1766869252.575013,60892.000,7995,2,EA,1,100,0.030239
1766869158.486958,60958.000,8014,1,EA,1,100,0.036974
1766869062.973326,61025.000,8028,2,EA,1,100,0.039903
1766868967.459694,61092.000,8028,2,EA,1,100,0.036795
1766868873.371639,61158.000,8046,1,EA,1,100,0.035063
1766868777.858007,61225.000,8064,2,EA,1,100,0.034057
1766868682.344375,61292.000,8064,2,EA,1,100,0.033413
1766868588.256320,61358.000,8081,1,EA,1,100,0.032811
1766868492.742688,61425.000,8096,2,EA,1,100,0.032387
1766868397.229057,61492.000,8096,2,EA,1,100,0.032058
1766868301.715425,61559.000,8113,1,EA,1,100,0.031424
1766868206.914581,61625.500,8129,2,EA,1,100,0.030621
1766868112.113738,61692.000,8129,2,EA,1,100,0.030170
1766868017.312894,61758.500,8147,2,EA,1,100,0.030105
1766867922.512051,61825.000,8147,2,EA,1,100,0.030107
1766867826.998419,61892.000,8163,1,EA,1,100,0.030107
1766867732.197575,61958.500,8178,2,EA,1,100,0.030106
1766867637.396732,62025.000,8178,2,EA,1,100,0.030105
1766867543.308677,62091.000,8196,1,EA,1,100,0.030105
1766867447.795045,62158.000,8214,2,EA,1,100,0.030105
1766867352.281413,62225.000,8214,2,EA,1,100,0.030489
1766867258.193358,62291.000,8230,1,EA,1,100,0.038940
1766867162.679726,62358.000,8245,2,EA,1,100,0.041627
1766867067.166094,62425.000,8245,2,EA,1,100,0.038654
1766866973.078039,62491.000,8262,1,EA,1,100,0.037108
1766866877.564407,62558.000,8279,2,EA,1,100,0.036269
1766866782.050776,62625.000,8279,2,EA,1,100,0.035651
1766866687.962720,62691.000,8295,1,EA,1,100,0.035174
1766866592.924281,62757.667,8316,3,EA,1,100,0.034842
1766866497.885841,62824.333,8316,3,EA,1,100,0.034568
1766866402.847401,62891.000,8316,3,EA,1,100,0.034326
1766866307.333770,62958.000,8333,1,EA,1,100,0.033864
1766866212.532926,63024.500,8347,2,EA,1,100,0.033157
1766866117.732083,63091.000,8347,2,EA,1,100,0.033879
1766866022.218451,63158.000,8365,1,EA,1,100,0.033891
1766865927.417607,63224.500,8383,2,EA,1,100,0.033924
1766865832.616764,63291.000,8383,2,EA,1,100,0.033968
1766865737.103132,63358.000,8400,1,EA,1,100,0.033901
1766865642.302289,63424.500,8415,2,EA,1,100,0.033804
1766865547.501445,63491.000,8415,2,EA,1,100,0.033685
1766865451.987813,63558.000,8432,1,EA,1,100,0.033497
1766865357.186970,63624.500,8448,2,EA,1,100,0.033247
1766865262.386126,63691.000,8448,2,EA,1,100,0.033315
1766865166.872494,63758.000,8465,1,EA,1,100,0.033785
1766865072.071651,63824.500,8481,2,EA,1,100,0.033840
1766864977.270808,63891.000,8481,2,EA,1,100,0.033514
1766864881.757176,63958.000,8497,1,EA,1,100,0.032954
1766864786.956332,64024.500,8515,2,EA,1,100,0.032733
1766864692.155488,64091.000,8515,2,EA,1,100,0.032426
1766864596.641857,64158.000,8533,2,EA,1,100,0.032514
1766864501.128225,64225.000,8533,2,EA,1,100,0.032516
1766864407.040170,64291.000,8549,1,EA,1,100,0.032587
1766864311.526538,64358.000,8566,2,EA,1,100,0.032737
1766864216.012906,64425.000,8566,2,EA,1,100,0.032705
1766864121.924851,64491.000,8583,1,EA,1,100,0.032659
1766864026.411219,64558.000,8600,2,EA,1,100,0.032537
1766863930.897587,64625.000,8600,2,EA,1,100,0.032179
1766863836.809532,64691.000,8616,1,EA,1,100,0.031743
1766863741.295900,64758.000,8632,2,EA,1,100,0.031532
1766863645.782269,64825.000,8632,2,EA,1,100,0.031655
1766863551.694213,64891.000,8648,1,EA,1,100,0.031702
1766863456.180582,64958.000,8665,2,EA,1,100,0.031634
1766863360.666950,65025.000,8665,2,EA,1,100,0.031627
1766863266.578895,65091.000,8681,1,EA,1,100,0.031583
1766863171.065263,65158.000,8697,2,EA,1,100,0.031518
1766863075.551631,65225.000,8697,2,EA,1,100,0.031476
1766862981.463576,65291.000,8713,1,EA,1,100,0.031472
1766862885.949944,65358.000,8730,2,EA,1,100,0.031496
1766862790.436312,65425.000,8730,2,EA,1,100,0.031588
1766862696.348257,65491.000,8747,1,EA,1,100,0.031675
1766862600.834625,65558.000,8762,2,EA,1,100,0.031769
1766862505.320993,65625.000,8762,2,EA,1,100,0.031866
1766862411.232938,65691.000,8778,1,EA,1,100,0.031916
1766862316.432095,65757.500,8796,2,EA,1,100,0.031928
1766862221.631251,65824.000,8796,2,EA,1,100,0.031928
1766862126.117619,65891.000,8814,1,EA,1,100,0.031919
1766862031.316776,65957.500,8830,2,EA,1,100,0.031911
1766861936.515932,66024.000,8830,2,EA,1,100,0.031895
1766861841.002301,66091.000,8845,1,EA,1,100,0.031924
1766861746.201457,66157.500,8865,2,EA,1,100,0.031919
1766861651.400614,66224.000,8865,2,EA,1,100,0.031618
1766861555.886982,66291.000,8881,2,EA,1,100,0.031262
1766861460.373350,66358.000,8881,2,EA,1,100,0.031129
1766861366.285295,66424.000,8898,1,EA,1,100,0.031125
1766861270.771663,66491.000,8913,2,EA,1,100,0.031176
1766861175.258031,66558.000,8913,2,EA,1,100,0.031249
1766861081.169976,66624.000,8930,1,EA,1,100,0.031367
1766860985.656344,66691.000,8946,2,EA,1,100,0.030603
1766860890.142712,66758.000,8946,2,EA,1,100,0.030110
1766860796.054657,66824.000,8964,1,EA,1,100,0.030110
1766860700.541025,66891.000,8978,2,EA,1,100,0.030106
1766860605.027394,66958.000,8978,2,EA,1,100,0.030448
1766860510.939338,67024.000,8997,1,EA,1,100,0.037879
1766860415.425707,67091.000,9014,2,EA,1,100,0.039307
1766860319.912075,67158.000,9014,2,EA,1,100,0.036387
1766860225.824019,67224.000,9031,1,EA,1,100,0.034907
1766860130.310388,67291.000,9045,2,EA,1,100,0.034025
1766860034.796756,67358.000,9045,2,EA,1,100,0.033412
1766859940.708701,67424.000,9062,1,EA,1,100,0.032962
1766859845.195069,67491.000,9079,2,EA,1,100,0.032621
1766859749.681437,67558.000,9079,2,EA,1,100,0.032358
1766859655.593382,67624.000,9096,1,EA,1,100,0.032148
1766859560.079750,67691.000,9110,2,EA,1,100,0.031984
1766859464.566118,67758.000,9110,2,EA,1,100,0.031855
1766859370.478063,67824.000,9128,1,EA,1,100,0.031748
1766859274.964431,67891.000,9149,2,EA,1,100,0.031716
1766859179.450799,67958.000,9149,2,EA,1,100,0.031632
1766859085.362744,68024.000,9166,1,EA,1,100,0.032098
1766858989.849113,68091.000,9182,2,EA,1,100,0.035341
1766858894.335481,68158.000,9182,2,EA,1,100,0.034216
1766858799.534637,68224.500,9198,2,EA,1,100,0.033332
1766858704.733794,68291.000,9198,2,EA,1,100,0.032910
1766858609.220162,68358.000,9214,1,EA,1,100,0.032632
1766858514.419318,68424.500,9232,2,EA,1,100,0.032445
1766858419.618475,68491.000,9232,2,EA,1,100,0.032324
1766858324.104843,68558.000,9248,1,EA,1,100,0.032223
1766858229.304000,68624.500,9265,2,EA,1,100,0.032140
1766858134.503156,68691.000,9265,2,EA,1,100,0.032067
1766858038.989524,68758.000,9281,1,EA,1,100,0.032002
1766857944.188681,68824.500,9299,2,EA,1,100,0.031956
1766857849.387837,68891.000,9299,2,EA,1,100,0.031941
1766857755.299782,68957.000,9315,1,EA,1,100,0.031945
1766857659.786150,69024.000,9330,2,EA,1,100,0.031938
1766857564.272518,69091.000,9330,2,EA,1,100,0.031839
1766857470.184463,69157.000,9347,1,EA,1,100,0.031832
1766857374.670831,69224.000,9364,2,EA,1,100,0.031864
1766857279.157200,69291.000,9364,2,EA,1,100,0.031807
1766857185.069144,69357.000,9380,1,EA,1,100,0.031616
1766857089.555513,69424.000,9396,2,EA,1,100,0.032899
1766856994.041881,69491.000,9396,2,EA,1,100,0.032515
1766856898.528249,69558.000,9412,1,EA,1,100,0.032023
1766856803.727406,69624.500,9431,2,EA,1,100,0.031822
1766856708.926562,69691.000,9431,2,EA,1,100,0.031712
1766856614.838507,69757.000,9447,1,EA,1,100,0.031628
1766856519.324875,69824.000,9463,2,EA,1,100,0.031576
1766856423.811243,69891.000,9463,2,EA,1,100,0.031493
1766856329.723188,69957.000,9479,1,EA,1,100,0.030545
1766856234.209556,70024.000,9496,2,EA,1,100,0.030107
1766856138.695925,70091.000,9496,2,EA,1,100,0.030138
1766856044.607869,70157.000,9513,1,EA,1,100,0.034262
1766855949.094237,70224.000,9529,2,EA,1,100,0.037774
1766855853.580606,70291.000,9529,2,EA,1,100,0.037300
1766855759.492550,70357.000,9548,1,EA,1,100,0.035662
1766855663.978919,70424.000,9566,2,EA,1,100,0.034705
1766855568.465287,70491.000,9566,2,EA,1,100,0.034073
1766855473.664443,70557.500,9582,2,EA,1,100,0.033573
1766855378.863600,70624.000,9582,2,EA,1,100,0.033186
1766855283.349968,70691.000,9599,1,EA,1,100,0.032874
1766855188.549124,70757.500,9614,2,EA,1,100,0.032633
1766855093.748281,70824.000,9614,2,EA,1,100,0.032457
1766854998.234649,70891.000,9631,1,EA,1,100,0.032345
1766854903.433806,70957.500,9647,2,EA,1,100,0.032262
1766854808.632962,71024.000,9647,2,EA,1,100,0.032028
1766854713.119330,71091.000,9664,1,EA,1,100,0.031766
1766854618.318487,71157.500,9681,2,EA,1,100,0.031694
1766854523.517643,71224.000,9681,2,EA,1,100,0.031700
1766854428.004012,71291.000,9698,1,EA,1,100,0.031728
1766854333.203168,71357.500,9714,2,EA,1,100,0.031754
1766854238.402325,71424.000,9714,2,EA,1,100,0.031886
1766854142.888693,71491.000,9732,1,EA,1,100,0.031998
1766854048.087849,71557.500,9748,2,EA,1,100,0.031986
1766853953.287006,71624.000,9748,2,EA,1,100,0.031818
1766853857.773374,71691.000,9765,1,EA,1,100,0.031424
1766853762.972530,71757.500,9782,2,EA,1,100,0.030957
1766853668.171687,71824.000,9782,2,EA,1,100,0.030729
1766853572.658055,71891.000,9799,1,EA,1,100,0.030610
1766853477.857212,71957.500,9814,2,EA,1,100,0.030546
1766853383.056368,72024.000,9814,2,EA,1,100,0.030467
1766853287.542736,72091.000,9830,1,EA,1,100,0.030288
1766853192.741893,72157.500,9847,2,EA,1,100,0.030185
1766853097.941049,72224.000,9847,2,EA,1,100,0.030999
1766853002.427418,72291.000,9866,1,EA,1,100,0.031291
1766852907.626574,72357.500,9881,2,EA,1,100,0.030909
1766852812.825731,72424.000,9881,2,EA,1,100,0.030584
1766852718.024887,72490.500,9898,2,EA,1,100,0.030450
1766852623.224044,72557.000,9898,2,EA,1,100,0.030553
1766852527.710412,72624.000,9914,1,EA,1,100,0.030922
1766852432.909568,72690.500,9931,2,EA,1,100,0.030862
1766852338.108725,72757.000,9931,2,EA,1,100,0.030280
1766852242.595093,72824.000,9948,1,EA,1,100,0.033445
1766852147.794250,72890.500,9963,2,EA,1,100,0.037201
1766852052.993406,72957.000,9963,2,EA,1,100,0.034374
1766851957.954966,73023.667,9986,3,EA,1,100,0.033787
1766851862.916527,73090.333,9986,3,EA,1,100,0.033676
1766851767.878087,73157.000,9986,3,EA,1,100,0.033435
1766851672.364455,73224.000,10002,1,EA,1,100,0.033174
1766851577.563612,73290.500,10017,2,EA,1,100,0.032965
1766851482.762768,73357.000,10017,2,EA,1,100,0.032882
1766851387.249136,73424.000,10033,1,EA,1,100,0.032869
1766851292.448293,73490.500,10051,2,EA,1,100,0.032909
1766851197.647449,73557.000,10051,2,EA,1,100,0.032913
1766851102.133818,73624.000,10067,1,EA,1,100,0.032784
1766851007.332974,73690.500,10082,2,EA,1,100,0.032634
1766850912.532131,73757.000,10082,2,EA,1,100,0.032610
1766850817.018499,73824.000,10099,1,EA,1,100,0.032685
1766850722.217655,73890.500,10118,2,EA,1,100,0.032676
1766850627.416812,73957.000,10118,2,EA,1,100,0.032608
1766850531.903180,74024.000,10134,1,EA,1,100,0.032558
1766850437.102337,74090.500,10151,2,EA,1,100,0.032536
1766850342.301493,74157.000,10151,2,EA,1,100,0.032511
1766850246.787861,74224.000,10166,1,EA,1,100,0.032475
1766850151.987018,74290.500,10183,2,EA,1,100,0.032440
1766850057.186174,74357.000,10183,2,EA,1,100,0.032421
1766849961.672543,74424.000,10199,1,EA,1,100,0.032417
1766849866.871699,74490.500,10216,2,EA,1,100,0.032400
1766849772.070855,74557.000,10216,2,EA,1,100,0.032371
1766849677.270012,74623.500,10231,2,EA,1,100,0.031788
1766849582.469168,74690.000,10231,2,EA,1,100,0.032994
1766849486.955537,74757.000,10248,1,EA,1,100,0.036339
1766849392.154693,74823.500,10265,2,EA,1,100,0.034854
1766849297.353850,74890.000,10265,2,EA,1,100,0.033904
1766849201.840218,74957.000,10284,1,EA,1,100,0.033458
1766849107.039374,75023.500,10298,2,EA,1,100,0.033176
1766849012.238531,75090.000,10298,2,EA,1,100,0.032971
1766848916.724899,75157.000,10316,1,EA,1,100,0.032817
1766848821.924056,75223.500,10332,2,EA,1,100,0.032697
1766848727.123212,75290.000,10332,2,EA,1,100,0.032567
1766848631.609580,75357.000,10349,1,EA,1,100,0.032437
1766848536.808737,75423.500,10364,2,EA,1,100,0.032325
1766848442.007893,75490.000,10364,2,EA,1,100,0.032203
1766848346.494262,75557.000,10381,1,EA,1,100,0.032097
1766848251.693418,75623.500,10397,2,EA,1,100,0.032029
1766848156.892575,75690.000,10397,2,EA,1,100,0.031995
1766848061.378943,75757.000,10414,1,EA,1,100,0.032055
1766847966.578099,75823.500,10429,2,EA,1,100,0.032230
1766847871.777256,75890.000,10429,2,EA,1,100,0.031793
1766847776.263624,75957.000,10446,1,EA,1,100,0.031639
1766847681.462780,76023.500,10462,2,EA,1,100,0.031299
1766847586.661937,76090.000,10462,2,EA,1,100,0.030715
1766847491.148305,76157.000,10480,1,EA,1,100,0.030152
1766847396.347461,76223.500,10496,2,EA,1,100,0.030122
1766847301.546618,76290.000,10496,2,EA,1,100,0.035790
1766847206.032986,76357.000,10513,1,EA,1,100,0.040352
1766847111.232143,76423.500,10534,2,EA,1,100,0.037750
1766847016.431299,76490.000,10534,2,EA,1,100,0.036193
1766846920.917667,76557.000,10551,1,EA,1,100,0.035366
1766846826.116824,76623.500,10566,2,EA,1,100,0.034772
1766846731.315980,76690.000,10566,2,EA,1,100,0.034306
1766846635.802349,76757.000,10582,1,EA,1,100,0.033956
1766846541.001505,76823.500,10599,2,EA,1,100,0.033715
1766846446.200662,76890.000,10599,2,EA,1,100,0.033551
1766846350.687030,76957.000,10616,1,EA,1,100,0.033449
1766846255.886186,77023.500,10631,2,EA,1,100,0.033240
1766846161.085343,77090.000,10631,2,EA,1,100,0.032998
1766846066.284499,77156.500,10650,2,EA,1,100,0.032846
1766845971.483656,77223.000,10650,2,EA,1,100,0.032757
1766845875.970024,77290.000,10666,1,EA,1,100,0.032770
1766845781.169180,77356.500,10683,2,EA,1,100,0.032432
1766845686.368337,77423.000,10683,2,EA,1,100,0.031551
1766845590.854705,77490.000,10700,1,EA,1,100,0.031895
1766845496.053862,77556.500,10715,2,EA,1,100,0.031727
1766845401.253018,77623.000,10715,2,EA,1,100,0.031399
1766845305.739386,77690.000,10731,1,EA,1,100,0.031315
1766845210.938543,77756.500,10749,2,EA,1,100,0.031784
1766845116.137699,77823.000,10749,2,EA,1,100,0.030655
1766845020.624068,77890.000,10765,1,EA,1,100,0.035755
1766844925.823224,77956.500,10780,2,EA,1,100,0.037649
