LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1766633924.752212,62623.000,8115,1,EL,1,100,-14621.200195
1766633924.818706,62689.500,8133,2,EL,1,100,-14602.200195
1766633924.885201,62756.000,8133,2,EL,1,100,-14509.400391
1766633924.952195,62823.000,8149,1,EL,1,100,-14470.000000
1766633925.018690,62889.500,8165,2,EL,1,100,-14575.799805
1766633925.085185,62956.000,8165,2,EL,1,100,-14554.799805
1766633925.151679,63022.500,8185,2,EL,1,100,-14514.000000
1766633925.218174,63089.000,8185,2,EL,1,100,-14435.400391
1766633925.285168,63156.000,8201,1,EL,1,100,-14419.200195
1766633925.351663,63222.500,8216,2,EL,1,100,-14516.000000
1766633925.418158,63289.000,8216,2,EL,1,100,-14534.799805
1766633925.485152,63356.000,8234,1,EL,1,100,-14452.799805
1766633925.551647,63422.500,8252,2,EL,1,100,-14436.799805
1766633925.618142,63489.000,8252,2,EL,1,100,-14592.200195
1766633925.685136,63556.000,8268,1,EL,1,100,-14642.799805
1766633925.751631,63622.500,8285,2,EL,1,100,-14620.400391
1766633925.818125,63689.000,8285,2,EL,1,100,-14558.000000
1766633925.885120,63756.000,8302,1,EL,1,100,-14664.599609
1766633925.951615,63822.500,8319,2,EL,1,100,-14713.200195
1766633926.018109,63889.000,8319,2,EL,1,100,-14697.799805
1766633926.085104,63956.000,8337,1,EL,1,100,-14679.200195
1766633926.151598,64022.500,8355,2,EL,1,100,-14649.400391
1766633926.218093,64089.000,8355,2,EL,1,100,-14749.000000
1766633926.285088,64156.000,8371,1,EL,1,100,-14792.400391
1766633926.351582,64222.500,8388,2,EL,1,100,-14791.400391
1766633926.418077,64289.000,8388,2,EL,1,100,-14794.400391
1766633926.485071,64356.000,8406,1,EL,1,100,-14789.799805
1766633926.551566,64422.500,8424,2,EL,1,100,-14762.400391
1766633926.618061,64489.000,8424,2,EL,1,100,-14737.799805
1766633926.685055,64556.000,8440,1,EL,1,100,-14709.599609
1766633926.751550,64622.500,8457,2,EL,1,100,-14686.400391
1766633926.818044,64689.000,8457,2,EL,1,100,-14675.799805
1766633926.885039,64756.000,8474,1,EL,1,100,-14664.400391
1766633926.951534,64822.500,8490,2,EL,1,100,-14657.400391
1766633927.018028,64889.000,8490,2,EL,1,100,-14654.599609
1766633927.084523,64955.500,8510,2,EL,1,100,-14652.400391
1766633927.151018,65022.000,8510,2,EL,1,100,-14646.400391
1766633927.218012,65089.000,8528,1,EL,1,100,-14643.400391
1766633927.284507,65155.500,8544,2,EL,1,100,-14638.599609
1766633927.351002,65222.000,8544,2,EL,1,100,-14637.400391
1766633927.417996,65289.000,8561,1,EL,1,100,-14639.200195
1766633927.484491,65355.500,8576,2,EL,1,100,-14639.799805
1766633927.550985,65422.000,8576,2,EL,1,100,-14637.000000
1766633927.617980,65489.000,8593,1,EL,1,100,-14632.400391
1766633927.684474,65555.500,8609,2,EL,1,100,-14631.799805
1766633927.750969,65622.000,8609,2,EL,1,100,-14629.599609
1766633927.817964,65689.000,8626,1,EL,1,100,-14626.599609
1766633927.884458,65755.500,8641,2,EL,1,100,-14616.200195
1766633927.950953,65822.000,8641,2,EL,1,100,-14592.799805
1766633928.017947,65889.000,8658,1,EL,1,100,-14577.799805
1766633928.084442,65955.500,8674,2,EL,1,100,-14576.000000
1766633928.150937,66022.000,8674,2,EL,1,100,-14583.000000
1766633928.217931,66089.000,8692,1,EL,1,100,-14584.599609
1766633928.284426,66155.500,8706,2,EL,1,100,-14594.799805
1766633928.350921,66222.000,8706,2,EL,1,100,-14619.799805
1766633928.417915,66289.000,8723,1,EL,1,100,-14637.599609
1766633928.484410,66355.500,8740,2,EL,1,100,-14630.200195
1766633928.550905,66422.000,8740,2,EL,1,100,-14614.799805
1766633928.617899,66489.000,8757,1,EL,1,100,-14585.200195
1766633928.684394,66555.500,8771,2,EL,1,100,-14538.599609
1766633928.750888,66622.000,8771,2,EL,1,100,-14517.000000
1766633928.817883,66689.000,8790,1,EL,1,100,-14508.000000
1766633928.884377,66755.500,8809,2,EL,1,100,-14500.599609
1766633928.950872,66822.000,8809,2,EL,1,100,-14491.799805
1766633929.017867,66889.000,8826,1,EL,1,100,-14487.000000
1766633929.084361,66955.500,8841,2,EL,1,100,-14492.400391
1766633929.150856,67022.000,8841,2,EL,1,100,-14514.200195
1766633929.217350,67088.500,8858,2,EL,1,100,-14528.799805
1766633929.283845,67155.000,8858,2,EL,1,100,-14528.799805
1766633929.350840,67222.000,8874,1,EL,1,100,-14522.799805
1766633929.417334,67288.500,8891,2,EL,1,100,-14517.599609
1766633929.483829,67355.000,8891,2,EL,1,100,-14501.000000
1766633929.550823,67422.000,8908,1,EL,1,100,-14497.799805
1766633929.617318,67488.500,8923,2,EL,1,100,-14505.799805
1766633929.683813,67555.000,8923,2,EL,1,100,-14509.599609
1766633929.750807,67622.000,8941,1,EL,1,100,-14506.200195
1766633929.817302,67688.500,8959,2,EL,1,100,-14497.799805
1766633929.883797,67755.000,8959,2,EL,1,100,-14520.799805
1766633929.950791,67822.000,8975,1,EL,1,100,-14559.799805
1766633930.017286,67888.500,8990,2,EL,1,100,-14573.799805
1766633930.083781,67955.000,8990,2,EL,1,100,-14556.599609
1766633930.150775,68022.000,9006,1,EL,1,100,-14533.400391
1766633930.217270,68088.500,9026,2,EL,1,100,-14514.200195
1766633930.283764,68155.000,9026,2,EL,1,100,-14494.799805
1766633930.350759,68222.000,9042,1,EL,1,100,-14490.599609
1766633930.417253,68288.500,9057,2,EL,1,100,-14489.599609
1766633930.483748,68355.000,9057,2,EL,1,100,-14485.599609
1766633930.550743,68422.000,9074,1,EL,1,100,-14473.400391
1766633930.617237,68488.500,9091,2,EL,1,100,-14455.799805
1766633930.683732,68555.000,9091,2,EL,1,100,-14445.400391
1766633930.750726,68622.000,9107,1,EL,1,100,-14454.400391
1766633930.817221,68688.500,9123,2,EL,1,100,-14474.000000
1766633930.883716,68755.000,9123,2,EL,1,100,-14432.599609
1766633930.950710,68822.000,9139,1,EL,1,100,-14393.400391
1766633931.017205,68888.500,9158,2,EL,1,100,-14387.400391
1766633931.083699,68955.000,9158,2,EL,1,100,-14412.000000
1766633931.150694,69022.000,9174,1,EL,1,100,-14448.000000
1766633931.217189,69088.500,9191,2,EL,1,100,-14436.799805
1766633931.283683,69155.000,9191,2,EL,1,100,-14396.599609
1766633931.350678,69222.000,9206,2,EL,1,100,-14379.799805
1766633931.417673,69289.000,9206,2,EL,1,100,-14386.599609
1766633931.483667,69355.000,9225,1,EL,1,100,-14393.400391
1766633931.550162,69421.500,9242,2,EL,1,100,-14397.000000
1766633931.616657,69488.000,9242,2,EL,1,100,-14397.200195
1766633931.683651,69555.000,9259,1,EL,1,100,-14402.400391
1766633931.750146,69621.500,9273,2,EL,1,100,-14423.000000
1766633931.816640,69688.000,9273,2,EL,1,100,-14430.599609
1766633931.883635,69755.000,9291,1,EL,1,100,-14426.599609
1766633931.950130,69821.500,9307,2,EL,1,100,-14427.200195
1766633932.016624,69888.000,9307,2,EL,1,100,-14429.599609
1766633932.083619,69955.000,9326,1,EL,1,100,-14427.200195
1766633932.150280,70021.667,9345,3,EL,1,100,-14425.000000
1766633932.216941,70088.333,9345,3,EL,1,100,-14425.799805
1766633932.283602,70155.000,9345,3,EL,1,100,-14434.000000
1766633932.350597,70222.000,9361,1,EL,1,100,-14439.599609
1766633932.417092,70288.500,9376,2,EL,1,100,-14441.200195
1766633932.483586,70355.000,9376,2,EL,1,100,-14440.000000
1766633932.550581,70422.000,9393,1,EL,1,100,-14441.599609
1766633932.617076,70488.500,9412,2,EL,1,100,-14441.599609
1766633932.683570,70555.000,9412,2,EL,1,100,-14441.599609
1766633932.750065,70621.500,9428,2,EL,1,100,-14438.799805
1766633932.816560,70688.000,9428,2,EL,1,100,-14437.599609
1766633932.883554,70755.000,9446,1,EL,1,100,-14436.400391
1766633932.950049,70821.500,9462,2,EL,1,100,-14434.599609
1766633933.016543,70888.000,9462,2,EL,1,100,-14432.200195
1766633933.083538,70955.000,9479,1,EL,1,100,-14432.200195
1766633933.150033,71021.500,9496,2,EL,1,100,-14441.400391
1766633933.216527,71088.000,9496,2,EL,1,100,-14445.799805
1766633933.283522,71155.000,9513,1,EL,1,100,-14447.400391
1766633933.350016,71221.500,9527,2,EL,1,100,-14447.200195
1766633933.416511,71288.000,9527,2,EL,1,100,-14446.599609
1766633933.483505,71355.000,9544,1,EL,1,100,-14446.599609
1766633933.550000,71421.500,9561,2,EL,1,100,-14448.799805
1766633933.616495,71488.000,9561,2,EL,1,100,-14444.599609
1766633933.683489,71555.000,9578,1,EL,1,100,-14434.599609
1766633933.749984,71621.500,9594,2,EL,1,100,-14428.200195
1766633933.816478,71688.000,9594,2,EL,1,100,-14431.200195
1766633933.883473,71755.000,9612,1,EL,1,100,-14442.400391
1766633933.949968,71821.500,9630,2,EL,1,100,-14452.200195
1766633934.016462,71888.000,9630,2,EL,1,100,-14452.200195
1766633934.083457,71955.000,9647,1,EL,1,100,-14451.400391
1766633934.149952,72021.500,9662,2,EL,1,100,-14428.400391
1766633934.216446,72088.000,9662,2,EL,1,100,-14410.799805
1766633934.283441,72155.000,9681,1,EL,1,100,-14489.000000
1766633934.349936,72221.500,9697,2,EL,1,100,-14566.799805
1766633934.416430,72288.000,9697,2,EL,1,100,-14602.000000
1766633934.483425,72355.000,9715,1,EL,1,100,-14601.000000
1766633934.549919,72421.500,9732,2,EL,1,100,-14635.799805
1766633934.616414,72488.000,9732,2,EL,1,100,-14596.200195
1766633934.683408,72555.000,9749,1,EL,1,100,-14617.000000
1766633934.749903,72621.500,9766,2,EL,1,100,-14653.200195
1766633934.816398,72688.000,9766,2,EL,1,100,-14700.599609
1766633934.883392,72755.000,9786,1,EL,1,100,-14647.799805
1766633934.949887,72821.500,9801,2,EL,1,100,-14661.000000
1766633935.016382,72888.000,9801,2,EL,1,100,-14629.200195
1766633935.082876,72954.500,9818,2,EL,1,100,-14691.000000
1766633935.149371,73021.000,9818,2,EL,1,100,-14718.599609
1766633935.216365,73088.000,9835,1,EL,1,100,-14715.799805
1766633935.282860,73154.500,9856,2,EL,1,100,-14682.000000
