LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1766633925.885120,63756,8332,1,SR,1,100,0.133333
1766633926.152098,64023,8401,1,SR,1,100,0.266667
1766633934.283441,72155,9727,1,SR,1,100,0.266667
1766633934.683408,72555,9780,1,SR,1,100,0.133333
1766633935.083376,72955,9851,1,SR,1,100,0.133333
1766633935.349355,73221,9884,1,SR,1,100,0.133333
1766633935.616333,73488,9923,1,SR,1,100,0.066667
1766633936.483263,74355,10079,1,SR,1,100,0.066667
1766633937.083215,74955,10179,1,SR,1,100,0.133333
1766633937.883150,75755,10327,1,SR,1,100,0.133333
1766633938.682085,76554,10498,1,SR,1,100,0.333333
1766633939.150047,77022,10552,1,SR,1,100,0.133333
1766633940.015977,77888,10704,1,SR,1,100,0.200000
1766633941.948821,79821,11108,1,SR,1,100,0.733333
1766633956.212667,94086,13400,1,SR,1,100,0.600000
1766633956.946608,94820,13450,1,SR,1,100,0.200000
