LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1766787843.568034,117968.000,17170,2,RD,1,100,TL
1766787843.568034,117968.000,17170,2,RD,1,100,TU
1766787846.122034,120522.000,18015,2,RD,1,100,TL
1766787848.676034,123076.000,18015,2,RD,1,100,TU
1766787851.235534,125635.500,18849,2,RD,1,100,TL
1766787853.795034,128195.000,18849,2,RD,1,100,TU
