LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1766633913.115153,50985.000,6203,3,PI,1,100,167679
1766633913.155149,51025.000,6220,2,PI,1,100,167563
1766633913.195146,51065.000,6220,2,PI,1,100,167568
1766633913.235143,51105.000,6236,3,PI,1,100,167742
1766633913.275140,51145.000,6236,3,PI,1,100,168016
1766633913.315136,51185.000,6236,3,PI,1,100,168339
1766633913.355133,51225.000,6252,2,PI,1,100,168448
1766633913.395130,51265.000,6252,2,PI,1,100,168445
1766633913.435127,51305.000,6268,3,PI,1,100,168420
1766633913.475123,51345.000,6268,3,PI,1,100,168329
1766633913.515120,51385.000,6268,3,PI,1,100,168259
1766633913.555117,51425.000,6286,2,PI,1,100,168416
1766633913.595114,51465.000,6286,2,PI,1,100,168658
1766633913.635111,51505.000,6302,3,PI,1,100,168767
1766633913.675107,51545.000,6302,3,PI,1,100,168839
1766633913.715104,51585.000,6302,3,PI,1,100,168838
1766633913.755101,51625.000,6317,2,PI,1,100,168796
1766633913.795098,51665.000,6317,2,PI,1,100,168834
1766633913.835094,51705.000,6334,3,PI,1,100,168816
1766633913.875091,51745.000,6334,3,PI,1,100,168867
1766633913.915088,51785.000,6334,3,PI,1,100,169066
1766633913.955085,51825.000,6353,2,PI,1,100,169250
1766633913.995081,51865.000,6353,2,PI,1,100,169367
1766633914.035078,51905.000,6369,3,PI,1,100,169450
1766633914.075075,51945.000,6369,3,PI,1,100,169531
1766633914.115072,51985.000,6369,3,PI,1,100,169582
1766633914.161568,52031.500,6385,2,PI,1,100,169584
1766633914.208064,52078.000,6385,2,PI,1,100,169685
1766633914.248061,52118.000,6401,3,PI,1,100,169837
1766633914.288058,52158.000,6401,3,PI,1,100,170003
1766633914.328055,52198.000,6401,3,PI,1,100,170111
1766633914.368051,52238.000,6418,2,PI,1,100,170162
1766633914.408048,52278.000,6418,2,PI,1,100,170194
1766633914.448045,52318.000,6434,3,PI,1,100,170318
1766633914.488042,52358.000,6434,3,PI,1,100,170405
1766633914.528038,52398.000,6434,3,PI,1,100,170524
1766633914.568035,52438.000,6450,2,PI,1,100,170603
1766633914.608032,52478.000,6450,2,PI,1,100,170669
1766633914.648029,52518.000,6466,3,PI,1,100,170726
1766633914.688025,52558.000,6466,3,PI,1,100,170715
1766633914.728022,52598.000,6466,3,PI,1,100,170716
1766633914.768019,52638.000,6483,2,PI,1,100,170656
1766633914.808016,52678.000,6483,2,PI,1,100,170548
1766633914.848012,52718.000,6500,3,PI,1,100,170418
1766633914.888009,52758.000,6500,3,PI,1,100,170399
1766633914.928006,52798.000,6500,3,PI,1,100,170471
1766633914.968003,52838.000,6515,2,PI,1,100,170542
1766633915.008000,52878.000,6515,2,PI,1,100,170589
1766633915.047996,52918.000,6531,3,PI,1,100,170635
1766633915.087993,52958.000,6531,3,PI,1,100,170739
1766633915.127990,52998.000,6531,3,PI,1,100,170832
1766633915.167987,53038.000,6549,3,PI,1,100,170814
1766633915.207983,53078.000,6549,3,PI,1,100,170841
1766633915.247980,53118.000,6549,3,PI,1,100,170933
1766633915.287977,53158.000,6565,2,PI,1,100,170959
1766633915.327974,53198.000,6565,2,PI,1,100,170982
1766633915.367970,53238.000,6581,3,PI,1,100,171000
1766633915.407967,53278.000,6581,3,PI,1,100,171077
1766633915.447964,53318.000,6581,3,PI,1,100,171175
1766633915.487961,53358.000,6597,2,PI,1,100,171190
1766633915.527957,53398.000,6597,2,PI,1,100,171147
1766633915.567954,53438.000,6614,3,PI,1,100,171158
1766633915.607951,53478.000,6614,3,PI,1,100,171269
1766633915.647948,53518.000,6614,3,PI,1,100,171328
1766633915.687945,53558.000,6630,2,PI,1,100,171343
1766633915.727941,53598.000,6630,2,PI,1,100,171324
1766633915.767938,53638.000,6647,3,PI,1,100,171237
1766633915.807935,53678.000,6647,3,PI,1,100,171306
1766633915.847932,53718.000,6647,3,PI,1,100,171376
1766633915.887928,53758.000,6662,2,PI,1,100,171615
1766633915.927925,53798.000,6662,2,PI,1,100,171837
1766633915.967922,53838.000,6679,3,PI,1,100,171985
1766633916.007919,53878.000,6679,3,PI,1,100,172152
1766633916.047915,53918.000,6679,3,PI,1,100,172217
1766633916.087912,53958.000,6695,2,PI,1,100,172032
1766633916.127909,53998.000,6695,2,PI,1,100,171687
1766633916.167906,54038.000,6713,3,PI,1,100,171248
1766633916.207902,54078.000,6713,3,PI,1,100,171014
1766633916.247899,54118.000,6713,3,PI,1,100,171066
1766633916.287896,54158.000,6727,2,PI,1,100,171297
1766633916.327893,54198.000,6727,2,PI,1,100,171501
1766633916.367890,54238.000,6746,3,PI,1,100,171680
1766633916.407886,54278.000,6746,3,PI,1,100,171784
1766633916.447883,54318.000,6746,3,PI,1,100,171857
1766633916.487880,54358.000,6763,3,PI,1,100,171935
1766633916.527877,54398.000,6763,3,PI,1,100,171868
1766633916.567873,54438.000,6763,3,PI,1,100,171581
1766633916.607870,54478.000,6780,2,PI,1,100,171322
1766633916.647867,54518.000,6780,2,PI,1,100,171339
1766633916.687864,54558.000,6794,3,PI,1,100,171499
1766633916.727860,54598.000,6794,3,PI,1,100,171664
1766633916.767857,54638.000,6794,3,PI,1,100,171802
1766633916.807854,54678.000,6818,2,PI,1,100,171831
1766633916.847851,54718.000,6818,2,PI,1,100,171949
1766633916.887848,54758.000,6835,3,PI,1,100,171855
1766633916.927844,54798.000,6835,3,PI,1,100,171761
1766633916.967841,54838.000,6835,3,PI,1,100,171704
1766633917.007838,54878.000,6854,3,PI,1,100,171705
1766633917.047835,54918.000,6854,3,PI,1,100,171803
1766633917.087831,54958.000,6854,3,PI,1,100,171924
1766633917.127828,54998.000,6870,2,PI,1,100,171937
1766633917.167825,55038.000,6870,2,PI,1,100,171891
1766633917.207822,55078.000,6886,3,PI,1,100,171867
1766633917.247818,55118.000,6886,3,PI,1,100,171861
1766633917.287815,55158.000,6886,3,PI,1,100,171888
1766633917.327812,55198.000,6902,2,PI,1,100,171979
1766633917.367809,55238.000,6902,2,PI,1,100,172051
1766633917.407805,55278.000,6919,3,PI,1,100,172101
1766633917.447802,55318.000,6919,3,PI,1,100,172213
1766633917.487799,55358.000,6919,3,PI,1,100,172396
1766633917.527796,55398.000,6936,2,PI,1,100,172524
1766633917.567793,55438.000,6936,2,PI,1,100,172630
1766633917.607789,55478.000,6951,3,PI,1,100,172699
1766633917.647786,55518.000,6951,3,PI,1,100,172776
1766633917.687783,55558.000,6951,3,PI,1,100,172862
1766633917.727780,55598.000,6967,2,PI,1,100,172896
1766633917.767776,55638.000,6967,2,PI,1,100,172879
1766633917.807773,55678.000,6985,3,PI,1,100,172890
1766633917.847770,55718.000,6985,3,PI,1,100,173002
1766633917.887767,55758.000,6985,3,PI,1,100,173189
1766633917.927763,55798.000,7001,2,PI,1,100,173316
1766633917.967760,55838.000,7001,2,PI,1,100,173433
1766633918.007757,55878.000,7016,3,PI,1,100,173495
1766633918.047754,55918.000,7016,3,PI,1,100,173614
1766633918.087750,55958.000,7016,3,PI,1,100,173658
1766633918.127747,55998.000,7032,2,PI,1,100,173681
1766633918.167744,56038.000,7032,2,PI,1,100,173704
1766633918.207741,56078.000,7050,3,PI,1,100,173699
1766633918.247738,56118.000,7050,3,PI,1,100,173679
1766633918.287734,56158.000,7050,3,PI,1,100,173713
1766633918.327731,56198.000,7066,3,PI,1,100,173787
1766633918.367728,56238.000,7066,3,PI,1,100,173859
1766633918.407725,56278.000,7066,3,PI,1,100,173999
1766633918.447721,56318.000,7081,2,PI,1,100,174153
1766633918.487718,56358.000,7081,2,PI,1,100,174310
1766633918.527715,56398.000,7098,3,PI,1,100,174411
1766633918.567712,56438.000,7098,3,PI,1,100,174462
1766633918.607708,56478.000,7098,3,PI,1,100,174457
1766633918.647705,56518.000,7115,2,PI,1,100,174462
1766633918.687702,56558.000,7115,2,PI,1,100,174467
1766633918.727699,56598.000,7131,3,PI,1,100,174521
1766633918.767695,56638.000,7131,3,PI,1,100,174605
1766633918.807692,56678.000,7131,3,PI,1,100,174716
1766633918.854188,56724.500,7148,2,PI,1,100,174794
1766633918.900685,56771.000,7148,2,PI,1,100,174869
1766633918.940681,56811.000,7165,2,PI,1,100,174942
1766633918.980678,56851.000,7165,2,PI,1,100,175033
1766633919.020675,56891.000,7182,3,PI,1,100,175074
1766633919.060672,56931.000,7182,3,PI,1,100,175060
1766633919.100669,56971.000,7182,3,PI,1,100,175044
1766633919.140665,57011.000,7199,3,PI,1,100,175000
1766633919.180662,57051.000,7199,3,PI,1,100,175065
1766633919.220659,57091.000,7199,3,PI,1,100,175171
1766633919.260656,57131.000,7216,2,PI,1,100,175205
1766633919.300653,57171.000,7216,2,PI,1,100,175304
1766633919.340649,57211.000,7230,3,PI,1,100,175369
1766633919.380646,57251.000,7230,3,PI,1,100,175459
1766633919.420643,57291.000,7230,3,PI,1,100,175552
1766633919.460639,57331.000,7247,2,PI,1,100,175726
1766633919.500636,57371.000,7247,2,PI,1,100,175947
1766633919.540633,57411.000,7264,3,PI,1,100,176241
1766633919.580630,57451.000,7264,3,PI,1,100,176522
1766633919.620626,57491.000,7264,3,PI,1,100,176641
1766633919.660623,57531.000,7281,2,PI,1,100,176665
1766633919.700620,57571.000,7281,2,PI,1,100,176657
1766633919.740617,57611.000,7295,3,PI,1,100,176668
1766633919.780614,57651.000,7295,3,PI,1,100,176727
1766633919.820610,57691.000,7295,3,PI,1,100,176789
1766633919.860607,57731.000,7313,2,PI,1,100,176834
1766633919.900604,57771.000,7313,2,PI,1,100,176926
1766633919.940601,57811.000,7329,3,PI,1,100,176914
1766633919.980597,57851.000,7329,3,PI,1,100,176897
1766633920.020594,57891.000,7329,3,PI,1,100,176923
1766633920.060591,57931.000,7346,2,PI,1,100,176967
1766633920.100588,57971.000,7346,2,PI,1,100,177070
1766633920.140584,58011.000,7361,3,PI,1,100,177193
1766633920.180581,58051.000,7361,3,PI,1,100,177243
1766633920.220578,58091.000,7361,3,PI,1,100,177332
1766633920.260575,58131.000,7378,3,PI,1,100,177416
1766633920.300572,58171.000,7378,3,PI,1,100,177472
1766633920.340568,58211.000,7378,3,PI,1,100,177512
1766633920.380565,58251.000,7394,2,PI,1,100,177583
1766633920.420562,58291.000,7394,2,PI,1,100,177677
1766633920.460559,58331.000,7411,3,PI,1,100,177713
1766633920.500556,58371.000,7411,3,PI,1,100,177746
1766633920.540552,58411.000,7411,3,PI,1,100,177794
1766633920.580549,58451.000,7427,2,PI,1,100,177787
1766633920.620546,58491.000,7427,2,PI,1,100,177774
1766633920.660542,58531.000,7443,3,PI,1,100,177770
1766633920.700539,58571.000,7443,3,PI,1,100,177800
1766633920.740536,58611.000,7443,3,PI,1,100,177882
1766633920.780533,58651.000,7459,2,PI,1,100,177969
1766633920.820529,58691.000,7459,2,PI,1,100,178003
1766633920.860526,58731.000,7477,3,PI,1,100,178000
1766633920.900523,58771.000,7477,3,PI,1,100,178000
1766633920.940520,58811.000,7477,3,PI,1,100,178049
1766633920.980517,58851.000,7492,2,PI,1,100,178098
1766633921.020513,58891.000,7492,2,PI,1,100,178109
1766633921.060510,58931.000,7508,3,PI,1,100,178121
1766633921.100507,58971.000,7508,3,PI,1,100,178123
1766633921.140504,59011.000,7508,3,PI,1,100,178096
1766633921.180501,59051.000,7525,2,PI,1,100,178087
1766633921.220497,59091.000,7525,2,PI,1,100,178143
1766633921.260494,59131.000,7542,3,PI,1,100,178169
1766633921.300491,59171.000,7542,3,PI,1,100,178194
1766633921.340487,59211.000,7542,3,PI,1,100,178200
1766633921.380484,59251.000,7558,3,PI,1,100,178233
1766633921.420481,59291.000,7558,3,PI,1,100,178259
1766633921.460478,59331.000,7558,3,PI,1,100,178274
1766633921.500474,59371.000,7574,2,PI,1,100,178315
1766633921.540471,59411.000,7574,2,PI,1,100,178346
1766633921.580468,59451.000,7590,3,PI,1,100,178388
1766633921.620465,59491.000,7590,3,PI,1,100,178405
1766633921.660462,59531.000,7590,3,PI,1,100,178403
1766633921.700458,59571.000,7607,2,PI,1,100,178392
1766633921.740455,59611.000,7607,2,PI,1,100,178442
1766633921.780452,59651.000,7623,3,PI,1,100,178537
1766633921.820449,59691.000,7623,3,PI,1,100,178609
1766633921.860445,59731.000,7623,3,PI,1,100,178672
1766633921.900442,59771.000,7644,2,PI,1,100,178717
1766633921.940439,59811.000,7644,2,PI,1,100,178725
1766633921.980436,59851.000,7660,3,PI,1,100,178698
1766633922.020432,59891.000,7660,3,PI,1,100,178707
1766633922.060429,59931.000,7660,3,PI,1,100,178663
1766633922.100426,59971.000,7677,2,PI,1,100,178718
1766633922.140423,60011.000,7677,2,PI,1,100,178758
1766633922.180419,60051.000,7694,3,PI,1,100,178816
1766633922.220416,60091.000,7694,3,PI,1,100,178828
1766633922.260413,60131.000,7694,3,PI,1,100,178843
1766633922.300410,60171.000,7709,2,PI,1,100,178797
1766633922.340407,60211.000,7709,2,PI,1,100,178854
1766633922.380403,60251.000,7725,3,PI,1,100,178987
1766633922.420400,60291.000,7725,3,PI,1,100,179006
1766633922.460397,60331.000,7725,3,PI,1,100,178977
1766633922.500394,60371.000,7743,3,PI,1,100,178938
1766633922.540390,60411.000,7743,3,PI,1,100,178773
1766633922.580387,60451.000,7743,3,PI,1,100,178792
1766633922.620384,60491.000,7759,2,PI,1,100,179023
1766633922.660381,60531.000,7759,2,PI,1,100,178885
1766633922.700377,60571.000,7777,3,PI,1,100,179169
1766633922.740374,60611.000,7777,3,PI,1,100,180145
1766633922.780371,60651.000,7777,3,PI,1,100,180279
1766633922.820368,60691.000,7793,2,PI,1,100,180867
1766633922.860365,60731.000,7793,2,PI,1,100,181138
1766633922.900361,60771.000,7810,3,PI,1,100,181045
1766633922.940358,60811.000,7810,3,PI,1,100,180954
1766633922.980355,60851.000,7810,3,PI,1,100,180650
1766633923.020352,60891.000,7826,2,PI,1,100,180097
1766633923.060349,60931.000,7826,2,PI,1,100,180268
1766633923.100345,60971.000,7843,3,PI,1,100,180564
1766633923.140342,61011.000,7843,3,PI,1,100,180830
1766633923.180339,61051.000,7843,3,PI,1,100,181026
1766633923.220335,61091.000,7858,2,PI,1,100,181357
1766633923.260332,61131.000,7858,2,PI,1,100,181685
1766633923.300329,61171.000,7875,3,PI,1,100,181370
1766633923.340326,61211.000,7875,3,PI,1,100,180964
1766633923.380322,61251.000,7875,3,PI,1,100,180175
1766633923.420319,61291.000,7891,2,PI,1,100,179347
1766633923.460316,61331.000,7891,2,PI,1,100,179142
1766633923.500313,61371.000,7909,3,PI,1,100,179987
1766633923.540310,61411.000,7909,3,PI,1,100,180923
1766633923.580306,61451.000,7909,3,PI,1,100,181691
1766633923.620303,61491.000,7925,2,PI,1,100,181786
1766633923.660300,61531.000,7925,2,PI,1,100,181784
1766633923.700297,61571.000,7942,3,PI,1,100,181631
1766633923.740294,61611.000,7942,3,PI,1,100,181119
1766633923.780290,61651.000,7942,3,PI,1,100,181164
1766633923.826787,61697.500,7959,2,PI,1,100,181684
1766633923.873283,61744.000,7959,2,PI,1,100,182459
1766633923.913280,61784.000,7978,3,PI,1,100,182932
1766633923.953276,61824.000,7978,3,PI,1,100,182957
1766633923.993273,61864.000,7978,3,PI,1,100,182413
1766633924.033270,61904.000,7992,2,PI,1,100,181971
1766633924.073267,61944.000,7992,2,PI,1,100,182838
1766633924.113263,61984.000,8009,3,PI,1,100,183546
1766633924.153260,62024.000,8009,3,PI,1,100,183801
1766633924.193257,62064.000,8009,3,PI,1,100,183574
1766633924.233253,62104.000,8026,2,PI,1,100,183520
1766633924.273250,62144.000,8026,2,PI,1,100,183300
1766633924.313247,62184.000,8043,3,PI,1,100,182992
1766633924.353244,62224.000,8043,3,PI,1,100,181640
1766633924.393241,62264.000,8043,3,PI,1,100,179831
1766633924.433237,62304.000,8057,2,PI,1,100,180545
1766633924.473234,62344.000,8057,2,PI,1,100,182138
1766633924.513231,62384.000,8077,3,PI,1,100,183255
1766633924.553228,62424.000,8077,3,PI,1,100,183739
1766633924.593225,62464.000,8077,3,PI,1,100,184275
1766633924.633221,62504.000,8094,2,PI,1,100,184703
1766633924.673218,62544.000,8094,2,PI,1,100,183146
1766633924.713215,62584.000,8111,3,PI,1,100,179592
1766633924.753211,62624.000,8111,3,PI,1,100,179629
1766633924.793208,62664.000,8111,3,PI,1,100,181624
1766633924.833205,62704.000,8129,3,PI,1,100,183068
1766633924.873202,62744.000,8129,3,PI,1,100,184030
1766633924.913198,62784.000,8129,3,PI,1,100,184635
1766633924.953195,62824.000,8145,2,PI,1,100,184525
1766633924.993192,62864.000,8145,2,PI,1,100,182360
1766633925.033189,62904.000,8161,3,PI,1,100,180195
1766633925.073186,62944.000,8161,3,PI,1,100,182016
1766633925.113182,62984.000,8161,3,PI,1,100,183379
1766633925.153179,63024.000,8181,2,PI,1,100,183982
1766633925.193176,63064.000,8181,2,PI,1,100,184389
1766633925.233173,63104.000,8197,3,PI,1,100,184750
1766633925.273170,63144.000,8197,3,PI,1,100,184845
1766633925.313166,63184.000,8197,3,PI,1,100,183307
1766633925.353163,63224.000,8212,2,PI,1,100,182209
1766633925.393160,63264.000,8212,2,PI,1,100,183057
1766633925.433156,63304.000,8230,3,PI,1,100,184340
1766633925.473153,63344.000,8230,3,PI,1,100,185131
1766633925.513150,63384.000,8230,3,PI,1,100,185153
1766633925.553147,63424.000,8248,2,PI,1,100,184011
1766633925.593143,63464.000,8248,2,PI,1,100,180864
1766633925.633140,63504.000,8264,3,PI,1,100,179034
1766633925.673137,63544.000,8264,3,PI,1,100,180211
1766633925.713134,63584.000,8264,3,PI,1,100,181900
1766633925.753131,63624.000,8281,3,PI,1,100,183514
1766633925.793127,63664.000,8281,3,PI,1,100,183645
1766633925.833124,63704.000,8281,3,PI,1,100,183485
1766633925.873121,63744.000,8298,2,PI,1,100,180955
1766633925.913118,63784.000,8298,2,PI,1,100,177710
1766633925.953115,63824.000,8315,3,PI,1,100,178031
1766633925.993111,63864.000,8315,3,PI,1,100,179245
1766633926.033108,63904.000,8315,3,PI,1,100,180966
1766633926.073105,63944.000,8333,2,PI,1,100,182234
1766633926.113101,63984.000,8333,2,PI,1,100,182205
1766633926.153098,64024.000,8351,3,PI,1,100,181468
1766633926.193095,64064.000,8351,3,PI,1,100,178251
1766633926.233092,64104.000,8351,3,PI,1,100,173744
1766633926.273089,64144.000,8367,2,PI,1,100,174743
1766633926.313085,64184.000,8367,2,PI,1,100,177522
1766633926.353082,64224.000,8384,3,PI,1,100,178413
