LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1766771623.077753,58023,7467,1,HR,1,100,54.28
1766773206.318048,59103,7649,1,HR,1,100,54.56
1766773851.341872,59543,7718,1,HR,1,100,72.74
1766774496.365695,59983,7788,1,HR,1,100,86.88
1766775786.413343,60863,7943,1,HR,1,100,82.72
1766777016.356498,61702,8080,1,HR,1,100,80.21
1766778268.289102,62556,8212,1,HR,1,100,78.26
1766778561.481749,62756,8248,1,HR,1,100,127.54
1766779910.167926,63676,8400,1,HR,1,100,113.69
1766781257.388139,64595,8564,1,HR,1,100,102.92
1766782314.347633,65316,8681,1,HR,1,100,98.56
1766783192.459611,65915,8763,1,HR,1,100,98.88
1766784072.037553,66515,8868,1,HR,1,100,99.13
1766784658.422847,66915,8935,1,HR,1,100,110.44
1766785910.355450,67769,9084,1,HR,1,100,101.77
1766787140.298605,68608,9217,1,HR,1,100,95.03
1766788840.815959,69768,9398,1,HR,1,100,85.40
1766790775.887430,71088,9612,1,HR,1,100,76.52
1766792026.354071,71941,9764,1,HR,1,100,75.39
1766792964.570542,72581,9867,1,HR,1,100,79.47
1766794195.979660,73421,10001,1,HR,1,100,77.68
1766795075.557601,74021,10100,1,HR,1,100,82.64
1766796424.243778,74941,10249,1,HR,1,100,78.77
1766797538.375838,75701,10383,1,HR,1,100,78.81
1766799257.950713,76874,10583,1,HR,1,100,72.79
1766799668.420419,77154,10618,1,HR,1,100,104.24
1766800665.275420,77834,10734,1,HR,1,100,100.68
1766801486.214832,78394,10835,1,HR,1,100,102.12
1766806489.547356,81807,11381,1,HR,1,100,83.34
1766815832.131059,88180,12416,1,HR,1,100,66.92
1766817004.901647,88980,12549,1,HR,1,100,68.71
1766820424.993877,91313,12927,1,HR,1,100,59.19
1766821363.210348,91953,13030,1,HR,1,100,66.87
1766824646.967996,94193,13393,1,HR,1,100,57.96
1766825055.971739,94472,13444,1,HR,1,100,92.70
1766826052.826739,95152,13559,1,HR,1,100,91.71
1766827832.506108,96366,13759,1,HR,1,100,82.44
1766828829.361108,97046,13860,1,HR,1,100,83.73
1766830235.219851,98005,14028,1,HR,1,100,79.01
1766831525.267499,98885,14164,1,HR,1,100,76.60
1766834594.994515,100979,14510,1,HR,1,100,65.99
1766835003.998258,101258,14564,1,HR,1,100,98.95
1766835531.745023,101618,14615,1,HR,1,100,114.00
1766842059.679312,106071,15342,1,HR,1,100,91.67
1766842997.895783,106711,15461,1,HR,1,100,92.13
1766843349.726960,106951,15497,1,HR,1,100,127.21
1766845988.460785,108751,15791,1,HR,1,100,106.35
1766847883.951249,110044,15989,1,HR,1,100,93.13
1766848470.336543,110444,16057,1,HR,1,100,105.77
1766849525.830073,111164,16176,1,HR,1,100,100.78
1766850170.853897,111604,16266,1,HR,1,100,108.69
1766850522.685073,111844,16299,1,HR,1,100,140.09
1766851226.347426,112324,16384,1,HR,1,100,136.74
1766852809.587721,113404,16564,1,HR,1,100,118.70
1766853297.753479,113737,16617,1,HR,1,100,133.99
1766854763.716715,114737,16783,1,HR,1,100,117.55
1766855350.102009,115137,16850,1,HR,1,100,124.76
1766856874.703774,116177,17018,1,HR,1,100,109.85
1766858868.413775,117537,17232,1,HR,1,100,95.25
1766860353.434533,118550,17398,1,HR,1,100,87.41
1766861115.735416,119070,17483,1,HR,1,100,93.63
1766862698.975711,120150,17667,1,HR,1,100,85.17
1766863695.830711,120830,17785,1,HR,1,100,85.85
1766864809.962770,121590,17903,1,HR,1,100,84.32
1766865572.263653,122110,17987,1,HR,1,100,91.22
1766866275.926006,122590,18073,1,HR,1,100,98.73
1766866510.480124,122750,18106,1,HR,1,100,160.12
1766866998.645882,123083,18159,1,HR,1,100,166.21
1766868054.139411,123803,18274,1,HR,1,100,147.79
1766870751.511766,125643,18575,1,HR,1,100,122.19
1766871982.920884,126483,18709,1,HR,1,100,110.91
1766873390.245590,127443,18875,1,HR,1,100,100.15
1766874464.796642,128176,18993,1,HR,1,100,96.42
1766876634.422231,129656,19239,1,HR,1,100,84.00
1766877865.831350,130496,19375,1,HR,1,100,81.20
1766878159.023997,130696,19411,1,HR,1,100,129.83
1766878628.132232,131016,19462,1,HR,1,100,142.64
1766879859.541350,131856,19596,1,HR,1,100,126.82
1766880816.815343,132509,19715,1,HR,1,100,119.47
1766881813.670344,133189,19836,1,HR,1,100,112.53
1766883045.079462,134029,19968,1,HR,1,100,103.39
1766884333.661146,134908,20100,1,HR,1,100,95.57
1766884861.407911,135268,20170,1,HR,1,100,111.37
1766886151.455559,136148,20322,1,HR,1,100,101.77
1766886972.394971,136708,20407,1,HR,1,100,102.97
1766888691.969847,137881,20607,1,HR,1,100,91.58
1766889395.632200,138361,20674,1,HR,1,100,99.01
1766890392.487200,139041,20789,1,HR,1,100,96.61
1766891858.450436,140041,20957,1,HR,1,100,88.48
1766892444.835731,140441,21026,1,HR,1,100,102.15
1766894224.515099,141655,21228,1,HR,1,100,90.56
1766894985.350019,142174,21312,1,HR,1,100,96.08
1766896392.674725,143134,21461,1,HR,1,100,88.61
1766899793.709432,145454,21840,1,HR,1,100,74.67
1766902686.054897,147427,22172,1,HR,1,100,64.88
1766903624.271368,148067,22273,1,HR,1,100,71.29
1766904093.379603,148387,22325,1,HR,1,100,97.12
1766904855.680486,148907,22411,1,HR,1,100,101.18
1766907454.833303,150680,22708,1,HR,1,100,86.27
1766909331.266245,151960,22908,1,HR,1,100,77.51
1766912087.277129,153840,23218,1,HR,1,100,67.38
1766914510.514358,155493,23481,1,HR,1,100,60.54
1766915859.200535,156413,23635,1,HR,1,100,61.58
1766918087.464653,157933,23885,1,HR,1,100,56.67
1766918673.849948,158333,23952,1,HR,1,100,77.41
1766919963.897595,159213,24102,1,HR,1,100,75.36
1766921097.087177,159986,24236,1,HR,1,100,76.15
1766921683.472471,160386,24303,1,HR,1,100,92.57
1766922738.966001,161106,24418,1,HR,1,100,90.51
1766924146.290707,162066,24570,1,HR,1,100,84.29
1766926726.386003,163826,24853,1,HR,1,100,73.13
1766927214.551760,164159,24920,1,HR,1,100,98.55
1766928739.153525,165199,25087,1,HR,1,100,89.47
1766930615.586467,166479,25305,1,HR,1,100,80.00
1766931377.887350,166999,25389,1,HR,1,100,87.87
1766931964.272644,167399,25456,1,HR,1,100,101.67
1766933252.854329,168278,25589,1,HR,1,100,94.23
1766935149.810756,169572,25806,1,HR,1,100,83.71
