TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
19695.000000,1801709.000000,1766715435.638847,1766717217.652847,1,17100,1.80171e+06,1.11.4
