LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1766887420.123127,48148,5913,1,BI,1,100,1320
1766886792.869426,48588,5983,1,BI,1,100,440
1766885538.362023,49468,6130,1,BI,1,100,880
1766884684.441643,50067,6230,1,BI,1,100,600
1766883943.141814,50587,6315,1,BI,1,100,520
1766882973.749731,51267,6432,1,BI,1,100,680
1766882232.449902,51787,6516,1,BI,1,100,520
1766876625.657157,55720,7160,1,BI,1,100,3920
1766870619.702967,59933,7841,1,BI,1,100,4200
1766869194.126373,60933,8009,1,BI,1,100,1000
1766867540.457524,62093,8191,1,BI,1,100,1160
1766865811.233115,63306,8378,1,BI,1,100,1200
1766864727.794904,64066,8510,1,BI,1,100,760
1766864214.587330,64426,8561,1,BI,1,100,360
1766862047.710907,65946,8809,1,BI,1,100,1520
1766860451.065121,67066,8992,1,BI,1,100,1120
1766858208.633139,68639,9260,1,BI,1,100,1560
1766856726.033481,69679,9426,1,BI,1,100,1040
1766855756.641397,70359,9541,1,BI,1,100,680
1766853988.926421,71599,9743,1,BI,1,100,1240
1766852962.511273,72319,9861,1,BI,1,100,720
1766850606.033163,73972,10113,1,BI,1,100,1640
1766849237.479633,74932,10279,1,BI,1,100,960
1766847015.005723,76491,10526,1,BI,1,100,1560
1766845988.590575,77211,10644,1,BI,1,100,720
1766844658.527613,78144,10811,1,BI,1,100,920
1766843516.640761,78945,10927,1,BI,1,100,800
1766842491.651190,79664,11045,1,BI,1,100,720
1766840381.797831,81144,11276,1,BI,1,100,1480
1766839982.636384,81424,11328,1,BI,1,100,280
1766839070.267364,82064,11429,1,BI,1,100,640
1766836494.250459,83871,11725,1,BI,1,100,1800
1766835117.143469,84837,11893,1,BI,1,100,960
1766832437.059472,86717,12193,1,BI,1,100,1880
1766821564.186789,94344,13423,1,BI,1,100,7600
1766820995.381728,94743,13492,1,BI,1,100,400
1766819854.920453,95543,13624,1,BI,1,100,800
1766819341.712879,95903,13692,1,BI,1,100,360
1766813563.850944,99956,14335,1,BI,1,100,4040
1766812765.528051,100516,14433,1,BI,1,100,560
1766809097.519475,103089,14848,1,BI,1,100,2560
1766801894.080945,108142,15670,1,BI,1,100,5040
1766801266.827244,108582,15737,1,BI,1,100,440
1766799091.397361,110108,15987,1,BI,1,100,1520
1766797266.659321,111388,16207,1,BI,1,100,1280
1766795612.990472,112548,16392,1,BI,1,100,1160
1766791773.912704,115241,16836,1,BI,1,100,2680
1766790918.566747,115841,16937,1,BI,1,100,600
1766788409.551942,117601,17218,1,BI,1,100,1760
1766786814.331733,118720,17402,1,BI,1,100,1120
1766785901.962713,119360,17519,1,BI,1,100,640
1766785157.811731,119882,17601,1,BI,1,100,520
1766783886.197409,120774,17740,1,BI,1,100,880
1766782460.620815,121774,17908,1,BI,1,100,1000
1766781083.513825,122740,18074,1,BI,1,100,960
1766780627.329315,123060,18125,1,BI,1,100,320
1766779771.983359,123660,18228,1,BI,1,100,600
1766778460.452892,124580,18377,1,BI,1,100,920
1766776977.853235,125620,18543,1,BI,1,100,1040
1766776065.484214,126260,18645,1,BI,1,100,640
1766774696.930684,127220,18809,1,BI,1,100,960
1766773366.867722,128153,18961,1,BI,1,100,920
1766772853.660148,128513,19028,1,BI,1,100,360
1766772169.383383,128993,19096,1,BI,1,100,480
1766771428.083554,129513,19179,1,BI,1,100,520
1766768405.861175,131633,19527,1,BI,1,100,2120
1766767189.844340,132486,19675,1,BI,1,100,840
1766765365.106299,133766,19873,1,BI,1,100,1280
1766764566.783407,134326,19974,1,BI,1,100,560
1766763540.368259,135046,20090,1,BI,1,100,720
1766761943.722474,136166,20270,1,BI,1,100,1120
1766761374.917413,136565,20339,1,BI,1,100,400
1766759986.405810,137539,20489,1,BI,1,100,960
1766757306.321813,139419,20808,1,BI,1,100,1880
1766756499.445461,139985,20907,1,BI,1,100,560
1766753876.384528,141825,21189,1,BI,1,100,1840
1766752222.715679,142985,21387,1,BI,1,100,1160
1766751139.277468,143745,21506,1,BI,1,100,760
1766750340.954575,144305,21605,1,BI,1,100,560
1766749581.122250,144838,21689,1,BI,1,100,520
1766748906.824521,145311,21773,1,BI,1,100,480
1766748507.663075,145591,21824,1,BI,1,100,280
1766747538.270991,146271,21924,1,BI,1,100,680
1766746568.878907,146951,22042,1,BI,1,100,680
1766745352.862072,147804,22174,1,BI,1,100,840
1766743756.216287,148924,22356,1,BI,1,100,1120
1766742159.570502,150044,22538,1,BI,1,100,1120
1766740962.086163,150884,22687,1,BI,1,100,840
1766739536.509569,151884,22853,1,BI,1,100,1000
1766739137.348122,152164,22889,1,BI,1,100,280
1766737978.354352,152977,23021,1,BI,1,100,800
1766737579.192905,153257,23071,1,BI,1,100,280
1766736609.800821,153937,23188,1,BI,1,100,680
1766735184.224227,154937,23356,1,BI,1,100,1000
1766734671.016653,155297,23405,1,BI,1,100,360
1766734043.762952,155737,23490,1,BI,1,100,440
1766733359.486187,156217,23557,1,BI,1,100,480
1766733017.347804,156457,23610,1,BI,1,100,240
1766731516.215651,157510,23775,1,BI,1,100,1040
1766730831.938886,157990,23860,1,BI,1,100,480
1766730090.639057,158510,23943,1,BI,1,100,520
1766729292.316164,159070,24042,1,BI,1,100,560
1766728436.970208,159670,24129,1,BI,1,100,600
1766727638.647315,160230,24229,1,BI,1,100,560
1766726213.070721,161230,24378,1,BI,1,100,1000
1766724369.800185,162523,24595,1,BI,1,100,1280
1766722202.923762,164043,24841,1,BI,1,100,1520
1766721575.670061,164483,24908,1,BI,1,100,440
1766721233.531678,164723,24960,1,BI,1,100,240
1766720549.254913,165203,25042,1,BI,1,100,480
1766719693.908957,165803,25127,1,BI,1,100,600
1766719296.173087,166082,25177,1,BI,1,100,280
1766718782.965513,166442,25246,1,BI,1,100,360
1766717642.504238,167242,25383,1,BI,1,100,800
1766716653.154081,167936,25501,1,BI,1,100,680
1766716139.946507,168296,25551,1,BI,1,100,360
1766715171.980000,168975,25667,1,BI,1,100,680
1766714202.587916,169655,25767,1,BI,1,100,680
1766713803.426470,169935,25817,1,BI,1,100,280
1766713290.218896,170295,25885,1,BI,1,100,360
1766712834.034386,170615,25938,1,BI,1,100,320
1766711864.642302,171295,26055,1,BI,1,100,680
1766711294.411664,171695,26106,1,BI,1,100,400
1766710553.111835,172215,26206,1,BI,1,100,520
1766709793.279511,172748,26290,1,BI,1,100,520
