LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1766715439.050847,23107.000,1704,3,MZ,1,100,-26
1766715439.090847,23147.000,1719,2,MZ,1,100,-28
1766715439.130847,23187.000,1719,2,MZ,1,100,-28
1766715439.170847,23227.000,1737,3,MZ,1,100,-30
1766715439.210847,23267.000,1737,3,MZ,1,100,-30
1766715439.250847,23307.000,1737,3,MZ,1,100,-30
1766715439.290514,23346.667,1754,3,MZ,1,100,-29
1766715439.330180,23386.333,1754,3,MZ,1,100,-30
1766715439.369847,23426.000,1754,3,MZ,1,100,-29
1766715439.409847,23466.000,1771,2,MZ,1,100,-30
1766715439.449847,23506.000,1771,2,MZ,1,100,-30
1766715439.485847,23542.000,1786,3,MZ,1,100,-31
1766715439.521847,23578.000,1786,3,MZ,1,100,-31
1766715439.557847,23614.000,1786,3,MZ,1,100,-31
1766715439.597847,23654.000,1802,3,MZ,1,100,-31
1766715439.637847,23694.000,1802,3,MZ,1,100,-31
1766715439.677847,23734.000,1802,3,MZ,1,100,-31
1766715439.717847,23774.000,1820,2,MZ,1,100,-31
1766715439.757847,23814.000,1820,2,MZ,1,100,-32
1766715439.797847,23854.000,1836,3,MZ,1,100,-31
1766715439.837847,23894.000,1836,3,MZ,1,100,-32
1766715439.877847,23934.000,1836,3,MZ,1,100,-32
1766715439.917847,23974.000,1852,2,MZ,1,100,-32
1766715439.957847,24014.000,1852,2,MZ,1,100,-34
1766715439.997847,24054.000,1868,3,MZ,1,100,-35
1766715440.037847,24094.000,1868,3,MZ,1,100,-34
1766715440.077847,24134.000,1868,3,MZ,1,100,-33
1766715440.117847,24174.000,1885,2,MZ,1,100,-34
1766715440.157847,24214.000,1885,2,MZ,1,100,-35
1766715440.197847,24254.000,1901,3,MZ,1,100,-34
1766715440.237847,24294.000,1901,3,MZ,1,100,-34
1766715440.277847,24334.000,1901,3,MZ,1,100,-34
1766715440.313180,24369.333,1919,3,MZ,1,100,-36
1766715440.348514,24404.667,1919,3,MZ,1,100,-36
1766715440.383847,24440.000,1919,3,MZ,1,100,-37
1766715440.423847,24480.000,1933,2,MZ,1,100,-36
1766715440.463847,24520.000,1933,2,MZ,1,100,-37
1766715440.503847,24560.000,1950,3,MZ,1,100,-36
1766715440.543847,24600.000,1950,3,MZ,1,100,-37
1766715440.583847,24640.000,1950,3,MZ,1,100,-37
1766715440.623847,24680.000,1966,2,MZ,1,100,-36
1766715440.663847,24720.000,1966,2,MZ,1,100,-35
1766715440.703847,24760.000,1984,3,MZ,1,100,-37
1766715440.743847,24800.000,1984,3,MZ,1,100,-37
1766715440.783847,24840.000,1984,3,MZ,1,100,-35
1766715440.823847,24880.000,1998,2,MZ,1,100,-36
1766715440.863847,24920.000,1998,2,MZ,1,100,-35
1766715440.903847,24960.000,2015,3,MZ,1,100,-35
1766715440.943847,25000.000,2015,3,MZ,1,100,-35
1766715440.983847,25040.000,2015,3,MZ,1,100,-35
1766715441.023847,25080.000,2032,2,MZ,1,100,-35
1766715441.063847,25120.000,2032,2,MZ,1,100,-36
1766715441.103847,25160.000,2049,3,MZ,1,100,-36
1766715441.143847,25200.000,2049,3,MZ,1,100,-35
1766715441.183847,25240.000,2049,3,MZ,1,100,-35
1766715441.219180,25275.333,2063,3,MZ,1,100,-35
1766715441.254514,25310.667,2063,3,MZ,1,100,-35
1766715441.289847,25346.000,2063,3,MZ,1,100,-36
1766715441.329847,25386.000,2081,2,MZ,1,100,-34
1766715441.369847,25426.000,2081,2,MZ,1,100,-33
1766715441.409847,25466.000,2097,3,MZ,1,100,-35
1766715441.449847,25506.000,2097,3,MZ,1,100,-35
1766715441.489847,25546.000,2097,3,MZ,1,100,-35
1766715441.529847,25586.000,2114,2,MZ,1,100,-34
1766715441.569847,25626.000,2114,2,MZ,1,100,-34
1766715441.609847,25666.000,2128,3,MZ,1,100,-33
1766715441.649847,25706.000,2128,3,MZ,1,100,-34
1766715441.689847,25746.000,2128,3,MZ,1,100,-33
1766715441.729847,25786.000,2146,3,MZ,1,100,-34
1766715441.769847,25826.000,2146,3,MZ,1,100,-35
1766715441.809847,25866.000,2146,3,MZ,1,100,-33
1766715441.849847,25906.000,2162,2,MZ,1,100,-32
1766715441.889847,25946.000,2162,2,MZ,1,100,-31
1766715441.925847,25982.000,2181,3,MZ,1,100,-32
1766715441.961847,26018.000,2181,3,MZ,1,100,-32
1766715441.997847,26054.000,2181,3,MZ,1,100,-31
1766715442.037847,26094.000,2197,2,MZ,1,100,-31
1766715442.077847,26134.000,2197,2,MZ,1,100,-31
1766715442.117847,26174.000,2213,3,MZ,1,100,-32
1766715442.157847,26214.000,2213,3,MZ,1,100,-31
1766715442.197847,26254.000,2213,3,MZ,1,100,-32
1766715442.237847,26294.000,2229,2,MZ,1,100,-31
1766715442.277847,26334.000,2229,2,MZ,1,100,-31
1766715442.317514,26373.667,2247,3,MZ,1,100,-32
1766715442.357180,26413.333,2247,3,MZ,1,100,-31
1766715442.396847,26453.000,2247,3,MZ,1,100,-31
1766715442.436847,26493.000,2263,3,MZ,1,100,-31
1766715442.476847,26533.000,2263,3,MZ,1,100,-30
1766715442.516847,26573.000,2263,3,MZ,1,100,-31
1766715442.556847,26613.000,2278,2,MZ,1,100,-31
1766715442.596847,26653.000,2278,2,MZ,1,100,-30
1766715442.637180,26693.333,2295,3,MZ,1,100,-30
1766715442.677514,26733.667,2295,3,MZ,1,100,-30
1766715442.717847,26774.000,2295,3,MZ,1,100,-31
1766715442.757347,26813.500,2314,2,MZ,1,100,-32
1766715442.796847,26853.000,2314,2,MZ,1,100,-31
1766715442.832181,26888.333,2330,3,MZ,1,100,-32
1766715442.867514,26923.667,2330,3,MZ,1,100,-31
1766715442.902847,26959.000,2330,3,MZ,1,100,-32
1766715442.943181,26999.333,2345,3,MZ,1,100,-31
1766715442.983514,27039.667,2345,3,MZ,1,100,-32
1766715443.023847,27080.000,2345,3,MZ,1,100,-32
1766715443.063347,27119.500,2364,2,MZ,1,100,-32
1766715443.102847,27159.000,2364,2,MZ,1,100,-31
1766715443.142847,27199.000,2381,3,MZ,1,100,-31
1766715443.182847,27239.000,2381,3,MZ,1,100,-32
1766715443.222847,27279.000,2381,3,MZ,1,100,-32
1766715443.262847,27319.000,2397,2,MZ,1,100,-32
1766715443.302847,27359.000,2397,2,MZ,1,100,-33
1766715443.342847,27399.000,2413,3,MZ,1,100,-33
1766715443.382847,27439.000,2413,3,MZ,1,100,-32
1766715443.422847,27479.000,2413,3,MZ,1,100,-33
1766715443.462847,27519.000,2429,2,MZ,1,100,-32
1766715443.502847,27559.000,2429,2,MZ,1,100,-32
1766715443.542847,27599.000,2446,3,MZ,1,100,-32
1766715443.582847,27639.000,2446,3,MZ,1,100,-32
1766715443.622847,27679.000,2446,3,MZ,1,100,-32
1766715443.658847,27715.000,2463,3,MZ,1,100,-32
1766715443.694847,27751.000,2463,3,MZ,1,100,-32
1766715443.730847,27787.000,2463,3,MZ,1,100,-32
1766715443.770847,27827.000,2478,2,MZ,1,100,-32
1766715443.810847,27867.000,2478,2,MZ,1,100,-32
1766715443.850847,27907.000,2494,3,MZ,1,100,-32
1766715443.890847,27947.000,2494,3,MZ,1,100,-31
1766715443.930847,27987.000,2494,3,MZ,1,100,-32
1766715443.970847,28027.000,2511,2,MZ,1,100,-30
1766715444.010847,28067.000,2511,2,MZ,1,100,-32
1766715444.050847,28107.000,2528,3,MZ,1,100,-31
1766715444.090847,28147.000,2528,3,MZ,1,100,-32
1766715444.130847,28187.000,2528,3,MZ,1,100,-31
1766715444.170847,28227.000,2544,2,MZ,1,100,-31
1766715444.210847,28267.000,2544,2,MZ,1,100,-32
1766715444.250847,28307.000,2559,3,MZ,1,100,-31
1766715444.290847,28347.000,2559,3,MZ,1,100,-31
1766715444.330847,28387.000,2559,3,MZ,1,100,-32
1766715444.370847,28427.000,2577,2,MZ,1,100,-31
1766715444.410847,28467.000,2577,2,MZ,1,100,-32
1766715444.450847,28507.000,2593,3,MZ,1,100,-31
1766715444.490847,28547.000,2593,3,MZ,1,100,-31
1766715444.530847,28587.000,2593,3,MZ,1,100,-30
1766715444.566180,28622.333,2610,3,MZ,1,100,-31
1766715444.601514,28657.667,2610,3,MZ,1,100,-31
1766715444.636847,28693.000,2610,3,MZ,1,100,-30
1766715444.676847,28733.000,2625,2,MZ,1,100,-31
1766715444.716847,28773.000,2625,2,MZ,1,100,-29
1766715444.756847,28813.000,2642,3,MZ,1,100,-30
1766715444.796847,28853.000,2642,3,MZ,1,100,-30
1766715444.836847,28893.000,2642,3,MZ,1,100,-29
1766715444.876847,28933.000,2658,3,MZ,1,100,-29
1766715444.916847,28973.000,2658,3,MZ,1,100,-31
1766715444.956847,29013.000,2658,3,MZ,1,100,-30
1766715444.996847,29053.000,2676,2,MZ,1,100,-30
1766715445.036847,29093.000,2676,2,MZ,1,100,-28
1766715445.076847,29133.000,2690,3,MZ,1,100,-27
1766715445.116847,29173.000,2690,3,MZ,1,100,-22
1766715445.156847,29213.000,2690,3,MZ,1,100,-15
1766715445.196847,29253.000,2709,2,MZ,1,100,-10
1766715445.236847,29293.000,2709,2,MZ,1,100,-9
1766715445.276847,29333.000,2725,3,MZ,1,100,-9
1766715445.316847,29373.000,2725,3,MZ,1,100,-8
1766715445.356847,29413.000,2725,3,MZ,1,100,-7
1766715445.392180,29448.333,2743,3,MZ,1,100,-4
1766715445.427514,29483.667,2743,3,MZ,1,100,-1
1766715445.462847,29519.000,2743,3,MZ,1,100,-3
1766715445.502847,29559.000,2757,2,MZ,1,100,-2
1766715445.542847,29599.000,2757,2,MZ,1,100,-2
1766715445.582847,29639.000,2774,3,MZ,1,100,-2
1766715445.622847,29679.000,2774,3,MZ,1,100,-2
1766715445.662847,29719.000,2774,3,MZ,1,100,-3
1766715445.702847,29759.000,2791,2,MZ,1,100,-7
1766715445.742847,29799.000,2791,2,MZ,1,100,-9
1766715445.782847,29839.000,2810,3,MZ,1,100,-9
1766715445.822847,29879.000,2810,3,MZ,1,100,-9
1766715445.862847,29919.000,2810,3,MZ,1,100,-9
1766715445.902847,29959.000,2824,2,MZ,1,100,-9
1766715445.942847,29999.000,2824,2,MZ,1,100,-10
1766715445.982847,30039.000,2842,3,MZ,1,100,-8
1766715446.022847,30079.000,2842,3,MZ,1,100,-8
1766715446.062847,30119.000,2842,3,MZ,1,100,-8
1766715446.102847,30159.000,2860,2,MZ,1,100,-6
1766715446.142847,30199.000,2860,2,MZ,1,100,-5
1766715446.178847,30235.000,2877,3,MZ,1,100,-5
1766715446.214847,30271.000,2877,3,MZ,1,100,-5
1766715446.250847,30307.000,2877,3,MZ,1,100,-3
1766715446.290847,30347.000,2892,3,MZ,1,100,-2
1766715446.330847,30387.000,2892,3,MZ,1,100, 0
1766715446.370847,30427.000,2892,3,MZ,1,100, 1
1766715446.410847,30467.000,2909,2,MZ,1,100, 2
1766715446.450847,30507.000,2909,2,MZ,1,100, 1
1766715446.490514,30546.667,2925,3,MZ,1,100, 2
1766715446.530180,30586.333,2925,3,MZ,1,100, 1
1766715446.569847,30626.000,2925,3,MZ,1,100, 1
1766715446.610347,30666.500,2942,2,MZ,1,100, 1
1766715446.650847,30707.000,2942,2,MZ,1,100, 0
1766715446.690514,30746.667,2959,3,MZ,1,100, 0
1766715446.730181,30786.333,2959,3,MZ,1,100, 0
1766715446.769847,30826.000,2959,3,MZ,1,100, 0
1766715446.809847,30866.000,2974,2,MZ,1,100, 0
1766715446.849847,30906.000,2974,2,MZ,1,100, 1
1766715446.889847,30946.000,2990,3,MZ,1,100, 1
1766715446.929847,30986.000,2990,3,MZ,1,100, 0
1766715446.969847,31026.000,2990,3,MZ,1,100,-1
1766715447.005180,31061.333,3010,3,MZ,1,100,-1
1766715447.040514,31096.667,3010,3,MZ,1,100,-1
1766715447.075847,31132.000,3010,3,MZ,1,100,-1
1766715447.115847,31172.000,3026,2,MZ,1,100,-1
1766715447.155847,31212.000,3026,2,MZ,1,100, 0
1766715447.195847,31252.000,3041,3,MZ,1,100, 0
1766715447.235847,31292.000,3041,3,MZ,1,100, 0
1766715447.275847,31332.000,3041,3,MZ,1,100,-1
1766715447.315847,31372.000,3058,3,MZ,1,100, 0
1766715447.355847,31412.000,3058,3,MZ,1,100,-1
1766715447.395847,31452.000,3058,3,MZ,1,100, 0
1766715447.435847,31492.000,3075,2,MZ,1,100, 0
1766715447.475847,31532.000,3075,2,MZ,1,100, 0
1766715447.515847,31572.000,3091,3,MZ,1,100, 0
1766715447.555847,31612.000,3091,3,MZ,1,100, 2
1766715447.595847,31652.000,3091,3,MZ,1,100, 2
1766715447.635847,31692.000,3106,2,MZ,1,100, 3
1766715447.675847,31732.000,3106,2,MZ,1,100, 5
1766715447.715847,31772.000,3125,3,MZ,1,100, 4
1766715447.755847,31812.000,3125,3,MZ,1,100, 5
1766715447.795847,31852.000,3125,3,MZ,1,100, 5
1766715447.831847,31888.000,3142,3,MZ,1,100, 7
1766715447.867847,31924.000,3142,3,MZ,1,100, 4
1766715447.903847,31960.000,3142,3,MZ,1,100, 5
1766715447.943847,32000.000,3160,2,MZ,1,100, 4
1766715447.983847,32040.000,3160,2,MZ,1,100, 4
1766715448.023847,32080.000,3176,2,MZ,1,100, 3
1766715448.063847,32120.000,3176,2,MZ,1,100, 3
1766715448.103847,32160.000,3192,3,MZ,1,100, 3
1766715448.143847,32200.000,3192,3,MZ,1,100, 3
1766715448.183847,32240.000,3192,3,MZ,1,100, 3
1766715448.223847,32280.000,3209,3,MZ,1,100, 3
1766715448.263847,32320.000,3209,3,MZ,1,100, 2
1766715448.303847,32360.000,3209,3,MZ,1,100, 3
1766715448.343847,32400.000,3226,2,MZ,1,100, 3
1766715448.383847,32440.000,3226,2,MZ,1,100, 3
1766715448.423847,32480.000,3242,3,MZ,1,100, 3
1766715448.463847,32520.000,3242,3,MZ,1,100, 2
1766715448.503847,32560.000,3242,3,MZ,1,100, 3
1766715448.543847,32600.000,3257,2,MZ,1,100, 3
1766715448.583847,32640.000,3257,2,MZ,1,100, 2
1766715448.623847,32680.000,3274,3,MZ,1,100, 4
1766715448.663847,32720.000,3274,3,MZ,1,100, 1
1766715448.703847,32760.000,3274,3,MZ,1,100, 1
1766715448.739180,32795.333,3291,3,MZ,1,100, 3
1766715448.774514,32830.667,3291,3,MZ,1,100, 2
1766715448.809847,32866.000,3291,3,MZ,1,100, 3
1766715448.849847,32906.000,3308,2,MZ,1,100, 3
1766715448.889847,32946.000,3308,2,MZ,1,100, 3
1766715448.929847,32986.000,3322,3,MZ,1,100, 3
1766715448.969847,33026.000,3322,3,MZ,1,100, 3
1766715449.009847,33066.000,3322,3,MZ,1,100, 3
1766715449.049847,33106.000,3340,2,MZ,1,100, 2
1766715449.089847,33146.000,3340,2,MZ,1,100, 2
1766715449.129514,33185.667,3356,3,MZ,1,100, 3
1766715449.169180,33225.333,3356,3,MZ,1,100, 4
1766715449.208847,33265.000,3356,3,MZ,1,100, 3
1766715449.248847,33305.000,3373,2,MZ,1,100, 3
1766715449.288847,33345.000,3373,2,MZ,1,100, 3
1766715449.328847,33385.000,3388,3,MZ,1,100, 3
1766715449.368847,33425.000,3388,3,MZ,1,100, 2
1766715449.408847,33465.000,3388,3,MZ,1,100, 3
1766715449.448847,33505.000,3405,2,MZ,1,100, 3
1766715449.488847,33545.000,3405,2,MZ,1,100, 3
1766715449.528847,33585.000,3421,3,MZ,1,100, 5
1766715449.568847,33625.000,3421,3,MZ,1,100, 4
1766715449.608847,33665.000,3421,3,MZ,1,100, 4
1766715449.644514,33700.667,3439,3,MZ,1,100, 5
1766715449.680181,33736.333,3439,3,MZ,1,100, 3
1766715449.715847,33772.000,3439,3,MZ,1,100, 4
1766715449.755847,33812.000,3453,2,MZ,1,100, 5
1766715449.795847,33852.000,3453,2,MZ,1,100, 3
1766715449.835847,33892.000,3470,3,MZ,1,100, 3
1766715449.875847,33932.000,3470,3,MZ,1,100, 4
1766715449.915847,33972.000,3470,3,MZ,1,100, 3
1766715449.955847,34012.000,3486,2,MZ,1,100, 4
1766715449.995847,34052.000,3486,2,MZ,1,100, 3
1766715450.035847,34092.000,3504,3,MZ,1,100, 4
1766715450.075847,34132.000,3504,3,MZ,1,100, 3
1766715450.115847,34172.000,3504,3,MZ,1,100, 3
1766715450.155847,34212.000,3518,2,MZ,1,100, 3
1766715450.195847,34252.000,3518,2,MZ,1,100, 4
1766715450.235847,34292.000,3535,3,MZ,1,100, 4
1766715450.275847,34332.000,3535,3,MZ,1,100, 4
1766715450.315847,34372.000,3535,3,MZ,1,100, 3
1766715450.351514,34407.667,3552,3,MZ,1,100, 3
1766715450.387180,34443.333,3552,3,MZ,1,100, 4
1766715450.422847,34479.000,3552,3,MZ,1,100, 4
1766715450.462847,34519.000,3569,2,MZ,1,100, 5
1766715450.502847,34559.000,3569,2,MZ,1,100, 3
1766715450.542847,34599.000,3585,3,MZ,1,100, 3
1766715450.582847,34639.000,3585,3,MZ,1,100, 4
1766715450.622847,34679.000,3585,3,MZ,1,100, 3
1766715450.662847,34719.000,3603,3,MZ,1,100, 3
1766715450.702847,34759.000,3603,3,MZ,1,100, 5
1766715450.742847,34799.000,3603,3,MZ,1,100, 4
1766715450.782847,34839.000,3619,2,MZ,1,100, 3
1766715450.822847,34879.000,3619,2,MZ,1,100, 3
1766715450.862847,34919.000,3636,3,MZ,1,100, 2
1766715450.902847,34959.000,3636,3,MZ,1,100, 5
1766715450.942847,34999.000,3636,3,MZ,1,100, 3
1766715450.982847,35039.000,3651,2,MZ,1,100, 3
1766715451.022847,35079.000,3651,2,MZ,1,100, 2
1766715451.062847,35119.000,3668,3,MZ,1,100, 4
1766715451.102847,35159.000,3668,3,MZ,1,100, 3
1766715451.142847,35199.000,3668,3,MZ,1,100, 3
1766715451.182847,35239.000,3684,2,MZ,1,100, 3
1766715451.222847,35279.000,3684,2,MZ,1,100, 4
1766715451.258180,35314.333,3701,3,MZ,1,100, 3
1766715451.293514,35349.667,3701,3,MZ,1,100, 4
1766715451.328847,35385.000,3701,3,MZ,1,100, 3
1766715451.368847,35425.000,3720,3,MZ,1,100, 4
1766715451.408847,35465.000,3720,3,MZ,1,100, 3
1766715451.448847,35505.000,3720,3,MZ,1,100, 3
1766715451.488847,35545.000,3735,2,MZ,1,100, 4
1766715451.528847,35585.000,3735,2,MZ,1,100, 4
1766715451.568847,35625.000,3751,3,MZ,1,100, 3
1766715451.608847,35665.000,3751,3,MZ,1,100, 4
1766715451.648847,35705.000,3751,3,MZ,1,100, 3
1766715451.688847,35745.000,3769,2,MZ,1,100, 3
1766715451.728847,35785.000,3769,2,MZ,1,100, 3
1766715451.768847,35825.000,3785,3,MZ,1,100, 3
1766715451.808847,35865.000,3785,3,MZ,1,100, 5
1766715451.848847,35905.000,3785,3,MZ,1,100, 3
1766715451.888847,35945.000,3800,2,MZ,1,100, 3
1766715451.928847,35985.000,3800,2,MZ,1,100, 3
