LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1766633910.541361,48411.000,5799,3,AY,1,100,0.853
1766633910.581357,48451.000,5799,3,AY,1,100,0.851
1766633910.621354,48491.000,5815,2,AY,1,100,0.859
1766633910.661351,48531.000,5815,2,AY,1,100,0.845
1766633910.701348,48571.000,5830,3,AY,1,100,0.856
1766633910.741345,48611.000,5830,3,AY,1,100,0.850
1766633910.781341,48651.000,5830,3,AY,1,100,0.857
1766633910.821338,48691.000,5847,2,AY,1,100,0.850
1766633910.861335,48731.000,5847,2,AY,1,100,0.850
1766633910.901332,48771.000,5864,3,AY,1,100,0.851
1766633910.941329,48811.000,5864,3,AY,1,100,0.846
1766633910.981325,48851.000,5864,3,AY,1,100,0.846
1766633911.021322,48891.000,5880,2,AY,1,100,0.850
1766633911.061319,48931.000,5880,2,AY,1,100,0.852
1766633911.096982,48966.667,5895,3,AY,1,100,0.856
1766633911.132646,49002.333,5895,3,AY,1,100,0.859
1766633911.168310,49038.000,5895,3,AY,1,100,0.859
1766633911.208307,49078.000,5912,3,AY,1,100,0.851
1766633911.248304,49118.000,5912,3,AY,1,100,0.852
1766633911.288300,49158.000,5912,3,AY,1,100,0.851
1766633911.328297,49198.000,5929,2,AY,1,100,0.854
1766633911.368294,49238.000,5929,2,AY,1,100,0.860
1766633911.408291,49278.000,5945,3,AY,1,100,0.864
1766633911.448287,49318.000,5945,3,AY,1,100,0.853
1766633911.488284,49358.000,5945,3,AY,1,100,0.854
1766633911.528281,49398.000,5961,2,AY,1,100,0.861
1766633911.568278,49438.000,5961,2,AY,1,100,0.860
1766633911.608274,49478.000,5977,3,AY,1,100,0.855
1766633911.648271,49518.000,5977,3,AY,1,100,0.860
1766633911.688268,49558.000,5977,3,AY,1,100,0.867
1766633911.728265,49598.000,5999,2,AY,1,100,0.859
1766633911.768262,49638.000,5999,2,AY,1,100,0.866
1766633911.808258,49678.000,6016,3,AY,1,100,0.839
1766633911.848255,49718.000,6016,3,AY,1,100,0.863
1766633911.888252,49758.000,6016,3,AY,1,100,0.862
1766633911.923916,49793.667,6031,3,AY,1,100,0.865
1766633911.959579,49829.333,6031,3,AY,1,100,0.861
1766633911.995243,49865.000,6031,3,AY,1,100,0.865
1766633912.035240,49905.000,6047,2,AY,1,100,0.866
1766633912.075237,49945.000,6047,2,AY,1,100,0.863
1766633912.115233,49985.000,6064,3,AY,1,100,0.857
1766633912.155230,50025.000,6064,3,AY,1,100,0.857
1766633912.195227,50065.000,6064,3,AY,1,100,0.853
1766633912.235224,50105.000,6081,2,AY,1,100,0.863
1766633912.275221,50145.000,6081,2,AY,1,100,0.867
1766633912.315217,50185.000,6096,3,AY,1,100,0.862
1766633912.355214,50225.000,6096,3,AY,1,100,0.852
1766633912.395211,50265.000,6096,3,AY,1,100,0.864
1766633912.435208,50305.000,6112,2,AY,1,100,0.854
1766633912.475204,50345.000,6112,2,AY,1,100,0.863
1766633912.515201,50385.000,6130,3,AY,1,100,0.856
1766633912.555198,50425.000,6130,3,AY,1,100,0.875
1766633912.595195,50465.000,6130,3,AY,1,100,0.864
1766633912.635191,50505.000,6146,3,AY,1,100,0.859
1766633912.675188,50545.000,6146,3,AY,1,100,0.867
1766633912.715185,50585.000,6146,3,AY,1,100,0.854
1766633912.755182,50625.000,6162,2,AY,1,100,0.870
1766633912.795178,50665.000,6162,2,AY,1,100,0.852
1766633912.830509,50700.333,6178,3,AY,1,100,0.854
1766633912.865839,50735.667,6178,3,AY,1,100,0.865
1766633912.901170,50771.000,6178,3,AY,1,100,0.866
1766633912.941167,50811.000,6195,2,AY,1,100,0.866
1766633912.981164,50851.000,6195,2,AY,1,100,0.861
1766633913.021160,50891.000,6211,3,AY,1,100,0.866
1766633913.061157,50931.000,6211,3,AY,1,100,0.854
1766633913.101154,50971.000,6211,3,AY,1,100,0.872
1766633913.141150,51011.000,6227,2,AY,1,100,0.866
1766633913.181147,51051.000,6227,2,AY,1,100,0.864
1766633913.221144,51091.000,6243,3,AY,1,100,0.866
1766633913.261141,51131.000,6243,3,AY,1,100,0.865
1766633913.301138,51171.000,6243,3,AY,1,100,0.857
1766633913.341134,51211.000,6260,3,AY,1,100,0.861
1766633913.381131,51251.000,6260,3,AY,1,100,0.863
1766633913.421128,51291.000,6260,3,AY,1,100,0.870
1766633913.461125,51331.000,6276,2,AY,1,100,0.862
1766633913.501122,51371.000,6276,2,AY,1,100,0.867
1766633913.541118,51411.000,6294,3,AY,1,100,0.864
1766633913.581115,51451.000,6294,3,AY,1,100,0.863
1766633913.621112,51491.000,6294,3,AY,1,100,0.868
1766633913.656775,51526.667,6308,3,AY,1,100,0.858
1766633913.692439,51562.333,6308,3,AY,1,100,0.861
1766633913.728103,51598.000,6308,3,AY,1,100,0.858
1766633913.768100,51638.000,6325,2,AY,1,100,0.867
1766633913.808097,51678.000,6325,2,AY,1,100,0.856
1766633913.848093,51718.000,6342,3,AY,1,100,0.863
1766633913.888090,51758.000,6342,3,AY,1,100,0.865
1766633913.928087,51798.000,6342,3,AY,1,100,0.866
1766633913.968084,51838.000,6361,2,AY,1,100,0.870
1766633914.008080,51878.000,6361,2,AY,1,100,0.852
1766633914.048077,51918.000,6375,3,AY,1,100,0.862
1766633914.088074,51958.000,6375,3,AY,1,100,0.862
1766633914.128071,51998.000,6375,3,AY,1,100,0.858
1766633914.168067,52038.000,6393,2,AY,1,100,0.867
1766633914.208064,52078.000,6393,2,AY,1,100,0.860
1766633914.248061,52118.000,6409,3,AY,1,100,0.863
1766633914.288058,52158.000,6409,3,AY,1,100,0.866
1766633914.328055,52198.000,6409,3,AY,1,100,0.861
1766633914.368051,52238.000,6426,2,AY,1,100,0.874
1766633914.408048,52278.000,6426,2,AY,1,100,0.864
1766633914.443378,52313.333,6440,3,AY,1,100,0.863
1766633914.478709,52348.667,6440,3,AY,1,100,0.863
1766633914.514040,52384.000,6440,3,AY,1,100,0.870
1766633914.554036,52424.000,6458,3,AY,1,100,0.872
1766633914.594033,52464.000,6458,3,AY,1,100,0.859
1766633914.634030,52504.000,6458,3,AY,1,100,0.866
1766633914.674026,52544.000,6474,2,AY,1,100,0.873
1766633914.714023,52584.000,6474,2,AY,1,100,0.872
1766633914.754020,52624.000,6491,3,AY,1,100,0.866
1766633914.794017,52664.000,6491,3,AY,1,100,0.867
1766633914.834014,52704.000,6491,3,AY,1,100,0.870
1766633914.874010,52744.000,6506,2,AY,1,100,0.866
1766633914.914007,52784.000,6506,2,AY,1,100,0.864
1766633914.954004,52824.000,6523,3,AY,1,100,0.866
1766633914.994001,52864.000,6523,3,AY,1,100,0.862
1766633915.033998,52904.000,6523,3,AY,1,100,0.868
1766633915.073994,52944.000,6539,2,AY,1,100,0.865
1766633915.113991,52984.000,6539,2,AY,1,100,0.864
1766633915.153988,53024.000,6557,3,AY,1,100,0.868
1766633915.193985,53064.000,6557,3,AY,1,100,0.867
1766633915.233981,53104.000,6557,3,AY,1,100,0.876
1766633915.269645,53139.667,6572,3,AY,1,100,0.869
1766633915.305309,53175.333,6572,3,AY,1,100,0.871
1766633915.340973,53211.000,6572,3,AY,1,100,0.871
1766633915.380969,53251.000,6588,2,AY,1,100,0.864
1766633915.420966,53291.000,6588,2,AY,1,100,0.870
1766633915.460963,53331.000,6605,3,AY,1,100,0.870
1766633915.500960,53371.000,6605,3,AY,1,100,0.873
1766633915.540956,53411.000,6605,3,AY,1,100,0.866
1766633915.580953,53451.000,6622,2,AY,1,100,0.865
1766633915.620950,53491.000,6622,2,AY,1,100,0.868
1766633915.660947,53531.000,6638,3,AY,1,100,0.865
1766633915.700943,53571.000,6638,3,AY,1,100,0.861
1766633915.740940,53611.000,6638,3,AY,1,100,0.866
1766633915.780937,53651.000,6653,2,AY,1,100,0.866
1766633915.820934,53691.000,6653,2,AY,1,100,0.869
1766633915.860931,53731.000,6670,3,AY,1,100,0.866
1766633915.900927,53771.000,6670,3,AY,1,100,0.866
1766633915.940924,53811.000,6670,3,AY,1,100,0.867
1766633915.980921,53851.000,6687,3,AY,1,100,0.872
1766633916.020918,53891.000,6687,3,AY,1,100,0.868
1766633916.060915,53931.000,6687,3,AY,1,100,0.868
1766633916.094412,53964.500,6703,2,AY,1,100,0.868
1766633916.127909,53998.000,6703,2,AY,1,100,0.865
1766633916.167906,54038.000,6719,3,AY,1,100,0.867
1766633916.207902,54078.000,6719,3,AY,1,100,0.870
1766633916.247899,54118.000,6719,3,AY,1,100,0.871
1766633916.287896,54158.000,6735,3,AY,1,100,0.861
1766633916.327893,54198.000,6735,3,AY,1,100,0.876
1766633916.367890,54238.000,6735,3,AY,1,100,0.865
1766633916.407886,54278.000,6754,2,AY,1,100,0.868
1766633916.447883,54318.000,6754,2,AY,1,100,0.865
1766633916.487880,54358.000,6771,3,AY,1,100,0.870
1766633916.527877,54398.000,6771,3,AY,1,100,0.859
1766633916.567873,54438.000,6771,3,AY,1,100,0.870
1766633916.607870,54478.000,6786,2,AY,1,100,0.873
1766633916.647867,54518.000,6786,2,AY,1,100,0.857
1766633916.687864,54558.000,6802,3,AY,1,100,0.867
1766633916.727860,54598.000,6802,3,AY,1,100,0.865
1766633916.767857,54638.000,6802,3,AY,1,100,0.869
1766633916.807854,54678.000,6826,2,AY,1,100,0.865
1766633916.847851,54718.000,6826,2,AY,1,100,0.869
1766633916.887848,54758.000,6843,3,AY,1,100,0.856
1766633916.927844,54798.000,6843,3,AY,1,100,0.867
1766633916.967841,54838.000,6843,3,AY,1,100,0.862
1766633917.003171,54873.333,6862,3,AY,1,100,0.858
1766633917.038502,54908.667,6862,3,AY,1,100,0.865
1766633917.073833,54944.000,6862,3,AY,1,100,0.866
1766633917.113829,54984.000,6876,2,AY,1,100,0.864
1766633917.153826,55024.000,6876,2,AY,1,100,0.856
1766633917.193823,55064.000,6894,3,AY,1,100,0.866
1766633917.233819,55104.000,6894,3,AY,1,100,0.857
1766633917.273816,55144.000,6894,3,AY,1,100,0.869
1766633917.313813,55184.000,6910,3,AY,1,100,0.853
1766633917.353810,55224.000,6910,3,AY,1,100,0.868
1766633917.393807,55264.000,6910,3,AY,1,100,0.858
1766633917.433803,55304.000,6927,2,AY,1,100,0.864
1766633917.473800,55344.000,6927,2,AY,1,100,0.872
1766633917.513797,55384.000,6942,3,AY,1,100,0.854
1766633917.553794,55424.000,6942,3,AY,1,100,0.866
1766633917.593791,55464.000,6942,3,AY,1,100,0.859
1766633917.633787,55504.000,6959,2,AY,1,100,0.867
1766633917.673784,55544.000,6959,2,AY,1,100,0.864
1766633917.713781,55584.000,6975,3,AY,1,100,0.869
1766633917.753778,55624.000,6975,3,AY,1,100,0.872
1766633917.793774,55664.000,6975,3,AY,1,100,0.867
1766633917.829105,55699.333,6993,3,AY,1,100,0.862
1766633917.864435,55734.667,6993,3,AY,1,100,0.878
1766633917.899766,55770.000,6993,3,AY,1,100,0.854
1766633917.940263,55810.500,7007,2,AY,1,100,0.864
1766633917.980759,55851.000,7007,2,AY,1,100,0.869
1766633918.020423,55890.667,7024,3,AY,1,100,0.863
1766633918.060086,55930.333,7024,3,AY,1,100,0.877
1766633918.099750,55970.000,7024,3,AY,1,100,0.872
1766633918.140246,56010.500,7040,2,AY,1,100,0.878
1766633918.180743,56051.000,7040,2,AY,1,100,0.878
1766633918.220407,56090.667,7058,3,AY,1,100,0.867
1766633918.260070,56130.333,7058,3,AY,1,100,0.869
1766633918.299733,56170.000,7058,3,AY,1,100,0.862
1766633918.339730,56210.000,7072,2,AY,1,100,0.867
1766633918.379727,56250.000,7072,2,AY,1,100,0.869
1766633918.419724,56290.000,7089,3,AY,1,100,0.868
1766633918.459720,56330.000,7089,3,AY,1,100,0.872
1766633918.499717,56370.000,7089,3,AY,1,100,0.866
1766633918.539714,56410.000,7106,2,AY,1,100,0.867
1766633918.579711,56450.000,7106,2,AY,1,100,0.863
1766633918.615708,56486.000,7123,3,AY,1,100,0.878
1766633918.651705,56522.000,7123,3,AY,1,100,0.865
1766633918.687702,56558.000,7123,3,AY,1,100,0.869
1766633918.727699,56598.000,7138,3,AY,1,100,0.863
1766633918.767695,56638.000,7138,3,AY,1,100,0.871
1766633918.807692,56678.000,7138,3,AY,1,100,0.865
1766633918.847189,56717.500,7155,2,AY,1,100,0.865
1766633918.886686,56757.000,7155,2,AY,1,100,0.870
1766633918.926683,56797.000,7173,3,AY,1,100,0.866
1766633918.966679,56837.000,7173,3,AY,1,100,0.870
1766633919.006676,56877.000,7173,3,AY,1,100,0.867
1766633919.046673,56917.000,7190,2,AY,1,100,0.870
1766633919.086670,56957.000,7190,2,AY,1,100,0.867
1766633919.126667,56997.000,7207,3,AY,1,100,0.867
1766633919.166663,57037.000,7207,3,AY,1,100,0.861
1766633919.206660,57077.000,7207,3,AY,1,100,0.867
1766633919.246657,57117.000,7222,2,AY,1,100,0.877
1766633919.286654,57157.000,7222,2,AY,1,100,0.875
1766633919.326650,57197.000,7238,3,AY,1,100,0.862
1766633919.366647,57237.000,7238,3,AY,1,100,0.876
1766633919.406644,57277.000,7238,3,AY,1,100,0.872
1766633919.446641,57317.000,7255,3,AY,1,100,0.865
1766633919.486637,57357.000,7255,3,AY,1,100,0.868
1766633919.526634,57397.000,7255,3,AY,1,100,0.867
1766633919.560132,57430.500,7272,2,AY,1,100,0.874
1766633919.593629,57464.000,7272,2,AY,1,100,0.863
1766633919.633626,57504.000,7287,3,AY,1,100,0.871
1766633919.673622,57544.000,7287,3,AY,1,100,0.872
1766633919.713619,57584.000,7287,3,AY,1,100,0.870
1766633919.753616,57624.000,7303,3,AY,1,100,0.871
1766633919.793612,57664.000,7303,3,AY,1,100,0.870
1766633919.833609,57704.000,7303,3,AY,1,100,0.868
1766633919.873606,57744.000,7321,2,AY,1,100,0.875
1766633919.913603,57784.000,7321,2,AY,1,100,0.873
1766633919.953600,57824.000,7337,3,AY,1,100,0.869
1766633919.993596,57864.000,7337,3,AY,1,100,0.870
1766633920.033593,57904.000,7337,3,AY,1,100,0.868
1766633920.073590,57944.000,7352,2,AY,1,100,0.870
1766633920.113587,57984.000,7352,2,AY,1,100,0.866
1766633920.153584,58024.000,7369,3,AY,1,100,0.866
1766633920.193580,58064.000,7369,3,AY,1,100,0.871
1766633920.233577,58104.000,7369,3,AY,1,100,0.872
1766633920.269241,58139.667,7386,3,AY,1,100,0.864
1766633920.304904,58175.333,7386,3,AY,1,100,0.879
1766633920.340568,58211.000,7386,3,AY,1,100,0.868
1766633920.380565,58251.000,7402,2,AY,1,100,0.867
1766633920.420562,58291.000,7402,2,AY,1,100,0.865
1766633920.460559,58331.000,7418,3,AY,1,100,0.874
1766633920.500556,58371.000,7418,3,AY,1,100,0.873
1766633920.540552,58411.000,7418,3,AY,1,100,0.872
1766633920.580549,58451.000,7434,2,AY,1,100,0.867
1766633920.620546,58491.000,7434,2,AY,1,100,0.868
1766633920.660542,58531.000,7451,3,AY,1,100,0.865
1766633920.700539,58571.000,7451,3,AY,1,100,0.884
1766633920.740536,58611.000,7451,3,AY,1,100,0.882
1766633920.780533,58651.000,7467,2,AY,1,100,0.880
1766633920.820529,58691.000,7467,2,AY,1,100,0.877
1766633920.860526,58731.000,7484,3,AY,1,100,0.861
1766633920.900523,58771.000,7484,3,AY,1,100,0.870
1766633920.940520,58811.000,7484,3,AY,1,100,0.852
1766633920.980517,58851.000,7499,2,AY,1,100,0.856
1766633921.020513,58891.000,7499,2,AY,1,100,0.865
1766633921.060510,58931.000,7516,3,AY,1,100,0.879
1766633921.100507,58971.000,7516,3,AY,1,100,0.885
1766633921.140504,59011.000,7516,3,AY,1,100,0.896
1766633921.175834,59046.333,7533,3,AY,1,100,0.892
1766633921.211165,59081.667,7533,3,AY,1,100,0.880
1766633921.246495,59117.000,7533,3,AY,1,100,0.863
1766633921.286492,59157.000,7550,2,AY,1,100,0.847
1766633921.326488,59197.000,7550,2,AY,1,100,0.853
1766633921.366485,59237.000,7564,3,AY,1,100,0.863
1766633921.406482,59277.000,7564,3,AY,1,100,0.874
1766633921.446479,59317.000,7564,3,AY,1,100,0.875
1766633921.486476,59357.000,7582,2,AY,1,100,0.884
1766633921.526472,59397.000,7582,2,AY,1,100,0.875
1766633921.566469,59437.000,7598,3,AY,1,100,0.871
1766633921.606466,59477.000,7598,3,AY,1,100,0.877
1766633921.646463,59517.000,7598,3,AY,1,100,0.870
1766633921.686460,59557.000,7615,2,AY,1,100,0.865
1766633921.726456,59597.000,7615,2,AY,1,100,0.866
1766633921.766453,59637.000,7629,3,AY,1,100,0.865
1766633921.806450,59677.000,7629,3,AY,1,100,0.864
1766633921.846447,59717.000,7629,3,AY,1,100,0.873
1766633921.886443,59757.000,7652,3,AY,1,100,0.877
1766633921.926440,59797.000,7652,3,AY,1,100,0.873
1766633921.966437,59837.000,7652,3,AY,1,100,0.874
1766633922.002101,59872.667,7668,3,AY,1,100,0.879
1766633922.037764,59908.333,7668,3,AY,1,100,0.883
1766633922.073428,59944.000,7668,3,AY,1,100,0.871
1766633922.112925,59983.500,7685,2,AY,1,100,0.876
1766633922.152422,60023.000,7685,2,AY,1,100,0.886
1766633922.192419,60063.000,7700,3,AY,1,100,0.867
1766633922.232415,60103.000,7700,3,AY,1,100,0.918
1766633922.272412,60143.000,7700,3,AY,1,100,1.044
1766633922.312409,60183.000,7717,2,AY,1,100,1.268
1766633922.352406,60223.000,7717,2,AY,1,100,1.263
1766633922.392402,60263.000,7733,3,AY,1,100,0.960
1766633922.432399,60303.000,7733,3,AY,1,100,0.803
1766633922.472396,60343.000,7733,3,AY,1,100,0.465
1766633922.512393,60383.000,7751,2,AY,1,100,0.220
1766633922.552389,60423.000,7751,2,AY,1,100,0.406
1766633922.592386,60463.000,7766,3,AY,1,100,0.749
1766633922.632383,60503.000,7766,3,AY,1,100,1.002
1766633922.672380,60543.000,7766,3,AY,1,100,-0.080
1766633922.712377,60583.000,7784,2,AY,1,100,0.194
1766633922.752373,60623.000,7784,2,AY,1,100,0.667
1766633922.788370,60659.000,7801,3,AY,1,100,0.600
1766633922.824368,60695.000,7801,3,AY,1,100,0.655
1766633922.860365,60731.000,7801,3,AY,1,100,0.682
1766633922.900361,60771.000,7818,3,AY,1,100,0.663
1766633922.940358,60811.000,7818,3,AY,1,100,0.149
1766633922.980355,60851.000,7818,3,AY,1,100,0.417
1766633923.020352,60891.000,7834,2,AY,1,100,0.758
1766633923.060349,60931.000,7834,2,AY,1,100,0.630
1766633923.100345,60971.000,7849,3,AY,1,100,0.285
1766633923.140342,61011.000,7849,3,AY,1,100,0.461
1766633923.180339,61051.000,7849,3,AY,1,100,0.215
1766633923.220335,61091.000,7866,2,AY,1,100,0.124
1766633923.260332,61131.000,7866,2,AY,1,100,0.488
1766633923.300329,61171.000,7883,3,AY,1,100,0.056
1766633923.340326,61211.000,7883,3,AY,1,100,0.559
1766633923.380322,61251.000,7883,3,AY,1,100,0.391
1766633923.420319,61291.000,7899,2,AY,1,100,0.493
1766633923.460316,61331.000,7899,2,AY,1,100,0.308
1766633923.500313,61371.000,7915,3,AY,1,100,0.439
1766633923.540310,61411.000,7915,3,AY,1,100,0.720
1766633923.580306,61451.000,7915,3,AY,1,100,0.476
1766633923.620303,61491.000,7933,3,AY,1,100,0.390
1766633923.660300,61531.000,7933,3,AY,1,100,0.350
1766633923.700297,61571.000,7933,3,AY,1,100,-0.230
1766633923.733294,61604.000,7950,2,AY,1,100,-0.045
1766633923.766291,61637.000,7950,2,AY,1,100,-0.421
1766633923.806288,61677.000,7967,3,AY,1,100,-0.610
1766633923.846285,61717.000,7967,3,AY,1,100,0.010
1766633923.886281,61757.000,7967,3,AY,1,100,0.344
1766633923.926278,61797.000,7984,2,AY,1,100,0.109
1766633923.966275,61837.000,7984,2,AY,1,100,1.127
1766633924.006272,61877.000,8000,3,AY,1,100,0.573
1766633924.046269,61917.000,8000,3,AY,1,100,0.732
1766633924.086265,61957.000,8000,3,AY,1,100,1.012
1766633924.126262,61997.000,8017,3,AY,1,100,0.436
1766633924.166259,62037.000,8017,3,AY,1,100,-0.052
1766633924.206256,62077.000,8017,3,AY,1,100,0.461
1766633924.246253,62117.000,8034,2,AY,1,100,0.120
1766633924.286249,62157.000,8034,2,AY,1,100,0.772
1766633924.326246,62197.000,8049,3,AY,1,100,1.679
1766633924.366243,62237.000,8049,3,AY,1,100,0.916
1766633924.406240,62277.000,8049,3,AY,1,100,-0.084
1766633924.446236,62317.000,8065,2,AY,1,100,1.133
1766633924.486233,62357.000,8065,2,AY,1,100,0.555
1766633924.521897,62392.667,8085,3,AY,1,100,-0.251
1766633924.557561,62428.333,8085,3,AY,1,100,-0.157
1766633924.593225,62464.000,8085,3,AY,1,100,0.572
1766633924.633221,62504.000,8102,3,AY,1,100,1.943
1766633924.673218,62544.000,8102,3,AY,1,100,1.558
1766633924.713215,62584.000,8102,3,AY,1,100,-0.118
1766633924.753211,62624.000,8118,2,AY,1,100,0.987
1766633924.793208,62664.000,8118,2,AY,1,100,0.666
1766633924.833205,62704.000,8136,3,AY,1,100,-0.335
1766633924.873202,62744.000,8136,3,AY,1,100,-0.262
1766633924.913198,62784.000,8136,3,AY,1,100,1.014
1766633924.953195,62824.000,8153,2,AY,1,100,1.699
1766633924.993192,62864.000,8153,2,AY,1,100,1.645
1766633925.033189,62904.000,8169,3,AY,1,100,0.112
1766633925.073186,62944.000,8169,3,AY,1,100,1.341
1766633925.113182,62984.000,8169,3,AY,1,100,1.086
1766633925.153179,63024.000,8189,2,AY,1,100,0.200
1766633925.193176,63064.000,8189,2,AY,1,100,-0.450
1766633925.233173,63104.000,8203,3,AY,1,100,0.924
