LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1766633925.273170,63144.000,8203,3,AY,1,100,1.587
1766633925.313166,63184.000,8203,3,AY,1,100,1.211
1766633925.348497,63219.333,8220,3,AY,1,100,1.094
1766633925.383827,63254.667,8220,3,AY,1,100,0.994
1766633925.419158,63290.000,8220,3,AY,1,100,0.020
1766633925.459154,63330.000,8238,2,AY,1,100,-1.447
1766633925.499151,63370.000,8238,2,AY,1,100,0.898
1766633925.539148,63410.000,8256,3,AY,1,100,1.113
1766633925.579145,63450.000,8256,3,AY,1,100,0.544
1766633925.619142,63490.000,8256,3,AY,1,100,0.715
1766633925.659138,63530.000,8270,2,AY,1,100,0.358
1766633925.699135,63570.000,8270,2,AY,1,100,0.243
1766633925.739132,63610.000,8289,3,AY,1,100,-0.330
1766633925.779129,63650.000,8289,3,AY,1,100,0.390
1766633925.819125,63690.000,8289,3,AY,1,100,1.691
1766633925.859122,63730.000,8306,2,AY,1,100,0.868
1766633925.899119,63770.000,8306,2,AY,1,100,0.861
1766633925.939116,63810.000,8323,3,AY,1,100,0.565
1766633925.979112,63850.000,8323,3,AY,1,100,0.694
1766633926.019109,63890.000,8323,3,AY,1,100,0.067
1766633926.059106,63930.000,8339,2,AY,1,100,-0.007
1766633926.099103,63970.000,8339,2,AY,1,100,-0.503
1766633926.134433,64005.333,8359,3,AY,1,100,0.938
1766633926.169764,64040.667,8359,3,AY,1,100,1.455
1766633926.205094,64076.000,8359,3,AY,1,100,1.837
1766633926.245091,64116.000,8375,3,AY,1,100,0.450
1766633926.285088,64156.000,8375,3,AY,1,100,0.712
1766633926.325084,64196.000,8375,3,AY,1,100,1.015
1766633926.365081,64236.000,8392,2,AY,1,100,0.986
1766633926.405078,64276.000,8392,2,AY,1,100,1.368
1766633926.445075,64316.000,8408,3,AY,1,100,0.665
1766633926.485071,64356.000,8408,3,AY,1,100,0.708
1766633926.525068,64396.000,8408,3,AY,1,100,0.654
1766633926.565065,64436.000,8428,2,AY,1,100,0.726
1766633926.605062,64476.000,8428,2,AY,1,100,0.790
1766633926.645059,64516.000,8444,3,AY,1,100,0.857
1766633926.685055,64556.000,8444,3,AY,1,100,0.816
1766633926.725052,64596.000,8444,3,AY,1,100,0.880
1766633926.765049,64636.000,8461,3,AY,1,100,0.930
1766633926.805046,64676.000,8461,3,AY,1,100,0.904
1766633926.845042,64716.000,8461,3,AY,1,100,0.870
1766633926.885039,64756.000,8477,2,AY,1,100,0.832
1766633926.925036,64796.000,8477,2,AY,1,100,0.799
1766633926.961033,64832.000,8493,3,AY,1,100,0.900
1766633926.997030,64868.000,8493,3,AY,1,100,0.872
1766633927.033027,64904.000,8493,3,AY,1,100,0.863
1766633927.073024,64944.000,8514,3,AY,1,100,0.828
1766633927.113021,64984.000,8514,3,AY,1,100,0.854
1766633927.153018,65024.000,8514,3,AY,1,100,0.858
1766633927.193014,65064.000,8532,2,AY,1,100,0.882
1766633927.233011,65104.000,8532,2,AY,1,100,0.893
1766633927.273008,65144.000,8548,3,AY,1,100,0.841
1766633927.313004,65184.000,8548,3,AY,1,100,1.147
1766633927.353001,65224.000,8548,3,AY,1,100,1.320
1766633927.392998,65264.000,8563,2,AY,1,100,1.055
1766633927.432995,65304.000,8563,2,AY,1,100,0.884
1766633927.472991,65344.000,8580,3,AY,1,100,0.814
1766633927.512988,65384.000,8580,3,AY,1,100,0.936
1766633927.552985,65424.000,8580,3,AY,1,100,1.053
1766633927.592982,65464.000,8597,2,AY,1,100,1.080
1766633927.632979,65504.000,8597,2,AY,1,100,1.043
1766633927.672975,65544.000,8613,3,AY,1,100,0.923
1766633927.712972,65584.000,8613,3,AY,1,100,0.944
1766633927.752969,65624.000,8613,3,AY,1,100,0.805
1766633927.792966,65664.000,8628,2,AY,1,100,0.831
1766633927.832963,65704.000,8628,2,AY,1,100,0.755
1766633927.868293,65739.333,8645,3,AY,1,100,0.846
1766633927.903623,65774.667,8645,3,AY,1,100,0.898
1766633927.938954,65810.000,8645,3,AY,1,100,0.958
1766633927.978617,65849.667,8662,3,AY,1,100,1.021
1766633928.018281,65889.333,8662,3,AY,1,100,1.109
1766633928.057944,65929.000,8662,3,AY,1,100,1.007
1766633928.097941,65969.000,8678,2,AY,1,100,0.830
1766633928.137938,66009.000,8678,2,AY,1,100,0.695
1766633928.177935,66049.000,8694,3,AY,1,100,0.475
1766633928.217931,66089.000,8694,3,AY,1,100,-0.092
1766633928.257928,66129.000,8694,3,AY,1,100,1.076
1766633928.297925,66169.000,8710,2,AY,1,100,0.984
1766633928.337922,66209.000,8710,2,AY,1,100,1.845
1766633928.377918,66249.000,8727,3,AY,1,100,1.479
1766633928.417915,66289.000,8727,3,AY,1,100,1.136
1766633928.457912,66329.000,8727,3,AY,1,100,0.981
1766633928.498409,66369.500,8744,2,AY,1,100,0.721
1766633928.538905,66410.000,8744,2,AY,1,100,0.678
1766633928.578902,66450.000,8759,3,AY,1,100,0.397
1766633928.618899,66490.000,8759,3,AY,1,100,0.117
1766633928.658896,66530.000,8759,3,AY,1,100,0.092
1766633928.694559,66565.667,8775,3,AY,1,100,0.519
1766633928.730223,66601.333,8775,3,AY,1,100,0.668
1766633928.765887,66637.000,8775,3,AY,1,100,0.737
1766633928.805884,66677.000,8794,2,AY,1,100,0.717
1766633928.845881,66717.000,8794,2,AY,1,100,0.540
1766633928.885877,66757.000,8813,3,AY,1,100,0.258
1766633928.925874,66797.000,8813,3,AY,1,100,0.106
1766633928.965871,66837.000,8813,3,AY,1,100,0.151
1766633929.005868,66877.000,8829,2,AY,1,100,0.242
1766633929.045864,66917.000,8829,2,AY,1,100,0.399
1766633929.085861,66957.000,8844,3,AY,1,100,0.722
1766633929.125858,66997.000,8844,3,AY,1,100,0.839
1766633929.165855,67037.000,8844,3,AY,1,100,1.715
1766633929.205851,67077.000,8862,3,AY,1,100,2.122
1766633929.245848,67117.000,8862,3,AY,1,100,1.684
1766633929.285845,67157.000,8862,3,AY,1,100,1.131
1766633929.325842,67197.000,8878,2,AY,1,100,0.700
1766633929.365839,67237.000,8878,2,AY,1,100,0.200
1766633929.405835,67277.000,8895,3,AY,1,100,-0.064
1766633929.445832,67317.000,8895,3,AY,1,100,0.130
1766633929.485829,67357.000,8895,3,AY,1,100,0.327
1766633929.518826,67390.000,8910,2,AY,1,100,0.456
1766633929.551823,67423.000,8910,2,AY,1,100,0.714
1766633929.591820,67463.000,8927,3,AY,1,100,0.857
1766633929.631817,67503.000,8927,3,AY,1,100,0.729
1766633929.671814,67543.000,8927,3,AY,1,100,0.444
1766633929.711811,67583.000,8945,3,AY,1,100,-0.032
1766633929.751807,67623.000,8945,3,AY,1,100,-0.123
1766633929.791804,67663.000,8945,3,AY,1,100,0.048
1766633929.831801,67703.000,8963,2,AY,1,100,0.730
1766633929.871798,67743.000,8963,2,AY,1,100,1.545
1766633929.911794,67783.000,8977,3,AY,1,100,2.282
1766633929.951791,67823.000,8977,3,AY,1,100,1.787
1766633929.991788,67863.000,8977,3,AY,1,100,1.284
1766633930.031785,67903.000,8994,2,AY,1,100,0.570
1766633930.071781,67943.000,8994,2,AY,1,100,0.198
1766633930.111778,67983.000,9010,3,AY,1,100,0.029
1766633930.151775,68023.000,9010,3,AY,1,100,-0.166
1766633930.191772,68063.000,9010,3,AY,1,100,-0.034
1766633930.231768,68103.000,9030,2,AY,1,100,0.136
1766633930.271765,68143.000,9030,2,AY,1,100,0.393
1766633930.307096,68178.333,9044,3,AY,1,100,0.590
1766633930.342426,68213.667,9044,3,AY,1,100,0.929
1766633930.377757,68249.000,9044,3,AY,1,100,0.989
1766633930.418087,68289.333,9061,3,AY,1,100,0.948
1766633930.458417,68329.667,9061,3,AY,1,100,0.733
1766633930.498747,68370.000,9061,3,AY,1,100,0.466
1766633930.538244,68409.500,9078,2,AY,1,100,0.251
1766633930.577740,68449.000,9078,2,AY,1,100,0.202
1766633930.617737,68489.000,9095,3,AY,1,100,-0.011
1766633930.657734,68529.000,9095,3,AY,1,100,0.006
1766633930.697731,68569.000,9095,3,AY,1,100,1.064
1766633930.737728,68609.000,9109,2,AY,1,100,2.533
1766633930.777724,68649.000,9109,2,AY,1,100,1.779
1766633930.817721,68689.000,9127,3,AY,1,100,0.546
1766633930.857718,68729.000,9127,3,AY,1,100,0.132
1766633930.897715,68769.000,9127,3,AY,1,100,-0.140
1766633930.937711,68809.000,9143,2,AY,1,100,-0.163
1766633930.977708,68849.000,9143,2,AY,1,100,-0.012
1766633931.017705,68889.000,9162,3,AY,1,100,0.551
1766633931.057702,68929.000,9162,3,AY,1,100,1.749
1766633931.097698,68969.000,9162,3,AY,1,100,2.169
1766633931.133696,69005.000,9177,3,AY,1,100,1.312
1766633931.169693,69041.000,9177,3,AY,1,100,0.567
1766633931.205690,69077.000,9177,3,AY,1,100,-0.026
1766633931.245687,69117.000,9194,2,AY,1,100,-0.221
1766633931.285683,69157.000,9194,2,AY,1,100,-0.033
1766633931.325347,69196.667,9210,3,AY,1,100,0.286
1766633931.365010,69236.333,9210,3,AY,1,100,0.615
1766633931.404674,69276.000,9210,3,AY,1,100,0.799
1766633931.444670,69316.000,9229,2,AY,1,100,0.860
1766633931.484667,69356.000,9229,2,AY,1,100,0.486
1766633931.524997,69396.333,9246,3,AY,1,100,0.247
1766633931.565327,69436.667,9246,3,AY,1,100,0.357
1766633931.605657,69477.000,9246,3,AY,1,100,0.533
1766633931.645654,69517.000,9261,2,AY,1,100,1.047
1766633931.685651,69557.000,9261,2,AY,1,100,1.594
1766633931.725648,69597.000,9277,3,AY,1,100,1.311
1766633931.765644,69637.000,9277,3,AY,1,100,0.724
1766633931.805641,69677.000,9277,3,AY,1,100,0.474
1766633931.845638,69717.000,9295,3,AY,1,100,0.519
1766633931.885635,69757.000,9295,3,AY,1,100,0.513
1766633931.925632,69797.000,9295,3,AY,1,100,0.607
1766633931.965128,69836.500,9311,2,AY,1,100,0.647
1766633932.004625,69876.000,9311,2,AY,1,100,0.761
1766633932.039956,69911.333,9328,3,AY,1,100,0.837
1766633932.075286,69946.667,9328,3,AY,1,100,0.811
1766633932.110616,69982.000,9328,3,AY,1,100,0.760
1766633932.150613,70022.000,9349,4,AY,1,100,0.764
1766633932.190610,70062.000,9349,4,AY,1,100,0.735
1766633932.230607,70102.000,9349,4,AY,1,100,0.766
1766633932.270604,70142.000,9349,4,AY,1,100,0.748
1766633932.310600,70182.000,9363,3,AY,1,100,0.724
1766633932.350597,70222.000,9363,3,AY,1,100,0.678
1766633932.390594,70262.000,9363,3,AY,1,100,0.671
1766633932.430591,70302.000,9380,2,AY,1,100,0.632
1766633932.470587,70342.000,9380,2,AY,1,100,0.632
1766633932.510584,70382.000,9397,3,AY,1,100,0.784
1766633932.550581,70422.000,9397,3,AY,1,100,0.883
1766633932.590578,70462.000,9397,3,AY,1,100,0.932
1766633932.630574,70502.000,9416,3,AY,1,100,0.865
1766633932.670571,70542.000,9416,3,AY,1,100,0.767
1766633932.710568,70582.000,9416,3,AY,1,100,0.771
1766633932.750565,70622.000,9432,2,AY,1,100,0.770
1766633932.790561,70662.000,9432,2,AY,1,100,0.772
1766633932.826225,70697.667,9448,3,AY,1,100,0.675
1766633932.861889,70733.333,9448,3,AY,1,100,0.548
1766633932.897553,70769.000,9448,3,AY,1,100,0.469
1766633932.937550,70809.000,9466,3,AY,1,100,0.394
1766633932.977546,70849.000,9466,3,AY,1,100,0.394
1766633933.017543,70889.000,9466,3,AY,1,100,0.741
1766633933.057540,70929.000,9483,2,AY,1,100,1.064
1766633933.097537,70969.000,9483,2,AY,1,100,1.058
1766633933.137533,71009.000,9500,3,AY,1,100,0.890
1766633933.177530,71049.000,9500,3,AY,1,100,0.930
1766633933.217527,71089.000,9500,3,AY,1,100,0.854
1766633933.257524,71129.000,9515,2,AY,1,100,0.786
1766633933.297521,71169.000,9515,2,AY,1,100,0.719
1766633933.337517,71209.000,9531,3,AY,1,100,0.700
1766633933.377514,71249.000,9531,3,AY,1,100,0.915
1766633933.417511,71289.000,9531,3,AY,1,100,1.412
1766633933.458008,71329.500,9548,2,AY,1,100,1.298
1766633933.498504,71370.000,9548,2,AY,1,100,1.049
1766633933.538501,71410.000,9565,3,AY,1,100,0.901
1766633933.578498,71450.000,9565,3,AY,1,100,0.929
1766633933.618495,71490.000,9565,3,AY,1,100,0.595
1766633933.653825,71525.333,9580,3,AY,1,100,0.398
1766633933.689156,71560.667,9580,3,AY,1,100,0.200
1766633933.724486,71596.000,9580,3,AY,1,100,0.442
1766633933.764483,71636.000,9598,2,AY,1,100,0.645
1766633933.804480,71676.000,9598,2,AY,1,100,0.819
1766633933.844476,71716.000,9616,3,AY,1,100,1.448
1766633933.884473,71756.000,9616,3,AY,1,100,1.431
1766633933.924470,71796.000,9616,3,AY,1,100,1.354
1766633933.964467,71836.000,9634,2,AY,1,100,1.083
1766633934.004463,71876.000,9634,2,AY,1,100,1.002
1766633934.044460,71916.000,9649,3,AY,1,100,1.498
1766633934.084457,71956.000,9649,3,AY,1,100,-0.223
1766633934.124454,71996.000,9649,3,AY,1,100,-0.732
1766633934.164450,72036.000,9666,2,AY,1,100,0.059
1766633934.204447,72076.000,9666,2,AY,1,100,1.004
1766633934.244444,72116.000,9685,3,AY,1,100,1.916
1766633934.284441,72156.000,9685,3,AY,1,100,0.987
1766633934.324438,72196.000,9685,3,AY,1,100,0.849
1766633934.364434,72236.000,9701,2,AY,1,100,0.810
1766633934.404431,72276.000,9701,2,AY,1,100,0.198
1766633934.444428,72316.000,9717,3,AY,1,100,0.138
1766633934.484425,72356.000,9717,3,AY,1,100,1.990
1766633934.524421,72396.000,9717,3,AY,1,100,0.917
1766633934.559752,72431.333,9736,3,AY,1,100,0.519
1766633934.595082,72466.667,9736,3,AY,1,100,0.382
1766633934.630413,72502.000,9736,3,AY,1,100,0.202
1766633934.670409,72542.000,9753,2,AY,1,100,-0.094
1766633934.710406,72582.000,9753,2,AY,1,100,1.537
1766633934.750403,72622.000,9770,3,AY,1,100,1.609
1766633934.790400,72662.000,9770,3,AY,1,100,-0.261
1766633934.830397,72702.000,9770,3,AY,1,100,-0.001
1766633934.870393,72742.000,9789,2,AY,1,100,0.217
1766633934.910390,72782.000,9789,2,AY,1,100,-0.426
1766633934.950387,72822.000,9804,3,AY,1,100,-0.829
1766633934.990384,72862.000,9804,3,AY,1,100,-0.097
1766633935.030380,72902.000,9804,3,AY,1,100,2.369
1766633935.070377,72942.000,9822,3,AY,1,100,0.460
1766633935.110374,72982.000,9822,3,AY,1,100,0.121
1766633935.150371,73022.000,9822,3,AY,1,100,0.740
1766633935.190367,73062.000,9839,2,AY,1,100,0.150
1766633935.230364,73102.000,9839,2,AY,1,100,-0.575
1766633935.270361,73142.000,9860,3,AY,1,100,-0.058
1766633935.310358,73182.000,9860,3,AY,1,100,1.725
1766633935.350354,73222.000,9860,3,AY,1,100,0.419
1766633935.386018,73257.667,9874,3,AY,1,100,0.490
1766633935.421682,73293.333,9874,3,AY,1,100,0.911
1766633935.457346,73329.000,9874,3,AY,1,100,0.358
1766633935.497343,73369.000,9894,2,AY,1,100,-0.902
1766633935.537339,73409.000,9894,2,AY,1,100,0.391
1766633935.577336,73449.000,9913,3,AY,1,100,2.300
1766633935.617333,73489.000,9913,3,AY,1,100,0.205
1766633935.657330,73529.000,9913,3,AY,1,100,0.408
1766633935.697326,73569.000,9932,2,AY,1,100,0.458
1766633935.737323,73609.000,9932,2,AY,1,100,0.288
1766633935.777320,73649.000,9946,3,AY,1,100,0.548
1766633935.817317,73689.000,9946,3,AY,1,100,-0.514
1766633935.857314,73729.000,9946,3,AY,1,100,2.001
1766633935.897310,73769.000,9966,2,AY,1,100,1.591
1766633935.937307,73809.000,9966,2,AY,1,100,0.552
1766633935.977304,73849.000,9982,3,AY,1,100,0.505
1766633936.017301,73889.000,9982,3,AY,1,100,1.057
1766633936.057297,73929.000,9982,3,AY,1,100,0.133
1766633936.097294,73969.000,10001,2,AY,1,100,-0.537
1766633936.137291,74009.000,10001,2,AY,1,100,0.477
1766633936.172621,74044.333,10017,3,AY,1,100,2.582
1766633936.207952,74079.667,10017,3,AY,1,100,0.523
1766633936.243282,74115.000,10017,3,AY,1,100,0.773
1766633936.283279,74155.000,10034,3,AY,1,100,0.553
1766633936.323276,74195.000,10034,3,AY,1,100,0.898
1766633936.363273,74235.000,10034,3,AY,1,100,0.323
1766633936.403269,74275.000,10052,2,AY,1,100,0.463
1766633936.443266,74315.000,10052,2,AY,1,100,1.925
1766633936.483263,74355.000,10070,3,AY,1,100,0.888
1766633936.523260,74395.000,10070,3,AY,1,100,0.518
1766633936.563257,74435.000,10070,3,AY,1,100,0.486
1766633936.603253,74475.000,10087,2,AY,1,100,0.624
1766633936.643250,74515.000,10087,2,AY,1,100,0.530
1766633936.683247,74555.000,10103,3,AY,1,100,-0.292
1766633936.723243,74595.000,10103,3,AY,1,100,2.361
1766633936.763240,74635.000,10103,3,AY,1,100,1.403
1766633936.803237,74675.000,10119,2,AY,1,100,0.578
1766633936.843234,74715.000,10119,2,AY,1,100,0.446
1766633936.883231,74755.000,10137,3,AY,1,100,0.577
1766633936.923227,74795.000,10137,3,AY,1,100,0.514
1766633936.963224,74835.000,10137,3,AY,1,100,-0.498
1766633936.998888,74870.667,10153,3,AY,1,100,2.080
1766633937.034552,74906.333,10153,3,AY,1,100,1.589
1766633937.070215,74942.000,10153,3,AY,1,100,0.695
1766633937.110212,74982.000,10169,2,AY,1,100,0.854
1766633937.150209,75022.000,10169,2,AY,1,100,1.370
1766633937.190206,75062.000,10188,3,AY,1,100,0.347
1766633937.230202,75102.000,10188,3,AY,1,100,0.642
1766633937.270199,75142.000,10188,3,AY,1,100,1.936
1766633937.310196,75182.000,10214,3,AY,1,100,0.206
1766633937.350193,75222.000,10214,3,AY,1,100,0.326
1766633937.390190,75262.000,10214,3,AY,1,100,0.803
1766633937.430186,75302.000,10230,2,AY,1,100,0.748
1766633937.470183,75342.000,10230,2,AY,1,100,-0.416
1766633937.510180,75382.000,10248,3,AY,1,100,0.663
1766633937.550177,75422.000,10248,3,AY,1,100,1.190
1766633937.590173,75462.000,10248,3,AY,1,100,0.361
1766633937.630170,75502.000,10264,2,AY,1,100,0.196
1766633937.670167,75542.000,10264,2,AY,1,100,0.950
1766633937.710164,75582.000,10281,3,AY,1,100,0.622
1766633937.750160,75622.000,10281,3,AY,1,100,-1.149
1766633937.790157,75662.000,10281,3,AY,1,100,-0.322
1766633937.825821,75697.667,10300,3,AY,1,100,1.608
1766633937.861485,75733.333,10300,3,AY,1,100,0.886
1766633937.897149,75769.000,10300,3,AY,1,100,1.118
1766633937.937145,75809.000,10316,2,AY,1,100,0.669
1766633937.977142,75849.000,10316,2,AY,1,100,0.024
1766633938.017139,75889.000,10335,3,AY,1,100,-0.548
1766633938.057136,75929.000,10335,3,AY,1,100,0.331
1766633938.097132,75969.000,10335,3,AY,1,100,1.337
1766633938.137129,76009.000,10352,2,AY,1,100,1.763
1766633938.177126,76049.000,10352,2,AY,1,100,0.637
1766633938.217123,76089.000,10369,3,AY,1,100,0.286
1766633938.257119,76129.000,10369,3,AY,1,100,-3.708
1766633938.297116,76169.000,10369,3,AY,1,100,-0.767
1766633938.336613,76208.500,10385,2,AY,1,100,2.209
1766633938.376110,76248.000,10385,2,AY,1,100,0.394
1766633938.416440,76288.333,10400,3,AY,1,100,1.519
1766633938.456770,76328.667,10400,3,AY,1,100,0.416
1766633938.497100,76369.000,10400,3,AY,1,100,0.094
1766633938.537097,76409.000,10420,3,AY,1,100,-0.552
1766633938.577094,76449.000,10420,3,AY,1,100,0.539
1766633938.617090,76489.000,10420,3,AY,1,100,2.142
1766633938.656587,76528.500,10436,2,AY,1,100,1.760
1766633938.696084,76568.000,10436,2,AY,1,100,0.301
1766633938.731748,76603.667,10453,3,AY,1,100,0.388
1766633938.767411,76639.333,10453,3,AY,1,100,0.188
1766633938.803075,76675.000,10453,3,AY,1,100,1.163
1766633938.843072,76715.000,10470,2,AY,1,100,0.939
1766633938.883069,76755.000,10470,2,AY,1,100,2.056
1766633938.923066,76795.000,10489,3,AY,1,100,0.647
1766633938.963062,76835.000,10489,3,AY,1,100,0.591
1766633939.003059,76875.000,10489,3,AY,1,100,-0.351
1766633939.043056,76915.000,10508,3,AY,1,100,-0.064
1766633939.083053,76955.000,10508,3,AY,1,100,0.620
1766633939.123049,76995.000,10508,3,AY,1,100,1.277
1766633939.163046,77035.000,10526,2,AY,1,100,0.898
1766633939.203043,77075.000,10526,2,AY,1,100,1.365
1766633939.243040,77115.000,10540,3,AY,1,100,1.073
1766633939.283036,77155.000,10540,3,AY,1,100,-0.434
1766633939.323033,77195.000,10540,3,AY,1,100,0.393
1766633939.363030,77235.000,10561,2,AY,1,100,1.755
1766633939.403027,77275.000,10561,2,AY,1,100,0.641
1766633939.443024,77315.000,10577,3,AY,1,100,0.771
1766633939.483020,77355.000,10577,3,AY,1,100,0.866
1766633939.523017,77395.000,10577,3,AY,1,100,0.191
1766633939.558681,77430.667,10597,3,AY,1,100,-0.083
1766633939.594345,77466.333,10597,3,AY,1,100,-0.057
1766633939.630008,77502.000,10597,3,AY,1,100,2.310
1766633939.670005,77542.000,10612,2,AY,1,100,1.157
1766633939.710002,77582.000,10612,2,AY,1,100,1.055
1766633939.749999,77622.000,10629,3,AY,1,100,0.630
1766633939.789995,77662.000,10629,3,AY,1,100,0.294
1766633939.829992,77702.000,10629,3,AY,1,100,0.981
1766633939.869989,77742.000,10646,2,AY,1,100,-0.484
1766633939.909986,77782.000,10646,2,AY,1,100,1.593
1766633939.949983,77822.000,10663,3,AY,1,100,1.392
1766633939.989979,77862.000,10663,3,AY,1,100,1.125
1766633940.029976,77902.000,10663,3,AY,1,100,0.193
1766633940.069973,77942.000,10677,2,AY,1,100,0.200
1766633940.109970,77982.000,10677,2,AY,1,100,-0.325
1766633940.150300,78022.333,10695,3,AY,1,100,0.936
1766633940.190630,78062.667,10695,3,AY,1,100,0.789
1766633940.230960,78103.000,10695,3,AY,1,100,1.577
1766633940.270457,78142.500,10713,2,AY,1,100,0.217
1766633940.309953,78182.000,10713,2,AY,1,100,1.017
1766633940.345284,78217.333,10730,3,AY,1,100,0.458
1766633940.380615,78252.667,10730,3,AY,1,100,-0.403
1766633940.415945,78288.000,10730,3,AY,1,100,-0.454
1766633940.455942,78328.000,10747,3,AY,1,100,0.903
1766633940.495939,78368.000,10747,3,AY,1,100,1.376
1766633940.535935,78408.000,10747,3,AY,1,100,1.546
1766633940.575932,78448.000,10764,2,AY,1,100,0.268
1766633940.615929,78488.000,10764,2,AY,1,100,0.415
1766633940.655926,78528.000,10780,3,AY,1,100,0.098
1766633940.695922,78568.000,10780,3,AY,1,100,-0.090
1766633940.735919,78608.000,10780,3,AY,1,100,0.320
1766633940.775916,78648.000,10797,2,AY,1,100,0.596
1766633940.815912,78688.000,10797,2,AY,1,100,0.788
1766633940.855909,78728.000,10814,3,AY,1,100,1.062
1766633940.895906,78768.000,10814,3,AY,1,100,1.023
1766633940.935903,78808.000,10814,3,AY,1,100,1.012
1766633940.975900,78848.000,10829,2,AY,1,100,0.870
1766633941.015896,78888.000,10829,2,AY,1,100,0.870
1766633941.055893,78928.000,10845,3,AY,1,100,0.858
1766633941.095890,78968.000,10845,3,AY,1,100,0.818
1766633941.135887,79008.000,10845,3,AY,1,100,0.906
1766633941.175884,79048.000,10863,3,AY,1,100,0.951
1766633941.215880,79088.000,10863,3,AY,1,100,0.655
1766633941.255877,79128.000,10863,3,AY,1,100,0.983
1766633941.289374,79161.500,10879,2,AY,1,100,1.119
1766633941.322871,79195.000,10879,2,AY,1,100,1.209
1766633941.362868,79235.000,10894,3,AY,1,100,1.051
1766633941.402865,79275.000,10894,3,AY,1,100,0.898
1766633941.442862,79315.000,10894,3,AY,1,100,0.815
1766633941.482859,79355.000,10911,3,AY,1,100,0.795
1766633941.522855,79395.000,10911,3,AY,1,100,0.815
1766633941.562852,79435.000,10911,3,AY,1,100,0.920
1766633941.602849,79475.000,10928,2,AY,1,100,0.995
1766633941.642846,79515.000,10928,2,AY,1,100,1.032
1766633941.682842,79555.000,10944,3,AY,1,100,1.059
1766633941.722839,79595.000,10944,3,AY,1,100,0.998
1766633941.762836,79635.000,10944,3,AY,1,100,0.948
1766633941.802833,79675.000,10961,2,AY,1,100,0.822
1766633941.842829,79715.000,10961,2,AY,1,100,0.923
1766633941.882826,79755.000,10978,3,AY,1,100,0.938
1766633941.922823,79795.000,10978,3,AY,1,100,0.973
1766633941.962820,79835.000,10978,3,AY,1,100,0.989
1766633941.998484,79870.667,10995,3,AY,1,100,0.975
1766633942.034147,79906.333,10995,3,AY,1,100,0.917
1766633942.069811,79942.000,10995,3,AY,1,100,1.053
1766633942.109808,79982.000,11011,2,AY,1,100,1.839
1766633942.149805,80022.000,11011,2,AY,1,100,0.697
1766633942.189801,80062.000,11027,3,AY,1,100,-0.050
1766633942.229798,80102.000,11027,3,AY,1,100,-0.706
1766633942.269795,80142.000,11027,3,AY,1,100,0.163
1766633942.309792,80182.000,11043,2,AY,1,100,2.619
1766633942.349788,80222.000,11043,2,AY,1,100,1.838
1766633942.389785,80262.000,11065,3,AY,1,100,0.774
1766633942.429782,80302.000,11065,3,AY,1,100,1.005
1766633942.469779,80342.000,11065,3,AY,1,100,-0.921
1766633942.509776,80382.000,11082,3,AY,1,100,0.384
1766633942.549772,80422.000,11082,3,AY,1,100,1.326
1766633942.589769,80462.000,11082,3,AY,1,100,1.423
1766633942.629766,80502.000,11099,2,AY,1,100,0.894
1766633942.669763,80542.000,11099,2,AY,1,100,0.884
1766633942.709759,80582.000,11115,3,AY,1,100,0.578
1766633942.749756,80622.000,11115,3,AY,1,100,0.547
1766633942.789753,80662.000,11115,3,AY,1,100,0.704
1766633942.829750,80702.000,11133,2,AY,1,100,0.660
1766633942.869746,80742.000,11133,2,AY,1,100,0.788
1766633942.905077,80777.333,11149,3,AY,1,100,0.867
1766633942.940408,80812.667,11149,3,AY,1,100,0.873
1766633942.975738,80848.000,11149,3,AY,1,100,0.907
1766633943.015735,80888.000,11166,3,AY,1,100,0.886
1766633943.055732,80928.000,11166,3,AY,1,100,0.859
1766633943.095728,80968.000,11166,3,AY,1,100,0.865
1766633943.135725,81008.000,11180,2,AY,1,100,0.886
1766633943.175722,81048.000,11180,2,AY,1,100,0.958
1766633943.215719,81088.000,11200,3,AY,1,100,0.947
1766633943.255715,81128.000,11200,3,AY,1,100,0.911
1766633943.295712,81168.000,11200,3,AY,1,100,0.876
1766633943.335709,81208.000,11216,2,AY,1,100,0.886
1766633943.375705,81248.000,11216,2,AY,1,100,0.853
1766633943.415702,81288.000,11233,3,AY,1,100,0.856
1766633943.455699,81328.000,11233,3,AY,1,100,0.871
1766633943.495696,81368.000,11233,3,AY,1,100,0.873
1766633943.535693,81408.000,11248,2,AY,1,100,0.887
1766633943.575689,81448.000,11248,2,AY,1,100,0.933
1766633943.615686,81488.000,11265,3,AY,1,100,0.975
1766633943.655683,81528.000,11265,3,AY,1,100,0.960
1766633943.695680,81568.000,11265,3,AY,1,100,0.902
1766633943.731344,81603.667,11281,3,AY,1,100,0.859
1766633943.767007,81639.333,11281,3,AY,1,100,0.843
1766633943.802671,81675.000,11281,3,AY,1,100,0.874
1766633943.842668,81715.000,11299,2,AY,1,100,0.891
1766633943.882665,81755.000,11299,2,AY,1,100,0.871
1766633943.922661,81795.000,11316,3,AY,1,100,0.889
1766633943.962658,81835.000,11316,3,AY,1,100,0.928
1766633944.002655,81875.000,11316,3,AY,1,100,0.892
1766633944.042652,81915.000,11332,2,AY,1,100,0.877
1766633944.082648,81955.000,11332,2,AY,1,100,0.896
