LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1766715968.963847,553020,22759,1,SR,1,100,0.066667
1766715969.896847,553953,22911,1,SR,1,100,0.066667
1766715975.035847,559092,23743,1,SR,1,100,0.066667
1766715977.375847,561432,24162,1,SR,1,100,0.200000
1766715979.243847,563300,24451,1,SR,1,100,0.066667
1766715980.322847,564379,24633,1,SR,1,100,0.133333
1766715982.721847,566778,25020,1,SR,1,100,0.133333
1766715985.854847,569911,25539,1,SR,1,100,0.066667
1766716004.672847,588729,28620,1,SR,1,100,0.066667
1766716009.674847,593731,29433,1,SR,1,100,0.066667
1766716013.278847,597335,30034,1,SR,1,100,0.066667
1766716021.611847,605668,31391,1,SR,1,100,0.066667
1766716026.617847,610674,32221,1,SR,1,100,0.066667
1766716028.017847,612074,32441,1,SR,1,100,0.066667
1766716032.883847,616940,33241,1,SR,1,100,0.066667
1766716033.350847,617407,33330,1,SR,1,100,0.066667
1766716033.683847,617740,33380,1,SR,1,100,0.066667
1766716042.968847,627025,34917,1,SR,1,100,0.066667
1766716047.902847,631959,35716,1,SR,1,100,0.066667
1766716059.647847,643704,37649,1,SR,1,100,0.133333
1766716071.119847,655176,39493,1,SR,1,100,0.066667
1766716072.519847,656576,39724,1,SR,1,100,0.133333
1766716076.792847,660849,40420,1,SR,1,100,0.066667
1766716084.924847,668981,41741,1,SR,1,100,0.133333
1766716093.263847,677320,43094,1,SR,1,100,0.066667
1766716096.130847,680187,43572,1,SR,1,100,0.133333
1766716097.596847,681653,43786,1,SR,1,100,0.066667
1766716105.936847,689993,45134,1,SR,1,100,0.066667
1766716118.741847,702798,47204,1,SR,1,100,0.066667
1766716125.274847,709331,48270,1,SR,1,100,0.066667
1766716130.746847,714803,49170,1,SR,1,100,0.066667
1766716132.879847,716936,49519,1,SR,1,100,0.066667
1766716134.613847,718670,49802,1,SR,1,100,0.066667
1766716142.626847,726683,51116,1,SR,1,100,0.066667
1766716143.565847,727622,51269,1,SR,1,100,0.066667
1766716145.905847,729962,51668,1,SR,1,100,0.133333
1766716151.104847,735161,52522,1,SR,1,100,0.133333
1766716151.838847,735895,52641,1,SR,1,100,0.066667
1766716153.444847,737501,52910,1,SR,1,100,0.066667
1766716156.850847,740907,53463,1,SR,1,100,0.066667
1766716159.317847,743374,53881,1,SR,1,100,0.066667
1766716159.851847,743908,53967,1,SR,1,100,0.066667
1766716161.190847,745247,54184,1,SR,1,100,0.066667
1766716161.790847,745847,54285,1,SR,1,100,0.066667
1766716163.790847,747847,54602,1,SR,1,100,0.066667
1766716177.795847,761852,56916,1,SR,1,100,0.133333
1766716178.262847,762319,57003,1,SR,1,100,0.133333
1766716183.934847,767991,57914,1,SR,1,100,0.133333
1766716184.868847,768925,58066,1,SR,1,100,0.066667
1766716187.001847,771058,58414,1,SR,1,100,0.066667
1766716188.135847,772192,58598,1,SR,1,100,0.066667
1766716190.200847,774257,58946,1,SR,1,100,0.133333
1766716193.467847,777524,59477,1,SR,1,100,0.066667
1766716194.134847,778191,59581,1,SR,1,100,0.066667
1766716197.540847,781597,60142,1,SR,1,100,0.066667
1766716199.339847,783396,60428,1,SR,1,100,0.066667
1766716200.139847,784196,60581,1,SR,1,100,0.133333
1766716223.024847,807081,64274,1,SR,1,100,0.066667
1766716224.424847,808481,64508,1,SR,1,100,0.066667
1766716225.757847,809814,64743,1,SR,1,100,0.133333
1766716230.290847,814347,65466,1,SR,1,100,0.066667
1766716235.896847,819953,865,1,SR,1,100,0.200000
1766716246.908847,830965,2646,1,SR,1,100,0.066667
1766716247.308847,831365,2731,1,SR,1,100,0.133333
1766716248.641847,832698,2969,1,SR,1,100,0.200000
1766716250.842847,834899,3316,1,SR,1,100,0.133333
1766716257.974847,842031,4480,1,SR,1,100,0.133333
1766716258.648847,842705,4585,1,SR,1,100,0.066667
1766716259.247847,843304,4686,1,SR,1,100,0.133333
1766716260.713847,844770,4958,1,SR,1,100,0.200000
1766716265.394847,849451,5694,1,SR,1,100,0.066667
1766716267.466847,851523,6047,1,SR,1,100,0.066667
1766716269.333847,853390,6381,1,SR,1,100,0.266667
1766716271.399847,855456,6677,1,SR,1,100,0.066667
1766716276.332847,860389,7487,1,SR,1,100,0.066667
1766716282.604847,866661,8495,1,SR,1,100,0.066667
1766716283.338847,867395,8629,1,SR,1,100,0.133333
1766716291.610847,875667,9967,1,SR,1,100,0.066667
1766716291.944847,876001,10050,1,SR,1,100,0.200000
1766716322.501847,906558,14995,1,SR,1,100,0.066667
1766716330.233847,914290,16258,1,SR,1,100,0.066667
1766716331.166847,915223,16423,1,SR,1,100,0.066667
1766716333.706847,917763,16844,1,SR,1,100,0.066667
1766716339.105847,923162,17728,1,SR,1,100,0.066667
1766716340.572847,924629,17961,1,SR,1,100,0.066667
1766716342.645847,926702,18311,1,SR,1,100,0.133333
1766716352.578847,936635,19940,1,SR,1,100,0.266667
1766716352.978847,937035,19976,1,SR,1,100,0.066667
1766716361.317847,945374,21366,1,SR,1,100,0.200000
1766716370.329847,954386,22804,1,SR,1,100,0.133333
1766716386.601847,970658,25459,1,SR,1,100,0.200000
1766716390.334847,974391,26062,1,SR,1,100,0.133333
1766716396.067847,980124,26993,1,SR,1,100,0.066667
1766716397.000847,981057,27176,1,SR,1,100,0.200000
1766716401.466847,985523,27902,1,SR,1,100,0.200000
1766716405.072847,989129,28472,1,SR,1,100,0.133333
1766716408.405847,992462,29021,1,SR,1,100,0.133333
1766716412.078847,996135,29638,1,SR,1,100,0.200000
1766716413.345847,997402,29839,1,SR,1,100,0.200000
1766716415.145847,999202,30139,1,SR,1,100,0.200000
1766716417.818847,1001875,30583,1,SR,1,100,0.200000
1766716418.418847,1002475,30672,1,SR,1,100,0.200000
1766716419.284847,1003341,30804,1,SR,1,100,0.133333
1766716419.551847,1003608,30871,1,SR,1,100,0.266667
1766716426.623847,1010680,31998,1,SR,1,100,0.066667
1766716434.289847,1018346,33244,1,SR,1,100,0.066667
1766716434.956847,1019013,33360,1,SR,1,100,0.066667
1766716437.023847,1021080,33710,1,SR,1,100,0.133333
1766716437.289847,1021346,33746,1,SR,1,100,0.133333
1766716438.823847,1022880,34001,1,SR,1,100,0.133333
1766716439.222847,1023279,34084,1,SR,1,100,0.200000
1766716444.422847,1028479,34914,1,SR,1,100,0.066667
1766716444.822847,1028879,34981,1,SR,1,100,0.066667
1766716445.555847,1029612,35100,1,SR,1,100,0.066667
1766716454.561847,1038618,36580,1,SR,1,100,0.066667
1766716456.760847,1040817,36930,1,SR,1,100,0.066667
1766716459.027847,1043084,37314,1,SR,1,100,0.066667
1766716459.227847,1043284,37349,1,SR,1,100,0.066667
1766716463.774847,1047831,38075,1,SR,1,100,0.066667
1766716464.707847,1048764,38245,1,SR,1,100,0.133333
1766716468.379847,1052436,38863,1,SR,1,100,0.200000
1766716468.713847,1052770,38898,1,SR,1,100,0.066667
1766716473.379847,1057436,39682,1,SR,1,100,0.200000
1766716477.645847,1061702,40360,1,SR,1,100,0.066667
1766716481.785847,1065842,41028,1,SR,1,100,0.066667
1766716483.458847,1067515,41298,1,SR,1,100,0.066667
1766716483.991847,1068048,41401,1,SR,1,100,0.066667
1766716486.797847,1070854,41848,1,SR,1,100,0.066667
1766716486.997847,1071054,41915,1,SR,1,100,0.200000
1766716491.197847,1075254,42581,1,SR,1,100,0.066667
1766716491.864847,1075921,42682,1,SR,1,100,0.066667
1766716494.664847,1078721,43166,1,SR,1,100,0.133333
1766716495.663847,1079720,43317,1,SR,1,100,0.066667
1766716509.142847,1093199,45538,1,SR,1,100,0.133333
1766716509.542847,1093599,45588,1,SR,1,100,0.066667
1766716513.541847,1097598,46254,1,SR,1,100,0.066667
1766716514.141847,1098198,46359,1,SR,1,100,0.133333
1766716518.348847,1102405,47041,1,SR,1,100,0.066667
1766716520.481847,1104538,47389,1,SR,1,100,0.066667
1766716522.014847,1106071,47640,1,SR,1,100,0.066667
1766716523.620847,1107677,47909,1,SR,1,100,0.133333
1766716524.420847,1108477,48043,1,SR,1,100,0.066667
1766716530.420847,1114477,49023,1,SR,1,100,0.066667
1766716531.354847,1115411,49189,1,SR,1,100,0.133333
1766716536.220847,1120277,49992,1,SR,1,100,0.200000
1766716543.905847,1127962,51229,1,SR,1,100,0.066667
1766716545.238847,1129295,51450,1,SR,1,100,0.066667
1766716545.771847,1129828,51555,1,SR,1,100,0.066667
1766716552.971847,1137028,52728,1,SR,1,100,0.066667
1766716553.305847,1137362,52781,1,SR,1,100,0.066667
1766716554.171847,1138228,52929,1,SR,1,100,0.066667
1766716561.117847,1145174,54054,1,SR,1,100,0.066667
1766716562.650847,1146707,54321,1,SR,1,100,0.133333
1766716565.656847,1149713,54783,1,SR,1,100,0.066667
1766716580.195847,1164252,57160,1,SR,1,100,0.133333
1766716583.062847,1167119,57637,1,SR,1,100,0.200000
1766716585.861847,1169918,58068,1,SR,1,100,0.066667
1766716588.868847,1172925,58570,1,SR,1,100,0.066667
1766716589.734847,1173791,58703,1,SR,1,100,0.066667
1766716591.334847,1175391,58986,1,SR,1,100,0.133333
1766716594.667847,1178724,59516,1,SR,1,100,0.066667
1766716596.000847,1180057,59735,1,SR,1,100,0.066667
1766716597.400847,1181457,59972,1,SR,1,100,0.066667
1766716598.400847,1182457,60138,1,SR,1,100,0.066667
1766716600.866847,1184923,60571,1,SR,1,100,0.200000
1766716607.019847,1191076,61547,1,SR,1,100,0.066667
1766716616.424847,1200481,63061,1,SR,1,100,0.066667
1766716626.757847,1210814,64751,1,SR,1,100,0.066667
1766716635.622847,1219679,672,1,SR,1,100,0.133333
1766716638.089847,1222146,1085,1,SR,1,100,0.200000
1766716641.562847,1225619,1632,1,SR,1,100,0.066667
1766716642.229847,1226286,1731,1,SR,1,100,0.066667
1766716652.168847,1236225,3373,1,SR,1,100,0.133333
1766716657.434847,1241491,4238,1,SR,1,100,0.133333
1766716657.967847,1242024,4309,1,SR,1,100,0.066667
1766716669.772847,1253829,6244,1,SR,1,100,0.066667
1766716681.512847,1265569,8153,1,SR,1,100,0.066667
1766716683.245847,1267302,8436,1,SR,1,100,0.066667
1766716684.244847,1268301,8590,1,SR,1,100,0.066667
1766716687.517847,1271574,9132,1,SR,1,100,0.066667
1766716687.984847,1272041,9219,1,SR,1,100,0.133333
1766716692.450847,1276507,9950,1,SR,1,100,0.133333
1766716720.821847,1304878,14553,1,SR,1,100,0.066667
1766716725.087847,1309144,15238,1,SR,1,100,0.066667
1766716726.153847,1310210,15424,1,SR,1,100,0.066667
1766716726.620847,1310677,15493,1,SR,1,100,0.066667
1766716728.687847,1312744,15843,1,SR,1,100,0.066667
1766716737.640847,1321697,17319,1,SR,1,100,0.133333
1766716741.172847,1325229,17881,1,SR,1,100,0.133333
1766716745.912847,1329969,18658,1,SR,1,100,0.200000
1766716749.184847,1333241,19182,1,SR,1,100,0.066667
1766716756.190847,1340247,20327,1,SR,1,100,0.066667
1766716756.390847,1340447,20380,1,SR,1,100,0.133333
1766716756.790847,1340847,20447,1,SR,1,100,0.133333
1766716770.529847,1354586,22678,1,SR,1,100,0.066667
1766716770.996847,1355053,22761,1,SR,1,100,0.133333
1766716778.342847,1362399,23974,1,SR,1,100,0.200000
1766716782.874847,1366931,24716,1,SR,1,100,0.200000
1766716783.208847,1367265,24750,1,SR,1,100,0.133333
1766716785.881847,1369938,25183,1,SR,1,100,0.133333
1766716789.754847,1373811,25812,1,SR,1,100,0.133333
1766716796.553847,1380610,26962,1,SR,1,100,0.400000
1766716800.286847,1384343,27522,1,SR,1,100,0.133333
1766716800.819847,1384876,27606,1,SR,1,100,0.133333
1766716803.152847,1387209,28017,1,SR,1,100,0.266667
1766716804.219847,1388276,28169,1,SR,1,100,0.133333
1766716808.365847,1392422,28835,1,SR,1,100,0.133333
1766716809.838847,1393895,29102,1,SR,1,100,0.266667
1766716815.045847,1399102,29940,1,SR,1,100,0.066667
1766716816.378847,1400435,30160,1,SR,1,100,0.066667
1766716822.384847,1406441,31164,1,SR,1,100,0.133333
1766716825.117847,1409174,31617,1,SR,1,100,0.200000
1766716827.184847,1411241,31930,1,SR,1,100,0.066667
1766716828.657847,1412714,32180,1,SR,1,100,0.133333
1766716828.924847,1412981,32230,1,SR,1,100,0.200000
1766716832.996847,1417053,32888,1,SR,1,100,0.133333
1766716836.130847,1420187,33404,1,SR,1,100,0.133333
1766716838.129847,1422186,33724,1,SR,1,100,0.066667
1766716838.329847,1422386,33779,1,SR,1,100,0.200000
1766716840.729847,1424786,34173,1,SR,1,100,0.133333
1766716841.129847,1425186,34224,1,SR,1,100,0.066667
1766716842.529847,1426586,34480,1,SR,1,100,0.133333
1766716848.742847,1432799,35476,1,SR,1,100,0.066667
1766716849.208847,1433265,35609,1,SR,1,100,0.400000
1766716851.275847,1435332,35907,1,SR,1,100,0.133333
1766716851.541847,1435598,35941,1,SR,1,100,0.066667
1766716851.875847,1435932,36008,1,SR,1,100,0.200000
1766716852.475847,1436532,36158,1,SR,1,100,0.466667
1766716853.474847,1437531,36279,1,SR,1,100,0.200000
1766716855.274847,1439331,36548,1,SR,1,100,0.066667
1766716855.674847,1439731,36634,1,SR,1,100,0.133333
1766716857.074847,1441131,36886,1,SR,1,100,0.266667
1766716858.407847,1442464,37089,1,SR,1,100,0.133333
1766716858.874847,1442931,37230,1,SR,1,100,0.466667
1766716862.620847,1446677,37811,1,SR,1,100,0.333333
1766716868.686847,1452743,38767,1,SR,1,100,0.133333
1766716868.953847,1453010,38803,1,SR,1,100,0.066667
1766716869.219847,1453276,38902,1,SR,1,100,0.466667
1766716870.219847,1454276,39003,1,SR,1,100,0.066667
1766716870.619847,1454676,39170,1,SR,1,100,0.666667
1766716874.885847,1458942,39793,1,SR,1,100,0.266667
1766716875.292847,1459349,39831,1,SR,1,100,0.066667
1766716875.492847,1459549,39881,1,SR,1,100,0.133333
1766716875.759847,1459816,39934,1,SR,1,100,0.200000
1766716876.092847,1460149,40002,1,SR,1,100,0.266667
1766716879.632847,1463689,40562,1,SR,1,100,0.200000
1766716880.498847,1464555,40713,1,SR,1,100,0.200000
1766716883.831847,1467888,41266,1,SR,1,100,0.200000
1766716884.631847,1468688,41400,1,SR,1,100,0.200000
1766716887.504847,1471561,41869,1,SR,1,100,0.200000
1766716888.705847,1472762,42071,1,SR,1,100,0.266667
1766716889.370847,1473427,42158,1,SR,1,100,0.066667
1766716889.704847,1473761,42257,1,SR,1,100,0.333333
1766716896.904847,1480961,43405,1,SR,1,100,0.133333
1766716897.570847,1481627,43522,1,SR,1,100,0.200000
1766716899.303847,1483360,43789,1,SR,1,100,0.066667
1766716904.569847,1488626,44645,1,SR,1,100,0.066667
1766716905.989847,1490046,44894,1,SR,1,100,0.200000
1766716907.189847,1491246,45059,1,SR,1,100,0.066667
1766716907.789847,1491846,45160,1,SR,1,100,0.066667
1766716907.989847,1492046,45210,1,SR,1,100,0.200000
1766716908.988847,1493045,45393,1,SR,1,100,0.266667
1766716909.388847,1493445,45429,1,SR,1,100,0.066667
1766716910.929847,1494986,45726,1,SR,1,100,0.400000
1766716914.062847,1498119,46259,1,SR,1,100,0.533333
1766716920.327847,1504384,47232,1,SR,1,100,0.200000
1766716921.061847,1505118,47365,1,SR,1,100,0.266667
1766716921.727847,1505784,47499,1,SR,1,100,0.466667
1766716922.460847,1506517,47566,1,SR,1,100,0.066667
1766716925.867847,1509924,48115,1,SR,1,100,0.066667
1766716926.333847,1510390,48200,1,SR,1,100,0.133333
1766716927.401847,1511458,48402,1,SR,1,100,0.266667
1766716932.200847,1516257,49181,1,SR,1,100,0.266667
1766716945.605847,1529662,51335,1,SR,1,100,0.133333
1766716946.012847,1530069,51386,1,SR,1,100,0.066667
1766716947.478847,1531535,51633,1,SR,1,100,0.066667
1766716947.678847,1531735,51718,1,SR,1,100,0.400000
1766716950.878847,1534935,52197,1,SR,1,100,0.133333
1766716951.278847,1535335,52264,1,SR,1,100,0.133333
1766716951.678847,1535735,52384,1,SR,1,100,0.466667
1766716954.011847,1538068,52718,1,SR,1,100,0.133333
1766716954.277847,1538334,52787,1,SR,1,100,0.266667
1766716959.210847,1543267,53558,1,SR,1,100,0.066667
1766716961.817847,1545874,54043,1,SR,1,100,0.400000
1766716964.890847,1548947,54521,1,SR,1,100,0.200000
1766716965.223847,1549280,54571,1,SR,1,100,0.200000
1766716966.230847,1550287,54754,1,SR,1,100,0.400000
1766716967.896847,1551953,55003,1,SR,1,100,0.266667
1766716969.502847,1553559,55272,1,SR,1,100,0.200000
1766716971.036847,1555093,55541,1,SR,1,100,0.333333
1766716973.902847,1557959,55970,1,SR,1,100,0.133333
1766716974.569847,1558626,56139,1,SR,1,100,0.400000
1766716980.575847,1564632,57065,1,SR,1,100,0.133333
1766716981.775847,1565832,57298,1,SR,1,100,0.333333
1766716983.375847,1567432,57533,1,SR,1,100,0.200000
1766716985.108847,1569165,57820,1,SR,1,100,0.133333
1766716988.187847,1572244,58336,1,SR,1,100,0.266667
1766716990.188847,1574245,58636,1,SR,1,100,0.066667
1766716992.920847,1576977,59152,1,SR,1,100,0.466667
1766716997.787847,1581844,59911,1,SR,1,100,0.333333
1766716998.727847,1582784,60079,1,SR,1,100,0.333333
1766717000.660847,1584717,60360,1,SR,1,100,0.200000
1766717001.126847,1585183,60463,1,SR,1,100,0.266667
1766717001.926847,1585983,60595,1,SR,1,100,0.266667
1766717007.592847,1591649,61504,1,SR,1,100,0.200000
1766717008.792847,1592849,61688,1,SR,1,100,0.133333
1766717009.992847,1594049,61907,1,SR,1,100,0.266667
1766717011.058847,1595115,62073,1,SR,1,100,0.266667
1766717013.325847,1597382,62437,1,SR,1,100,0.200000
1766717017.258847,1601315,63050,1,SR,1,100,0.066667
1766717018.725847,1602782,63402,1,SR,1,100,0.666667
1766717020.858847,1604915,63665,1,SR,1,100,0.200000
1766717021.324847,1605381,63748,1,SR,1,100,0.200000
1766717024.724847,1608781,64327,1,SR,1,100,0.333333
1766717027.123847,1611180,64659,1,SR,1,100,0.066667
1766717028.257847,1612314,64861,1,SR,1,100,0.133333
1766717029.996847,1614053,65175,1,SR,1,100,0.333333
1766717031.196847,1615253,65376,1,SR,1,100,0.333333
1766717032.064847,1616121,65509,1,SR,1,100,0.266667
1766717033.129847,1617186,123,1,SR,1,100,0.133333
1766717033.396847,1617453,192,1,SR,1,100,0.266667
1766717037.796847,1621853,900,1,SR,1,100,0.200000
1766717038.130847,1622187,952,1,SR,1,100,0.200000
1766717038.463847,1622520,987,1,SR,1,100,0.066667
1766717038.796847,1622853,1072,1,SR,1,100,0.200000
1766717039.395847,1623452,1140,1,SR,1,100,0.066667
1766717040.129847,1624186,1295,1,SR,1,100,0.200000
1766717040.595847,1624652,1410,1,SR,1,100,0.400000
1766717041.269847,1625326,1529,1,SR,1,100,0.466667
1766717044.268847,1628325,2062,1,SR,1,100,0.733333
1766717045.935847,1629992,2260,1,SR,1,100,0.266667
1766717046.875847,1630932,2429,1,SR,1,100,0.333333
1766717048.541847,1632598,2794,1,SR,1,100,0.933333
1766717049.874847,1633931,2913,1,SR,1,100,0.333333
1766717051.542847,1635599,3163,1,SR,1,100,0.133333
1766717051.808847,1635865,3249,1,SR,1,100,0.400000
1766717058.407847,1642464,4315,1,SR,1,100,0.333333
1766717064.353847,1648410,5278,1,SR,1,100,0.200000
1766717065.086847,1649143,5412,1,SR,1,100,0.333333
1766717065.686847,1649743,5494,1,SR,1,100,0.200000
1766717066.019847,1650076,5530,1,SR,1,100,0.066667
1766717067.287847,1651344,5765,1,SR,1,100,0.333333
1766717073.632847,1657689,6856,1,SR,1,100,0.600000
1766717078.898847,1662955,7672,1,SR,1,100,0.333333
1766717079.765847,1663822,7787,1,SR,1,100,0.200000
1766717084.098847,1668155,8496,1,SR,1,100,0.200000
1766717084.432847,1668489,8532,1,SR,1,100,0.066667
1766717100.110847,1684167,11089,1,SR,1,100,0.200000
1766717104.576847,1688633,11809,1,SR,1,100,0.066667
1766717105.776847,1689833,12007,1,SR,1,100,0.066667
1766717105.976847,1690033,12060,1,SR,1,100,0.133333
1766717106.242847,1690299,12112,1,SR,1,100,0.200000
1766717107.249847,1691306,12266,1,SR,1,100,0.200000
1766717107.582847,1691639,12317,1,SR,1,100,0.133333
1766717108.715847,1692772,12503,1,SR,1,100,0.133333
1766717109.922847,1693979,12702,1,SR,1,100,0.066667
1766717110.122847,1694179,12721,1,SR,1,100,0.066667
1766717110.722847,1694779,12839,1,SR,1,100,0.133333
1766717110.989847,1695046,12874,1,SR,1,100,0.066667
1766717111.322847,1695379,12942,1,SR,1,100,0.133333
1766717112.055847,1696112,13091,1,SR,1,100,0.333333
1766717112.655847,1696712,13143,1,SR,1,100,0.066667
1766717113.255847,1697312,13276,1,SR,1,100,0.266667
1766717114.861847,1698918,13507,1,SR,1,100,0.066667
1766717115.061847,1699118,13610,1,SR,1,100,0.400000
1766717116.394847,1700451,13776,1,SR,1,100,0.133333
