LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1766715443.286180,27342.333,2382,3,PI,1,100,164103
1766715443.330847,27387.000,2382,3,PI,1,100,164142
1766715443.370847,27427.000,2400,2,PI,1,100,164155
1766715443.410847,27467.000,2400,2,PI,1,100,164183
1766715443.450847,27507.000,2414,3,PI,1,100,164214
1766715443.490847,27547.000,2414,3,PI,1,100,164217
1766715443.530847,27587.000,2414,3,PI,1,100,164183
1766715443.570847,27627.000,2431,2,PI,1,100,164156
1766715443.610847,27667.000,2431,2,PI,1,100,164145
1766715443.650847,27707.000,2448,3,PI,1,100,164174
1766715443.690847,27747.000,2448,3,PI,1,100,164177
1766715443.730847,27787.000,2448,3,PI,1,100,164204
1766715443.770847,27827.000,2465,2,PI,1,100,164223
1766715443.810847,27867.000,2465,2,PI,1,100,164206
1766715443.850847,27907.000,2479,3,PI,1,100,164172
1766715443.890847,27947.000,2479,3,PI,1,100,164236
1766715443.930847,27987.000,2479,3,PI,1,100,164194
1766715443.970847,28027.000,2496,2,PI,1,100,164174
1766715444.010847,28067.000,2496,2,PI,1,100,164137
1766715444.050847,28107.000,2513,3,PI,1,100,164116
1766715444.090847,28147.000,2513,3,PI,1,100,164098
1766715444.130847,28187.000,2513,3,PI,1,100,164085
1766715444.170847,28227.000,2530,2,PI,1,100,164044
1766715444.210847,28267.000,2530,2,PI,1,100,164029
1766715444.250847,28307.000,2545,3,PI,1,100,164000
1766715444.290847,28347.000,2545,3,PI,1,100,163946
1766715444.330847,28387.000,2545,3,PI,1,100,163874
1766715444.370847,28427.000,2562,2,PI,1,100,163850
1766715444.410847,28467.000,2562,2,PI,1,100,163855
1766715444.450847,28507.000,2578,3,PI,1,100,163814
1766715444.490847,28547.000,2578,3,PI,1,100,163840
1766715444.530847,28587.000,2578,3,PI,1,100,163862
1766715444.570847,28627.000,2595,3,PI,1,100,163846
1766715444.610847,28667.000,2595,3,PI,1,100,163821
1766715444.650847,28707.000,2595,3,PI,1,100,163803
1766715444.690847,28747.000,2612,2,PI,1,100,163772
1766715444.730847,28787.000,2612,2,PI,1,100,163734
1766715444.770847,28827.000,2627,3,PI,1,100,163703
1766715444.810847,28867.000,2627,3,PI,1,100,163679
1766715444.850847,28907.000,2627,3,PI,1,100,163629
1766715444.890847,28947.000,2643,2,PI,1,100,163591
1766715444.930847,28987.000,2643,2,PI,1,100,163583
1766715444.970847,29027.000,2661,3,PI,1,100,163570
1766715445.010847,29067.000,2661,3,PI,1,100,163593
1766715445.050847,29107.000,2661,3,PI,1,100,163567
1766715445.090847,29147.000,2677,2,PI,1,100,163473
1766715445.130847,29187.000,2677,2,PI,1,100,163355
1766715445.170847,29227.000,2694,3,PI,1,100,163352
1766715445.210847,29267.000,2694,3,PI,1,100,163804
1766715445.250847,29307.000,2694,3,PI,1,100,164293
1766715445.290847,29347.000,2710,2,PI,1,100,164136
1766715445.330847,29387.000,2710,2,PI,1,100,163776
1766715445.370847,29427.000,2728,3,PI,1,100,163765
1766715445.410847,29467.000,2728,3,PI,1,100,163964
1766715445.450847,29507.000,2728,3,PI,1,100,164072
1766715445.490847,29547.000,2744,2,PI,1,100,163985
1766715445.530847,29587.000,2744,2,PI,1,100,164049
1766715445.570847,29627.000,2759,3,PI,1,100,163935
1766715445.610847,29667.000,2759,3,PI,1,100,163383
1766715445.650847,29707.000,2759,3,PI,1,100,163216
1766715445.690514,29746.667,2776,3,PI,1,100,163384
1766715445.730181,29786.333,2776,3,PI,1,100,163810
1766715445.769847,29826.000,2776,3,PI,1,100,164082
1766715445.809847,29866.000,2795,2,PI,1,100,163992
1766715445.849847,29906.000,2795,2,PI,1,100,163788
1766715445.889847,29946.000,2811,3,PI,1,100,163646
1766715445.929847,29986.000,2811,3,PI,1,100,163635
1766715445.969847,30026.000,2811,3,PI,1,100,163704
1766715446.009847,30066.000,2827,2,PI,1,100,163727
1766715446.049847,30106.000,2827,2,PI,1,100,163745
1766715446.089847,30146.000,2845,3,PI,1,100,163822
1766715446.129847,30186.000,2845,3,PI,1,100,163980
1766715446.169847,30226.000,2845,3,PI,1,100,164100
1766715446.210347,30266.500,2862,2,PI,1,100,164250
1766715446.250847,30307.000,2862,2,PI,1,100,164379
1766715446.290847,30347.000,2878,3,PI,1,100,164430
1766715446.330847,30387.000,2878,3,PI,1,100,164312
1766715446.370847,30427.000,2878,3,PI,1,100,163871
1766715446.410847,30467.000,2895,2,PI,1,100,163246
1766715446.450847,30507.000,2895,2,PI,1,100,162985
1766715446.490514,30546.667,2910,3,PI,1,100,163062
1766715446.530180,30586.333,2910,3,PI,1,100,163219
1766715446.569847,30626.000,2910,3,PI,1,100,163318
1766715446.610347,30666.500,2927,2,PI,1,100,163410
1766715446.650847,30707.000,2927,2,PI,1,100,163495
1766715446.690514,30746.667,2944,3,PI,1,100,163407
1766715446.730181,30786.333,2944,3,PI,1,100,163200
1766715446.769847,30826.000,2944,3,PI,1,100,163141
1766715446.809847,30866.000,2961,2,PI,1,100,163297
1766715446.849847,30906.000,2961,2,PI,1,100,163238
1766715446.889847,30946.000,2975,3,PI,1,100,162951
1766715446.929847,30986.000,2975,3,PI,1,100,163128
1766715446.969847,31026.000,2975,3,PI,1,100,163408
1766715447.009847,31066.000,2995,2,PI,1,100,163619
1766715447.049847,31106.000,2995,2,PI,1,100,163760
1766715447.089847,31146.000,3011,3,PI,1,100,163771
1766715447.129847,31186.000,3011,3,PI,1,100,163715
1766715447.169847,31226.000,3011,3,PI,1,100,163687
1766715447.209847,31266.000,3028,3,PI,1,100,163681
1766715447.249847,31306.000,3028,3,PI,1,100,163751
1766715447.289847,31346.000,3028,3,PI,1,100,163818
1766715447.329847,31386.000,3043,2,PI,1,100,163851
1766715447.369847,31426.000,3043,2,PI,1,100,163901
1766715447.409847,31466.000,3060,3,PI,1,100,163920
1766715447.449847,31506.000,3060,3,PI,1,100,163903
1766715447.489847,31546.000,3060,3,PI,1,100,163728
1766715447.529847,31586.000,3076,2,PI,1,100,163375
1766715447.569847,31626.000,3076,2,PI,1,100,163197
1766715447.609847,31666.000,3093,3,PI,1,100,163113
1766715447.649847,31706.000,3093,3,PI,1,100,163127
1766715447.689847,31746.000,3093,3,PI,1,100,163233
1766715447.729847,31786.000,3110,2,PI,1,100,162992
1766715447.769847,31826.000,3110,2,PI,1,100,162688
1766715447.816847,31873.000,3127,2,PI,1,100,162463
1766715447.863847,31920.000,3127,2,PI,1,100,162606
1766715447.903847,31960.000,3145,3,PI,1,100,163126
1766715447.943847,32000.000,3145,3,PI,1,100,163711
1766715447.983847,32040.000,3145,3,PI,1,100,164087
1766715448.023847,32080.000,3163,3,PI,1,100,164336
1766715448.063847,32120.000,3163,3,PI,1,100,164549
1766715448.103847,32160.000,3163,3,PI,1,100,164746
1766715448.143847,32200.000,3177,2,PI,1,100,164892
1766715448.183847,32240.000,3177,2,PI,1,100,165015
1766715448.223847,32280.000,3194,3,PI,1,100,165103
1766715448.263847,32320.000,3194,3,PI,1,100,165146
1766715448.303847,32360.000,3194,3,PI,1,100,165189
1766715448.343847,32400.000,3211,2,PI,1,100,165259
1766715448.383847,32440.000,3211,2,PI,1,100,165311
1766715448.423847,32480.000,3228,3,PI,1,100,165334
1766715448.463847,32520.000,3228,3,PI,1,100,165385
1766715448.503847,32560.000,3228,3,PI,1,100,165458
1766715448.543847,32600.000,3243,2,PI,1,100,165501
1766715448.583847,32640.000,3243,2,PI,1,100,165527
1766715448.623847,32680.000,3259,3,PI,1,100,165558
1766715448.663847,32720.000,3259,3,PI,1,100,165551
1766715448.703847,32760.000,3259,3,PI,1,100,165566
1766715448.743847,32800.000,3276,2,PI,1,100,165570
1766715448.783847,32840.000,3276,2,PI,1,100,165591
1766715448.823847,32880.000,3293,3,PI,1,100,165607
1766715448.863847,32920.000,3293,3,PI,1,100,165628
1766715448.903847,32960.000,3293,3,PI,1,100,165674
1766715448.943847,33000.000,3309,2,PI,1,100,165699
1766715448.983847,33040.000,3309,2,PI,1,100,165686
1766715449.023514,33079.667,3325,3,PI,1,100,165731
1766715449.063180,33119.333,3325,3,PI,1,100,165744
1766715449.102847,33159.000,3325,3,PI,1,100,165762
1766715449.142847,33199.000,3341,2,PI,1,100,165772
1766715449.182847,33239.000,3341,2,PI,1,100,165819
1766715449.222847,33279.000,3358,3,PI,1,100,165826
1766715449.262847,33319.000,3358,3,PI,1,100,165858
1766715449.302847,33359.000,3358,3,PI,1,100,165882
1766715449.343180,33399.333,3375,3,PI,1,100,165900
1766715449.383514,33439.667,3375,3,PI,1,100,165896
1766715449.423847,33480.000,3375,3,PI,1,100,165891
1766715449.463347,33519.500,3390,2,PI,1,100,165866
1766715449.502847,33559.000,3390,2,PI,1,100,165821
1766715449.542847,33599.000,3406,3,PI,1,100,165857
1766715449.582847,33639.000,3406,3,PI,1,100,165843
1766715449.622847,33679.000,3406,3,PI,1,100,165858
1766715449.662847,33719.000,3424,2,PI,1,100,165870
1766715449.702847,33759.000,3424,2,PI,1,100,165892
1766715449.743181,33799.333,3440,3,PI,1,100,165883
1766715449.783514,33839.667,3440,3,PI,1,100,165891
1766715449.823847,33880.000,3440,3,PI,1,100,165905
1766715449.863847,33920.000,3455,2,PI,1,100,165890
1766715449.903847,33960.000,3455,2,PI,1,100,165895
1766715449.943847,34000.000,3471,3,PI,1,100,165917
1766715449.983847,34040.000,3471,3,PI,1,100,165923
1766715450.023847,34080.000,3471,3,PI,1,100,165929
1766715450.063347,34119.500,3489,2,PI,1,100,165929
1766715450.102847,34159.000,3489,2,PI,1,100,165959
1766715450.142847,34199.000,3505,3,PI,1,100,165967
1766715450.182847,34239.000,3505,3,PI,1,100,165945
1766715450.222847,34279.000,3505,3,PI,1,100,165917
1766715450.262847,34319.000,3520,2,PI,1,100,165902
1766715450.302847,34359.000,3520,2,PI,1,100,165874
1766715450.342847,34399.000,3537,3,PI,1,100,165867
1766715450.382847,34439.000,3537,3,PI,1,100,165875
1766715450.422847,34479.000,3537,3,PI,1,100,165893
1766715450.462847,34519.000,3554,2,PI,1,100,165906
1766715450.502847,34559.000,3554,2,PI,1,100,165915
1766715450.542847,34599.000,3572,3,PI,1,100,165904
1766715450.582847,34639.000,3572,3,PI,1,100,165894
1766715450.622847,34679.000,3572,3,PI,1,100,165913
1766715450.662847,34719.000,3588,2,PI,1,100,165921
1766715450.702847,34759.000,3588,2,PI,1,100,165911
1766715450.742847,34799.000,3604,3,PI,1,100,165913
1766715450.782847,34839.000,3604,3,PI,1,100,165950
1766715450.822847,34879.000,3604,3,PI,1,100,165951
1766715450.862847,34919.000,3621,3,PI,1,100,165949
1766715450.902847,34959.000,3621,3,PI,1,100,165950
1766715450.942847,34999.000,3621,3,PI,1,100,165962
1766715450.982847,35039.000,3637,2,PI,1,100,165971
1766715451.022847,35079.000,3637,2,PI,1,100,165938
1766715451.062847,35119.000,3654,3,PI,1,100,165907
1766715451.102847,35159.000,3654,3,PI,1,100,165874
1766715451.142847,35199.000,3654,3,PI,1,100,165869
1766715451.182847,35239.000,3669,2,PI,1,100,165864
1766715451.222847,35279.000,3669,2,PI,1,100,165858
1766715451.262847,35319.000,3686,3,PI,1,100,165883
1766715451.302847,35359.000,3686,3,PI,1,100,165898
1766715451.342847,35399.000,3686,3,PI,1,100,165894
1766715451.382847,35439.000,3705,2,PI,1,100,165889
1766715451.422847,35479.000,3705,2,PI,1,100,165896
1766715451.462847,35519.000,3722,3,PI,1,100,165881
1766715451.502847,35559.000,3722,3,PI,1,100,165900
1766715451.542847,35599.000,3722,3,PI,1,100,165915
1766715451.582847,35639.000,3736,2,PI,1,100,165911
1766715451.622847,35679.000,3736,2,PI,1,100,165914
1766715451.662847,35719.000,3754,3,PI,1,100,165946
1766715451.702847,35759.000,3754,3,PI,1,100,165951
1766715451.742847,35799.000,3754,3,PI,1,100,165952
1766715451.782847,35839.000,3770,2,PI,1,100,165927
1766715451.822847,35879.000,3770,2,PI,1,100,165925
1766715451.862847,35919.000,3787,3,PI,1,100,165908
1766715451.902847,35959.000,3787,3,PI,1,100,165872
1766715451.942847,35999.000,3787,3,PI,1,100,165891
1766715451.982847,36039.000,3802,3,PI,1,100,165905
1766715452.022847,36079.000,3802,3,PI,1,100,165911
1766715452.062847,36119.000,3802,3,PI,1,100,165932
1766715452.102847,36159.000,3821,2,PI,1,100,165921
1766715452.142847,36199.000,3821,2,PI,1,100,165940
1766715452.182847,36239.000,3837,3,PI,1,100,165943
1766715452.222847,36279.000,3837,3,PI,1,100,165961
1766715452.262847,36319.000,3837,3,PI,1,100,165964
1766715452.302847,36359.000,3854,2,PI,1,100,165945
1766715452.342847,36399.000,3854,2,PI,1,100,165965
1766715452.389847,36446.000,3869,2,PI,1,100,165999
1766715452.436847,36493.000,3869,2,PI,1,100,166013
1766715452.476514,36532.667,3886,3,PI,1,100,166005
1766715452.516181,36572.333,3886,3,PI,1,100,166040
1766715452.555847,36612.000,3886,3,PI,1,100,166008
1766715452.595847,36652.000,3902,2,PI,1,100,165960
1766715452.635847,36692.000,3902,2,PI,1,100,165944
1766715452.675847,36732.000,3920,3,PI,1,100,165920
1766715452.715847,36772.000,3920,3,PI,1,100,165927
1766715452.755847,36812.000,3920,3,PI,1,100,165937
1766715452.795847,36852.000,3936,2,PI,1,100,165944
1766715452.835847,36892.000,3936,2,PI,1,100,165956
1766715452.875847,36932.000,3955,3,PI,1,100,165945
