LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1766776183.689380,61134.000,8011,1,B%,1,100,68
1766783512.039596,66133.000,8832,1,B%,1,100,68
1766790841.855776,71133.000,9648,1,B%,1,100,67
1766798170.205992,76132.000,10466,1,B%,1,100,67
1766805500.022172,81132.000,11297,1,B%,1,100,67
1766812828.372388,86131.000,12103,1,B%,1,100,66
1766820158.188568,91131.000,12910,1,B%,1,100,67
1766827486.538784,96130.000,13725,1,B%,1,100,66
1766834816.354964,101130.000,14562,1,B%,1,100,67
1766842144.705180,106129.000,15375,1,B%,1,100,66
1766849474.521360,111129.000,16197,1,B%,1,100,66
1766856802.871576,116128.000,17015,1,B%,1,100,65
1766864132.687756,121128.000,17852,1,B%,1,100,65
1766871461.037972,126127.000,18674,1,B%,1,100,65
1766878790.854151,131127.000,19497,1,B%,1,100,65
1766886119.204368,136126.000,20320,1,B%,1,100,64
1766893449.020547,141126.000,21159,1,B%,1,100,65
1766900777.370764,146125.000,21974,1,B%,1,100,65
1766908107.186943,151125.000,22789,1,B%,1,100,65
1766915435.537159,156124.000,23600,1,B%,1,100,65
1766922765.353339,161124.000,24437,1,B%,1,100,65
1766930093.703555,166123.000,25255,1,B%,1,100,64
1766937423.519735,171123.000,26069,1,B%,1,100,64
1766944751.869951,176122.000,26921,1,B%,1,100,64
1766952081.686131,181122.000,27740,1,B%,1,100,65
1766959420.298090,186128.000,28542,1,B%,1,100,64
1766966748.648306,191127.000,29358,1,B%,1,100,64
1766974078.464486,196127.000,30195,1,B%,1,100,64
1766981406.814702,201126.000,31012,1,B%,1,100,64
1766988745.426661,206132.000,31832,1,B%,1,100,64
1766996075.242841,211132.000,32651,1,B%,1,100,64
1767003403.593057,216131.000,33476,1,B%,1,100,64
1767010743.670979,221138.000,34291,1,B%,1,100,64
1767018082.282938,226144.000,35103,1,B%,1,100,64
1767025410.633154,231143.000,35918,1,B%,1,100,64
1767032740.449334,236143.000,36749,1,B%,1,100,63
1767040068.799550,241142.000,37564,1,B%,1,100,64
1767047398.615730,246142.000,38382,1,B%,1,100,64
1767054726.965946,251141.000,39189,1,B%,1,100,63
1767062056.782126,256141.000,40018,1,B%,1,100,63
1767069385.132342,261140.000,40827,1,B%,1,100,63
1767076734.006044,266153.000,41641,1,B%,1,100,63
1767084063.822223,271153.000,42459,1,B%,1,100,63
1767091392.172440,276152.000,43269,1,B%,1,100,63
1767098730.784399,281158.000,44104,1,B%,1,100,62
1767106079.658100,286171.000,44922,1,B%,1,100,63
1767113418.270059,291177.000,45733,1,B%,1,100,63
1767120756.882018,296183.000,46564,1,B%,1,100,63
1767128086.698198,301183.000,47381,1,B%,1,100,62
1767135425.310157,306189.000,48193,1,B%,1,100,63
1767142755.126336,311189.000,49004,1,B%,1,100,62
1767150083.476553,316188.000,49813,1,B%,1,100,62
1767157422.088512,321194.000,50644,1,B%,1,100,62
1767164760.700471,326200.000,51450,1,B%,1,100,61
1767172090.516650,331200.000,52271,1,B%,1,100,62
1767179429.128609,336206.000,53088,1,B%,1,100,62
1767186758.944789,341206.000,53919,1,B%,1,100,61
1767194097.556748,346212.000,54732,1,B%,1,100,61
1767201425.906964,351211.000,55544,1,B%,1,100,62
1767208755.723144,356211.000,56360,1,B%,1,100,61
1767216084.073360,361210.000,57201,1,B%,1,100,62
1767223422.685319,366216.000,58013,1,B%,1,100,62
1767230762.763241,371223.000,58830,1,B%,1,100,61
1767238091.113457,376222.000,59645,1,B%,1,100,61
1767245420.929637,381222.000,60478,1,B%,1,100,61
1767252749.279853,386221.000,61301,1,B%,1,100,61
1767260108.415298,391241.000,62118,1,B%,1,100,61
1767267447.027256,396247.000,62932,1,B%,1,100,62
1767274775.377473,401246.000,63763,1,B%,1,100,61
1767282113.989432,406252.000,64566,1,B%,1,100,61
1767289454.067354,411259.000,65388,1,B%,1,100,61
1767296792.679313,416265.000,667,1,B%,1,100,61
1767304141.553015,421278.000,1498,1,B%,1,100,61
1767311469.903231,426277.000,2320,1,B%,1,100,59
1767318799.719411,431277.000,3139,1,B%,1,100,60
1767326138.331370,436283.000,3964,1,B%,1,100,60
1767333476.943329,441289.000,4805,1,B%,1,100,60
1767340825.817030,446302.000,5630,1,B%,1,100,59
1767348174.690732,451315.000,6446,1,B%,1,100,59
1767355503.040948,456314.000,7255,1,B%,1,100,60
1767362832.857128,461314.000,8082,1,B%,1,100,59
1767370161.207344,466313.000,8889,1,B%,1,100,59
1767377491.023524,471313.000,9717,1,B%,1,100,59
1767384838.431262,476325.000,10541,1,B%,1,100,59
1767392168.247442,481325.000,11386,1,B%,1,100,59
1767399496.597658,486324.000,12208,1,B%,1,100,59
1767406845.471359,491337.000,13027,1,B%,1,100,59
1767414175.287539,496337.000,13851,1,B%,1,100,59
1767421503.637755,501336.000,14665,1,B%,1,100,59
1767428833.453935,506336.000,15500,1,B%,1,100,59
1767436161.804151,511335.000,16314,1,B%,1,100,58
1767443491.620331,516335.000,17127,1,B%,1,100,58
1767450819.970547,521334.000,17940,1,B%,1,100,58
1767458149.786727,526334.000,18768,1,B%,1,100,59
1767465498.660429,531347.000,19582,1,B%,1,100,58
1767472827.010645,536346.000,20390,1,B%,1,100,58
1767480156.826824,541346.000,21211,1,B%,1,100,58
1767487485.177041,546345.000,22022,1,B%,1,100,58
1767494814.993220,551345.000,22831,1,B%,1,100,58
1767502143.343436,556344.000,23670,1,B%,1,100,58
1767509473.159616,561344.000,24494,1,B%,1,100,57
1767516801.509832,566343.000,25306,1,B%,1,100,58
1767524140.121791,571349.000,26127,1,B%,1,100,58
1767531478.733750,576355.000,26953,1,B%,1,100,58
1767538818.811673,581362.000,27778,1,B%,1,100,57
1767546147.161889,586361.000,28591,1,B%,1,100,57
1767553485.773848,591367.000,29401,1,B%,1,100,58
1767560815.590028,596367.000,30213,1,B%,1,100,57
1767568143.940244,601366.000,31052,1,B%,1,100,57
1767575473.756423,606366.000,31868,1,B%,1,100,57
1767582812.368382,611372.000,32686,1,B%,1,100,57
1767590140.718599,616371.000,33500,1,B%,1,100,57
1767597480.796521,621378.000,34349,1,B%,1,100,57
1767604809.146737,626377.000,35181,1,B%,1,100,57
1767612168.282182,631397.000,36002,1,B%,1,100,57
1767619496.632398,636396.000,36819,1,B%,1,100,57
1767626826.448577,641396.000,37656,1,B%,1,100,57
1767634154.798794,646395.000,38469,1,B%,1,100,57
1767641484.614973,651395.000,39293,1,B%,1,100,56
1767648812.965190,656394.000,40102,1,B%,1,100,56
1767656142.781369,661394.000,40921,1,B%,1,100,56
1767663481.393328,666400.000,41758,1,B%,1,100,56
1767670820.005287,671406.000,42574,1,B%,1,100,57
1767678148.355504,676405.000,43397,1,B%,1,100,56
1767685478.171683,681405.000,44216,1,B%,1,100,56
1767692806.521899,686404.000,45053,1,B%,1,100,56
1767700136.338079,691404.000,45868,1,B%,1,100,55
1767707464.688295,696403.000,46684,1,B%,1,100,56
1767714804.766217,701410.000,47501,1,B%,1,100,56
1767722143.378176,706416.000,48336,1,B%,1,100,55
1767729481.990135,711422.000,49149,1,B%,1,100,56
1767736810.340352,716421.000,49958,1,B%,1,100,56
1767744140.156531,721421.000,50766,1,B%,1,100,56
1767751478.768490,726427.000,51603,1,B%,1,100,56
1767758827.642192,731440.000,52418,1,B%,1,100,56
1767766166.254151,736446.000,53225,1,B%,1,100,55
1767773504.866110,741452.000,54042,1,B%,1,100,56
1767780834.682290,746452.000,54874,1,B%,1,100,56
1767788173.294249,751458.000,55692,1,B%,1,100,56
1767795522.167950,756471.000,56512,1,B%,1,100,56
1767802850.518167,761470.000,57331,1,B%,1,100,56
1767810199.391868,766483.000,58171,1,B%,1,100,55
1767817529.208048,771483.000,58985,1,B%,1,100,55
1767824857.558264,776482.000,59802,1,B%,1,100,55
1767832196.170223,781488.000,60623,1,B%,1,100,56
1767839545.043925,786501.000,61458,1,B%,1,100,56
1767846874.860104,791501.000,62278,1,B%,1,100,56
1767854213.472063,796507.000,63091,1,B%,1,100,56
1767861541.822279,801506.000,63903,1,B%,1,100,56
1767868871.638459,806506.000,64725,1,B%,1,100,56
1767876249.831425,811539.000,35,1,B%,1,100,56
1767883578.181642,816538.000,852,1,B%,1,100,56
1767890907.997821,821538.000,1681,1,B%,1,100,56
1767898246.609780,826544.000,2526,1,B%,1,100,56
1767905574.959996,831543.000,3345,1,B%,1,100,56
1767912904.776176,836543.000,4157,1,B%,1,100,55
1767920243.388135,841549.000,4981,1,B%,1,100,55
1767927582.000094,846555.000,5814,1,B%,1,100,55
1767934911.816274,851555.000,6634,1,B%,1,100,55
1767942250.428233,856561.000,7455,1,B%,1,100,54
1767949578.778449,861560.000,8279,1,B%,1,100,55
1767956908.594629,866560.000,9101,1,B%,1,100,54
1767964257.468330,871573.000,9910,1,B%,1,100,55
1767971596.080289,876579.000,10745,1,B%,1,100,54
1767978924.430506,881578.000,11576,1,B%,1,100,53
1767986273.304207,886591.000,12399,1,B%,1,100,54
