LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1766715433.169847,17226.000,741,1,T1,1,100,27.590
1766715433.302847,17359.000,759,1,T1,1,100,27.539
1766715433.436847,17493.000,777,1,T1,1,100,27.730
1766715433.569847,17626.000,808,1,T1,1,100,27.599
1766715433.702847,17759.000,825,1,T1,1,100,27.543
1766715433.836847,17893.000,842,1,T1,1,100,27.696
1766715433.969847,18026.000,858,1,T1,1,100,27.656
1766715434.102847,18159.000,890,1,T1,1,100,27.709
1766715434.236847,18293.000,907,1,T1,1,100,27.732
1766715434.369847,18426.000,924,1,T1,1,100,27.494
1766715434.502847,18559.000,957,1,T1,1,100,27.604
1766715434.636847,18693.000,974,1,T1,1,100,27.722
1766715434.769847,18826.000,991,1,T1,1,100,27.667
1766715434.902847,18959.000,1026,1,T1,1,100,27.608
1766715435.036847,19093.000,1044,1,T1,1,100,27.582
1766715435.169847,19226.000,1060,1,T1,1,100,27.536
1766715435.302847,19359.000,1094,1,T1,1,100,27.622
1766715435.435847,19492.000,1111,1,T1,1,100,27.624
1766715435.569847,19626.000,1127,1,T1,1,100,27.553
1766715435.702847,19759.000,1162,1,T1,1,100,27.594
1766715435.835847,19892.000,1179,1,T1,1,100,27.647
1766715435.969847,20026.000,1195,1,T1,1,100,27.564
1766715436.102847,20159.000,1213,1,T1,1,100,27.563
1766715436.235847,20292.000,1244,1,T1,1,100,27.740
1766715436.369847,20426.000,1261,1,T1,1,100,27.639
1766715436.502847,20559.000,1278,1,T1,1,100,27.525
1766715436.635847,20692.000,1312,1,T1,1,100,27.617
1766715436.769847,20826.000,1328,1,T1,1,100,27.693
1766715436.902847,20959.000,1345,1,T1,1,100,27.690
1766715437.035847,21092.000,1377,1,T1,1,100,27.582
1766715437.169847,21226.000,1393,1,T1,1,100,27.677
1766715437.309847,21366.000,1410,1,T1,1,100,27.648
1766715437.442847,21499.000,1429,1,T1,1,100,27.741
1766715437.575847,21632.000,1460,1,T1,1,100,27.640
1766715437.709847,21766.000,1478,1,T1,1,100,27.596
1766715437.842847,21899.000,1496,1,T1,1,100,27.612
1766715437.975847,22032.000,1528,1,T1,1,100,27.620
1766715438.109847,22166.000,1547,1,T1,1,100,27.694
1766715438.242847,22299.000,1563,1,T1,1,100,27.655
1766715438.375847,22432.000,1595,1,T1,1,100,27.638
1766715438.508847,22565.000,1612,1,T1,1,100,27.701
1766715438.642847,22699.000,1628,1,T1,1,100,27.729
1766715438.775847,22832.000,1660,1,T1,1,100,27.776
1766715438.908847,22965.000,1677,1,T1,1,100,27.726
1766715439.042847,23099.000,1694,1,T1,1,100,27.527
1766715439.175847,23232.000,1727,1,T1,1,100,27.653
1766715439.308847,23365.000,1744,1,T1,1,100,27.673
1766715439.442847,23499.000,1761,1,T1,1,100,27.717
1766715439.575847,23632.000,1792,1,T1,1,100,27.771
1766715439.708847,23765.000,1810,1,T1,1,100,27.830
1766715439.842847,23899.000,1826,1,T1,1,100,27.891
1766715439.975847,24032.000,1843,1,T1,1,100,27.882
1766715440.108847,24165.000,1875,1,T1,1,100,27.772
1766715440.242847,24299.000,1891,1,T1,1,100,27.866
1766715440.375847,24432.000,1909,1,T1,1,100,27.871
1766715440.508847,24565.000,1940,1,T1,1,100,27.802
1766715440.642847,24699.000,1956,1,T1,1,100,27.773
1766715440.775847,24832.000,1974,1,T1,1,100,27.760
1766715440.908847,24965.000,2005,1,T1,1,100,27.754
1766715441.042847,25099.000,2022,1,T1,1,100,27.681
1766715441.175847,25232.000,2039,1,T1,1,100,27.720
1766715441.308847,25365.000,2071,1,T1,1,100,27.631
1766715441.441847,25498.000,2087,1,T1,1,100,27.592
1766715441.575847,25632.000,2104,1,T1,1,100,27.717
1766715441.708847,25765.000,2136,1,T1,1,100,27.771
1766715441.841847,25898.000,2152,1,T1,1,100,27.759
1766715441.975847,26032.000,2171,1,T1,1,100,27.754
1766715442.108847,26165.000,2188,1,T1,1,100,27.716
1766715442.241847,26298.000,2219,1,T1,1,100,27.664
1766715442.375847,26432.000,2237,1,T1,1,100,27.784
1766715442.508847,26565.000,2253,1,T1,1,100,27.694
1766715442.641847,26698.000,2285,1,T1,1,100,27.726
1766715442.775847,26832.000,2304,1,T1,1,100,27.775
1766715442.908847,26965.000,2320,1,T1,1,100,27.761
1766715443.041847,27098.000,2354,1,T1,1,100,27.719
1766715443.175847,27232.000,2371,1,T1,1,100,27.772
1766715443.308847,27365.000,2387,1,T1,1,100,27.760
1766715443.441847,27498.000,2419,1,T1,1,100,27.754
1766715443.575847,27632.000,2436,1,T1,1,100,27.787
1766715443.708847,27765.000,2453,1,T1,1,100,27.872
1766715443.841847,27898.000,2484,1,T1,1,100,27.803
1766715443.975847,28032.000,2501,1,T1,1,100,27.808
1766715444.108847,28165.000,2518,1,T1,1,100,27.882
1766715444.241847,28298.000,2535,1,T1,1,100,27.878
1766715444.375847,28432.000,2567,1,T1,1,100,27.841
1766715444.508847,28565.000,2583,1,T1,1,100,27.825
1766715444.641847,28698.000,2600,1,T1,1,100,27.782
1766715444.774847,28831.000,2632,1,T1,1,100,27.906
1766715444.908847,28965.000,2648,1,T1,1,100,27.817
1766715445.041847,29098.000,2666,1,T1,1,100,27.744
1766715445.174847,29231.000,2699,1,T1,1,100,27.712
1766715445.308847,29365.000,2715,1,T1,1,100,27.804
1766715445.441847,29498.000,2733,1,T1,1,100,27.774
1766715445.574847,29631.000,2764,1,T1,1,100,27.831
1766715445.708847,29765.000,2781,1,T1,1,100,27.785
1766715445.841847,29898.000,2800,1,T1,1,100,27.836
1766715445.974847,30031.000,2832,1,T1,1,100,27.716
1766715446.108847,30165.000,2850,1,T1,1,100,27.771
1766715446.241847,30298.000,2867,1,T1,1,100,27.794
1766715446.374847,30431.000,2883,1,T1,1,100,27.769
1766715446.508847,30565.000,2915,1,T1,1,100,27.829
1766715446.641847,30698.000,2932,1,T1,1,100,27.749
1766715446.774847,30831.000,2949,1,T1,1,100,27.820
1766715446.908847,30965.000,2980,1,T1,1,100,27.851
1766715447.041847,31098.000,3000,1,T1,1,100,27.794
1766715447.174847,31231.000,3016,1,T1,1,100,27.875
1766715447.308847,31365.000,3048,1,T1,1,100,27.911
1766715447.441847,31498.000,3065,1,T1,1,100,27.926
1766715447.574847,31631.000,3081,1,T1,1,100,27.932
1766715447.707847,31764.000,3115,1,T1,1,100,27.935
1766715447.841847,31898.000,3132,1,T1,1,100,27.830
1766715447.974847,32031.000,3150,1,T1,1,100,27.785
1766715448.108847,32165.000,3182,1,T1,1,100,27.765
1766715448.241847,32298.000,3199,1,T1,1,100,27.827
1766715448.374847,32431.000,3216,1,T1,1,100,27.819
1766715448.507847,32564.000,3233,1,T1,1,100,27.851
1766715448.641847,32698.000,3264,1,T1,1,100,27.865
1766715448.774847,32831.000,3281,1,T1,1,100,27.729
1766715448.907847,32964.000,3298,1,T1,1,100,27.741
1766715449.041847,33098.000,3330,1,T1,1,100,27.852
1766715449.174847,33231.000,3346,1,T1,1,100,27.830
1766715449.307847,33364.000,3363,1,T1,1,100,27.891
1766715449.441847,33498.000,3395,1,T1,1,100,27.917
1766715449.574847,33631.000,3411,1,T1,1,100,27.893
1766715449.707847,33764.000,3429,1,T1,1,100,27.812
1766715449.841847,33898.000,3460,1,T1,1,100,27.990
1766715449.974847,34031.000,3476,1,T1,1,100,27.960
1766715450.107847,34164.000,3494,1,T1,1,100,27.876
1766715450.241847,34298.000,3525,1,T1,1,100,27.911
1766715450.374847,34431.000,3542,1,T1,1,100,27.962
1766715450.507847,34564.000,3559,1,T1,1,100,27.877
1766715450.641847,34698.000,3593,1,T1,1,100,27.876
1766715450.774847,34831.000,3609,1,T1,1,100,27.911
1766715450.907847,34964.000,3626,1,T1,1,100,27.891
1766715451.041847,35098.000,3642,1,T1,1,100,27.882
1766715451.174847,35231.000,3674,1,T1,1,100,27.772
1766715451.307847,35364.000,3691,1,T1,1,100,27.724
1766715451.440847,35497.000,3710,1,T1,1,100,27.881
1766715451.574847,35631.000,3741,1,T1,1,100,27.877
1766715451.707847,35764.000,3759,1,T1,1,100,27.805
1766715451.840847,35897.000,3775,1,T1,1,100,27.845
1766715451.974847,36031.000,3807,1,T1,1,100,27.791
1766715452.107847,36164.000,3826,1,T1,1,100,27.839
1766715452.240847,36297.000,3842,1,T1,1,100,27.966
1766715452.374847,36431.000,3874,1,T1,1,100,27.843
1766715452.507847,36564.000,3891,1,T1,1,100,27.755
1766715452.640847,36697.000,3907,1,T1,1,100,27.788
1766715452.774847,36831.000,3941,1,T1,1,100,27.802
1766715452.907847,36964.000,3960,1,T1,1,100,27.843
1766715453.040847,37097.000,3977,1,T1,1,100,27.861
1766715453.174847,37231.000,3994,1,T1,1,100,27.975
1766715453.307847,37364.000,4025,1,T1,1,100,27.848
1766715453.440847,37497.000,4042,1,T1,1,100,27.792
1766715453.574847,37631.000,4059,1,T1,1,100,27.875
1766715453.707847,37764.000,4093,1,T1,1,100,27.875
1766715453.840847,37897.000,4109,1,T1,1,100,27.875
1766715453.974847,38031.000,4126,1,T1,1,100,27.875
1766715454.107847,38164.000,4158,1,T1,1,100,27.910
1766715454.240847,38297.000,4174,1,T1,1,100,27.819
1766715454.374847,38431.000,4192,1,T1,1,100,27.922
1766715454.507847,38564.000,4223,1,T1,1,100,27.931
1766715454.640847,38697.000,4239,1,T1,1,100,27.899
1766715454.773847,38830.000,4257,1,T1,1,100,27.956
1766715454.907847,38964.000,4288,1,T1,1,100,27.981
1766715455.040847,39097.000,4305,1,T1,1,100,27.885
1766715455.173847,39230.000,4322,1,T1,1,100,27.915
1766715455.307847,39364.000,4338,1,T1,1,100,27.928
1766715455.440847,39497.000,4370,1,T1,1,100,27.827
1766715455.573847,39630.000,4389,1,T1,1,100,27.854
1766715455.707847,39764.000,4406,1,T1,1,100,27.724
1766715455.840847,39897.000,4439,1,T1,1,100,27.810
1766715455.973847,40030.000,4456,1,T1,1,100,27.882
1766715456.107847,40164.000,4473,1,T1,1,100,27.843
1766715456.240847,40297.000,4504,1,T1,1,100,27.896
1766715456.373847,40430.000,4522,1,T1,1,100,27.991
1766715456.507847,40564.000,4538,1,T1,1,100,27.854
1766715456.640847,40697.000,4570,1,T1,1,100,27.760
1766715456.773847,40830.000,4587,1,T1,1,100,27.896
1766715456.907847,40964.000,4603,1,T1,1,100,27.813
1766715457.040847,41097.000,4635,1,T1,1,100,27.742
1766715457.173847,41230.000,4652,1,T1,1,100,27.888
1766715457.307847,41364.000,4668,1,T1,1,100,27.987
1766715457.440847,41497.000,4688,1,T1,1,100,27.853
1766715457.573847,41630.000,4719,1,T1,1,100,27.901
1766715457.707847,41764.000,4736,1,T1,1,100,27.922
1766715457.840847,41897.000,4757,1,T1,1,100,27.895
1766715457.973847,42030.000,4789,1,T1,1,100,27.919
1766715458.107847,42164.000,4807,1,T1,1,100,28.036
1766715458.240847,42297.000,4824,1,T1,1,100,27.980
1766715458.373847,42430.000,4856,1,T1,1,100,27.814
1766715458.506847,42563.000,4872,1,T1,1,100,27.849
