LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1766633912.315217,50185.000,6095,3,AX,1,100,-0.042
1766633912.355214,50225.000,6095,3,AX,1,100,-0.031
1766633912.395211,50265.000,6095,3,AX,1,100,-0.034
1766633912.435208,50305.000,6111,2,AX,1,100,-0.031
1766633912.475204,50345.000,6111,2,AX,1,100,-0.038
1766633912.515201,50385.000,6129,3,AX,1,100,-0.036
1766633912.555198,50425.000,6129,3,AX,1,100,-0.045
1766633912.595195,50465.000,6129,3,AX,1,100,-0.040
1766633912.635191,50505.000,6145,3,AX,1,100,-0.038
1766633912.675188,50545.000,6145,3,AX,1,100,-0.041
1766633912.715185,50585.000,6145,3,AX,1,100,-0.039
1766633912.755182,50625.000,6161,2,AX,1,100,-0.044
1766633912.795178,50665.000,6161,2,AX,1,100,-0.034
1766633912.830509,50700.333,6177,3,AX,1,100,-0.042
1766633912.865839,50735.667,6177,3,AX,1,100,-0.047
1766633912.901170,50771.000,6177,3,AX,1,100,-0.043
1766633912.941167,50811.000,6194,2,AX,1,100,-0.049
1766633912.981164,50851.000,6194,2,AX,1,100,-0.049
1766633913.021160,50891.000,6210,3,AX,1,100,-0.054
1766633913.061157,50931.000,6210,3,AX,1,100,-0.038
1766633913.101154,50971.000,6210,3,AX,1,100,-0.054
1766633913.141150,51011.000,6226,2,AX,1,100,-0.056
1766633913.181147,51051.000,6226,2,AX,1,100,-0.052
1766633913.221144,51091.000,6242,3,AX,1,100,-0.058
1766633913.261141,51131.000,6242,3,AX,1,100,-0.059
1766633913.301138,51171.000,6242,3,AX,1,100,-0.047
1766633913.341134,51211.000,6259,3,AX,1,100,-0.057
1766633913.381131,51251.000,6259,3,AX,1,100,-0.051
1766633913.421128,51291.000,6259,3,AX,1,100,-0.062
1766633913.461125,51331.000,6275,2,AX,1,100,-0.057
1766633913.501122,51371.000,6275,2,AX,1,100,-0.056
1766633913.541118,51411.000,6293,3,AX,1,100,-0.059
1766633913.581115,51451.000,6293,3,AX,1,100,-0.059
1766633913.621112,51491.000,6293,3,AX,1,100,-0.064
1766633913.656775,51526.667,6307,3,AX,1,100,-0.055
1766633913.692439,51562.333,6307,3,AX,1,100,-0.058
1766633913.728103,51598.000,6307,3,AX,1,100,-0.058
1766633913.768100,51638.000,6324,2,AX,1,100,-0.068
1766633913.808097,51678.000,6324,2,AX,1,100,-0.063
1766633913.848093,51718.000,6341,3,AX,1,100,-0.065
1766633913.888090,51758.000,6341,3,AX,1,100,-0.062
1766633913.928087,51798.000,6341,3,AX,1,100,-0.066
1766633913.968084,51838.000,6360,2,AX,1,100,-0.070
1766633914.008080,51878.000,6360,2,AX,1,100,-0.051
1766633914.048077,51918.000,6374,3,AX,1,100,-0.060
1766633914.088074,51958.000,6374,3,AX,1,100,-0.059
1766633914.128071,51998.000,6374,3,AX,1,100,-0.055
1766633914.168067,52038.000,6392,2,AX,1,100,-0.061
1766633914.208064,52078.000,6392,2,AX,1,100,-0.055
1766633914.248061,52118.000,6408,3,AX,1,100,-0.055
1766633914.288058,52158.000,6408,3,AX,1,100,-0.058
1766633914.328055,52198.000,6408,3,AX,1,100,-0.056
1766633914.368051,52238.000,6425,2,AX,1,100,-0.066
1766633914.408048,52278.000,6425,2,AX,1,100,-0.055
1766633914.443378,52313.333,6439,3,AX,1,100,-0.055
1766633914.478709,52348.667,6439,3,AX,1,100,-0.055
1766633914.514040,52384.000,6439,3,AX,1,100,-0.060
1766633914.554036,52424.000,6457,3,AX,1,100,-0.060
1766633914.594033,52464.000,6457,3,AX,1,100,-0.050
1766633914.634030,52504.000,6457,3,AX,1,100,-0.056
1766633914.674026,52544.000,6473,2,AX,1,100,-0.059
1766633914.714023,52584.000,6473,2,AX,1,100,-0.057
1766633914.754020,52624.000,6490,3,AX,1,100,-0.053
1766633914.794017,52664.000,6490,3,AX,1,100,-0.056
1766633914.834014,52704.000,6490,3,AX,1,100,-0.052
1766633914.874010,52744.000,6505,2,AX,1,100,-0.054
1766633914.914007,52784.000,6505,2,AX,1,100,-0.052
1766633914.954004,52824.000,6522,3,AX,1,100,-0.060
1766633914.994001,52864.000,6522,3,AX,1,100,-0.051
1766633915.033998,52904.000,6522,3,AX,1,100,-0.056
1766633915.073994,52944.000,6538,2,AX,1,100,-0.050
1766633915.113991,52984.000,6538,2,AX,1,100,-0.056
1766633915.153988,53024.000,6556,3,AX,1,100,-0.049
1766633915.193985,53064.000,6556,3,AX,1,100,-0.053
1766633915.233981,53104.000,6556,3,AX,1,100,-0.060
1766633915.269645,53139.667,6571,3,AX,1,100,-0.052
1766633915.305309,53175.333,6571,3,AX,1,100,-0.061
1766633915.340973,53211.000,6571,3,AX,1,100,-0.055
1766633915.380969,53251.000,6587,2,AX,1,100,-0.056
1766633915.420966,53291.000,6587,2,AX,1,100,-0.058
1766633915.460963,53331.000,6604,3,AX,1,100,-0.057
1766633915.500960,53371.000,6604,3,AX,1,100,-0.058
1766633915.540956,53411.000,6604,3,AX,1,100,-0.058
1766633915.580953,53451.000,6621,2,AX,1,100,-0.052
1766633915.620950,53491.000,6621,2,AX,1,100,-0.057
1766633915.660947,53531.000,6637,3,AX,1,100,-0.047
1766633915.700943,53571.000,6637,3,AX,1,100,-0.053
1766633915.740940,53611.000,6637,3,AX,1,100,-0.055
1766633915.780937,53651.000,6652,2,AX,1,100,-0.059
1766633915.820934,53691.000,6652,2,AX,1,100,-0.057
1766633915.860931,53731.000,6669,3,AX,1,100,-0.056
1766633915.900927,53771.000,6669,3,AX,1,100,-0.055
1766633915.940924,53811.000,6669,3,AX,1,100,-0.058
1766633915.980921,53851.000,6686,3,AX,1,100,-0.059
1766633916.020918,53891.000,6686,3,AX,1,100,-0.055
1766633916.060915,53931.000,6686,3,AX,1,100,-0.057
1766633916.094412,53964.500,6702,2,AX,1,100,-0.056
1766633916.127909,53998.000,6702,2,AX,1,100,-0.060
1766633916.167906,54038.000,6718,3,AX,1,100,-0.062
1766633916.207902,54078.000,6718,3,AX,1,100,-0.061
1766633916.247899,54118.000,6718,3,AX,1,100,-0.058
1766633916.287896,54158.000,6734,3,AX,1,100,-0.057
1766633916.327893,54198.000,6734,3,AX,1,100,-0.064
1766633916.367890,54238.000,6734,3,AX,1,100,-0.061
1766633916.407886,54278.000,6753,2,AX,1,100,-0.056
1766633916.447883,54318.000,6753,2,AX,1,100,-0.060
1766633916.487880,54358.000,6770,3,AX,1,100,-0.067
1766633916.527877,54398.000,6770,3,AX,1,100,-0.059
1766633916.567873,54438.000,6770,3,AX,1,100,-0.066
1766633916.607870,54478.000,6785,2,AX,1,100,-0.065
1766633916.647867,54518.000,6785,2,AX,1,100,-0.061
1766633916.687864,54558.000,6801,3,AX,1,100,-0.070
1766633916.727860,54598.000,6801,3,AX,1,100,-0.067
1766633916.767857,54638.000,6801,3,AX,1,100,-0.062
1766633916.807854,54678.000,6825,2,AX,1,100,-0.066
1766633916.847851,54718.000,6825,2,AX,1,100,-0.070
1766633916.887848,54758.000,6842,3,AX,1,100,-0.063
1766633916.927844,54798.000,6842,3,AX,1,100,-0.069
1766633916.967841,54838.000,6842,3,AX,1,100,-0.068
1766633917.003171,54873.333,6861,3,AX,1,100,-0.063
1766633917.038502,54908.667,6861,3,AX,1,100,-0.071
1766633917.073833,54944.000,6861,3,AX,1,100,-0.073
1766633917.113829,54984.000,6875,2,AX,1,100,-0.069
1766633917.153826,55024.000,6875,2,AX,1,100,-0.071
1766633917.193823,55064.000,6893,3,AX,1,100,-0.072
1766633917.233819,55104.000,6893,3,AX,1,100,-0.068
1766633917.273816,55144.000,6893,3,AX,1,100,-0.073
1766633917.313813,55184.000,6909,3,AX,1,100,-0.062
1766633917.353810,55224.000,6909,3,AX,1,100,-0.071
1766633917.393807,55264.000,6909,3,AX,1,100,-0.066
1766633917.433803,55304.000,6926,2,AX,1,100,-0.070
1766633917.473800,55344.000,6926,2,AX,1,100,-0.078
1766633917.513797,55384.000,6941,3,AX,1,100,-0.061
1766633917.553794,55424.000,6941,3,AX,1,100,-0.068
1766633917.593791,55464.000,6941,3,AX,1,100,-0.063
1766633917.633787,55504.000,6958,2,AX,1,100,-0.068
1766633917.673784,55544.000,6958,2,AX,1,100,-0.064
1766633917.713781,55584.000,6974,3,AX,1,100,-0.069
1766633917.753778,55624.000,6974,3,AX,1,100,-0.068
1766633917.793774,55664.000,6974,3,AX,1,100,-0.062
1766633917.829105,55699.333,6992,3,AX,1,100,-0.061
1766633917.864435,55734.667,6992,3,AX,1,100,-0.066
1766633917.899766,55770.000,6992,3,AX,1,100,-0.059
1766633917.940263,55810.500,7006,2,AX,1,100,-0.063
1766633917.980759,55851.000,7006,2,AX,1,100,-0.067
1766633918.020423,55890.667,7023,3,AX,1,100,-0.061
1766633918.060086,55930.333,7023,3,AX,1,100,-0.069
1766633918.099750,55970.000,7023,3,AX,1,100,-0.065
1766633918.140246,56010.500,7039,2,AX,1,100,-0.068
1766633918.180743,56051.000,7039,2,AX,1,100,-0.062
1766633918.220407,56090.667,7057,3,AX,1,100,-0.059
1766633918.260070,56130.333,7057,3,AX,1,100,-0.065
1766633918.299733,56170.000,7057,3,AX,1,100,-0.061
1766633918.339730,56210.000,7071,2,AX,1,100,-0.059
1766633918.379727,56250.000,7071,2,AX,1,100,-0.059
1766633918.419724,56290.000,7088,3,AX,1,100,-0.061
1766633918.459720,56330.000,7088,3,AX,1,100,-0.062
1766633918.499717,56370.000,7088,3,AX,1,100,-0.063
1766633918.539714,56410.000,7105,2,AX,1,100,-0.059
1766633918.579711,56450.000,7105,2,AX,1,100,-0.060
1766633918.615708,56486.000,7122,3,AX,1,100,-0.066
1766633918.651705,56522.000,7122,3,AX,1,100,-0.063
1766633918.687702,56558.000,7122,3,AX,1,100,-0.062
1766633918.727699,56598.000,7137,3,AX,1,100,-0.063
1766633918.767695,56638.000,7137,3,AX,1,100,-0.062
1766633918.807692,56678.000,7137,3,AX,1,100,-0.064
1766633918.847189,56717.500,7154,2,AX,1,100,-0.058
1766633918.886686,56757.000,7154,2,AX,1,100,-0.064
1766633918.926683,56797.000,7172,3,AX,1,100,-0.059
1766633918.966679,56837.000,7172,3,AX,1,100,-0.067
1766633919.006676,56877.000,7172,3,AX,1,100,-0.065
1766633919.046673,56917.000,7189,2,AX,1,100,-0.062
1766633919.086670,56957.000,7189,2,AX,1,100,-0.062
1766633919.126667,56997.000,7206,3,AX,1,100,-0.066
1766633919.166663,57037.000,7206,3,AX,1,100,-0.064
1766633919.206660,57077.000,7206,3,AX,1,100,-0.059
1766633919.246657,57117.000,7221,2,AX,1,100,-0.067
1766633919.286654,57157.000,7221,2,AX,1,100,-0.063
1766633919.326650,57197.000,7237,3,AX,1,100,-0.058
1766633919.366647,57237.000,7237,3,AX,1,100,-0.066
1766633919.406644,57277.000,7237,3,AX,1,100,-0.060
1766633919.446641,57317.000,7254,3,AX,1,100,-0.060
1766633919.486637,57357.000,7254,3,AX,1,100,-0.065
1766633919.526634,57397.000,7254,3,AX,1,100,-0.064
1766633919.560132,57430.500,7271,2,AX,1,100,-0.071
1766633919.593629,57464.000,7271,2,AX,1,100,-0.063
1766633919.633626,57504.000,7286,3,AX,1,100,-0.070
1766633919.673622,57544.000,7286,3,AX,1,100,-0.064
1766633919.713619,57584.000,7286,3,AX,1,100,-0.069
1766633919.753616,57624.000,7302,3,AX,1,100,-0.070
1766633919.793612,57664.000,7302,3,AX,1,100,-0.065
1766633919.833609,57704.000,7302,3,AX,1,100,-0.073
1766633919.873606,57744.000,7320,2,AX,1,100,-0.073
1766633919.913603,57784.000,7320,2,AX,1,100,-0.074
1766633919.953600,57824.000,7336,3,AX,1,100,-0.071
1766633919.993596,57864.000,7336,3,AX,1,100,-0.077
1766633920.033593,57904.000,7336,3,AX,1,100,-0.074
1766633920.073590,57944.000,7351,2,AX,1,100,-0.076
1766633920.113587,57984.000,7351,2,AX,1,100,-0.073
1766633920.153584,58024.000,7368,3,AX,1,100,-0.077
1766633920.193580,58064.000,7368,3,AX,1,100,-0.080
1766633920.233577,58104.000,7368,3,AX,1,100,-0.078
1766633920.269241,58139.667,7385,3,AX,1,100,-0.071
1766633920.304904,58175.333,7385,3,AX,1,100,-0.079
1766633920.340568,58211.000,7385,3,AX,1,100,-0.073
1766633920.380565,58251.000,7401,2,AX,1,100,-0.077
1766633920.420562,58291.000,7401,2,AX,1,100,-0.072
1766633920.460559,58331.000,7417,3,AX,1,100,-0.072
1766633920.500556,58371.000,7417,3,AX,1,100,-0.074
1766633920.540552,58411.000,7417,3,AX,1,100,-0.077
1766633920.580549,58451.000,7433,2,AX,1,100,-0.074
1766633920.620546,58491.000,7433,2,AX,1,100,-0.073
1766633920.660542,58531.000,7450,3,AX,1,100,-0.064
1766633920.700539,58571.000,7450,3,AX,1,100,-0.078
1766633920.740536,58611.000,7450,3,AX,1,100,-0.078
1766633920.780533,58651.000,7466,2,AX,1,100,-0.070
1766633920.820529,58691.000,7466,2,AX,1,100,-0.062
1766633920.860526,58731.000,7483,3,AX,1,100,-0.042
1766633920.900523,58771.000,7483,3,AX,1,100,-0.045
1766633920.940520,58811.000,7483,3,AX,1,100,-0.044
1766633920.980517,58851.000,7498,2,AX,1,100,-0.072
1766633921.020513,58891.000,7498,2,AX,1,100,-0.088
1766633921.060510,58931.000,7515,3,AX,1,100,-0.098
1766633921.100507,58971.000,7515,3,AX,1,100,-0.099
1766633921.140504,59011.000,7515,3,AX,1,100,-0.111
1766633921.175834,59046.333,7532,3,AX,1,100,-0.098
1766633921.211165,59081.667,7532,3,AX,1,100,-0.081
1766633921.246495,59117.000,7532,3,AX,1,100,-0.079
1766633921.286492,59157.000,7549,2,AX,1,100,-0.070
1766633921.326488,59197.000,7549,2,AX,1,100,-0.071
1766633921.366485,59237.000,7563,3,AX,1,100,-0.088
1766633921.406482,59277.000,7563,3,AX,1,100,-0.100
1766633921.446479,59317.000,7563,3,AX,1,100,-0.101
1766633921.486476,59357.000,7581,2,AX,1,100,-0.096
1766633921.526472,59397.000,7581,2,AX,1,100,-0.092
1766633921.566469,59437.000,7597,3,AX,1,100,-0.070
1766633921.606466,59477.000,7597,3,AX,1,100,-0.081
1766633921.646463,59517.000,7597,3,AX,1,100,-0.064
1766633921.686460,59557.000,7614,2,AX,1,100,-0.069
1766633921.726456,59597.000,7614,2,AX,1,100,-0.073
1766633921.766453,59637.000,7628,3,AX,1,100,-0.077
1766633921.806450,59677.000,7628,3,AX,1,100,-0.071
1766633921.846447,59717.000,7628,3,AX,1,100,-0.059
1766633921.886443,59757.000,7651,3,AX,1,100,-0.058
1766633921.926440,59797.000,7651,3,AX,1,100,-0.062
1766633921.966437,59837.000,7651,3,AX,1,100,-0.069
1766633922.002101,59872.667,7667,3,AX,1,100,-0.086
1766633922.037764,59908.333,7667,3,AX,1,100,-0.102
1766633922.073428,59944.000,7667,3,AX,1,100,-0.103
1766633922.112925,59983.500,7684,2,AX,1,100,-0.110
1766633922.152422,60023.000,7684,2,AX,1,100,-0.121
1766633922.192419,60063.000,7699,3,AX,1,100,-0.104
1766633922.232415,60103.000,7699,3,AX,1,100,-0.131
1766633922.272412,60143.000,7699,3,AX,1,100,-0.128
1766633922.312409,60183.000,7716,2,AX,1,100,-0.511
1766633922.352406,60223.000,7716,2,AX,1,100,-0.271
1766633922.392402,60263.000,7732,3,AX,1,100,-0.022
1766633922.432399,60303.000,7732,3,AX,1,100,0.031
1766633922.472396,60343.000,7732,3,AX,1,100,0.210
1766633922.512393,60383.000,7750,2,AX,1,100,0.186
1766633922.552389,60423.000,7750,2,AX,1,100,-0.285
1766633922.592386,60463.000,7765,3,AX,1,100,-0.610
1766633922.632383,60503.000,7765,3,AX,1,100,-0.570
1766633922.672380,60543.000,7765,3,AX,1,100,-0.566
1766633922.712377,60583.000,7783,2,AX,1,100,-1.169
1766633922.752373,60623.000,7783,2,AX,1,100,-1.681
1766633922.788370,60659.000,7800,3,AX,1,100,-1.614
1766633922.824368,60695.000,7800,3,AX,1,100,-1.476
1766633922.860365,60731.000,7800,3,AX,1,100,-1.490
1766633922.900361,60771.000,7817,3,AX,1,100,-1.532
1766633922.940358,60811.000,7817,3,AX,1,100,-0.796
1766633922.980355,60851.000,7817,3,AX,1,100,-0.506
1766633923.020352,60891.000,7833,2,AX,1,100,-0.737
1766633923.060349,60931.000,7833,2,AX,1,100,0.006
1766633923.100345,60971.000,7848,3,AX,1,100,0.930
1766633923.140342,61011.000,7848,3,AX,1,100,1.176
1766633923.180339,61051.000,7848,3,AX,1,100,1.219
1766633923.220335,61091.000,7865,2,AX,1,100,0.887
1766633923.260332,61131.000,7865,2,AX,1,100,-0.105
1766633923.300329,61171.000,7882,3,AX,1,100,-0.350
1766633923.340326,61211.000,7882,3,AX,1,100,-1.225
1766633923.380322,61251.000,7882,3,AX,1,100,-1.173
1766633923.420319,61291.000,7898,2,AX,1,100,-1.543
1766633923.460316,61331.000,7898,2,AX,1,100,-1.428
1766633923.500313,61371.000,7914,3,AX,1,100,-1.321
1766633923.540310,61411.000,7914,3,AX,1,100,-1.514
1766633923.580306,61451.000,7914,3,AX,1,100,-1.638
1766633923.620303,61491.000,7932,3,AX,1,100,-1.186
1766633923.660300,61531.000,7932,3,AX,1,100,-0.321
1766633923.700297,61571.000,7932,3,AX,1,100,0.633
1766633923.733294,61604.000,7949,2,AX,1,100,1.169
1766633923.766291,61637.000,7949,2,AX,1,100,1.574
1766633923.806288,61677.000,7966,3,AX,1,100,1.561
1766633923.846285,61717.000,7966,3,AX,1,100,0.426
1766633923.886281,61757.000,7966,3,AX,1,100,-0.646
1766633923.926278,61797.000,7983,2,AX,1,100,-1.473
1766633923.966275,61837.000,7983,2,AX,1,100,-1.828
1766633924.006272,61877.000,7999,3,AX,1,100,-1.712
1766633924.046269,61917.000,7999,3,AX,1,100,-1.132
1766633924.086265,61957.000,7999,3,AX,1,100,-1.228
1766633924.126262,61997.000,8016,3,AX,1,100,-0.263
1766633924.166259,62037.000,8016,3,AX,1,100,0.518
1766633924.206256,62077.000,8016,3,AX,1,100,0.165
1766633924.246253,62117.000,8033,2,AX,1,100,-0.184
1766633924.286249,62157.000,8033,2,AX,1,100,-2.061
1766633924.326246,62197.000,8048,3,AX,1,100,-2.727
1766633924.366243,62237.000,8048,3,AX,1,100,-1.027
1766633924.406240,62277.000,8048,3,AX,1,100,-0.505
1766633924.446236,62317.000,8064,2,AX,1,100,-1.078
1766633924.486233,62357.000,8064,2,AX,1,100,-0.530
1766633924.521897,62392.667,8084,3,AX,1,100,0.687
1766633924.557561,62428.333,8084,3,AX,1,100,0.994
1766633924.593225,62464.000,8084,3,AX,1,100,-0.515
1766633924.633221,62504.000,8101,3,AX,1,100,-2.528
1766633924.673218,62544.000,8101,3,AX,1,100,-0.938
1766633924.713215,62584.000,8101,3,AX,1,100,-0.494
1766633924.753211,62624.000,8117,2,AX,1,100,-0.693
1766633924.793208,62664.000,8117,2,AX,1,100,-0.286
1766633924.833205,62704.000,8135,3,AX,1,100,0.689
