LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1766863765.865698,26363.000,2355,1,T1,1,100,27.011
1766863765.999781,26497.000,2387,1,T1,1,100,26.934
1766863766.132863,26630.000,2404,1,T1,1,100,26.830
1766863766.265944,26763.000,2420,1,T1,1,100,26.962
1766863766.400027,26897.000,2454,1,T1,1,100,26.948
1766863766.533109,27030.000,2471,1,T1,1,100,26.942
1766863766.666191,27163.000,2490,1,T1,1,100,26.904
1766863766.799273,27296.000,2523,1,T1,1,100,26.888
1766863766.933355,27430.000,2540,1,T1,1,100,26.880
1766863767.066437,27563.000,2557,1,T1,1,100,26.913
1766863767.199519,27696.000,2588,1,T1,1,100,26.962
1766863767.333602,27830.000,2606,1,T1,1,100,26.913
1766863767.466684,27963.000,2622,1,T1,1,100,26.856
1766863767.599766,28096.000,2654,1,T1,1,100,26.867
1766863767.733848,28230.000,2671,1,T1,1,100,26.836
1766863767.866930,28363.000,2690,1,T1,1,100,26.964
1766863768.000012,28496.000,2707,1,T1,1,100,26.843
1766863768.134094,28630.000,2739,1,T1,1,100,26.861
1766863768.267176,28763.000,2755,1,T1,1,100,26.975
1766863768.400258,28896.000,2773,1,T1,1,100,26.918
1766863768.534341,29030.000,2804,1,T1,1,100,26.929
1766863768.667423,29163.000,2821,1,T1,1,100,27.005
1766863768.800505,29296.000,2838,1,T1,1,100,26.967
1766863768.934587,29430.000,2870,1,T1,1,100,26.808
1766863769.067669,29563.000,2886,1,T1,1,100,26.811
1766863769.200751,29696.000,2905,1,T1,1,100,26.883
1766863769.334834,29830.000,2937,1,T1,1,100,26.878
1766863769.467916,29963.000,2953,1,T1,1,100,26.912
1766863769.600997,30096.000,2970,1,T1,1,100,26.926
1766863769.735080,30230.000,2987,1,T1,1,100,26.933
1766863769.868162,30363.000,3018,1,T1,1,100,26.900
1766863770.001244,30496.000,3036,1,T1,1,100,26.992
1766863770.135326,30630.000,3052,1,T1,1,100,26.961
1766863770.268408,30763.000,3086,1,T1,1,100,26.877
1766863770.401490,30896.000,3103,1,T1,1,100,26.734
1766863770.534572,31029.000,3119,1,T1,1,100,26.779
1766863770.668655,31163.000,3153,1,T1,1,100,26.833
1766863770.801737,31296.000,3170,1,T1,1,100,26.928
1766863770.934819,31429.000,3186,1,T1,1,100,26.862
1766863771.068901,31563.000,3218,1,T1,1,100,26.728
1766863771.201983,31696.000,3235,1,T1,1,100,26.776
1766863771.335065,31829.000,3252,1,T1,1,100,26.868
1766863771.469147,31963.000,3283,1,T1,1,100,26.907
1766863771.602229,32096.000,3300,1,T1,1,100,26.889
1766863771.735311,32229.000,3317,1,T1,1,100,26.881
1766863771.869394,32363.000,3348,1,T1,1,100,26.913
