LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1766787841.280034,115680.000,16789,1,EL,1,100,14951.599609
1766787841.347034,115747.000,16804,1,EL,1,100,14814.400391
1766787841.413534,115813.500,16820,2,EL,1,100,14841.400391
1766787841.480034,115880.000,16820,2,EL,1,100,14992.400391
1766787841.547034,115947.000,16836,1,EL,1,100,14996.000000
1766787841.613534,116013.500,16853,2,EL,1,100,14788.000000
1766787841.680034,116080.000,16853,2,EL,1,100,14746.000000
1766787841.747034,116147.000,16870,1,EL,1,100,14892.200195
1766787841.813534,116213.500,16888,2,EL,1,100,14850.599609
1766787841.880034,116280.000,16888,2,EL,1,100,14573.000000
1766787841.946534,116346.500,16903,2,EL,1,100,14164.400391
1766787842.013034,116413.000,16903,2,EL,1,100,12504.000000
1766787842.080034,116480.000,16921,1,EL,1,100,12249.200195
1766787842.146534,116546.500,16939,2,EL,1,100,13843.799805
1766787842.213034,116613.000,16939,2,EL,1,100,14683.000000
1766787842.280034,116680.000,16956,1,EL,1,100,14357.799805
1766787842.346534,116746.500,16971,2,EL,1,100,15290.400391
1766787842.413034,116813.000,16971,2,EL,1,100,15382.200195
1766787842.480034,116880.000,16988,1,EL,1,100,15443.599609
1766787842.546534,116946.500,17004,2,EL,1,100,15822.799805
1766787842.613034,117013.000,17004,2,EL,1,100,15685.599609
1766787842.680034,117080.000,17021,1,EL,1,100,15832.799805
1766787842.746534,117146.500,17038,2,EL,1,100,15893.400391
1766787842.813034,117213.000,17038,2,EL,1,100,14441.799805
1766787842.880034,117280.000,17055,1,EL,1,100,13443.400391
1766787842.946534,117346.500,17071,2,EL,1,100,13867.599609
1766787843.013034,117413.000,17071,2,EL,1,100,13971.200195
1766787843.080034,117480.000,17091,1,EL,1,100,14101.799805
1766787843.146534,117546.500,17105,2,EL,1,100,14495.599609
1766787843.213034,117613.000,17105,2,EL,1,100,13930.200195
1766787843.280034,117680.000,17122,1,EL,1,100,12810.400391
1766787843.346534,117746.500,17141,2,EL,1,100,14616.000000
1766787843.413034,117813.000,17141,2,EL,1,100,15448.200195
1766787843.480034,117880.000,17158,1,EL,1,100,15382.400391
1766787843.546534,117946.500,17177,2,EL,1,100,15279.400391
1766787843.613034,118013.000,17177,2,EL,1,100,15256.400391
1766787843.680034,118080.000,17194,1,EL,1,100,15325.400391
1766787843.746534,118146.500,17211,2,EL,1,100,14816.400391
1766787843.813034,118213.000,17211,2,EL,1,100,13173.799805
1766787843.880034,118280.000,17228,1,EL,1,100,12450.200195
1766787843.946534,118346.500,17245,2,EL,1,100,12685.599609
1766787844.013034,118413.000,17245,2,EL,1,100,13057.599609
1766787844.080034,118480.000,17264,1,EL,1,100,13609.799805
1766787844.146534,118546.500,17280,2,EL,1,100,14127.799805
1766787844.213034,118613.000,17280,2,EL,1,100,14516.400391
1766787844.279534,118679.500,17297,2,EL,1,100,15175.000000
1766787844.346034,118746.000,17297,2,EL,1,100,15226.400391
1766787844.413034,118813.000,17314,1,EL,1,100,15064.799805
1766787844.479534,118879.500,17331,2,EL,1,100,15350.000000
1766787844.546034,118946.000,17331,2,EL,1,100,15209.799805
1766787844.613034,119013.000,17347,1,EL,1,100,14578.799805
1766787844.679534,119079.500,17365,2,EL,1,100,13043.000000
1766787844.746034,119146.000,17365,2,EL,1,100,12730.000000
1766787844.813034,119213.000,17383,1,EL,1,100,13263.200195
1766787844.879534,119279.500,17398,2,EL,1,100,13256.799805
1766787844.946034,119346.000,17398,2,EL,1,100,13169.599609
