LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1766769600.048488,56643.000,7244,1,TH,1,100,25.274
1766769795.021598,56776.000,7276,1,TH,1,100,25.281
1766769991.460672,56910.000,7293,1,TH,1,100,25.344
1766770186.433782,57043.000,7309,1,TH,1,100,25.343
1766770381.406892,57176.000,7341,1,TH,1,100,25.406
1766770576.380003,57309.000,7358,1,TH,1,100,25.413
1766770772.819076,57443.000,7374,1,TH,1,100,25.359
1766770967.792187,57576.000,7406,1,TH,1,100,25.366
1766771162.765297,57709.000,7423,1,TH,1,100,25.414
1766771359.204371,57843.000,7440,1,TH,1,100,25.420
1766771554.177481,57976.000,7473,1,TH,1,100,25.481
1766771750.616555,58110.000,7490,1,TH,1,100,25.488
1766771945.589665,58243.000,7507,1,TH,1,100,25.449
1766772140.562775,58376.000,7524,1,TH,1,100,25.462
1766772335.535886,58509.000,7556,1,TH,1,100,25.379
1766772531.974959,58643.000,7572,1,TH,1,100,25.393
1766772726.948070,58776.000,7589,1,TH,1,100,25.431
1766772921.921180,58909.000,7621,1,TH,1,100,25.438
1766773118.360254,59043.000,7637,1,TH,1,100,25.408
1766773313.333364,59176.000,7659,1,TH,1,100,25.401
1766773508.306475,59309.000,7690,1,TH,1,100,25.147
1766773704.745548,59443.000,7706,1,TH,1,100,25.168
1766773899.718658,59576.000,7726,1,TH,1,100,25.101
1766774094.691769,59709.000,7757,1,TH,1,100,25.108
1766774291.130842,59843.000,7776,1,TH,1,100,24.680
1766774486.103953,59976.000,7795,1,TH,1,100,24.687
1766774681.077063,60109.000,7829,1,TH,1,100,24.589
1766774877.516137,60243.000,7850,1,TH,1,100,24.603
1766775072.489247,60376.000,7867,1,TH,1,100,24.586
1766775267.462358,60509.000,7884,1,TH,1,100,24.600
1766775463.901431,60643.000,7915,1,TH,1,100,24.656
1766775658.874542,60776.000,7932,1,TH,1,100,24.669
1766775853.847652,60909.000,7951,1,TH,1,100,24.861
1766776048.820762,61042.000,7982,1,TH,1,100,24.854
1766776245.259836,61176.000,8000,1,TH,1,100,24.647
1766776440.232946,61309.000,8018,1,TH,1,100,24.654
1766776635.206057,61442.000,8037,1,TH,1,100,24.658
1766776831.645130,61576.000,8069,1,TH,1,100,24.671
1766777026.618241,61709.000,8087,1,TH,1,100,24.517
1766777221.591351,61842.000,8105,1,TH,1,100,24.524
1766777418.030425,61976.000,8136,1,TH,1,100,24.821
1766777613.003535,62109.000,8152,1,TH,1,100,24.835
1766777807.976645,62242.000,8170,1,TH,1,100,24.664
1766778004.415719,62376.000,8201,1,TH,1,100,24.664
1766778199.388829,62509.000,8220,1,TH,1,100,24.695
1766778394.361940,62642.000,8237,1,TH,1,100,24.702
1766778590.801013,62776.000,8271,1,TH,1,100,24.830
