LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1766888560.584403,47348.000,5780,1,PI,1,100,169477
1766888503.561339,47388.000,5794,3,PI,1,100,169670
1766888446.538275,47428.000,5794,3,PI,1,100,169760
1766888389.515211,47468.000,5794,3,PI,1,100,169792
1766888332.492147,47508.000,5815,3,PI,1,100,169811
1766888275.469084,47548.000,5815,3,PI,1,100,169825
1766888218.446020,47588.000,5815,3,PI,1,100,169722
1766888161.422956,47628.000,5831,2,PI,1,100,169605
1766888104.399892,47668.000,5831,2,PI,1,100,169452
1766888047.376829,47708.000,5848,3,PI,1,100,169248
1766887990.353765,47748.000,5848,3,PI,1,100,169027
1766887933.330701,47788.000,5848,3,PI,1,100,168861
1766887876.307637,47828.000,5863,2,PI,1,100,168509
1766887819.284574,47868.000,5863,2,PI,1,100,168131
1766887762.261510,47908.000,5880,3,PI,1,100,167750
1766887705.238446,47948.000,5880,3,PI,1,100,167442
1766887648.215382,47988.000,5880,3,PI,1,100,167451
1766887591.192318,48028.000,5896,2,PI,1,100,167900
1766887534.169255,48068.000,5896,2,PI,1,100,168398
1766887477.146191,48108.000,5916,3,PI,1,100,168970
1766887420.123127,48148.000,5916,3,PI,1,100,169489
1766887363.100064,48188.000,5916,3,PI,1,100,169827
1766887306.077000,48228.000,5932,2,PI,1,100,170024
1766887249.053936,48268.000,5932,2,PI,1,100,170110
1766887192.030872,48308.000,5949,3,PI,1,100,168737
1766887135.007808,48348.000,5949,3,PI,1,100,167548
1766887077.984745,48388.000,5949,3,PI,1,100,167558
1766887020.961681,48428.000,5966,3,PI,1,100,167789
1766886963.938617,48468.000,5966,3,PI,1,100,168228
1766886906.915553,48508.000,5966,3,PI,1,100,168643
1766886849.892490,48548.000,5985,2,PI,1,100,169000
1766886792.869426,48588.000,5985,2,PI,1,100,168970
1766886735.846362,48628.000,5999,3,PI,1,100,168699
1766886678.823298,48668.000,5999,3,PI,1,100,168445
1766886621.800235,48708.000,5999,3,PI,1,100,168316
1766886564.777171,48748.000,6016,2,PI,1,100,168318
1766886507.754107,48788.000,6016,2,PI,1,100,168304
1766886451.206235,48827.667,6033,3,PI,1,100,168200
1766886394.658364,48867.333,6033,3,PI,1,100,168241
1766886338.110492,48907.000,6033,3,PI,1,100,168341
1766886281.087429,48947.000,6050,2,PI,1,100,168329
1766886224.064365,48987.000,6050,2,PI,1,100,168283
1766886166.566109,49027.333,6064,3,PI,1,100,168203
1766886109.067853,49067.667,6064,3,PI,1,100,167946
1766886051.569597,49108.000,6064,3,PI,1,100,167467
1766885995.259321,49147.500,6082,2,PI,1,100,167241
1766885938.949046,49187.000,6082,2,PI,1,100,166680
1766885881.925982,49227.000,6098,3,PI,1,100,166557
1766885824.902919,49267.000,6098,3,PI,1,100,166164
1766885767.879855,49307.000,6098,3,PI,1,100,165346
1766885710.856791,49347.000,6115,2,PI,1,100,166043
1766885653.833727,49387.000,6115,2,PI,1,100,167521
1766885596.335471,49427.333,6133,3,PI,1,100,168335
1766885538.837215,49467.667,6133,3,PI,1,100,168769
1766885481.338959,49508.000,6133,3,PI,1,100,168846
1766885425.028684,49547.500,6149,2,PI,1,100,168873
1766885368.718408,49587.000,6149,2,PI,1,100,168967
1766885311.695345,49627.000,6165,3,PI,1,100,168845
1766885254.672281,49667.000,6165,3,PI,1,100,168613
1766885197.649217,49707.000,6165,3,PI,1,100,168524
1766885140.626153,49747.000,6182,2,PI,1,100,168437
1766885083.603090,49787.000,6182,2,PI,1,100,168155
1766885026.580026,49827.000,6198,3,PI,1,100,167435
1766884969.556962,49867.000,6198,3,PI,1,100,166945
1766884912.533898,49907.000,6198,3,PI,1,100,167138
1766884855.510835,49947.000,6214,3,PI,1,100,167143
1766884798.487771,49987.000,6214,3,PI,1,100,167830
1766884741.464707,50027.000,6214,3,PI,1,100,169674
1766884684.441643,50067.000,6232,2,PI,1,100,170378
1766884627.418580,50107.000,6232,2,PI,1,100,170655
1766884570.395516,50147.000,6250,3,PI,1,100,171015
1766884513.372452,50187.000,6250,3,PI,1,100,171348
1766884456.349388,50227.000,6250,3,PI,1,100,171588
1766884399.326324,50267.000,6266,2,PI,1,100,171551
1766884342.303261,50307.000,6266,2,PI,1,100,171280
1766884285.280197,50347.000,6281,3,PI,1,100,170889
1766884228.257133,50387.000,6281,3,PI,1,100,170504
1766884171.234069,50427.000,6281,3,PI,1,100,170326
1766884114.211006,50467.000,6298,2,PI,1,100,170558
1766884057.187942,50507.000,6298,2,PI,1,100,170800
1766884000.164878,50547.000,6317,3,PI,1,100,171250
1766883943.141814,50587.000,6317,3,PI,1,100,171741
1766883886.118751,50627.000,6317,3,PI,1,100,171835
1766883829.095687,50667.000,6333,2,PI,1,100,171732
1766883772.072623,50707.000,6333,2,PI,1,100,171683
1766883715.049559,50747.000,6349,3,PI,1,100,171642
1766883658.026496,50787.000,6349,3,PI,1,100,171587
1766883601.003432,50827.000,6349,3,PI,1,100,171370
1766883543.980368,50867.000,6365,2,PI,1,100,170930
1766883486.957304,50907.000,6365,2,PI,1,100,170495
1766883429.934241,50947.000,6382,3,PI,1,100,170367
1766883372.911177,50987.000,6382,3,PI,1,100,170407
1766883315.888113,51027.000,6382,3,PI,1,100,170467
1766883258.865049,51067.000,6398,2,PI,1,100,170514
1766883201.841985,51107.000,6398,2,PI,1,100,170605
1766883144.818922,51147.000,6416,3,PI,1,100,170640
1766883087.795858,51187.000,6416,3,PI,1,100,170720
1766883030.772794,51227.000,6416,3,PI,1,100,170711
1766882973.749731,51267.000,6434,2,PI,1,100,170858
1766882916.726667,51307.000,6434,2,PI,1,100,170874
1766882859.703603,51347.000,6451,3,PI,1,100,170885
1766882802.680539,51387.000,6451,3,PI,1,100,170825
1766882745.657475,51427.000,6451,3,PI,1,100,170625
1766882688.634412,51467.000,6468,3,PI,1,100,170455
1766882631.611348,51507.000,6468,3,PI,1,100,170329
1766882574.588284,51547.000,6468,3,PI,1,100,170103
1766882517.565220,51587.000,6483,2,PI,1,100,169840
1766882460.542157,51627.000,6483,2,PI,1,100,169951
1766882403.519093,51667.000,6499,3,PI,1,100,170163
1766882346.496029,51707.000,6499,3,PI,1,100,170028
1766882289.472965,51747.000,6499,3,PI,1,100,171036
