LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1766776183.689380,61134.000,8010,1,BV,1,100,3.85
1766783512.039596,66133.000,8831,1,BV,1,100,3.84
1766790841.855776,71133.000,9647,1,BV,1,100,3.84
1766798170.205992,76132.000,10465,1,BV,1,100,3.84
1766805500.022172,81132.000,11296,1,BV,1,100,3.84
1766812828.372388,86131.000,12102,1,BV,1,100,3.83
1766820158.188568,91131.000,12909,1,BV,1,100,3.84
1766827486.538784,96130.000,13724,1,BV,1,100,3.83
1766834816.354964,101130.000,14561,1,BV,1,100,3.84
1766842144.705180,106129.000,15374,1,BV,1,100,3.83
1766849474.521360,111129.000,16196,1,BV,1,100,3.83
1766856802.871576,116128.000,17014,1,BV,1,100,3.83
1766864132.687756,121128.000,17851,1,BV,1,100,3.83
1766871461.037972,126127.000,18673,1,BV,1,100,3.83
1766878790.854151,131127.000,19496,1,BV,1,100,3.82
1766886119.204368,136126.000,20319,1,BV,1,100,3.82
1766893449.020547,141126.000,21158,1,BV,1,100,3.83
1766900777.370764,146125.000,21973,1,BV,1,100,3.83
1766908107.186943,151125.000,22788,1,BV,1,100,3.82
1766915435.537159,156124.000,23599,1,BV,1,100,3.83
1766922765.353339,161124.000,24436,1,BV,1,100,3.83
1766930093.703555,166123.000,25254,1,BV,1,100,3.82
1766937423.519735,171123.000,26068,1,BV,1,100,3.82
1766944751.869951,176122.000,26920,1,BV,1,100,3.82
1766952081.686131,181122.000,27739,1,BV,1,100,3.82
1766959420.298090,186128.000,28541,1,BV,1,100,3.82
1766966748.648306,191127.000,29357,1,BV,1,100,3.82
1766974078.464486,196127.000,30194,1,BV,1,100,3.82
1766981406.814702,201126.000,31011,1,BV,1,100,3.82
1766988745.426661,206132.000,31831,1,BV,1,100,3.82
1766996075.242841,211132.000,32650,1,BV,1,100,3.82
1767003403.593057,216131.000,33475,1,BV,1,100,3.82
1767010743.670979,221138.000,34290,1,BV,1,100,3.82
1767018082.282938,226144.000,35102,1,BV,1,100,3.82
1767025410.633154,231143.000,35917,1,BV,1,100,3.82
1767032740.449334,236143.000,36748,1,BV,1,100,3.82
1767040068.799550,241142.000,37563,1,BV,1,100,3.82
1767047398.615730,246142.000,38381,1,BV,1,100,3.82
1767054726.965946,251141.000,39188,1,BV,1,100,3.81
1767062056.782126,256141.000,40017,1,BV,1,100,3.81
1767069385.132342,261140.000,40826,1,BV,1,100,3.81
1767076734.006044,266153.000,41640,1,BV,1,100,3.81
1767084063.822223,271153.000,42458,1,BV,1,100,3.81
1767091392.172440,276152.000,43268,1,BV,1,100,3.81
1767098730.784399,281158.000,44103,1,BV,1,100,3.81
1767106079.658100,286171.000,44921,1,BV,1,100,3.81
1767113418.270059,291177.000,45732,1,BV,1,100,3.81
1767120756.882018,296183.000,46563,1,BV,1,100,3.81
1767128086.698198,301183.000,47380,1,BV,1,100,3.81
1767135425.310157,306189.000,48192,1,BV,1,100,3.81
1767142755.126336,311189.000,49003,1,BV,1,100,3.81
1767150083.476553,316188.000,49812,1,BV,1,100,3.81
1767157422.088512,321194.000,50643,1,BV,1,100,3.81
1767164760.700471,326200.000,51449,1,BV,1,100,3.80
1767172090.516650,331200.000,52270,1,BV,1,100,3.81
1767179429.128609,336206.000,53087,1,BV,1,100,3.81
1767186758.944789,341206.000,53918,1,BV,1,100,3.80
1767194097.556748,346212.000,54731,1,BV,1,100,3.80
1767201425.906964,351211.000,55543,1,BV,1,100,3.81
1767208755.723144,356211.000,56359,1,BV,1,100,3.80
1767216084.073360,361210.000,57200,1,BV,1,100,3.80
1767223422.685319,366216.000,58012,1,BV,1,100,3.81
1767230762.763241,371223.000,58829,1,BV,1,100,3.80
1767238091.113457,376222.000,59644,1,BV,1,100,3.80
1767245420.929637,381222.000,60477,1,BV,1,100,3.80
1767252749.279853,386221.000,61300,1,BV,1,100,3.80
1767260108.415298,391241.000,62117,1,BV,1,100,3.80
1767267447.027256,396247.000,62931,1,BV,1,100,3.80
1767274775.377473,401246.000,63762,1,BV,1,100,3.80
1767282113.989432,406252.000,64565,1,BV,1,100,3.80
1767289454.067354,411259.000,65387,1,BV,1,100,3.80
1767296792.679313,416265.000,666,1,BV,1,100,3.80
1767304141.553015,421278.000,1497,1,BV,1,100,3.80
1767311469.903231,426277.000,2319,1,BV,1,100,3.79
1767318799.719411,431277.000,3138,1,BV,1,100,3.79
1767326138.331370,436283.000,3963,1,BV,1,100,3.79
1767333476.943329,441289.000,4804,1,BV,1,100,3.79
1767340825.817030,446302.000,5629,1,BV,1,100,3.79
1767348174.690732,451315.000,6445,1,BV,1,100,3.79
1767355503.040948,456314.000,7254,1,BV,1,100,3.79
1767362832.857128,461314.000,8081,1,BV,1,100,3.79
1767370161.207344,466313.000,8888,1,BV,1,100,3.79
1767377491.023524,471313.000,9716,1,BV,1,100,3.79
1767384838.431262,476325.000,10540,1,BV,1,100,3.79
1767392168.247442,481325.000,11385,1,BV,1,100,3.79
1767399496.597658,486324.000,12207,1,BV,1,100,3.79
1767406845.471359,491337.000,13026,1,BV,1,100,3.78
1767414175.287539,496337.000,13850,1,BV,1,100,3.79
1767421503.637755,501336.000,14664,1,BV,1,100,3.78
1767428833.453935,506336.000,15499,1,BV,1,100,3.78
1767436161.804151,511335.000,16313,1,BV,1,100,3.78
1767443491.620331,516335.000,17126,1,BV,1,100,3.78
1767450819.970547,521334.000,17939,1,BV,1,100,3.78
1767458149.786727,526334.000,18767,1,BV,1,100,3.78
1767465498.660429,531347.000,19581,1,BV,1,100,3.78
1767472827.010645,536346.000,20389,1,BV,1,100,3.78
1767480156.826824,541346.000,21210,1,BV,1,100,3.78
1767487485.177041,546345.000,22021,1,BV,1,100,3.78
1767494814.993220,551345.000,22830,1,BV,1,100,3.78
1767502143.343436,556344.000,23669,1,BV,1,100,3.78
1767509473.159616,561344.000,24493,1,BV,1,100,3.78
1767516801.509832,566343.000,25305,1,BV,1,100,3.78
1767524140.121791,571349.000,26126,1,BV,1,100,3.78
1767531478.733750,576355.000,26952,1,BV,1,100,3.78
1767538818.811673,581362.000,27777,1,BV,1,100,3.78
1767546147.161889,586361.000,28590,1,BV,1,100,3.77
1767553485.773848,591367.000,29400,1,BV,1,100,3.78
1767560815.590028,596367.000,30212,1,BV,1,100,3.77
1767568143.940244,601366.000,31051,1,BV,1,100,3.78
1767575473.756423,606366.000,31867,1,BV,1,100,3.78
1767582812.368382,611372.000,32685,1,BV,1,100,3.78
1767590140.718599,616371.000,33499,1,BV,1,100,3.77
1767597480.796521,621378.000,34348,1,BV,1,100,3.77
1767604809.146737,626377.000,35180,1,BV,1,100,3.77
1767612168.282182,631397.000,36001,1,BV,1,100,3.77
1767619496.632398,636396.000,36818,1,BV,1,100,3.77
1767626826.448577,641396.000,37655,1,BV,1,100,3.77
1767634154.798794,646395.000,38468,1,BV,1,100,3.77
1767641484.614973,651395.000,39292,1,BV,1,100,3.77
1767648812.965190,656394.000,40101,1,BV,1,100,3.77
1767656142.781369,661394.000,40920,1,BV,1,100,3.77
1767663481.393328,666400.000,41757,1,BV,1,100,3.77
1767670820.005287,671406.000,42573,1,BV,1,100,3.77
1767678148.355504,676405.000,43396,1,BV,1,100,3.77
1767685478.171683,681405.000,44215,1,BV,1,100,3.77
1767692806.521899,686404.000,45052,1,BV,1,100,3.77
1767700136.338079,691404.000,45867,1,BV,1,100,3.76
1767707464.688295,696403.000,46683,1,BV,1,100,3.77
1767714804.766217,701410.000,47500,1,BV,1,100,3.77
1767722143.378176,706416.000,48335,1,BV,1,100,3.76
1767729481.990135,711422.000,49148,1,BV,1,100,3.77
1767736810.340352,716421.000,49957,1,BV,1,100,3.77
1767744140.156531,721421.000,50765,1,BV,1,100,3.77
1767751478.768490,726427.000,51602,1,BV,1,100,3.77
1767758827.642192,731440.000,52417,1,BV,1,100,3.77
1767766166.254151,736446.000,53224,1,BV,1,100,3.76
1767773504.866110,741452.000,54041,1,BV,1,100,3.77
1767780834.682290,746452.000,54873,1,BV,1,100,3.77
1767788173.294249,751458.000,55691,1,BV,1,100,3.77
1767795522.167950,756471.000,56511,1,BV,1,100,3.77
1767802850.518167,761470.000,57330,1,BV,1,100,3.77
1767810199.391868,766483.000,58170,1,BV,1,100,3.76
1767817529.208048,771483.000,58984,1,BV,1,100,3.76
1767824857.558264,776482.000,59801,1,BV,1,100,3.76
1767832196.170223,781488.000,60622,1,BV,1,100,3.77
1767839545.043925,786501.000,61457,1,BV,1,100,3.77
1767846874.860104,791501.000,62277,1,BV,1,100,3.77
1767854213.472063,796507.000,63090,1,BV,1,100,3.77
1767861541.822279,801506.000,63902,1,BV,1,100,3.77
1767868871.638459,806506.000,64724,1,BV,1,100,3.77
1767876249.831425,811539.000,34,1,BV,1,100,3.77
1767883578.181642,816538.000,851,1,BV,1,100,3.77
1767890907.997821,821538.000,1680,1,BV,1,100,3.77
1767898246.609780,826544.000,2525,1,BV,1,100,3.77
1767905574.959996,831543.000,3344,1,BV,1,100,3.77
1767912904.776176,836543.000,4156,1,BV,1,100,3.76
1767920243.388135,841549.000,4980,1,BV,1,100,3.76
1767927582.000094,846555.000,5813,1,BV,1,100,3.76
1767934911.816274,851555.000,6633,1,BV,1,100,3.76
1767942250.428233,856561.000,7454,1,BV,1,100,3.76
1767949578.778449,861560.000,8278,1,BV,1,100,3.76
1767956908.594629,866560.000,9100,1,BV,1,100,3.76
1767964257.468330,871573.000,9909,1,BV,1,100,3.76
1767971596.080289,876579.000,10744,1,BV,1,100,3.76
1767978924.430506,881578.000,11575,1,BV,1,100,3.75
1767986273.304207,886591.000,12398,1,BV,1,100,3.75
1767993611.916166,891597.000,13231,1,BV,1,100,3.75
1768000941.732346,896597.000,14054,1,BV,1,100,3.76
1768008270.082562,901596.000,14881,1,BV,1,100,3.75
1768015618.956264,906609.000,15698,1,BV,1,100,3.75
1768022947.306480,911608.000,16528,1,BV,1,100,3.75
1768030277.122659,916608.000,17363,1,BV,1,100,3.75
1768037615.734618,921614.000,18182,1,BV,1,100,3.75
1768044945.550798,926614.000,19011,1,BV,1,100,3.75
1768052284.162757,931620.000,19827,1,BV,1,100,3.74
1768059622.774716,936626.000,20670,1,BV,1,100,3.75
1768066952.590896,941626.000,21489,1,BV,1,100,3.74
1768074280.941112,946625.000,22304,1,BV,1,100,3.74
1768081619.553071,951631.000,23120,1,BV,1,100,3.74
1768088949.369251,956631.000,23949,1,BV,1,100,3.74
1768096277.719467,961630.000,24766,1,BV,1,100,3.74
1768103616.331426,966636.000,25587,1,BV,1,100,3.74
1768110954.943385,971642.000,26396,1,BV,1,100,3.74
1768118295.021307,976649.000,27231,1,BV,1,100,3.74
1768125623.371523,981648.000,28051,1,BV,1,100,3.74
1768132953.187703,986648.000,28875,1,BV,1,100,3.74
1768140310.857184,991667.000,29709,1,BV,1,100,3.74
1768147649.469143,996673.000,30558,1,BV,1,100,3.73
1768154979.285322,1001673.000,31398,1,BV,1,100,3.74
1768162307.635539,1006672.000,32232,1,BV,1,100,3.73
1768169646.247498,1011678.000,33072,1,BV,1,100,3.74
1768176976.063677,1016678.000,33935,1,BV,1,100,3.73
1768184304.413894,1021677.000,34771,1,BV,1,100,3.73
1768191653.287595,1026690.000,35609,1,BV,1,100,3.73
1768198991.899554,1031696.000,36447,1,BV,1,100,3.73
1768206321.715734,1036696.000,37304,1,BV,1,100,3.73
1768213650.065950,1041695.000,38133,1,BV,1,100,3.73
1768220979.882130,1046695.000,38972,1,BV,1,100,3.73
1768228328.755831,1051708.000,39810,1,BV,1,100,3.73
1768235667.367790,1056714.000,40663,1,BV,1,100,3.73
1768242995.718007,1061713.000,41498,1,BV,1,100,3.73
1768250335.795929,1066720.000,42337,1,BV,1,100,3.72
1768257664.146145,1071719.000,43181,1,BV,1,100,3.72
1768264993.962325,1076719.000,44012,1,BV,1,100,3.73
1768272322.312541,1081718.000,44877,1,BV,1,100,3.73
1768279652.128721,1086718.000,45712,1,BV,1,100,3.72
1768286980.478937,1091717.000,46546,1,BV,1,100,3.73
1768294310.295117,1096717.000,47374,1,BV,1,100,3.72
1768301638.645333,1101716.000,48202,1,BV,1,100,3.72
1768308968.461512,1106716.000,49057,1,BV,1,100,3.72
1768316315.869251,1111728.000,49878,1,BV,1,100,3.72
1768323655.947173,1116735.000,50705,1,BV,1,100,3.72
1768330984.297389,1121734.000,51548,1,BV,1,100,3.72
1768338333.171091,1126747.000,52399,1,BV,1,100,3.72
1768345661.521307,1131746.000,53237,1,BV,1,100,3.72
1768352991.337487,1136746.000,54072,1,BV,1,100,3.72
1768360340.211189,1141759.000,54928,1,BV,1,100,3.72
1768367668.561405,1146758.000,55764,1,BV,1,100,3.72
1768374998.377584,1151758.000,56594,1,BV,1,100,3.72
1768382336.989543,1156764.000,57427,1,BV,1,100,3.72
1768389675.601502,1161770.000,58260,1,BV,1,100,3.72
1768397005.417682,1166770.000,59113,1,BV,1,100,3.72
1768404363.087163,1171789.000,59948,1,BV,1,100,3.72
1768411701.699122,1176795.000,60772,1,BV,1,100,3.72
1768419031.515301,1181795.000,61598,1,BV,1,100,3.71
1768426359.865518,1186794.000,62441,1,BV,1,100,3.71
1768433708.739219,1191807.000,63265,1,BV,1,100,3.71
1768441038.555399,1196807.000,64084,1,BV,1,100,3.72
1768448385.963137,1201819.000,64911,1,BV,1,100,3.71
1768455734.836839,1206832.000,220,1,BV,1,100,3.72
1768463083.710541,1211845.000,1059,1,BV,1,100,3.71
1768470432.584242,1216858.000,1881,1,BV,1,100,3.71
1768477781.457944,1221871.000,2733,1,BV,1,100,3.71
1768485109.808160,1226870.000,3560,1,BV,1,100,3.71
1768492468.943605,1231890.000,4388,1,BV,1,100,3.71
1768499797.293821,1236889.000,5214,1,BV,1,100,3.71
1768507127.110001,1241889.000,6044,1,BV,1,100,3.71
1768514455.460217,1246888.000,6899,1,BV,1,100,3.71
1768521804.333919,1251901.000,7731,1,BV,1,100,3.71
1768529142.945878,1256907.000,8562,1,BV,1,100,3.70
1768536472.762057,1261907.000,9409,1,BV,1,100,3.70
1768543801.112273,1266906.000,10244,1,BV,1,100,3.71
1768551149.985975,1271919.000,11064,1,BV,1,100,3.71
1768558488.597934,1276925.000,11879,1,BV,1,100,3.70
1768565818.414114,1281925.000,12698,1,BV,1,100,3.70
1768573146.764330,1286924.000,13547,1,BV,1,100,3.71
1768580486.842252,1291931.000,14371,1,BV,1,100,3.70
1768587825.454211,1296937.000,15189,1,BV,1,100,3.70
1768595153.804427,1301936.000,16007,1,BV,1,100,3.70
