LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1766863766.072826,26570.000,2381,1,SF,1,100,18.6067
1766863766.339990,26837.000,2434,1,SF,1,100,18.3914
1766863766.673195,27170.000,2484,1,SF,1,100,20.2609
1766863767.073442,27570.000,2551,1,SF,1,100,20.0265
1766863767.340606,27837.000,2600,1,SF,1,100,19.7949
1766863767.673811,28170.000,2648,1,SF,1,100,19.5659
1766863768.074058,28570.000,2717,1,SF,1,100,19.3396
1766863768.407263,28903.000,2767,1,SF,1,100,19.1158
1766863768.674427,29170.000,2815,1,SF,1,100,18.8947
1766863769.007632,29503.000,2864,1,SF,1,100,18.6761
1766863769.407879,29903.000,2931,1,SF,1,100,18.4601
1766863769.675043,30170.000,2981,1,SF,1,100,18.2465
1766863770.008248,30503.000,3030,1,SF,1,100,18.0355
1766863770.342454,30837.000,3080,1,SF,1,100,17.8268
1766863770.741700,31236.000,3147,1,SF,1,100,17.6206
1766863771.008864,31503.000,3198,1,SF,1,100,17.4168
1766863771.342069,31836.000,3246,1,SF,1,100,17.2153
1766863771.742316,32236.000,3311,1,SF,1,100,17.0161
1766863772.009480,32503.000,3362,1,SF,1,100,16.8193
1766863772.342685,32836.000,3411,1,SF,1,100,16.6247
1766863772.676891,33170.000,3463,1,SF,1,100,16.4324
1766863773.077137,33570.000,3533,1,SF,1,100,16.2423
1766863773.343301,33836.000,3581,1,SF,1,100,16.0544
1766863773.677507,34170.000,3630,1,SF,1,100,15.8687
1766863774.076752,34569.000,3695,1,SF,1,100,15.6851
1766863774.343917,34836.000,3745,1,SF,1,100,15.5037
1766863774.677122,35169.000,3794,1,SF,1,100,15.3243
1766863775.011328,35503.000,3842,1,SF,1,100,15.1471
1766863775.411574,35903.000,3909,1,SF,1,100,14.9718
1766863775.677738,36169.000,3960,1,SF,1,100,14.7986
1766863776.011944,36503.000,4010,1,SF,1,100,14.6275
1766863776.412190,36903.000,4075,1,SF,1,100,14.4582
1766863776.745395,37236.000,4124,1,SF,1,100,14.2910
1766863777.012560,37503.000,4174,1,SF,1,100,14.1257
1766863777.345765,37836.000,4225,1,SF,1,100,13.9623
1766863777.746011,38236.000,4290,1,SF,1,100,13.8007
1766863778.012175,38502.000,4345,1,SF,1,100,13.6411
1766863778.346381,38836.000,4395,1,SF,1,100,13.4833
1766863778.746627,39236.000,4460,1,SF,1,100,13.3273
1766863779.079832,39569.000,4509,1,SF,1,100,13.1732
1766863779.346997,39836.000,4558,1,SF,1,100,13.0208
1766863779.680202,40169.000,4606,1,SF,1,100,12.8701
1766863780.080448,40569.000,4671,1,SF,1,100,12.7213
1766863780.347613,40836.000,4722,1,SF,1,100,12.5741
1766863780.680818,41169.000,4770,1,SF,1,100,12.4286
1766863781.014023,41502.000,4821,1,SF,1,100,12.2849
1766863781.414269,41902.000,4886,1,SF,1,100,12.1427
1766863781.681434,42169.000,4936,1,SF,1,100,12.0023
1766863782.014639,42502.000,4985,1,SF,1,100,11.8634
1766863782.414885,42902.000,5050,1,SF,1,100,11.7262
1766863782.682050,43169.000,5098,1,SF,1,100,11.5906
1766863783.015255,43502.000,5148,1,SF,1,100,11.4565
1766863783.348460,43835.000,5204,1,SF,1,100,11.3239
1766863783.748706,44235.000,5269,1,SF,1,100,11.1929
1766863784.015871,44502.000,5318,1,SF,1,100,11.0635
1766863784.349076,44835.000,5368,1,SF,1,100,13.0177
1766863784.749322,45235.000,5435,1,SF,1,100,12.8671
1766863785.016487,45502.000,5486,1,SF,1,100,12.7183
1766863785.349692,45835.000,5536,1,SF,1,100,12.5712
1766863785.682897,46168.000,5585,1,SF,1,100,12.4257
1766863786.083143,46568.000,5654,1,SF,1,100,12.2820
1766863786.350308,46835.000,5704,1,SF,1,100,12.1399
1766863786.683513,47168.000,5755,1,SF,1,100,11.9995
1766863787.083759,47568.000,5820,1,SF,1,100,11.8607
1766863787.417965,47902.000,5868,1,SF,1,100,11.7235
1766863787.684129,48168.000,5919,1,SF,1,100,11.5879
1766863788.017334,48501.000,5969,1,SF,1,100,11.4538
1766863788.351539,48835.000,6021,1,SF,1,100,11.3213
1766863788.684745,49168.000,6072,1,SF,1,100,11.1903
1766863789.084991,49568.000,6137,1,SF,1,100,11.0609
1766863789.352155,49835.000,6187,1,SF,1,100,10.9329
1766863789.685360,50168.000,6238,1,SF,1,100,10.8065
1766863790.018566,50501.000,6286,1,SF,1,100,10.6815
1766863790.418812,50901.000,6351,1,SF,1,100,10.5579
1766863790.685977,51168.000,6402,1,SF,1,100,10.4358
1766863791.019181,51501.000,6452,1,SF,1,100,10.3150
1766863791.419428,51901.000,6518,1,SF,1,100,10.1957
1766863791.752633,52234.000,6568,1,SF,1,100,10.0778
1766863792.019798,52501.000,6618,1,SF,1,100,12.0434
1766863792.353003,52834.000,6669,1,SF,1,100,11.9041
1766863792.753249,53234.000,6734,1,SF,1,100,11.7664
1766863793.020413,53501.000,6784,1,SF,1,100,11.6303
1766863793.353619,53834.000,6833,1,SF,1,100,11.4958
1766863793.687824,54168.000,6883,1,SF,1,100,11.3628
1766863794.021029,54501.000,6933,1,SF,1,100,11.2313
1766863794.355235,54835.000,6982,1,SF,1,100,11.1014
1766863794.687440,55167.000,7032,1,SF,1,100,10.9730
1766863795.087686,55567.000,7099,1,SF,1,100,10.8460
1766863795.421892,55901.000,7150,1,SF,1,100,12.8028
1766863795.688056,56167.000,7202,1,SF,1,100,12.6547
1766863796.022261,56501.000,7253,1,SF,1,100,12.5083
1766863796.422508,56901.000,7318,1,SF,1,100,12.3636
1766863796.688671,57167.000,7368,1,SF,1,100,12.2206
1766863797.028881,57507.000,7417,1,SF,1,100,12.0792
1766863797.429127,57907.000,7487,1,SF,1,100,14.0218
1766863797.696292,58174.000,7536,1,SF,1,100,13.8596
1766863798.029497,58507.000,7585,1,SF,1,100,13.6992
1766863798.362702,58840.000,7633,1,SF,1,100,13.5408
1766863798.762948,59240.000,7698,1,SF,1,100,13.3841
1766863799.030113,59507.000,7749,1,SF,1,100,13.2293
1766863799.363318,59840.000,7801,1,SF,1,100,15.1585
1766863799.763564,60240.000,7868,1,SF,1,100,17.0654
1766863800.030729,60507.000,7919,1,SF,1,100,16.8680
1766863800.363934,60840.000,7968,1,SF,1,100,16.6729
1766863800.697139,61173.000,8020,1,SF,1,100,16.4800
1766863801.097385,61573.000,8087,1,SF,1,100,16.2893
1766863801.364550,61840.000,8137,1,SF,1,100,16.1009
1766863801.699756,62175.000,8186,1,SF,1,100,15.9147
1766863802.098001,62573.000,8253,1,SF,1,100,17.8128
1766863802.365166,62840.000,8303,1,SF,1,100,17.6067
1766863802.698371,63173.000,8352,1,SF,1,100,17.4031
1766863803.032577,63507.000,8400,1,SF,1,100,17.2017
1766863803.432823,63907.000,8469,1,SF,1,100,17.0028
1766863803.698987,64173.000,8520,1,SF,1,100,16.8061
1766863804.032192,64506.000,8570,1,SF,1,100,18.6939
1766863804.432438,64906.000,8635,1,SF,1,100,18.4776
1766863804.699603,65173.000,8684,1,SF,1,100,18.2639
1766863805.032808,65506.000,8735,1,SF,1,100,20.1349
1766863805.433054,65906.000,8800,1,SF,1,100,19.9019
1766863805.767260,66240.000,8856,1,SF,1,100,21.7540
1766863806.033424,66506.000,8904,1,SF,1,100,21.5023
1766863806.367629,66840.000,8953,1,SF,1,100,21.2536
1766863806.767876,67240.000,9020,1,SF,1,100,23.0900
1766863807.034039,67506.000,9072,1,SF,1,100,22.8229
1766863807.367245,67839.000,9121,1,SF,1,100,22.5588
1766863807.767491,68239.000,9190,1,SF,1,100,24.3801
1766863808.101697,68573.000,9240,1,SF,1,100,26.1804
1766863808.367861,68839.000,9291,1,SF,1,100,25.8775
1766863808.702066,69173.000,9339,1,SF,1,100,25.5781
1766863809.102313,69573.000,9404,1,SF,1,100,25.2823
1766863809.368477,69839.000,9453,1,SF,1,100,24.9898
1766863809.702682,70173.000,9502,1,SF,1,100,24.7007
1766863810.035887,70506.000,9554,1,SF,1,100,26.4972
1766863810.436134,70906.000,9619,1,SF,1,100,26.1907
1766863810.702298,71172.000,9667,1,SF,1,100,25.8877
1766863811.036503,71506.000,9718,1,SF,1,100,25.5883
1766863811.436750,71906.000,9783,1,SF,1,100,25.2922
1766863811.702914,72172.000,9833,1,SF,1,100,24.9997
1766863812.037119,72506.000,9884,1,SF,1,100,26.7927
1766863812.370324,72839.000,9934,1,SF,1,100,28.5650
1766863812.770571,73239.000,9999,1,SF,1,100,28.2346
1766863813.037735,73506.000,10050,1,SF,1,100,27.9080
1766863813.370940,73839.000,10098,1,SF,1,100,27.5851
1766863813.771187,74239.000,10163,1,SF,1,100,27.2660
1766863814.037350,74505.000,10212,1,SF,1,100,26.9506
1766863814.371556,74839.000,10262,1,SF,1,100,26.6388
1766863814.711766,75179.000,10313,1,SF,1,100,26.3307
1766863815.044971,75512.000,10361,1,SF,1,100,26.0261
1766863815.445217,75912.000,10426,1,SF,1,100,25.7250
1766863815.712382,76179.000,10477,1,SF,1,100,25.4274
1766863816.045587,76512.000,10527,1,SF,1,100,25.1333
1766863816.445833,76912.000,10592,1,SF,1,100,24.8425
1766863816.712997,77179.000,10641,1,SF,1,100,24.5552
1766863817.046203,77512.000,10690,1,SF,1,100,24.2711
1766863817.379408,77845.000,10740,1,SF,1,100,23.9903
1766863817.779654,78245.000,10807,1,SF,1,100,23.7128
1766863818.046818,78512.000,10857,1,SF,1,100,25.5208
1766863818.380024,78845.000,10908,1,SF,1,100,27.3078
1766863818.780270,79245.000,10973,1,SF,1,100,26.9919
1766863819.047435,79512.000,11023,1,SF,1,100,26.6796
1766863819.381640,79846.000,11074,1,SF,1,100,26.3710
1766863819.787890,80252.000,11139,1,SF,1,100,26.0659
1766863820.121095,80585.000,11187,1,SF,1,100,25.7644
1766863820.388260,80852.000,11238,1,SF,1,100,25.4664
1766863820.721465,81185.000,11290,1,SF,1,100,27.2540
1766863821.121711,81585.000,11357,1,SF,1,100,26.9387
1766863821.387875,81851.000,11408,1,SF,1,100,28.7094
