LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1766633906.547684,44417.000,5156,1,T1,1,100,22.051
1766633906.681673,44551.000,5173,1,T1,1,100,22.022
1766633906.814662,44684.000,5189,1,T1,1,100,22.045
1766633906.947651,44817.000,5221,1,T1,1,100,22.055
1766633907.081640,44951.000,5238,1,T1,1,100,22.166
1766633907.214630,45084.000,5255,1,T1,1,100,22.143
1766633907.347619,45217.000,5286,1,T1,1,100,22.168
1766633907.481608,45351.000,5303,1,T1,1,100,22.108
1766633907.614598,45484.000,5320,1,T1,1,100,22.224
1766633907.747587,45617.000,5351,1,T1,1,100,22.310
1766633907.880576,45750.000,5369,1,T1,1,100,22.347
1766633908.014565,45884.000,5385,1,T1,1,100,22.221
1766633908.147554,46017.000,5402,1,T1,1,100,22.237
1766633908.280544,46150.000,5434,1,T1,1,100,22.245
1766633908.414533,46284.000,5450,1,T1,1,100,22.319
1766633908.547522,46417.000,5468,1,T1,1,100,22.315
1766633908.680511,46550.000,5499,1,T1,1,100,22.349
1766633908.814500,46684.000,5515,1,T1,1,100,22.435
1766633908.947490,46817.000,5535,1,T1,1,100,22.330
1766633909.080479,46950.000,5566,1,T1,1,100,22.426
1766633909.214468,47084.000,5583,1,T1,1,100,22.362
1766633909.347457,47217.000,5600,1,T1,1,100,22.298
1766633909.480447,47350.000,5632,1,T1,1,100,22.413
1766633909.614436,47484.000,5648,1,T1,1,100,22.462
1766633909.747425,47617.000,5665,1,T1,1,100,22.377
1766633909.880414,47750.000,5697,1,T1,1,100,22.482
1766633910.014403,47884.000,5713,1,T1,1,100,22.492
1766633910.147393,48017.000,5730,1,T1,1,100,22.497
1766633910.280382,48150.000,5747,1,T1,1,100,22.499
1766633910.414371,48284.000,5778,1,T1,1,100,22.570
1766633910.547360,48417.000,5796,1,T1,1,100,22.460
1766633910.680350,48550.000,5812,1,T1,1,100,22.482
1766633910.813339,48683.000,5844,1,T1,1,100,22.528
1766633910.947328,48817.000,5861,1,T1,1,100,22.406
1766633911.080317,48950.000,5877,1,T1,1,100,22.530
1766633911.214306,49084.000,5909,1,T1,1,100,22.619
1766633911.347296,49217.000,5926,1,T1,1,100,22.552
1766633911.480285,49350.000,5942,1,T1,1,100,22.522
1766633911.614274,49484.000,5974,1,T1,1,100,22.510
1766633911.747263,49617.000,5996,1,T1,1,100,22.575
1766633911.880253,49750.000,6013,1,T1,1,100,22.568
1766633912.013242,49883.000,6044,1,T1,1,100,22.671
1766633912.147231,50017.000,6061,1,T1,1,100,22.574
1766633912.280220,50150.000,6078,1,T1,1,100,22.497
1766633912.413209,50283.000,6109,1,T1,1,100,22.605
1766633912.547199,50417.000,6127,1,T1,1,100,22.652
1766633912.680188,50550.000,6143,1,T1,1,100,22.743
1766633912.813177,50683.000,6160,1,T1,1,100,22.818
1766633912.947166,50817.000,6192,1,T1,1,100,22.673
1766633913.080155,50950.000,6208,1,T1,1,100,22.539
1766633913.213145,51083.000,6225,1,T1,1,100,22.694
1766633913.347134,51217.000,6257,1,T1,1,100,22.655
1766633913.480123,51350.000,6273,1,T1,1,100,22.638
1766633913.613112,51483.000,6291,1,T1,1,100,22.666
1766633913.747102,51617.000,6322,1,T1,1,100,22.678
1766633913.880091,51750.000,6339,1,T1,1,100,22.683
1766633914.013080,51883.000,6358,1,T1,1,100,22.792
1766633914.146069,52016.000,6390,1,T1,1,100,22.804
1766633914.280058,52150.000,6406,1,T1,1,100,22.702
1766633914.413048,52283.000,6423,1,T1,1,100,22.588
1766633914.546037,52416.000,6455,1,T1,1,100,22.751
1766633914.680026,52550.000,6471,1,T1,1,100,22.786
1766633914.813015,52683.000,6488,1,T1,1,100,22.659
1766633914.946005,52816.000,6520,1,T1,1,100,22.711
1766633915.079994,52950.000,6536,1,T1,1,100,22.662
1766633915.212983,53083.000,6554,1,T1,1,100,22.641
1766633915.345972,53216.000,6570,1,T1,1,100,22.703
1766633915.479961,53350.000,6602,1,T1,1,100,22.730
1766633915.612951,53483.000,6619,1,T1,1,100,22.741
1766633915.745940,53616.000,6635,1,T1,1,100,22.817
1766633915.879929,53750.000,6667,1,T1,1,100,22.673
1766633916.012918,53883.000,6684,1,T1,1,100,22.575
1766633916.145908,54016.000,6700,1,T1,1,100,22.639
1766633916.279897,54150.000,6732,1,T1,1,100,22.666
1766633916.412886,54283.000,6751,1,T1,1,100,22.714
1766633916.545875,54416.000,6768,1,T1,1,100,22.770
1766633916.678864,54549.000,6799,1,T1,1,100,22.688
