LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1766774955.212188,60296.000,7839,1,TL,1,100,2025-12-26_10-49-39-475606
1766774984.531453,60316.000,7842,1,TL,1,100,2025-12-26_10-49-44-521953
