LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1766863948.914375,209299,32358,1,SR,1,100,0.400000
1766863949.447703,209832,32408,1,SR,1,100,0.200000
1766863949.781909,210166,32445,1,SR,1,100,0.066667
1766863950.389283,210773,32561,1,SR,1,100,0.133333
1766863950.654446,211038,32681,1,SR,1,100,0.600000
1766863951.522981,211906,32734,1,SR,1,100,0.066667
1766863952.255432,212638,32851,1,SR,1,100,0.066667
1766863952.455555,212838,32920,1,SR,1,100,0.200000
1766863952.789760,213172,32953,1,SR,1,100,0.066667
1766863953.789376,214171,33305,1,SR,1,100,1.200000
1766863955.258280,215639,33360,1,SR,1,100,0.066667
1766863956.264899,216645,33544,1,SR,1,100,0.266667
1766863957.864884,218244,33843,1,SR,1,100,0.400000
1766863958.399213,218778,34011,1,SR,1,100,0.933333
1766863959.466871,219845,34044,1,SR,1,100,0.066667
1766863960.200322,220578,34165,1,SR,1,100,0.066667
1766863960.400445,220778,34216,1,SR,1,100,0.133333
1766863960.667610,221045,34286,1,SR,1,100,0.266667
1766863961.467102,221844,34404,1,SR,1,100,0.200000
1766863962.201554,222578,34521,1,SR,1,100,0.200000
1766863967.470798,227844,35383,1,SR,1,100,0.200000
1766863968.744581,229117,35614,1,SR,1,100,0.333333
1766863972.146676,232517,36123,1,SR,1,100,0.066667
1766863973.820706,234190,36402,1,SR,1,100,0.066667
1766863974.153911,234523,36519,1,SR,1,100,0.533333
1766863974.820322,235189,36554,1,SR,1,100,0.066667
1766863975.020445,235389,36621,1,SR,1,100,0.200000
1766863975.621815,235990,36689,1,SR,1,100,0.066667
1766863976.088102,236456,36774,1,SR,1,100,0.066667
1766863976.288225,236656,36825,1,SR,1,100,0.200000
1766863977.155759,237523,36942,1,SR,1,100,0.066667
1766863977.355882,237723,37025,1,SR,1,100,0.333333
1766863977.822169,238189,37060,1,SR,1,100,0.066667
1766863978.695707,239062,37209,1,SR,1,100,0.133333
1766863979.095953,239462,37294,1,SR,1,100,0.266667
1766863979.497200,239863,37375,1,SR,1,100,0.400000
1766863980.703943,241069,37525,1,SR,1,100,0.066667
1766863992.577252,252935,39609,1,SR,1,100,1.066667
1766863994.577483,254934,39773,1,SR,1,100,0.133333
1766863994.844648,255201,40122,1,SR,1,100,2.000000
1766863997.125051,257480,40190,1,SR,1,100,0.066667
1766863997.325175,257680,40469,1,SR,1,100,1.600000
1766864003.262830,263614,41193,1,SR,1,100,0.133333
1766864003.528993,263880,41373,1,SR,1,100,1.066667
1766864004.729733,265080,41426,1,SR,1,100,0.133333
1766864004.996897,265347,41476,1,SR,1,100,0.133333
1766864005.263061,265613,41510,1,SR,1,100,0.066667
1766864005.597266,265947,41577,1,SR,1,100,0.133333
1766864006.931087,267280,41827,1,SR,1,100,0.333333
1766864008.397990,268746,42042,1,SR,1,100,0.266667
1766864008.798237,269146,42092,1,SR,1,100,0.133333
1766864017.203411,277546,43500,1,SR,1,100,0.333333
1766864017.803780,278146,43666,1,SR,1,100,0.733333
1766864020.938710,281279,44080,1,SR,1,100,0.133333
1766864021.337956,281678,44131,1,SR,1,100,0.066667
1766864021.672162,282012,44182,1,SR,1,100,0.066667
1766864024.406845,284745,44625,1,SR,1,100,0.066667
1766864024.740050,285078,44757,1,SR,1,100,0.533333
1766864025.540543,285878,44840,1,SR,1,100,0.200000
1766864026.273994,286611,44926,1,SR,1,100,0.066667
1766864026.741282,287078,45058,1,SR,1,100,0.333333
1766864027.341651,287678,45338,1,SR,1,100,1.533333
1766864031.284078,291618,45914,1,SR,1,100,1.066667
1766864034.752213,295084,46324,1,SR,1,100,0.200000
1766864035.352582,295684,46439,1,SR,1,100,0.266667
1766864037.092654,297423,46722,1,SR,1,100,0.333333
1766864037.693023,298023,47083,1,SR,1,100,1.933333
1766864041.628446,301956,47627,1,SR,1,100,1.400000
1766864046.765608,307090,48480,1,SR,1,100,1.466667
1766864052.501138,312822,49382,1,SR,1,100,1.333333
1766864054.902617,315222,49762,1,SR,1,100,1.333333
1766864059.837655,320154,50566,1,SR,1,100,1.333333
1766864065.307021,325620,51517,1,SR,1,100,1.733333
1766864070.377142,330687,52238,1,SR,1,100,1.133333
1766864075.113057,335420,52926,1,SR,1,100,0.666667
1766864075.912549,336219,52964,1,SR,1,100,0.133333
1766864076.180715,336487,52999,1,SR,1,100,0.066667
1766864077.181330,337487,53443,1,SR,1,100,1.800000
1766864080.715506,341019,53905,1,SR,1,100,1.066667
1766864082.849820,343152,54086,1,SR,1,100,0.066667
1766864085.118216,345419,54646,1,SR,1,100,1.266667
1766864087.185489,347485,54810,1,SR,1,100,0.200000
1766864090.187336,350485,55384,1,SR,1,100,0.733333
1766864091.053870,351351,55421,1,SR,1,100,0.066667
1766864091.253993,351551,55438,1,SR,1,100,0.066667
1766864094.996297,355291,56094,1,SR,1,100,0.333333
1766864097.610906,357904,56541,1,SR,1,100,0.466667
1766864101.286168,361577,57089,1,SR,1,100,0.133333
1766864101.952579,362243,57192,1,SR,1,100,0.133333
1766864104.821344,365110,57688,1,SR,1,100,0.333333
1766864109.504227,369790,58432,1,SR,1,100,0.133333
1766864109.904474,370190,58518,1,SR,1,100,0.266667
1766864117.721285,378002,59779,1,SR,1,100,0.200000
1766864118.188573,378469,59846,1,SR,1,100,0.200000
1766864123.530861,383808,60708,1,SR,1,100,0.133333
1766864129.400474,389674,61661,1,SR,1,100,0.066667
1766864130.000844,390274,61860,1,SR,1,100,0.600000
1766864131.867993,392140,62078,1,SR,1,100,0.133333
1766864142.827739,403093,63871,1,SR,1,100,0.066667
1766864143.027863,403293,63890,1,SR,1,100,0.066667
1766864143.495150,403760,63974,1,SR,1,100,0.066667
1766864143.896397,404161,64041,1,SR,1,100,0.066667
1766864145.835591,406099,64375,1,SR,1,100,0.133333
1766864150.038178,410299,65051,1,SR,1,100,0.133333
1766864151.037793,411298,65233,1,SR,1,100,0.266667
1766864152.906944,413166,65531,1,SR,1,100,0.200000
1766864155.041258,415299,359,1,SR,1,100,0.266667
1766864159.375926,419631,1059,1,SR,1,100,0.200000
1766864160.776788,421031,1278,1,SR,1,100,0.200000
1766864163.444430,423697,1696,1,SR,1,100,0.066667
1766864164.712211,424964,1912,1,SR,1,100,0.066667
1766864164.912334,425164,1948,1,SR,1,100,0.133333
1766864166.379237,426630,2248,1,SR,1,100,0.400000
1766864167.312812,427563,2366,1,SR,1,100,0.266667
1766864171.316276,431564,2998,1,SR,1,100,0.066667
1766864171.516399,431764,3034,1,SR,1,100,0.066667
1766864171.716522,431964,3087,1,SR,1,100,0.133333
1766864174.723373,434969,3587,1,SR,1,100,0.200000
1766864178.993001,439236,4256,1,SR,1,100,0.066667
1766864179.193125,439436,4308,1,SR,1,100,0.200000
1766864180.466909,440709,4523,1,SR,1,100,0.200000
1766864180.801114,441043,4573,1,SR,1,100,0.133333
1766864187.270096,447508,5622,1,SR,1,100,0.066667
1766864188.204672,448442,5773,1,SR,1,100,0.066667
1766864189.604533,449841,6008,1,SR,1,100,0.133333
1766864190.405026,450641,6145,1,SR,1,100,0.133333
1766864191.540725,451776,6350,1,SR,1,100,0.200000
1766864192.673422,452908,6533,1,SR,1,100,0.133333
1766864196.542804,456775,7166,1,SR,1,100,0.200000
1766864200.817436,461047,7843,1,SR,1,100,0.066667
1766864207.887788,468113,9018,1,SR,1,100,0.200000
1766864212.896871,473119,9807,1,SR,1,100,0.133333
1766864215.104230,475325,10151,1,SR,1,100,0.066667
1766864291.097008,551271,22567,1,SR,1,100,0.066667
1766864291.297131,551471,22605,1,SR,1,100,0.066667
1766864291.497254,551671,22658,1,SR,1,100,0.200000
1766864293.498486,553671,22990,1,SR,1,100,0.200000
1766864296.966621,557137,23541,1,SR,1,100,0.066667
1766864303.390575,563557,24586,1,SR,1,100,0.066667
1766864305.590930,565756,24953,1,SR,1,100,0.133333
1766864307.459080,567623,25273,1,SR,1,100,0.200000
1766864310.127722,570290,25688,1,SR,1,100,0.066667
1766864312.262036,572423,26053,1,SR,1,100,0.200000
1766864314.129185,574289,26368,1,SR,1,100,0.200000
1766864322.820535,582975,27756,1,SR,1,100,0.066667
1766864323.020658,583175,27790,1,SR,1,100,0.066667
1766864323.220782,583375,27827,1,SR,1,100,0.066667
1766864325.228017,585381,28139,1,SR,1,100,0.066667
1766864326.495798,586648,28374,1,SR,1,100,0.200000
1766864342.723787,602866,31010,1,SR,1,100,0.133333
1766864344.190690,604332,31245,1,SR,1,100,0.066667
1766864345.598557,605739,31478,1,SR,1,100,0.133333
1766864348.540367,608679,31962,1,SR,1,100,0.066667
1766864349.074696,609213,32065,1,SR,1,100,0.133333
1766864356.144048,616278,33246,1,SR,1,100,0.333333
1766864356.877499,617011,33332,1,SR,1,100,0.133333
1766864366.696543,626824,34932,1,SR,1,100,0.133333
1766864369.030980,629157,35311,1,SR,1,100,0.133333
1766864371.898746,632023,35762,1,SR,1,100,0.066667
1766864372.098869,632223,35829,1,SR,1,100,0.200000
1766864375.647053,635769,36374,1,SR,1,100,0.066667
1766864375.847176,635969,36443,1,SR,1,100,0.266667
1766864380.049763,640169,37092,1,SR,1,100,0.066667
1766864380.382968,640502,37159,1,SR,1,100,0.066667
1766864389.321470,649435,38618,1,SR,1,100,0.066667
1766864398.606186,658714,40146,1,SR,1,100,0.266667
1766864401.675075,661781,40610,1,SR,1,100,0.066667
1766864402.141362,662247,40695,1,SR,1,100,0.066667
1766864403.875429,663980,40980,1,SR,1,100,0.066667
1766864404.209635,664314,41047,1,SR,1,100,0.133333
1766864406.409989,666513,41402,1,SR,1,100,0.066667
1766864406.744195,666847,41472,1,SR,1,100,0.133333
1766864413.480341,673579,42558,1,SR,1,100,0.066667
1766864428.174387,688264,44972,1,SR,1,100,0.200000
1766864439.780531,699863,46839,1,SR,1,100,0.066667
1766864451.119511,711195,48690,1,SR,1,100,0.133333
1766864451.719880,711795,48792,1,SR,1,100,0.133333
1766864466.327872,726394,51161,1,SR,1,100,0.066667
1766864467.128365,727194,51296,1,SR,1,100,0.133333
1766864469.128596,729193,51611,1,SR,1,100,0.066667
1766864482.209648,742266,53750,1,SR,1,100,0.133333
1766864483.543469,743599,53952,1,SR,1,100,0.066667
1766864494.027923,754077,55654,1,SR,1,100,0.066667
1766864495.228662,755277,55852,1,SR,1,100,0.066667
1766864503.239594,763283,57154,1,SR,1,100,0.133333
1766864516.119522,776155,59247,1,SR,1,100,0.066667
1766864519.468583,779502,59848,1,SR,1,100,0.400000
1766864529.813951,789841,61468,1,SR,1,100,0.066667
1766864552.111677,812125,65109,1,SR,1,100,0.066667
1766864553.446499,813459,65323,1,SR,1,100,0.066667
1766864555.587817,815599,138,1,SR,1,100,0.066667
1766864574.403399,834403,3226,1,SR,1,100,0.266667
1766864579.745687,839742,4057,1,SR,1,100,0.066667
1766864596.227833,856214,6753,1,SR,1,100,0.133333
1766864596.494997,856481,6804,1,SR,1,100,0.133333
1766864606.774325,866754,8469,1,SR,1,100,0.066667
1766864607.240612,867220,8553,1,SR,1,100,0.066667
1766864607.706899,867686,8622,1,SR,1,100,0.066667
1766864612.843060,872819,9461,1,SR,1,100,0.133333
1766864613.110225,873086,9497,1,SR,1,100,0.066667
1766864615.044415,875019,9813,1,SR,1,100,0.066667
1766864618.712674,878685,10425,1,SR,1,100,0.133333
1766864622.128776,882099,10975,1,SR,1,100,0.066667
1766864623.528638,883498,11204,1,SR,1,100,0.133333
1766864625.062582,885031,11454,1,SR,1,100,0.133333
1766864626.263321,886231,11651,1,SR,1,100,0.133333
1766864629.745465,889711,12230,1,SR,1,100,0.133333
1766864631.479532,891444,12497,1,SR,1,100,0.066667
1766864640.090833,900050,13933,1,SR,1,100,0.266667
1766864642.825516,902783,14349,1,SR,1,100,0.066667
1766864644.093297,904050,14549,1,SR,1,100,0.066667
1766864651.169653,911122,15703,1,SR,1,100,0.066667
1766864660.727536,920674,17258,1,SR,1,100,0.133333
1766864670.266408,930207,18805,1,SR,1,100,0.133333
1766864680.004402,939939,20394,1,SR,1,100,0.133333
1766864684.346075,944278,21107,1,SR,1,100,0.200000
1766864689.482236,949411,21937,1,SR,1,100,0.133333
1766864692.290965,952218,22401,1,SR,1,100,0.200000
1766864709.126328,969043,25107,1,SR,1,100,0.066667
1766864718.283965,978195,26611,1,SR,1,100,0.066667
1766864728.642342,988547,28313,1,SR,1,100,0.200000
1766864728.976547,988881,28349,1,SR,1,100,0.133333
1766864730.844697,990748,28651,1,SR,1,100,0.066667
1766864737.260647,997160,29693,1,SR,1,100,0.066667
1766864743.277350,1003173,30665,1,SR,1,100,0.066667
1766864830.735185,1090577,44903,1,SR,1,100,0.066667
1766864831.202473,1091044,44986,1,SR,1,100,0.066667
1766864831.535678,1091377,45037,1,SR,1,100,0.066667
1766864870.589718,1130407,51453,1,SR,1,100,0.133333
1766864871.457252,1131274,51600,1,SR,1,100,0.200000
1766864872.057622,1131874,51703,1,SR,1,100,0.133333
1766864872.323786,1132140,51737,1,SR,1,100,0.133333
1766864872.589949,1132406,51789,1,SR,1,100,0.133333
1766864872.857114,1132673,51823,1,SR,1,100,0.133333
1766864873.391443,1133207,51924,1,SR,1,100,0.133333
1766864874.458099,1134273,52089,1,SR,1,100,0.133333
1766864874.725264,1134540,52140,1,SR,1,100,0.200000
1766864875.058469,1134873,52207,1,SR,1,100,0.266667
1766864875.458715,1135273,52274,1,SR,1,100,0.200000
1766864875.926003,1135740,52341,1,SR,1,100,0.133333
1766864876.725495,1136539,52474,1,SR,1,100,0.200000
1766864877.059701,1136873,52527,1,SR,1,100,0.200000
1766864877.926234,1137739,52745,1,SR,1,100,0.600000
1766864878.793768,1138606,52812,1,SR,1,100,0.133333
1766864879.594261,1139406,52946,1,SR,1,100,0.200000
1766864880.060548,1139872,53013,1,SR,1,100,0.066667
1766864880.527836,1140339,53149,1,SR,1,100,0.400000
1766864881.468415,1141279,53251,1,SR,1,100,0.133333
1766864882.014751,1141825,53356,1,SR,1,100,0.200000
1766864882.615120,1142425,53474,1,SR,1,100,0.333333
1766864883.483655,1143293,53591,1,SR,1,100,0.200000
1766864883.815860,1143625,53644,1,SR,1,100,0.133333
1766864884.084025,1143893,53677,1,SR,1,100,0.066667
1766864884.283147,1144092,53715,1,SR,1,100,0.066667
1766864884.483270,1144292,53832,1,SR,1,100,0.533333
1766864886.084256,1145892,54018,1,SR,1,100,0.133333
1766864886.485503,1146293,54103,1,SR,1,100,0.200000
1766864887.090876,1146898,54223,1,SR,1,100,0.333333
1766864887.691245,1147498,54391,1,SR,1,100,0.733333
1766864888.691861,1148498,54441,1,SR,1,100,0.066667
1766864889.159149,1148965,54575,1,SR,1,100,0.333333
1766864889.625436,1149431,54613,1,SR,1,100,0.066667
1766864889.825559,1149631,54680,1,SR,1,100,0.266667
1766864890.359888,1150165,54815,1,SR,1,100,0.600000
1766864891.093339,1150898,54852,1,SR,1,100,0.066667
1766864891.559626,1151364,54968,1,SR,1,100,0.266667
1766864891.959873,1151764,55004,1,SR,1,100,0.066667
1766864892.427160,1152231,55107,1,SR,1,100,0.200000
1766864892.760365,1152564,55159,1,SR,1,100,0.200000
1766864893.094571,1152898,55196,1,SR,1,100,0.066667
1766864893.294694,1153098,55230,1,SR,1,100,0.133333
1766864893.694941,1153498,55319,1,SR,1,100,0.200000
1766864894.295310,1154098,55404,1,SR,1,100,0.066667
1766864894.628515,1154431,55471,1,SR,1,100,0.133333
1766864895.028762,1154831,55524,1,SR,1,100,0.133333
1766864896.563707,1156365,55809,1,SR,1,100,0.266667
1766864897.230117,1157031,55898,1,SR,1,100,0.066667
1766864897.430240,1157231,55934,1,SR,1,100,0.133333
1766864897.697404,1157498,55967,1,SR,1,100,0.066667
1766864898.563938,1158364,56118,1,SR,1,100,0.066667
1766864898.964184,1158764,56320,1,SR,1,100,0.933333
1766864900.298005,1160097,56406,1,SR,1,100,0.066667
1766864900.898375,1160697,56507,1,SR,1,100,0.066667
1766864901.232581,1161031,56574,1,SR,1,100,0.133333
1766864901.838954,1161637,56713,1,SR,1,100,0.400000
1766864902.373283,1162171,56746,1,SR,1,100,0.066667
1766864902.972652,1162770,56849,1,SR,1,100,0.066667
1766864903.439939,1163237,56948,1,SR,1,100,0.266667
1766864904.439555,1164236,57114,1,SR,1,100,0.200000
1766864904.773760,1164570,57166,1,SR,1,100,0.200000
1766864905.307089,1165103,57300,1,SR,1,100,0.466667
1766864905.907458,1165703,57367,1,SR,1,100,0.266667
1766864906.849038,1166644,57488,1,SR,1,100,0.066667
1766864907.181242,1166976,57559,1,SR,1,100,0.133333
1766864907.581489,1167376,57609,1,SR,1,100,0.066667
1766864907.914694,1167709,57695,1,SR,1,100,0.200000
1766864908.515063,1168309,57763,1,SR,1,100,0.066667
1766864908.849269,1168643,57832,1,SR,1,100,0.066667
1766864909.249516,1169043,57901,1,SR,1,100,0.133333
1766864909.649762,1169443,57968,1,SR,1,100,0.133333
1766864910.050008,1169843,58052,1,SR,1,100,0.200000
1766864910.383213,1170176,58119,1,SR,1,100,0.266667
1766864910.917542,1170710,58172,1,SR,1,100,0.066667
1766864911.383829,1171176,58287,1,SR,1,100,0.333333
1766864911.850116,1171642,58342,1,SR,1,100,0.133333
1766864912.118281,1171910,58394,1,SR,1,100,0.200000
1766864912.584568,1172376,58480,1,SR,1,100,0.200000
1766864912.917773,1172709,58514,1,SR,1,100,0.133333
1766864913.318020,1173109,58583,1,SR,1,100,0.066667
1766864913.652225,1173443,58650,1,SR,1,100,0.133333
1766864913.918389,1173709,58686,1,SR,1,100,0.133333
1766864914.458722,1174249,58771,1,SR,1,100,0.066667
1766864914.791927,1174582,58822,1,SR,1,100,0.066667
1766864915.259215,1175049,58906,1,SR,1,100,0.133333
1766864916.059707,1175849,59093,1,SR,1,100,0.400000
1766864916.733122,1176522,59179,1,SR,1,100,0.200000
1766864917.066327,1176855,59212,1,SR,1,100,0.066667
1766864917.266450,1177055,59250,1,SR,1,100,0.066667
1766864917.466573,1177255,59284,1,SR,1,100,0.066667
1766864917.800779,1177589,59339,1,SR,1,100,0.133333
1766864919.074563,1178862,59538,1,SR,1,100,0.066667
1766864919.274687,1179062,59607,1,SR,1,100,0.266667
1766864919.942097,1179729,59724,1,SR,1,100,0.266667
1766864920.342344,1180129,59760,1,SR,1,100,0.066667
1766864920.675549,1180462,59829,1,SR,1,100,0.133333
1766864921.008754,1180795,59896,1,SR,1,100,0.200000
1766864921.341959,1181128,59930,1,SR,1,100,0.133333
1766864922.142452,1181928,60069,1,SR,1,100,0.133333
1766864922.409616,1182195,60104,1,SR,1,100,0.066667
1766864922.742821,1182528,60171,1,SR,1,100,0.133333
1766864923.009986,1182795,60209,1,SR,1,100,0.066667
1766864923.610355,1183395,60343,1,SR,1,100,0.266667
1766864926.479121,1186262,60776,1,SR,1,100,0.066667
1766864927.279614,1187062,60944,1,SR,1,100,0.266667
1766864927.678860,1187461,60980,1,SR,1,100,0.066667
1766864928.279229,1188061,61081,1,SR,1,100,0.066667
1766864928.479352,1188261,61150,1,SR,1,100,0.266667
1766864945.567871,1205339,63930,1,SR,1,100,0.333333
1766864949.103048,1208872,64473,1,SR,1,100,0.066667
1766864951.304403,1211072,64869,1,SR,1,100,0.333333
1766864952.838347,1212605,65219,1,SR,1,100,0.933333
1766864955.973277,1215738,70,1,SR,1,100,0.133333
1766864956.906851,1216671,221,1,SR,1,100,0.133333
1766864957.707344,1217471,404,1,SR,1,100,0.400000
1766864959.308329,1219071,620,1,SR,1,100,0.133333
1766864959.841658,1219604,721,1,SR,1,100,0.266667
1766864962.730436,1222491,1174,1,SR,1,100,0.066667
1766864965.130913,1224890,1591,1,SR,1,100,0.266667
1766864966.934024,1226692,1909,1,SR,1,100,0.400000
1766864968.139766,1227897,2060,1,SR,1,100,0.066667
1766864970.675327,1230431,2554,1,SR,1,100,0.600000
1766864974.076420,1233830,3019,1,SR,1,100,0.066667
1766864974.675789,1234429,3153,1,SR,1,100,0.200000
1766864975.009995,1234763,3237,1,SR,1,100,0.400000
1766864975.810488,1235563,3321,1,SR,1,100,0.133333
1766864977.017230,1236769,3618,1,SR,1,100,0.733333
1766864977.884764,1237636,3818,1,SR,1,100,1.133333
1766864981.425944,1241175,4265,1,SR,1,100,0.266667
1766864983.161012,1242909,4516,1,SR,1,100,0.066667
1766864983.627299,1243375,4601,1,SR,1,100,0.133333
1766864983.894464,1243642,4637,1,SR,1,100,0.133333
1766864986.696188,1246442,5081,1,SR,1,100,0.066667
1766864987.029393,1246775,5184,1,SR,1,100,0.333333
1766864991.911398,1251654,6037,1,SR,1,100,0.666667
1766864994.180795,1253922,6388,1,SR,1,100,0.600000
1766864996.647314,1256387,6753,1,SR,1,100,0.333333
1766864997.447806,1257187,6875,1,SR,1,100,0.266667
1766864998.115217,1257854,6974,1,SR,1,100,0.200000
1766865001.456274,1261193,7500,1,SR,1,100,0.066667
1766865002.537940,1262274,7670,1,SR,1,100,0.066667
1766865006.946654,1266680,8476,1,SR,1,100,0.600000
1766865010.481830,1270213,8955,1,SR,1,100,0.066667
1766865011.615527,1271346,9140,1,SR,1,100,0.066667
1766865012.228905,1271959,9291,1,SR,1,100,0.333333
1766865012.829275,1272559,9376,1,SR,1,100,0.266667
1766865013.362603,1273092,9476,1,SR,1,100,0.266667
1766865014.163096,1273892,9576,1,SR,1,100,0.133333
1766865014.963588,1274692,9757,1,SR,1,100,0.400000
1766865018.105522,1277832,10202,1,SR,1,100,0.066667
1766865019.706508,1279432,10466,1,SR,1,100,0.066667
1766865020.039713,1279765,10548,1,SR,1,100,0.200000
1766865023.188651,1282912,11032,1,SR,1,100,0.066667
1766865023.388775,1283112,11147,1,SR,1,100,0.533333
1766865030.412098,1290131,12224,1,SR,1,100,0.133333
1766865031.278631,1290997,12358,1,SR,1,100,0.066667
1766865031.879001,1291597,12461,1,SR,1,100,0.066667
1766865032.546412,1292264,12564,1,SR,1,100,0.066667
1766865032.946658,1292664,12632,1,SR,1,100,0.066667
1766865033.613068,1293330,12766,1,SR,1,100,0.200000
1766865036.147628,1295863,13165,1,SR,1,100,0.133333
1766865037.881696,1297596,13450,1,SR,1,100,0.066667
1766865039.682805,1299396,13748,1,SR,1,100,0.133333
1766865040.817503,1300530,13932,1,SR,1,100,0.133333
1766865048.307113,1308015,15159,1,SR,1,100,0.133333
1766865050.382391,1310089,15491,1,SR,1,100,0.066667
1766865050.782637,1310489,15560,1,SR,1,100,0.133333
1766865051.315965,1311022,15678,1,SR,1,100,0.266667
1766865052.516705,1312222,15861,1,SR,1,100,0.200000
1766865057.992075,1317694,16820,1,SR,1,100,0.600000
