LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1766633908.853497,46723.000,5527,1,B%,1,100,44
1766633913.853093,51723.000,6351,1,B%,1,100,44
1766633918.851689,56722.000,7164,1,B%,1,100,42
1766633923.851285,61722.000,7976,1,B%,1,100,44
1766633928.849880,66721.000,8803,1,B%,1,100,42
1766633933.849476,71721.000,9625,1,B%,1,100,42
1766633938.848072,76720.000,10479,1,B%,1,100,42
1766633943.847667,81720.000,11308,1,B%,1,100,41
1766633948.846263,86719.000,12114,1,B%,1,100,41
1766633953.845859,91719.000,12923,1,B%,1,100,42
1766633958.844455,96718.000,13738,1,B%,1,100,41
1766633963.844050,101718.000,14572,1,B%,1,100,41
