LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1766633915.087993,52958.000,6532,3,PR,1,100,151576
1766633915.127990,52998.000,6532,3,PR,1,100,151618
1766633915.167987,53038.000,6550,3,PR,1,100,151602
1766633915.207983,53078.000,6550,3,PR,1,100,151609
1766633915.247980,53118.000,6550,3,PR,1,100,151666
1766633915.287977,53158.000,6566,2,PR,1,100,151690
1766633915.327974,53198.000,6566,2,PR,1,100,151686
1766633915.367970,53238.000,6582,3,PR,1,100,151724
1766633915.407967,53278.000,6582,3,PR,1,100,151761
1766633915.447964,53318.000,6582,3,PR,1,100,151812
1766633915.487961,53358.000,6598,2,PR,1,100,151827
1766633915.527957,53398.000,6598,2,PR,1,100,151831
1766633915.567954,53438.000,6615,3,PR,1,100,151878
1766633915.607951,53478.000,6615,3,PR,1,100,151922
1766633915.647948,53518.000,6615,3,PR,1,100,151964
1766633915.687945,53558.000,6631,2,PR,1,100,151990
1766633915.727941,53598.000,6631,2,PR,1,100,151964
1766633915.767938,53638.000,6648,3,PR,1,100,151904
1766633915.807935,53678.000,6648,3,PR,1,100,151950
1766633915.847932,53718.000,6648,3,PR,1,100,152004
1766633915.887928,53758.000,6663,2,PR,1,100,152153
1766633915.927925,53798.000,6663,2,PR,1,100,152302
1766633915.967922,53838.000,6680,3,PR,1,100,152401
1766633916.007919,53878.000,6680,3,PR,1,100,152510
1766633916.047915,53918.000,6680,3,PR,1,100,152537
1766633916.087912,53958.000,6696,2,PR,1,100,152403
1766633916.127909,53998.000,6696,2,PR,1,100,152195
1766633916.167906,54038.000,6714,3,PR,1,100,151918
1766633916.207902,54078.000,6714,3,PR,1,100,151777
1766633916.247899,54118.000,6714,3,PR,1,100,151830
1766633916.287896,54158.000,6728,2,PR,1,100,151956
1766633916.327893,54198.000,6728,2,PR,1,100,152098
1766633916.367890,54238.000,6747,3,PR,1,100,152192
1766633916.407886,54278.000,6747,3,PR,1,100,152289
1766633916.447883,54318.000,6747,3,PR,1,100,152381
1766633916.487880,54358.000,6764,3,PR,1,100,152435
1766633916.527877,54398.000,6764,3,PR,1,100,152389
1766633916.567873,54438.000,6764,3,PR,1,100,152221
1766633916.607870,54478.000,6781,2,PR,1,100,152058
1766633916.647867,54518.000,6781,2,PR,1,100,152051
1766633916.687864,54558.000,6795,3,PR,1,100,152138
1766633916.727860,54598.000,6795,3,PR,1,100,152270
1766633916.767857,54638.000,6795,3,PR,1,100,152335
1766633916.807854,54678.000,6819,2,PR,1,100,152370
1766633916.847851,54718.000,6819,2,PR,1,100,152422
1766633916.887848,54758.000,6836,3,PR,1,100,152389
1766633916.927844,54798.000,6836,3,PR,1,100,152315
1766633916.967841,54838.000,6836,3,PR,1,100,152251
1766633917.007838,54878.000,6855,3,PR,1,100,152278
1766633917.047835,54918.000,6855,3,PR,1,100,152329
1766633917.087831,54958.000,6855,3,PR,1,100,152387
1766633917.127828,54998.000,6871,2,PR,1,100,152428
1766633917.167825,55038.000,6871,2,PR,1,100,152394
1766633917.207822,55078.000,6887,3,PR,1,100,152370
1766633917.247818,55118.000,6887,3,PR,1,100,152365
1766633917.287815,55158.000,6887,3,PR,1,100,152371
1766633917.327812,55198.000,6903,2,PR,1,100,152460
1766633917.367809,55238.000,6903,2,PR,1,100,152507
1766633917.407805,55278.000,6920,3,PR,1,100,152576
1766633917.447802,55318.000,6920,3,PR,1,100,152661
1766633917.487799,55358.000,6920,3,PR,1,100,152758
1766633917.527796,55398.000,6937,2,PR,1,100,152820
1766633917.567793,55438.000,6937,2,PR,1,100,152879
1766633917.607789,55478.000,6952,3,PR,1,100,152935
1766633917.647786,55518.000,6952,3,PR,1,100,152985
1766633917.687783,55558.000,6952,3,PR,1,100,153044
1766633917.727780,55598.000,6968,2,PR,1,100,153045
1766633917.767776,55638.000,6968,2,PR,1,100,153053
1766633917.807773,55678.000,6986,3,PR,1,100,153037
1766633917.847770,55718.000,6986,3,PR,1,100,153110
1766633917.887767,55758.000,6986,3,PR,1,100,153234
1766633917.927763,55798.000,7002,2,PR,1,100,153329
1766633917.967760,55838.000,7002,2,PR,1,100,153397
1766633918.007757,55878.000,7017,3,PR,1,100,153466
1766633918.047754,55918.000,7017,3,PR,1,100,153522
1766633918.087750,55958.000,7017,3,PR,1,100,153557
1766633918.127747,55998.000,7033,2,PR,1,100,153548
1766633918.167744,56038.000,7033,2,PR,1,100,153555
1766633918.207741,56078.000,7051,3,PR,1,100,153583
1766633918.247738,56118.000,7051,3,PR,1,100,153606
1766633918.287734,56158.000,7051,3,PR,1,100,153625
1766633918.327731,56198.000,7067,3,PR,1,100,153666
1766633918.367728,56238.000,7067,3,PR,1,100,153705
1766633918.407725,56278.000,7067,3,PR,1,100,153799
1766633918.447721,56318.000,7082,2,PR,1,100,153886
1766633918.487718,56358.000,7082,2,PR,1,100,153970
1766633918.527715,56398.000,7099,3,PR,1,100,154027
1766633918.567712,56438.000,7099,3,PR,1,100,154073
1766633918.607708,56478.000,7099,3,PR,1,100,154079
1766633918.647705,56518.000,7116,2,PR,1,100,154064
1766633918.687702,56558.000,7116,2,PR,1,100,154039
1766633918.727699,56598.000,7132,3,PR,1,100,154079
1766633918.767695,56638.000,7132,3,PR,1,100,154116
1766633918.807692,56678.000,7132,3,PR,1,100,154197
1766633918.854188,56724.500,7149,2,PR,1,100,154250
1766633918.900685,56771.000,7149,2,PR,1,100,154314
1766633918.940681,56811.000,7166,2,PR,1,100,154347
1766633918.980678,56851.000,7166,2,PR,1,100,154397
1766633919.020675,56891.000,7183,3,PR,1,100,154409
1766633919.060672,56931.000,7183,3,PR,1,100,154406
1766633919.100669,56971.000,7183,3,PR,1,100,154396
1766633919.140665,57011.000,7200,3,PR,1,100,154413
1766633919.180662,57051.000,7200,3,PR,1,100,154457
1766633919.220659,57091.000,7200,3,PR,1,100,154507
1766633919.260656,57131.000,7217,2,PR,1,100,154534
1766633919.300653,57171.000,7217,2,PR,1,100,154586
1766633919.340649,57211.000,7231,3,PR,1,100,154612
1766633919.380646,57251.000,7231,3,PR,1,100,154663
1766633919.420643,57291.000,7231,3,PR,1,100,154741
1766633919.460639,57331.000,7248,2,PR,1,100,154849
1766633919.500636,57371.000,7248,2,PR,1,100,154978
1766633919.540633,57411.000,7265,3,PR,1,100,155201
1766633919.580630,57451.000,7265,3,PR,1,100,155396
1766633919.620626,57491.000,7265,3,PR,1,100,155481
1766633919.660623,57531.000,7282,2,PR,1,100,155493
1766633919.700620,57571.000,7282,2,PR,1,100,155469
1766633919.740617,57611.000,7296,3,PR,1,100,155487
1766633919.780614,57651.000,7296,3,PR,1,100,155528
1766633919.820610,57691.000,7296,3,PR,1,100,155558
1766633919.860607,57731.000,7314,2,PR,1,100,155576
1766633919.900604,57771.000,7314,2,PR,1,100,155627
1766633919.940601,57811.000,7330,3,PR,1,100,155618
1766633919.980597,57851.000,7330,3,PR,1,100,155609
1766633920.020594,57891.000,7330,3,PR,1,100,155663
1766633920.060591,57931.000,7347,2,PR,1,100,155698
1766633920.100588,57971.000,7347,2,PR,1,100,155745
1766633920.140584,58011.000,7362,3,PR,1,100,155846
1766633920.180581,58051.000,7362,3,PR,1,100,155861
1766633920.220578,58091.000,7362,3,PR,1,100,155911
1766633920.260575,58131.000,7379,3,PR,1,100,155944
1766633920.300572,58171.000,7379,3,PR,1,100,155986
1766633920.340568,58211.000,7379,3,PR,1,100,156010
1766633920.380565,58251.000,7395,2,PR,1,100,156063
1766633920.420562,58291.000,7395,2,PR,1,100,156101
1766633920.460559,58331.000,7412,3,PR,1,100,156131
1766633920.500556,58371.000,7412,3,PR,1,100,156168
1766633920.540552,58411.000,7412,3,PR,1,100,156190
1766633920.580549,58451.000,7428,2,PR,1,100,156164
1766633920.620546,58491.000,7428,2,PR,1,100,156149
1766633920.660542,58531.000,7444,3,PR,1,100,156148
1766633920.700539,58571.000,7444,3,PR,1,100,156177
1766633920.740536,58611.000,7444,3,PR,1,100,156229
1766633920.780533,58651.000,7460,2,PR,1,100,156263
1766633920.820529,58691.000,7460,2,PR,1,100,156311
1766633920.860526,58731.000,7478,3,PR,1,100,156327
1766633920.900523,58771.000,7478,3,PR,1,100,156331
1766633920.940520,58811.000,7478,3,PR,1,100,156339
1766633920.980517,58851.000,7493,2,PR,1,100,156363
1766633921.020513,58891.000,7493,2,PR,1,100,156393
1766633921.060510,58931.000,7509,3,PR,1,100,156388
1766633921.100507,58971.000,7509,3,PR,1,100,156367
1766633921.140504,59011.000,7509,3,PR,1,100,156351
1766633921.180501,59051.000,7526,2,PR,1,100,156323
1766633921.220497,59091.000,7526,2,PR,1,100,156361
1766633921.260494,59131.000,7543,3,PR,1,100,156391
1766633921.300491,59171.000,7543,3,PR,1,100,156392
1766633921.340487,59211.000,7543,3,PR,1,100,156402
1766633921.380484,59251.000,7559,3,PR,1,100,156414
1766633921.420481,59291.000,7559,3,PR,1,100,156428
1766633921.460478,59331.000,7559,3,PR,1,100,156435
1766633921.500474,59371.000,7575,2,PR,1,100,156446
1766633921.540471,59411.000,7575,2,PR,1,100,156460
1766633921.580468,59451.000,7591,3,PR,1,100,156489
1766633921.620465,59491.000,7591,3,PR,1,100,156500
1766633921.660462,59531.000,7591,3,PR,1,100,156527
1766633921.700458,59571.000,7608,2,PR,1,100,156548
1766633921.740455,59611.000,7608,2,PR,1,100,156583
1766633921.780452,59651.000,7624,3,PR,1,100,156636
1766633921.820449,59691.000,7624,3,PR,1,100,156670
1766633921.860445,59731.000,7624,3,PR,1,100,156707
1766633921.900442,59771.000,7645,2,PR,1,100,156717
1766633921.940439,59811.000,7645,2,PR,1,100,156720
1766633921.980436,59851.000,7661,3,PR,1,100,156718
1766633922.020432,59891.000,7661,3,PR,1,100,156713
1766633922.060429,59931.000,7661,3,PR,1,100,156702
1766633922.100426,59971.000,7678,2,PR,1,100,156710
1766633922.140423,60011.000,7678,2,PR,1,100,156731
1766633922.180419,60051.000,7695,3,PR,1,100,156788
1766633922.220416,60091.000,7695,3,PR,1,100,156781
1766633922.260413,60131.000,7695,3,PR,1,100,156786
1766633922.300410,60171.000,7710,2,PR,1,100,156759
1766633922.340407,60211.000,7710,2,PR,1,100,156792
1766633922.380403,60251.000,7726,3,PR,1,100,156873
1766633922.420400,60291.000,7726,3,PR,1,100,156872
1766633922.460397,60331.000,7726,3,PR,1,100,156843
1766633922.500394,60371.000,7744,3,PR,1,100,156804
1766633922.540390,60411.000,7744,3,PR,1,100,156708
1766633922.580387,60451.000,7744,3,PR,1,100,156747
1766633922.620384,60491.000,7760,2,PR,1,100,156888
1766633922.660381,60531.000,7760,2,PR,1,100,156777
1766633922.700377,60571.000,7778,3,PR,1,100,156931
1766633922.740374,60611.000,7778,3,PR,1,100,157671
1766633922.780371,60651.000,7778,3,PR,1,100,157841
1766633922.820368,60691.000,7794,2,PR,1,100,158234
1766633922.860365,60731.000,7794,2,PR,1,100,158399
1766633922.900361,60771.000,7811,3,PR,1,100,158275
1766633922.940358,60811.000,7811,3,PR,1,100,158149
1766633922.980355,60851.000,7811,3,PR,1,100,157814
1766633923.020352,60891.000,7827,2,PR,1,100,157441
1766633923.060349,60931.000,7827,2,PR,1,100,157690
1766633923.100345,60971.000,7844,3,PR,1,100,157797
1766633923.140342,61011.000,7844,3,PR,1,100,158032
1766633923.180339,61051.000,7844,3,PR,1,100,158207
1766633923.220335,61091.000,7859,2,PR,1,100,158495
1766633923.260332,61131.000,7859,2,PR,1,100,158827
1766633923.300329,61171.000,7876,3,PR,1,100,158629
1766633923.340326,61211.000,7876,3,PR,1,100,158331
1766633923.380322,61251.000,7876,3,PR,1,100,157741
1766633923.420319,61291.000,7892,2,PR,1,100,157134
1766633923.460316,61331.000,7892,2,PR,1,100,156989
1766633923.500313,61371.000,7910,3,PR,1,100,157532
1766633923.540310,61411.000,7910,3,PR,1,100,158194
1766633923.580306,61451.000,7910,3,PR,1,100,158759
1766633923.620303,61491.000,7926,2,PR,1,100,158740
1766633923.660300,61531.000,7926,2,PR,1,100,158743
1766633923.700297,61571.000,7943,3,PR,1,100,158716
1766633923.740294,61611.000,7943,3,PR,1,100,158374
1766633923.780290,61651.000,7943,3,PR,1,100,158441
1766633923.826787,61697.500,7960,2,PR,1,100,158898
1766633923.873283,61744.000,7960,2,PR,1,100,159588
1766633923.913280,61784.000,7979,3,PR,1,100,159945
1766633923.953276,61824.000,7979,3,PR,1,100,159919
1766633923.993273,61864.000,7979,3,PR,1,100,159434
1766633924.033270,61904.000,7993,2,PR,1,100,159014
1766633924.073267,61944.000,7993,2,PR,1,100,159713
1766633924.113263,61984.000,8010,3,PR,1,100,160280
1766633924.153260,62024.000,8010,3,PR,1,100,160402
1766633924.193257,62064.000,8010,3,PR,1,100,160211
1766633924.233253,62104.000,8027,2,PR,1,100,160271
1766633924.273250,62144.000,8027,2,PR,1,100,160142
1766633924.313247,62184.000,8044,3,PR,1,100,159887
1766633924.353244,62224.000,8044,3,PR,1,100,158678
1766633924.393241,62264.000,8044,3,PR,1,100,157278
1766633924.433237,62304.000,8058,2,PR,1,100,157697
1766633924.473234,62344.000,8058,2,PR,1,100,158820
1766633924.513231,62384.000,8078,3,PR,1,100,159573
1766633924.553228,62424.000,8078,3,PR,1,100,159968
1766633924.593225,62464.000,8078,3,PR,1,100,160600
1766633924.633221,62504.000,8095,2,PR,1,100,161166
1766633924.673218,62544.000,8095,2,PR,1,100,159956
1766633924.713215,62584.000,8112,3,PR,1,100,156867
1766633924.753211,62624.000,8112,3,PR,1,100,156762
1766633924.793208,62664.000,8112,3,PR,1,100,158529
1766633924.833205,62704.000,8130,3,PR,1,100,159644
1766633924.873202,62744.000,8130,3,PR,1,100,160404
1766633924.913198,62784.000,8130,3,PR,1,100,161077
1766633924.953195,62824.000,8146,2,PR,1,100,161178
1766633924.993192,62864.000,8146,2,PR,1,100,159324
1766633925.033189,62904.000,8162,3,PR,1,100,157315
1766633925.073186,62944.000,8162,3,PR,1,100,158780
1766633925.113182,62984.000,8162,3,PR,1,100,159897
1766633925.153179,63024.000,8182,2,PR,1,100,160260
1766633925.193176,63064.000,8182,2,PR,1,100,160462
1766633925.233173,63104.000,8198,3,PR,1,100,160781
1766633925.273170,63144.000,8198,3,PR,1,100,161010
1766633925.313166,63184.000,8198,3,PR,1,100,159719
1766633925.353163,63224.000,8213,2,PR,1,100,158755
1766633925.393160,63264.000,8213,2,PR,1,100,159445
1766633925.433156,63304.000,8231,3,PR,1,100,160458
1766633925.473153,63344.000,8231,3,PR,1,100,160986
1766633925.513150,63384.000,8231,3,PR,1,100,161087
1766633925.553147,63424.000,8249,2,PR,1,100,160460
1766633925.593143,63464.000,8249,2,PR,1,100,157896
1766633925.633140,63504.000,8265,3,PR,1,100,156335
1766633925.673137,63544.000,8265,3,PR,1,100,157338
1766633925.713134,63584.000,8265,3,PR,1,100,158703
1766633925.753131,63624.000,8282,3,PR,1,100,160054
1766633925.793127,63664.000,8282,3,PR,1,100,160197
1766633925.833124,63704.000,8282,3,PR,1,100,160325
1766633925.873121,63744.000,8299,2,PR,1,100,158276
1766633925.913118,63784.000,8299,2,PR,1,100,155475
1766633925.953115,63824.000,8316,3,PR,1,100,155725
1766633925.993111,63864.000,8316,3,PR,1,100,156726
1766633926.033108,63904.000,8316,3,PR,1,100,158158
1766633926.073105,63944.000,8334,2,PR,1,100,159314
1766633926.113101,63984.000,8334,2,PR,1,100,159414
