TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
28337.000000,43704.000000,1766863767.840914,1766863783.217379,4,25638,7.63126e+06,1.11.4
