LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1766863765.140252,25638,2348,1,SA,1,100,0.000593
1766863766.272949,26770,2482,1,SA,1,100,0.001662
1766863783.948829,44435,5352,1,SA,1,100,0.008731
1766863791.619551,52101,6600,1,SA,1,100,0.007031
1766863794.887563,55367,7117,1,SA,1,100,0.008979
1766863796.488548,56967,7485,1,SA,1,100,0.002553
1766863798.629866,59107,7764,1,SA,1,100,0.002646
1766863799.363318,59840,7833,1,SA,1,100,0.000265
1766863801.431591,61907,8220,1,SA,1,100,0.000081
1766863803.498863,63973,8568,1,SA,1,100,0.008317
1766863804.632561,65106,8718,1,SA,1,100,0.000632
1766863805.232931,65706,8835,1,SA,1,100,0.001270
1766863805.701219,66174,8987,1,SA,1,100,0.003239
1766863806.833916,67306,9138,1,SA,1,100,0.012012
1766863807.501327,67973,9191,1,SA,1,100,0.002826
1766863809.568600,70039,9519,1,SA,1,100,0.000732
1766863811.770955,72240,9882,1,SA,1,100,0.000088
1766863812.104161,72573,9918,1,SA,1,100,0.000031
1766863817.446449,77912,10839,1,SA,1,100,0.013214
1766863818.113860,78579,10891,1,SA,1,100,0.001137
1766863820.055055,80519,11272,1,SA,1,100,0.002054
1766863820.787506,81251,11389,1,SA,1,100,0.004609
1766863823.590231,84052,11802,1,SA,1,100,0.000303
1766863824.056518,84518,11904,1,SA,1,100,0.000662
1766863824.723929,85185,11988,1,SA,1,100,0.000260
1766863825.124175,85585,12059,1,SA,1,100,0.000651
1766863825.857627,86318,12160,1,SA,1,100,0.000081
1766863826.190832,86651,12265,1,SA,1,100,0.000517
1766863826.858243,87318,12351,1,SA,1,100,0.000206
1766863827.391571,87851,12419,1,SA,1,100,0.000093
1766863827.724776,88184,12488,1,SA,1,100,0.000053
1766863827.924899,88384,12524,1,SA,1,100,0.000337
1766863828.592310,89051,12674,1,SA,1,100,0.000853
1766863833.927594,94383,13568,1,SA,1,100,0.001070
1766863835.135338,95590,13738,1,SA,1,100,0.003290
1766863835.602625,96057,13841,1,SA,1,100,0.005957
1766863836.202995,96657,13874,1,SA,1,100,0.003660
1766863836.869405,97323,13992,1,SA,1,100,0.001417
1766863837.802980,98256,14158,1,SA,1,100,0.000648
1766863838.937678,99390,14372,1,SA,1,100,0.000541
1766863840.211462,100663,14557,1,SA,1,100,0.000580
1766863841.345160,101796,14841,1,SA,1,100,0.003512
1766863843.079227,103529,15028,1,SA,1,100,0.001165
1766863846.482322,106930,15614,1,SA,1,100,0.002692
1766863847.088696,107536,15667,1,SA,1,100,0.002176
1766863849.223009,109669,16015,1,SA,1,100,0.000542
1766863849.563219,110009,16098,1,SA,1,100,0.004084
1766863850.696917,111142,16303,1,SA,1,100,0.005639
1766863854.632339,115075,16953,1,SA,1,100,0.019093
1766863859.434295,119874,17719,1,SA,1,100,0.009966
1766863861.642654,122081,18071,1,SA,1,100,0.000851
1766863864.717547,125154,18569,1,SA,1,100,0.021175
1766863866.384573,126820,18838,1,SA,1,100,0.000712
1766863867.919518,128354,19155,1,SA,1,100,0.007737
1766863870.861329,131294,19573,1,SA,1,100,0.000150
1766863871.127493,131560,19753,1,SA,1,100,0.018593
1766863879.818843,140246,21024,1,SA,1,100,0.002351
1766863881.552910,141979,21340,1,SA,1,100,0.014588
1766863882.487485,142913,21474,1,SA,1,100,0.001363
1766863885.494336,145918,22023,1,SA,1,100,0.011279
1766863890.831622,151252,23002,1,SA,1,100,0.001067
1766863895.313380,155731,23713,1,SA,1,100,0.007418
1766863897.113489,157530,23848,1,SA,1,100,0.000443
1766863897.854945,158271,23996,1,SA,1,100,0.003211
1766863898.921602,159337,24230,1,SA,1,100,0.003262
1766863904.323927,164736,25062,1,SA,1,100,0.002783
1766863906.325159,166736,25376,1,SA,1,100,0.000115
1766863906.659365,167070,25443,1,SA,1,100,0.002165
1766863907.325775,167736,25575,1,SA,1,100,0.003993
1766863912.128731,172536,26301,1,SA,1,100,0.000064
1766863912.729101,173136,26452,1,SA,1,100,0.000119
1766863913.862799,174269,26618,1,SA,1,100,0.000194
1766863918.871882,179275,27457,1,SA,1,100,0.001474
1766863919.872498,180275,27594,1,SA,1,100,0.000905
1766863922.940387,183341,28207,1,SA,1,100,0.000422
1766863924.608413,185008,28355,1,SA,1,100,0.000079
1766863926.542604,186941,28687,1,SA,1,100,0.000145
1766863928.683922,189081,29017,1,SA,1,100,0.000168
1766863931.418605,191814,29565,1,SA,1,100,0.000818
1766863932.819468,193214,29731,1,SA,1,100,0.000353
1766863933.419837,193814,29782,1,SA,1,100,0.000161
1766863934.153289,194547,29914,1,SA,1,100,0.000811
1766863935.294991,195688,30095,1,SA,1,100,0.000077
1766863935.768283,196161,30166,1,SA,1,100,0.000060
1766863936.034447,196427,30217,1,SA,1,100,0.000140
1766863937.434308,197826,30465,1,SA,1,100,0.000923
1766863939.309463,199700,30728,1,SA,1,100,0.001241
1766863943.712173,204100,31671,1,SA,1,100,0.000600
1766863947.847718,208233,32138,1,SA,1,100,0.000052
1766863948.447087,208832,32222,1,SA,1,100,0.000015
1766863948.914375,209299,32357,1,SA,1,100,0.000090
1766863949.447703,209832,32407,1,SA,1,100,0.000044
1766863949.781909,210166,32444,1,SA,1,100,0.000016
1766863950.389283,210773,32560,1,SA,1,100,0.000032
1766863950.654446,211038,32680,1,SA,1,100,0.000152
1766863951.522981,211906,32733,1,SA,1,100,0.000016
1766863952.255432,212638,32850,1,SA,1,100,0.000015
1766863952.455555,212838,32919,1,SA,1,100,0.000056
1766863952.789760,213172,32952,1,SA,1,100,0.000031
1766863953.789376,214171,33304,1,SA,1,100,0.000217
1766863955.258280,215639,33359,1,SA,1,100,0.000015
1766863956.264899,216645,33543,1,SA,1,100,0.000040
1766863957.864884,218244,33842,1,SA,1,100,0.000051
1766863958.399213,218778,34010,1,SA,1,100,0.000175
1766863959.466871,219845,34043,1,SA,1,100,0.000012
1766863960.200322,220578,34164,1,SA,1,100,0.000013
1766863960.400445,220778,34215,1,SA,1,100,0.000018
1766863960.667610,221045,34285,1,SA,1,100,0.000041
1766863961.467102,221844,34403,1,SA,1,100,0.000031
1766863962.201554,222578,34520,1,SA,1,100,0.000026
1766863967.470798,227844,35382,1,SA,1,100,0.000202
1766863968.744581,229117,35613,1,SA,1,100,0.000273
1766863972.146676,232517,36122,1,SA,1,100,0.000022
1766863973.820706,234190,36401,1,SA,1,100,0.000013
1766863974.153911,234523,36518,1,SA,1,100,0.000088
1766863974.820322,235189,36553,1,SA,1,100,0.000010
1766863975.020445,235389,36620,1,SA,1,100,0.000034
